"Species" "Source" "Group" "GBIF_accepted" "GBIF_rank" "originCH" "originEUR" "Swiss_status" "IUCN_status" "Genus" "Family" "Order" "Class" "Phylum" "GUILDE.1" "GUILDE.2" "GUILDE.3" "GUILDE.4" "GUILDE.5" "GUILDE.6" "GUILDE.7" "GUILDE.8" "GUILDE.9" "GUILDE.10" "GUILDE.11" "GUILDE.12" "GUILDE.13" "GUILDE.14" "GUILDE.15" "GUILDE.16" "GUILDE.17" "GUILDE.18" "GUILDE.19" "GUILDE.20" "GUILDE.21" "GUILDE.22" "GUILDE.23" "GUILDE.24" "GUILDE.25" "GUILDE.26" "Functional_group" "Ascoma_type" "Ascoma_development" "Ascus_dehiscence" "C_perct" "N_perct" "P_perct" "C.N_perct" "C.P_perct" "N.P_perct" "Sporocarp_N_perct" "Melanin_content_mg.g" "Spore_width_μm" "Spore_length_μm" "Spore_size_μm3" "Fruiting_body_size_mm2" "Fos" "Ter" "Aqu" "Arb" "Aer" "Substrate" "RangeSize_km2" "MISSING_ALL_TRAITS"
"Balsamia vulgaris" "InfoSpecies" "Fungi" "Balsamia vulgaris Vittad." "SPECIES" "INN" NA "DD" NA "Balsamia" "Helvellaceae" "Pezizales" "Pezizomycetes" "Ascomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 "soil_peat" NA "NO"
"Banhegyia setispora" "InfoSpecies" "Fungi" "Banhegyia setispora L.Zeller & Tóth" "SPECIES" "INN" NA "NE" NA "Banhegyia" "Patellariaceae" "Patellariales" "Dothideomycetes" "Ascomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 1 0 "wood" NA "NO"
"Bankera fuligineoalba" "InfoSpecies" "Fungi" "Phellodon fuligineoalbus (J.C.Schmidt) R.E.Baird" "SPECIES" "INN" NA "EN" NA "Phellodon" "Thelephoraceae" "Thelephorales" "Agaricomycetes" "Basidiomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Bankera violascens" "SPEED2ZERO" "Fungi" "Phellodon violascens (Alb. & Schwein.) A.M.Ainsw." "SPECIES" "INN" NA "VU" NA "Phellodon" "Thelephoraceae" "Thelephorales" "Agaricomycetes" "Basidiomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Basidiodendron caesiocinereum" "InfoSpecies" "Fungi" "Basidiodendron caesiocinereum (Höhn. & Litsch.) Luck-Allen" "SPECIES" "INN" NA "LC" NA "Basidiodendron" "Incertae sedis" "Auriculariales" "Agaricomycetes" "Basidiomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 1 0 "wood" NA "NO"
"Basidiodendron cinerellum" "InfoSpecies" "Fungi" "Basidiodendron cinerellum (Bourdot & Galzin) Spirin & Malysheva" "SPECIES" NA NA "NE" NA "Basidiodendron" "Incertae sedis" "Auriculariales" "Agaricomycetes" "Basidiomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 1 0 "wood" NA "NO"
"Basidiodendron cinereum" "InfoSpecies" "Fungi" "Basidiodendron cinereum (Bres.) Luck-Allen" "SPECIES" "INN" NA "VU" NA "Basidiodendron" "Incertae sedis" "Auriculariales" "Agaricomycetes" "Basidiomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 1 0 "wood" NA "NO"
"Basidiodendron deminutum" "InfoSpecies" "Fungi" "Basidiodendron deminutum (Bourdot) Luck-Allen" "SPECIES" "INN" NA "DD" NA "Basidiodendron" "Incertae sedis" "Auriculariales" "Agaricomycetes" "Basidiomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 1 0 "wood" NA "NO"
"Basidiodendron eyrei" "InfoSpecies" "Fungi" "Basidiodendron eyrei (Wakef.) Luck-Allen" "SPECIES" "INN" NA "LC" NA "Basidiodendron" "Incertae sedis" "Auriculariales" "Agaricomycetes" "Basidiomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 1 0 "wood" NA "NO"
"Basidiodendron glaucum" "InfoSpecies" "Fungi" "Basidiodendron glaucum Spirin & K.H.Larsson" "SPECIES" NA NA "NE" NA "Basidiodendron" "Incertae sedis" "Auriculariales" "Agaricomycetes" "Basidiomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 1 0 "wood" NA "NO"
"Basidiodendron globisporum" "InfoSpecies" "Fungi" "Basidiodendron globisporum Spirin & Malysheva" "SPECIES" NA NA "NE" NA "Basidiodendron" "Incertae sedis" "Auriculariales" "Agaricomycetes" "Basidiomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 1 0 "wood" NA "NO"
"Basidiodendron grandinioides" "InfoSpecies" "Fungi" "Sebacina grandinioides (Bourdot & Galzin) D.P.Rogers" "SPECIES" "INN" NA "NE" NA "Sebacina" "Sebacinaceae" "Sebacinales" "Agaricomycetes" "Basidiomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 1 0 "wood" NA "NO"
"Basidiodendron groningae" "InfoSpecies" "Fungi" "Basidiodendron groningae N.Schoutteten & Spirin" "SPECIES" NA NA "NE" NA "Basidiodendron" "Incertae sedis" "Auriculariales" "Agaricomycetes" "Basidiomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 1 0 "wood" NA "NO"
"Basidiodendron microsporum" "InfoSpecies" "Fungi" "Basidiodendron microsporum Spirin, Malysheva & Kotiranta" "SPECIES" NA NA "NE" NA "Basidiodendron" "Incertae sedis" "Auriculariales" "Agaricomycetes" "Basidiomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 1 0 "wood" NA "NO"
"Basidiodendron parile" "InfoSpecies" "Fungi" "Basidiodendron parile Spirin & Malysheva" "SPECIES" NA NA "NE" NA "Basidiodendron" "Incertae sedis" "Auriculariales" "Agaricomycetes" "Basidiomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 1 0 "wood" NA "NO"
"Basidiodendron pini" "InfoSpecies" "Fungi" "Basidiodendron pini (H.S.Jacks. & G.W.Martin) Luck-Allen" "SPECIES" NA NA "NE" NA "Basidiodendron" "Incertae sedis" "Auriculariales" "Agaricomycetes" "Basidiomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 1 0 "wood" NA "NO"
"Basidiodendron radians" "InfoSpecies" "Fungi" "Basidiodendron radians (Rick) P.Roberts" "SPECIES" "INN" NA "NE" NA "Basidiodendron" "Incertae sedis" "Auriculariales" "Agaricomycetes" "Basidiomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 1 0 "wood" NA "NO"
"Basidiodendron remotum" "InfoSpecies" "Fungi" "Basidiodendron remotum Spirin, Malysheva & Kotiranta" "SPECIES" NA NA "NE" NA "Basidiodendron" "Incertae sedis" "Auriculariales" "Agaricomycetes" "Basidiomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 1 0 "wood" NA "NO"
"Basidiodendron rimosum" "InfoSpecies" "Fungi" "Basidiodendron rimosum (H.S.Jacks. & G.W.Martin) Luck-Allen" "SPECIES" NA NA "NE" NA "Basidiodendron" "Incertae sedis" "Auriculariales" "Agaricomycetes" "Basidiomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 1 0 "wood" NA "NO"
"Basidiodendron rimulentum" "InfoSpecies" "Fungi" "Basidiodendron rimulentum (Bourdot & Galzin) Luck-Allen" "SPECIES" "INN" NA "DD" NA "Basidiodendron" "Incertae sedis" "Auriculariales" "Agaricomycetes" "Basidiomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 1 0 "wood" NA "NO"
"Basidiodendron salebrosum" "InfoSpecies" "Fungi" "Basidiodendron salebrosum Spirin & Malysheva" "SPECIES" NA NA "NE" NA "Basidiodendron" "Incertae sedis" "Auriculariales" "Agaricomycetes" "Basidiomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 1 0 "wood" NA "NO"
"Basidiodendron trachysporum" "InfoSpecies" "Fungi" "Basidiodendron trachysporum (Bourdot & Galzin) Spirin, M.Weiss & Miettinen" "SPECIES" NA NA "NE" NA "Basidiodendron" "Incertae sedis" "Auriculariales" "Agaricomycetes" "Basidiomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 1 0 "wood" NA "NO"
"Basidiodendron walleynii" "InfoSpecies" "Fungi" "Basidiodendron walleynii Spirin, Malysheva & Schoutteten" "SPECIES" NA NA "NE" NA "Basidiodendron" "Incertae sedis" "Auriculariales" "Agaricomycetes" "Basidiomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 1 0 "wood" NA "NO"
"Basidiophora entospora" "SPEED2ZERO" "Fungi" "Basidiophora entospora Roze & Cornu" "SPECIES" "NEO" NA "NE" NA "Basidiophora" "Peronosporaceae" "Peronosporales" "Peronosporea" "Oomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "parasite" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 "above_litter" NA "NO"
"Basidiophora simplex" "InfoSpecies" "Fungi" "Basidiophora simplex (Peck) Sökücü & Thines" "SPECIES" NA NA "NE" NA "Basidiophora" "Peronosporaceae" "Peronosporales" "Peronosporea" "Oomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "parasite" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 "above_litter" NA "NO"
"Basidioradulum radula" "InfoSpecies" "Fungi" "Xylodon radula (Fr.) Ţura, Zmitr., Wasser & Spirin" "SPECIES" NA NA "LC" NA "Xylodon" "Schizoporaceae" "Hymenochaetales" "Agaricomycetes" "Basidiomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 1 0 "wood" NA "NO"
"Batrachochytrium dendrobatidis" "SPEED2ZERO" "Fungi" "Batrachochytrium dendrobatidis Longcore, Pessier & D.K.Nichols" "SPECIES" "NEO" NA "NE" NA "Batrachochytrium" "Incertae sedis" "Rhizophydiales" "Rhizophydiomycetes" "Chytridiomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "parasite" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 "animal_n_other" NA "NO"
"Batrachochytrium salamandrivorans" "InfoSpecies" "Fungi" "Batrachochytrium salamandrivorans A.Martel, Blooi, Bossuyt & Pasmans" "SPECIES" NA NA "NE" NA "Batrachochytrium" "Incertae sedis" "Rhizophydiales" "Rhizophydiomycetes" "Chytridiomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "parasite" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 "animal_n_other" NA "NO"
"Battarrea phalloides" "InfoSpecies" "Fungi" "Battarrea phalloides (Dicks.) Pers." "SPECIES" "INN" NA "NE" NA "Battarrea" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 "soil_peat" NA "NO"
"Beauveria bassiana" "InfoSpecies" "Fungi" "Beauveria bassiana (Bals.-Criv.) Vuill." "SPECIES" "INN" NA "NE" NA "Beauveria" "Cordycipitaceae" "Hypocreales" "Sordariomycetes" "Ascomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "parasite" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 "animal_n_other" NA "NO"
"Belonidium caricincola" "InfoSpecies" "Fungi" "Belonidium caricincola Rehm" "SPECIES" NA NA "NE" NA "Belonidium" "Lachnaceae" "Helotiales" "Leotiomycetes" "Ascomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 "above_litter" NA "NO"
"Belonidium pruiniferum" "InfoSpecies" "Fungi" "Belonioscyphella pruinifera (Rehm) Höhn." "SPECIES" NA NA "NE" NA "Belonioscyphella" "Helotiaceae" "Helotiales" "Leotiomycetes" "Ascomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 "above_litter" NA "NO"
"Belonioscypha miniata" "InfoSpecies" "Fungi" "Belonioscypha miniata Kanouse" "SPECIES" NA NA "NE" NA "Belonioscypha" "Helotiaceae" "Helotiales" "Leotiomycetes" "Ascomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 "soil_peat" NA "NO"
"Belonioscypha ostruthii" "InfoSpecies" "Fungi" "Calycella ostruthii (Saut.) Boud." "SPECIES" NA NA "NE" NA "Calycella" "Helotiaceae" "Helotiales" "Leotiomycetes" "Ascomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 "above_litter" NA "NO"
"Belonioscyphella hypnorum" "InfoSpecies" "Fungi" "Belonioscyphella hypnorum (Syd. & P.Syd.) Höhn." "SPECIES" "INN" NA "NE" NA "Belonioscyphella" "Helotiaceae" "Helotiales" "Leotiomycetes" "Ascomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "parasite" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 1 0 "mosses_lichens" NA "NO"
"Belonium coroniforme" "InfoSpecies" "Fungi" "Belonium coroniforme Rehm" "SPECIES" "INN" NA "NE" NA "Belonium" "Ploettnerulaceae" "Helotiales" "Leotiomycetes" "Ascomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "parasite" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 1 0 "mosses_lichens" NA "NO"
"Belonium rhaphidosporum" "InfoSpecies" "Fungi" "Odontura rhaphidospora (Rehm) Clem." "SPECIES" NA NA "NE" NA "Odontura" "Odontotremataceae" "Ostropales" "Lecanoromycetes" "Ascomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 1 0 "wood" NA "NO"
"Belonopsis asteroma" "InfoSpecies" "Fungi" "Mollisia asteroma (Fuckel) Baral" "SPECIES" "INN" NA "NE" NA "Mollisia" "Mollisiaceae" "Helotiales" "Leotiomycetes" "Ascomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 1 0 "wood" NA "NO"
"Belonopsis filispora" "InfoSpecies" "Fungi" "Mollisia filispora (Cooke) Baral" "SPECIES" "INN" NA "DD" NA "Mollisia" "Mollisiaceae" "Helotiales" "Leotiomycetes" "Ascomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 "above_litter" NA "NO"
"Belonopsis graminea" "InfoSpecies" "Fungi" "Belonopsis graminea (P.Karst.) Sacc. & P.Syd." "SPECIES" NA NA "NE" NA "Belonopsis" "Mollisiaceae" "Helotiales" "Leotiomycetes" "Ascomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 "above_litter" NA "NO"
"Belonopsis guestphalicum" "InfoSpecies" "Fungi" NA "SPECIES" NA NA "DD" NA "Belonopsis" "Mollisiaceae" "Helotiales" "Leotiomycetes" "Ascomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 "above_litter" NA "NO"
"Belonopsis junciseda" "InfoSpecies" "Fungi" "Belonopsis junciseda (P.Karst.) Le Gal & F.Mangenot" "SPECIES" NA NA "NE" NA "Belonopsis" "Mollisiaceae" "Helotiales" "Leotiomycetes" "Ascomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 "above_litter" NA "NO"
"Belonopsis obscura" "InfoSpecies" "Fungi" "Mollisia obscura (Rehm) Baral & Gminder" "SPECIES" "INN" NA "DD" NA "Mollisia" "Mollisiaceae" "Helotiales" "Leotiomycetes" "Ascomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 1 0 "wood" NA "NO"
"Bergerella atrofusca" "InfoSpecies" "Fungi" "Bergerella atrofusca Diederich & Lawrey" "SPECIES" "INN" NA "NE" NA "Bergerella" "Hydnaceae" "Cantharellales" "Agaricomycetes" "Basidiomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "lichenicolous_fungus" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 1 0 "mosses_lichens" NA "NO"
"Berkleasmium leonense" "InfoSpecies" "Fungi" "Berkleasmium leonense M.B.Ellis" "SPECIES" "INN" NA "NE" NA "Berkleasmium" "Incertae sedis" "Pleosporales" "Dothideomycetes" "Ascomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "parasite" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 1 0 "wood" NA "NO"
"Bertia moriformis" "SPEED2ZERO" "Fungi" "Bertia moriformis (Tode) De Not." "SPECIES" "INN" NA "LC" NA "Bertia" "Bertiaceae" "Coronophorales" "Sordariomycetes" "Ascomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "saprobe" "ostiolar" "ascohymenial" "deliquescent" NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 1 0 "wood" NA "NO"
"Biatoropsis usnearum" "SPEED2ZERO" "Fungi" "Biatoropsis usnearum Räsänen" "SPECIES" "INN" NA "NE" NA "Biatoropsis" "Bulleraceae" "Tremellales" "Tremellomycetes" "Basidiomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "lichenicolous_fungus" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 1 0 "mosses_lichens" NA "NO"
"Bipolaris maydis" "InfoSpecies" "Fungi" "Cochliobolus heterostrophus (Drechsler) Drechsler" "SPECIES" NA NA "NE" NA "Cochliobolus" "Pleosporaceae" "Pleosporales" "Dothideomycetes" "Ascomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "parasite" "ostiolar" "ascolocular" "fissitunicate" NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 "above_litter" NA "NO"
"Bipolaris zeicola" "InfoSpecies" "Fungi" "Bipolaris zeicola (G.L.Stout) Shoemaker" "SPECIES" NA NA "NE" NA "Bipolaris" "Pleosporaceae" "Pleosporales" "Dothideomycetes" "Ascomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "parasite" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 "above_litter" NA "NO"
"Biporispora europaea" "InfoSpecies" "Fungi" "Biporispora europaea J.D.Rogers, Y.M.Ju & Cand." "SPECIES" NA NA "NE" NA "Biporispora" "Xylariaceae" "Xylariales" "Sordariomycetes" "Ascomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 1 0 "wood" NA "NO"
"Biscogniauxia anceps" "InfoSpecies" "Fungi" "Biscogniauxia anceps (Sacc.) J.D.Rogers, Y.M.Ju & Cand." "SPECIES" "INN" NA "NE" NA "Biscogniauxia" "Graphostromataceae" "Xylariales" "Sordariomycetes" "Ascomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 1 0 "wood" NA "NO"
"Biscogniauxia marginata" "SPEED2ZERO" "Fungi" "Biscogniauxia marginata (Fr.) Pouzar" "SPECIES" "INN" NA "VU" NA "Biscogniauxia" "Graphostromataceae" "Xylariales" "Sordariomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 1 0 "wood" NA "NO"
"Biscogniauxia mediterranea" "SPEED2ZERO" "Fungi" "Biscogniauxia mediterranea (De Not.) Kuntze" "SPECIES" "NEO" NA "DD" NA "Biscogniauxia" "Graphostromataceae" "Xylariales" "Sordariomycetes" "Ascomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 1 0 "wood" NA "NO"
"Biscogniauxia nummularia" "SPEED2ZERO" "Fungi" "Biscogniauxia nummularia (Bull.) Kuntze" "SPECIES" "INN" NA "LC" NA "Biscogniauxia" "Graphostromataceae" "Xylariales" "Sordariomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 1 0 "wood" NA "NO"
"Biscogniauxia nummularia var. nummularia" "InfoSpecies" "Fungi" NA "VARIETY" "INN" NA NA NA "Biscogniauxia" "Graphostromataceae" "Xylariales" "Sordariomycetes" "Ascomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "YES"
"Biscogniauxia repanda" "SPEED2ZERO" "Fungi" "Biscogniauxia repanda (Fr.) Kuntze" "SPECIES" "INN" NA "DD" NA "Biscogniauxia" "Graphostromataceae" "Xylariales" "Sordariomycetes" "Ascomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 1 0 "wood" NA "NO"
"Biscogniauxia simplicior" "InfoSpecies" "Fungi" "Biscogniauxia simplicior Pouzar" "SPECIES" NA NA "NE" NA "Biscogniauxia" "Graphostromataceae" "Xylariales" "Sordariomycetes" "Ascomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 1 0 "wood" NA "NO"
"Bispora antennata" "SPEED2ZERO" "Fungi" "Bispora antennata (Pers.) E.W.Mason" "SPECIES" "INN" NA "NE" NA "Bispora" "Helotiaceae" "Helotiales" "Leotiomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 1 0 "wood" NA "NO"
"Bispora betulina" "InfoSpecies" "Fungi" "Bispora betulina (Corda) S.Hughes" "SPECIES" NA NA "NE" NA "Bispora" "Helotiaceae" "Helotiales" "Leotiomycetes" "Ascomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 1 0 "wood" NA "NO"
