"Species" "Source" "Group" "GBIF_accepted" "GBIF_rank" "originCH" "originEUR" "Swiss_status" "IUCN_status" "Genus" "Family" "Order" "Class" "Phylum" "GUILDE.1" "GUILDE.2" "GUILDE.3" "GUILDE.4" "GUILDE.5" "GUILDE.6" "GUILDE.7" "GUILDE.8" "GUILDE.9" "GUILDE.10" "GUILDE.11" "GUILDE.12" "GUILDE.13" "GUILDE.14" "GUILDE.15" "GUILDE.16" "GUILDE.17" "GUILDE.18" "GUILDE.19" "GUILDE.20" "GUILDE.21" "GUILDE.22" "GUILDE.23" "GUILDE.24" "GUILDE.25" "GUILDE.26" "THALLUS_type1" "THALLUS_type2" "THALLUS_type3" "THALLUS_type4" "THA_Morpho_type1" "THA_Morpho_type2" "THA_Morpho_type3" "THA_Morpho_type4" "THA_Morpho_type5" "THA_Morpho_type6" "THA_Morpho_type7" "THA_Morpho_type8" "THA_Morpho_type9" "THA_Morpho_type10" "THA_Morpho_type11" "THA_Morpho_type12" "THA_Morpho_type13" "THA_Morpho_type14" "THA_Growth1" "THA_Growth2" "THA_Growth3" "THA_Growth4" "THA_Growth5" "THA_Growth6" "THA_Growth7" "THA_Growth8" "THA_Growth9" "THA_Growth10" "THA_Growth11" "THA_Growth12" "THA_Pruinosity" "THA_Cilia" "THA_UpCol_black" "THA_UpCol_brown" "THA_UpCol_white" "THA_UpCol_yellow" "THA_UpCol_grey" "THA_UpCol_red" "THA_UpCol_green" "THA_UpCol_blue" "THA_LowCol_black" "THA_LowCol_brown" "THA_LowCol_white" "THA_LowCol_yellow" "THA_LowCol_grey" "THA_LowCol_red" "THA_LowCol_green" "THA_LowCol_blue" "THA_Rhizines" "THA_Rhizines_type1" "THA_Rhizines_type2" "THA_Rhizines_type3" "THA_Rhizines_type4" "THA_Rhizines_type5" "THA_Rhizines_type6" "THA_Rhizines_type7" "THA_Isidia" "THA_Soredia" "Ascomata" "ASCOMA_type1" "ASCOMA_type2" "ASCOMA_type3" "ASCM_link1" "ASCM_link2" "ASCM_link3" "ASCM_link4" "ASCM_link5" "ASCM_Paraphyses" "ASCOPORES_mean" "ASCP_PigmentCol1" "ASCP_PigmentCol2" "ASCP_PigmentCol3" "ASCP_PigmentCol4" "ASCP_PigmentCol5" "ASCP_PigmentCol6" "ASCP_PigmentCol7" "ASCP_PigmentCol8" "ASCP_PigmentCol9" "ASCP_PigmentCol10" "ASCP_PigmentCol11" "ASCP_PigmentCol12" "ASCP_Septa" "ASCP_Septa_type1" "ASCP_Septa_type2" "ASCP_TransSepta_lower" "ASCP_TransSepta_mean" "ASCP_TransSepta_upper" "ASCP_Perispore_type1" "ASCP_Perispore_type2" "ASCP_Perispore_type3" "ASCP_Perispore_type4" "ASCP_Perispore_type5" "PPhotobiont" "SPhotobiont" "PPhotobiont_type1" "PPhotobiont_type2" "PPhotobiont_type3" "Fos" "Ter" "Aqu" "Arb" "Aer" "HAB_1" "HAB_2" "HAB_3" "HAB_4" "HAB_5" "Substrate" "Substrate_type1" "Substrate_type2" "Substrate_type3" "Substrate_type4" "Substrate_type5" "Substrate_type6" "Substrate_type7" "Substrate_type8" "Substrate_type9" "EIV_Light" "EIV_Temp" "EIV_Cont" "EIV_Moisture" "EIV_pH" "EIV_Eutroph" "RangeSize_km2" "MISSING_ALL_TRAITS"
"Ostropa barbara" "SPEED2ZERO" "Lichens" "Ostropa barbara (Fr.) Nannf." "SPECIES" "INN" NA "DD" NA "Ostropa" "Stictidaceae" "Ostropales" "Lecanoromycetes" "Ascomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "YES"
"Oxneria ulophyllodes" "InfoSpecies" "Lichens" "Xanthoria ulophyllodes Räsänen" "SPECIES" NA NA NA NA "Xanthoria" "Teloschistaceae" "Teloschistales" "Lecanoromycetes" "Ascomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 "epruinose" "absent" 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "absent" "present" "absent, present" 1 0 0 NA NA NA NA NA "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent, present" 1 0 NA 1 NA 1 0 0 0 0 "present" "absent" 0 1 0 0 1 0 1 0 0 0 0 1 0 NA 0 0 0 1 1 0 1 0 0 NA NA NA NA NA NA NA "NO"
"Pachyphiale carneola" "SPEED2ZERO" "Lichens" "Pachyphiale carneola (Ach.) Arnold" "SPECIES" "INN" NA "EN" NA "Pachyphiale" "Gyalectaceae" "Gyalectales" "Lecanoromycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0 0 0 0 0 0 0 0 0 NA NA 0 0 1 0 1 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 1 1 0 0 "present" NA 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 15 NA 7 NA NA NA NA NA "present" "absent" 0 0 1 0 1 0 1 0 0 0 0 1 0 NA 0 0 0 1 0 0 0 0 0 NA NA NA NA NA NA NA "NO"
"Pachyphiale fagicola" "SPEED2ZERO" "Lichens" "Pachyphiale fagicola (Arnold) Zwackh" "SPECIES" "INN" NA "VU" NA "Pachyphiale" "Gyalectaceae" "Gyalectales" "Lecanoromycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0 0 0 0 0 0 0 0 0 NA NA 0 0 1 0 1 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 1 1 0 0 "present" NA 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 7 NA 3 NA NA NA NA NA "present" "absent" 0 0 1 0 1 0 1 0 0 0 0 1 0 "R" 0 0 0 1 0 0 0 0 0 5 5 4 7 6 2 NA "NO"
"Pachyphiale ophiospora" "SPEED2ZERO" "Lichens" "Gyalecta ophiospora (Lettau) Baloch & Lücking" "SPECIES" "INN" NA "CR" NA "Gyalecta" "Gyalectaceae" "Gyalectales" "Lecanoromycetes" "Ascomycota" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Pannaria conoplea" "SPEED2ZERO" "Lichens" "Pannaria conoplea (Ach.) Bory" "SPECIES" "INN" NA "EN" NA "Pannaria" "Pannariaceae" "Peltigerales" "Lecanoromycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 NA NA NA NA 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 NA "absent" 0 1 0 0 1 0 0 1 0 0 1 0 0 0 0 0 "present" NA NA NA NA NA NA NA "present" "present" "absent, present" 1 0 0 NA NA NA NA NA "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 0 0 0 1 0 "present" "absent" 1 0 0 0 1 0 1 0 0 0 0 1 0 "RM" 0 1 0 1 0 0 0 1 0 6 4 2 9 6 1 NA "NO"
"Pannaria hookeri" "InfoSpecies" "Lichens" "Pannaria hookeri (Borrer) Nyl." "SPECIES" NA NA NA NA "Pannaria" "Pannariaceae" "Peltigerales" "Lecanoromycetes" "Ascomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 "epruinose" NA 0 1 0 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 1 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 1 0 0 0 1 0 1 0 0 0 0 1 0 NA 0 1 0 0 0 0 1 1 0 NA NA NA NA NA NA NA "NO"
"Pannaria leucophaea" "InfoSpecies" "Lichens" "Vahliella leucophaea (Vahl) P.M.Jørg." "SPECIES" NA NA "NE" NA "Vahliella" "Vahliellaceae" "Peltigerales" "Lecanoromycetes" "Ascomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "YES"
"Pannaria pezizoides" "SPEED2ZERO" "Lichens" "Protopannaria pezizoides (Weber) P.M.Jørg. & S.Ekman" "SPECIES" "INN" NA "LC" NA "Protopannaria" "Pannariaceae" "Peltigerales" "Lecanoromycetes" "Ascomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "YES"
"Pannaria praetermissa" "SPEED2ZERO" "Lichens" "Fuscopannaria praetermissa (Nyl.) P.M.Jørg." "SPECIES" "INN" NA "LC" NA "Fuscopannaria" "Pannariaceae" "Peltigerales" "Lecanoromycetes" "Ascomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "YES"
"Pannaria rubiginosa" "InfoSpecies" "Lichens" "Pannaria rubiginosa (Ach.) Delise" "SPECIES" NA NA "RE" NA "Pannaria" "Pannariaceae" "Peltigerales" "Lecanoromycetes" "Ascomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 1 0 0 0 "epruinose, pruinose" NA 0 1 0 0 1 0 0 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 NA NA NA NA NA "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 0 0 0 1 0 "present" "absent" 1 0 0 0 1 0 1 0 0 0 0 1 0 NA 0 0 0 1 0 0 0 0 0 NA NA NA NA NA NA NA "NO"
"Parabagliettoa cyanea" "InfoSpecies" "Lichens" "Parabagliettoa cyanea (A.Massal.) Gueidan & Cl.Roux" "SPECIES" NA NA NA NA "Parabagliettoa" "Verrucariaceae" "Verrucariales" "Eurotiomycetes" "Ascomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 NA NA 0 1 1 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 0 0 1 1 0 0 0 0 "absent" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 0 1 0 1 0 0 0 0 1 0 NA 0 0 0 0 0 0 1 0 1 NA NA NA NA NA NA NA "NO"
"Parabagliettoa disjuncta" "InfoSpecies" "Lichens" "Parabagliettoa disjuncta (Arnold) Krzew." "SPECIES" NA NA NA NA "Parabagliettoa" "Verrucariaceae" "Verrucariales" "Eurotiomycetes" "Ascomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "YES"
"Parabagliettoa dufourii" "InfoSpecies" "Lichens" "Parabagliettoa dufourii (DC.) Gueidan & Cl.Roux" "SPECIES" NA NA NA NA "Parabagliettoa" "Verrucariaceae" "Verrucariales" "Eurotiomycetes" "Ascomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 NA NA 0 1 1 0 1 0 1 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 0 0 1 1 1 1 0 0 "absent" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 NA 1 NA 1 1 0 0 0 "present" "absent" 0 1 0 0 1 0 1 0 0 0 0 1 0 NA 0 0 0 0 0 0 1 0 1 NA NA NA NA NA NA NA "NO"
"Paracollema italicum" "InfoSpecies" "Lichens" "Paracollema italicum (B.de Lesd.) Otálora, P.M.Jørg. & Wedin" "SPECIES" NA NA NA NA "Paracollema" "Collemataceae" "Peltigerales" "Lecanoromycetes" "Ascomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 "epruinose" "absent" 0 1 0 0 0 0 1 0 0 1 0 0 0 0 1 0 NA NA NA NA NA NA NA NA "absent, present" "absent" "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 NA 1 NA 1 0 0 0 0 "present" "absent" 1 0 0 0 1 0 1 0 0 0 0 1 0 NA 0 0 0 1 0 0 0 0 0 NA NA NA NA NA NA NA "NO"
"Paralecanographa grumulosa" "InfoSpecies" "Lichens" "Paralecanographa grumulosa (Dufour) Ertz & Tehler" "SPECIES" NA NA NA NA "Paralecanographa" "Roccellaceae" "Arthoniales" "Arthoniomycetes" "Ascomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 1 1 1 1 1 1 0 1 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose, pruinose" "absent" 0 1 1 1 1 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent" "absent, present" "absent, present" 1 0 0 0 1 1 0 0 "present" 8 1 0 0 0 0 0 1 0 0 0 0 0 "present" 1 0 5 3 NA 0 1 0 0 0 "present" "absent" 0 0 1 0 1 0 1 0 0 0 0 1 1 NA 0 0 1 0 0 0 1 1 1 NA NA NA NA NA NA NA "NO"
"Parmelia acetabulum" "SPEED2ZERO" "Lichens" "Pleurosticta acetabulum (Neck.) Elix & Lumbsch" "SPECIES" "INN" NA "NT" NA "Pleurosticta" "Parmeliaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Parmelia borreri" "InfoSpecies" "Lichens" "Punctelia borreri (Sm.) Krog" "SPECIES" NA NA "NE" NA "Punctelia" "Parmeliaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "YES"
"Parmelia caperata" "SPEED2ZERO" "Lichens" "Flavoparmelia caperata (L.) Hale" "SPECIES" "INN" NA "LC" "LEAST_CONCERN" "Flavoparmelia" "Parmeliaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "YES"
"Parmelia centrifuga" "InfoSpecies" "Lichens" "Arctoparmelia centrifuga (L.) Hale" "SPECIES" NA NA NA NA "Arctoparmelia" "Parmeliaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 "epruinose" NA 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 "present" 1 0 0 0 0 0 0 NA NA "absent, present" 1 0 0 0 1 1 1 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 0 1 0 1 0 0 0 0 1 0 NA 0 1 0 0 0 1 1 0 0 NA NA NA NA NA NA NA "NO"
"Parmelia conspersa" "InfoSpecies" "Lichens" "Xanthoparmelia conspersa (Ehrh. ex Ach.) Hale" "SPECIES" NA NA "NE" NA "Xanthoparmelia" "Parmeliaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "YES"
"Parmelia disjuncta" "InfoSpecies" "Lichens" "Montanelia disjuncta (Erichsen) Divakar, A.Crespo, Wedin & Essl." "SPECIES" NA NA "NE" NA "Montanelia" "Parmeliaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "YES"
"Parmelia elegantula" "SPEED2ZERO" "Lichens" "Melanohalea elegantula (Zahlbr.) O.Blanco, A.Crespo, Divakar, Essl., D.Hawksw. & Lumbsch" "SPECIES" "INN" NA "NT" NA "Melanohalea" "Parmeliaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "YES"
"Parmelia encryptata" "InfoSpecies" "Lichens" "Parmelia encryptata A.Crespo, Divakar & M.C.Molina" "SPECIES" NA NA NA NA "Parmelia" "Parmeliaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "YES"
"Parmelia endochlora" "InfoSpecies" "Lichens" "Hypotrachyna endochlora (Leight.) Hale" "SPECIES" NA NA NA NA "Hypotrachyna" "Parmeliaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 "epruinose, pruinose" "absent" 0 0 1 0 1 0 1 0 1 1 0 0 0 0 0 0 "present" 0 0 1 0 0 0 0 "absent" "present" "absent, present" 1 0 0 0 0 1 1 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 0 1 0 1 0 0 0 0 1 0 NA 0 1 0 1 0 0 1 1 0 NA NA NA NA NA NA NA "NO"
"Parmelia ernstiae" "InfoSpecies" "Lichens" "Parmelia ernstiae Feuerer & A.Thell" "SPECIES" NA NA NA NA "Parmelia" "Parmeliaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 "pruinose" "absent" 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 "present" 1 1 0 1 0 0 0 "present" "absent" "absent, present" 1 0 0 0 0 0 1 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 0 0 1 0 0 "present" "absent" 0 1 0 0 1 0 1 0 0 0 0 1 0 NA 0 0 0 1 0 0 0 0 0 NA NA NA NA NA NA NA "NO"
"Parmelia exasperata" "SPEED2ZERO" "Lichens" "Melanohalea exasperata (De Not.) O.Blanco, A.Crespo, Divakar, Essl., D.Hawksw. & Lumbsch" "SPECIES" "INN" NA "NT" NA "Melanohalea" "Parmeliaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "YES"
"Parmelia exasperatula" "SPEED2ZERO" "Lichens" "Melanohalea exasperatula (Nyl.) O.Blanco, A.Crespo, Divakar, Essl., D.Hawksw. & Lumbsch" "SPECIES" "INN" NA "LC" NA "Melanohalea" "Parmeliaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "YES"
