"Species" "Source" "Group" "GBIF_accepted" "GBIF_rank" "originCH" "originEUR" "Swiss_status" "IUCN_status" "Genus" "Family" "Order" "Class" "Phylum" "GUILDE.1" "GUILDE.2" "GUILDE.3" "GUILDE.4" "GUILDE.5" "GUILDE.6" "GUILDE.7" "GUILDE.8" "GUILDE.9" "GUILDE.10" "GUILDE.11" "GUILDE.12" "GUILDE.13" "GUILDE.14" "GUILDE.15" "GUILDE.16" "GUILDE.17" "GUILDE.18" "GUILDE.19" "GUILDE.20" "GUILDE.21" "GUILDE.22" "GUILDE.23" "GUILDE.24" "GUILDE.25" "GUILDE.26" "Growth" "Life_form" "Life_strategy" "Epiphyte" "Seta_caps" "Peristome" "Rhizoids" "Perm_proto" "Mating_type" "Sporophyte_freq" "Gen_length_y" "Seta_max_len_mm" "Gam_size_mm" "Spore_size_µm" "Veg_propagules" "Vp_max_size_µm" "Vp_gem" "Vp_tub" "Vp_bul" "Vp_lea" "vp_bra" "Vp_freq" "Ter" "Aqu" "Aer" "HABsb_1.1.0" "HABsb_1.1.3" "HABsb_1.2" "HABsb_1.2.1" "HABsb_1.2.1.1" "HABsb_1.2.2" "HABsb_1.2.3" "HABsb_1.2.4" "HABsb_1.3" "HABsb_1.3.2" "HABsb_1.3.3" "HABsb_2" "HABsb_2.0" "HABsb_2.1" "HABsb_2.1.2" "HABsb_2.2" "HABsb_2.2.2" "HABsb_2.2.3" "HABsb_2.2.5" "HABsb_2.3" "HABsb_2.4" "HABsb_2.4.1" "HABsb_2.5" "HABsb_2.5.1" "HABsb_3" "HABsb_3.2" "HABsb_3.2.1" "HABsb_3.2.2" "HABsb_3.3" "HABsb_3.3.1" "HABsb_3.3.2" "HABsb_3.4" "HABsb_3.4.1" "HABsb_3.4.1.2" "HABsb_3.4.1.3" "HABsb_3.4.2" "HABsb_3.4.2.1" "HABsb_4.1" "HABsb_4.1.1" "HABsb_4.1.2" "HABsb_4.2" "HABsb_4.2.1" "HABsb_4.3" "HABsb_4.3.1" "HABsb_4.3.4" "HABsb_4.3.7" "HABsb_4.4" "HABsb_4.4.2" "HABsb_4.5" "HABsb_5" "HABsb_5.2" "HABsb_5.3" "HABsb_5.3.2" "HABsb_5.3.9" "HABsb_5.4" "HABsb_5.4.1" "HABsb_5.4.5" "HABsb_6" "HABsb_6.1" "HABsb_6.2" "HABsb_6.2." "HABsb_6.3" "HABsb_6.3.1" "HABsb_6.3.7" "HABsb_6.3a" "HABsb_6.3b" "HABsb_6.3c" "HABsb_6.5" "HABsb_6.6" "HABsb_6.6.2" "HABsb_6.6.3" "HABsb_7" "HABsb_7.1" "HABsb_7.2" "HABsb_7.2.1" "HABsb_8" "HABsb_8.1" "HABsb_8.1.6" "HABsb_8.2" "HABsb_8.2.1" "HABsb_9.2" "HABsb_9.2.4" "ROCKbet_substr" "WETsb_substr" "DRYsb_substr" "TUFAsb_substr" "CalROCKsb_substr" "CalrWETsb_substr" "CalrDRYsb_substr" "SilROCKsb_substr" "SilrWETsb_substr" "SilrDRYsb_substr" "HUMUSbet_substr" "HUMUSsb_substr" "BARKbet_substr" "BARKsb_substr" "DEADWbet_substr" "DEADWsb_substr" "nWOODYbet_substr" "nWOODYsb_substr" "ANIMALbet_substr" "ANIMALsb_substr" "FORESTbet_substr" "MUDsb_substr" "WATERsb_substr" "SPECIALsb_substr" "EIVbet_Moisture" "EIVsb_Moisture" "EIVbet_pH" "EIVsb_pH" "EIVbet_Nutrients" "EIVbet_Na" "EIVbet_Temp" "EIVsb_Temp" "EIVbet_Light" "EIVsb_Light" "EIVbet_Cont" "AnnuMeanTemp" "AnnuPrecip" "Elevation_low" "Elevation" "Elevation_up" "RangeSize_km2" "MISSING_ALL_TRAITS"
"Brachythecium mildeanum" "SPEED2ZERO" "Bryophytes" "Brachythecium mildeanum (Schimp.) Schimp. ex Milde" "SPECIES" "INN" NA "LC" NA "Brachythecium" "Brachytheciaceae" "Hypnales" "Bryopsida" "Bryophyta" 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "pleurocarpous" "mat" "perennial" 0 "inclined" 1 1 0 "monoicous" "occasional" 16.7 17 80 15 0 NA 0 0 0 0 0 NA 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 44 21 0 0 4 0 1 1 0 1 13 0 0 0 4 0 0 0 0 NA 0 0 1 NA 4 6 5 NA 1 NA 3 8 4 NA 5.45 712.1 0 1300 2600 NA "NO"
"Brachythecium rivulare" "SPEED2ZERO" "Bryophytes" "Brachythecium rivulare Schimp." "SPECIES" "INN" NA "LC" NA "Brachythecium" "Brachytheciaceae" "Hypnales" "Bryopsida" "Bryophyta" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "pleurocarpous" "turf" "perennial" 0 "inclined" 1 1 0 "dioicous" "occasional" 16.7 36 120 18 0 NA 0 0 0 0 0 NA 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 5 113 0 0 5 4 0 0 7 1 0 1 10 1 10 0 0 0 0 "mix" 0 0 0 7 3 6 NA 7 0 3 3 0 2 5 5.45 712.3 0 1250 2500 NA "NO"
"Brachythecium rivulare aggr." "InfoSpecies" "Bryophytes" NA "AGGREGATE" NA NA "EN bis LC" NA "Brachythecium" "Brachytheciaceae" "Hypnales" "Bryopsida" "Bryophyta" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "YES"
"Brachythecium rutabulum" "SPEED2ZERO" "Bryophytes" "Brachythecium rutabulum (Hedw.) Schimp." "SPECIES" "INN" NA "LC" NA "Brachythecium" "Brachytheciaceae" "Hypnales" "Bryopsida" "Bryophyta" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "pleurocarpous" "turf" "colonist" 0 "inclined" 1 1 0 "monoicous" "common" 6.7 32 120 20 0 NA 0 0 0 0 0 NA 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 50 1557 2 16 32 120 1 5 96 1 20 1 159 1 455 0 0 0 0 "mix" 0 0 6 4 3 0 NA 8 0 0 3 5 2 5 5.55 712 0 1250 2500 NA "NO"
"Brachythecium salebrosum" "SPEED2ZERO" "Bryophytes" "Brachythecium salebrosum (Hoffm. ex F.Weber & D.Mohr) Schimp." "SPECIES" "INN" NA "LC" NA "Brachythecium" "Brachytheciaceae" "Hypnales" "Bryopsida" "Bryophyta" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "pleurocarpous" "turf" "colonist" 0 "inclined" 1 1 0 "monoicous" "occasional" 6.7 24 86.67 15 0 NA 0 0 0 0 0 NA 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 11 382 1 6 3 39 4 1 21 1 21 1 68 1 129 0 0 0 0 "mix" 0 0 2 4 3 6 3 NA 0 4 3 6 2 5 5.45 710.6 0 1500 3000 NA "NO"
"Brachythecium salebrosum aggr." "InfoSpecies" "Bryophytes" NA "AGGREGATE" NA NA "EN bis LC" NA "Brachythecium" "Brachytheciaceae" "Hypnales" "Bryopsida" "Bryophyta" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "YES"
"Brachythecium sect. Albicans" "InfoSpecies" "Bryophytes" NA "SPECIES" "INN" NA "NE" NA "Brachythecium" "Brachytheciaceae" "Hypnales" "Bryopsida" "Bryophyta" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "YES"
"Brachythecium tauriscorum" "SPEED2ZERO" "Bryophytes" "Brachythecium tauriscorum Molendo & Lorentz" "SPECIES" "INN" NA "NT" NA "Brachythecium" "Brachytheciaceae" "Hypnales" "Bryopsida" "Bryophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 "pleurocarpous" NA "perennial" 0 "inclined" 1 1 NA "dioicous" "EU_unknown" 16.7 NA 35 NA NA NA NA NA NA NA NA NA 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 8 0 1 0 1 0 1 1 1 0 0 0 0 0 0 0 0 0 NA 0 0 0 NA NA NA NA NA NA NA NA NA NA NA 0.45 1009.7 0 1550 3100 NA "NO"
"Brachythecium tenuicaule" "InfoSpecies" "Bryophytes" "Rhynchostegiella tenuicaulis (Spruce) Kartt." "SPECIES" NA NA "DD" "LEAST_CONCERN" "Rhynchostegiella" "Brachytheciaceae" "Hypnales" "Bryopsida" "Bryophyta" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "pleurocarpous" "turf" "perennial" 1 "erect_to_inclined" 1 NA 0 "dioicous" "occasional" 16.7 NA NA 12 0 NA 0 0 0 0 0 NA 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 "closed" 0 0 0 5 NA 5 NA NA NA 4 NA 5 NA 7 9.15 898.4 0 0 0 560851.105945664 "NO"
"Brachythecium tenuicaule aggr." "InfoSpecies" "Bryophytes" NA "AGGREGATE" NA NA "LC, DD" NA "Brachythecium" "Brachytheciaceae" "Hypnales" "Bryopsida" "Bryophyta" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "YES"
"Brachythecium tommasinii" "SPEED2ZERO" "Bryophytes" "Brachythecium tommasinii (Sendtn. ex Boulay) Ignatov & Huttunen" "SPECIES" "INN" NA "LC" NA "Brachythecium" "Brachytheciaceae" "Hypnales" "Bryopsida" "Bryophyta" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "pleurocarpous" "mat" "perennial" 0 "erect_to_inclined" 1 1 0 "dioicous" "occasional" 16.7 NA 40 12 0 NA 0 0 0 0 0 NA 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 "closed" 0 0 0 5 3 8 5 NA NA 4 3 4 2 7 5.45 740.9 0 1300 2600 NA "NO"
"Brachythecium tommasinii subsp. fagineum" "InfoSpecies" "Bryophytes" NA "SUBSPECIES" NA NA NA NA "Brachythecium" "Brachytheciaceae" "Hypnales" "Bryopsida" "Bryophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Brachythecium tommasinii var. fagineum" "InfoSpecies" "Bryophytes" NA "VARIETY" "INN" NA "VU" NA "Brachythecium" "Brachytheciaceae" "Hypnales" "Bryopsida" "Bryophyta" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "YES"
"Brachythecium turgidum" "SPEED2ZERO" "Bryophytes" "Brachythecium turgidum (Hartm.) Kindb." "SPECIES" "INN" NA "VU" NA "Brachythecium" "Brachytheciaceae" "Hypnales" "Bryopsida" "Bryophyta" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "pleurocarpous" NA "perennial" 0 "inclined" 1 1 NA "monoicous" "occasional" 16.7 NA 65 21 0 NA 0 0 0 0 0 NA 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 10 3 0 0 0 2 0 2 1 1 1 0 0 0 0 0 0 0 0 NA 0 0 0 7 4 7 4 2 NA 1 1 9 4 7 -0.25 760.7 100 1300 2500 NA "NO"
"Brachythecium udum" "InfoSpecies" "Bryophytes" "Brachythecium udum I.Hagen" "SPECIES" "INN" NA "EN" NA "Brachythecium" "Brachytheciaceae" "Hypnales" "Bryopsida" "Bryophyta" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "pleurocarpous" NA "perennial" 0 NA 1 1 NA "dioicous" "EU_unknown" 16.7 NA 70 NA NA NA NA NA NA NA NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 NA 0 0 0 NA NA NA NA NA NA NA NA NA NA NA -0.25 770.8 50 975 1900 NA "NO"
"Braunia alopecura" "SPEED2ZERO" "Bryophytes" "Braunia alopecura (Brid.) Limpr." "SPECIES" "INN" NA "LC" NA "Braunia" "Hedwigiaceae" "Hedwigiales" "Bryopsida" "Bryophyta" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 "acrocarpous" "turf" "longLived_shuttle" 0 NA 0 NA NA "monoicous" "occasional" 16.7 NA NA 21 NA NA NA NA NA NA NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 28 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 4 2 5 2 NA NA 9 5 8 2 6 7.75 1529.1 600 1575 2550 NA "NO"
"Breidleria pratensis" "SPEED2ZERO" "Bryophytes" "Stereodon pratensis (W.D.J.Koch ex Spruce) Warnst." "SPECIES" "INN" NA "LC" NA "Stereodon" "Stereodontaceae" "Hypnales" "Bryopsida" "Bryophyta" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "pleurocarpous" "turf" "perennial" 0 "erect" 1 1 0 "dioicous" "occasional" 16.7 36 30 13.2 0 NA 0 0 0 0 0 NA 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA 1 NA 1 NA 1 NA 0 NA 0 NA NA NA NA NA 7 NA 8 NA 3 NA 2 NA 8 NA 7 2.95 728.6 0 1100 2200 NA "NO"
"Breutelia chrysocoma" "SPEED2ZERO" "Bryophytes" "Breutelia chrysocoma (Hedw.) Lindb." "SPECIES" "INN" NA "VU" "LEAST_CONCERN" "Breutelia" "Bartramiaceae" "Bartramiales" "Bryopsida" "Bryophyta" 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "acrocarpous" "weft" "perennial" 0 NA NA NA NA "dioicous" "rare" 16.7 NA 100 24 0 NA 0 0 0 0 0 NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 7 8 0 0 1 0 0 1 1 1 2 0 0 0 0 0 0 0 0 NA 0 0 0 7 4 1 3 NA 0 4 3 8 3 2 9.05 1433.4 0 900 1800 653868.13561013 "NO"
"Brotherella lorentziana" "SPEED2ZERO" "Bryophytes" "Brotherella lorentziana (Molendo ex Lorentz) Loeske ex M.Fleisch." "SPECIES" "IEP" NA "EN" NA "Brotherella" "Pylaisiadelphaceae" "Hypnales" "Bryopsida" "Bryophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 "pleurocarpous" "turf" "perennial" 0 "inclined" 1 1 0 "dioicous" "rare" 16.7 17 100 14.7 0 NA 0 0 0 0 0 NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 20 0 0 0 3 0 0 5 1 9 1 2 0 8 0 1 0 0 "closed" 0 0 0 6 3 6 3 4 NA 5 4 3 2 7 7.55 1252.9 300 900 1500 64572.0034322916 "NO"
"Bryoerythrophyllum alpigenum" "InfoSpecies" "Bryophytes" "Bryoerythrophyllum alpigenum (Jur.) P.C.Chen" "SPECIES" "INN" NA "VU" NA "Bryoerythrophyllum" "Pottiaceae" "Pottiales" "Bryopsida" "Bryophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 "acrocarpous" NA "colonist" 0 NA NA NA NA "dioicous" "common" 6.7 NA 40 32.5 0 NA 0 0 0 0 0 NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 1 0 2 1 1 0 0 0 0 0 0 0 0 0 NA 0 0 0 7 4 8 4 NA NA 2 3 4 4 7 2.35 1383.2 0 1150 2300 NA "NO"
"Bryoerythrophyllum ferruginascens" "SPEED2ZERO" "Bryophytes" "Bryoerythrophyllum ferruginascens (Stirt.) Giacom." "SPECIES" "INN" NA "LC" NA "Bryoerythrophyllum" "Pottiaceae" "Pottiales" "Bryopsida" "Bryophyta" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" "turf" "colonist" 0 NA 1 NA 0 "dioicous" "rare" 6.7 NA 28.5 13.5 1 NA 0 1 0 0 0 NA 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 1 17 0 0 1 7 0 3 1 1 0 0 1 0 0 0 0 0 0 "open" 0 0 0 6 3 8 4 4 0 4 2 4 3 3 3.95 712.7 100 2030 3960 NA "NO"
"Bryoerythrophyllum recurvirostrum" "SPEED2ZERO" "Bryophytes" "Bryoerythrophyllum recurvirostrum (Hedw.) P.C.Chen" "SPECIES" "INN" NA "LC" NA "Bryoerythrophyllum" "Pottiaceae" "Pottiales" "Bryopsida" "Bryophyta" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" "turf" "colonist" 0 "erect_to_inclined" 1 NA 0 "monoicous" "common" 6.7 NA 39 15.5 1 NA 0 1 0 0 0 NA 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 7 153 0 9 11 108 4 2 17 1 0 1 16 1 5 0 0 0 0 "mix" 0 0 1 5 3 7 3 4 0 3 NA 5 3 5 5.35 710.9 20 1910 3800 NA "NO"
"Bryoerythrophyllum recurvirostrum aggr." "InfoSpecies" "Bryophytes" NA "AGGREGATE" NA NA "VU bis LC" NA "Bryoerythrophyllum" "Pottiaceae" "Pottiales" "Bryopsida" "Bryophyta" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "YES"
"Bryoerythrophyllum rubrum" "SPEED2ZERO" "Bryophytes" "Bryoerythrophyllum rubrum (Jur. ex Geh.) P.C.Chen" "SPECIES" "INN" NA "NT" NA "Bryoerythrophyllum" "Pottiaceae" "Pottiales" "Bryopsida" "Bryophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 "acrocarpous" "turf" "colonist" 0 NA NA NA NA "dioicous" "rare" 6.7 NA 70 16 NA NA NA NA NA NA NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 14 0 3 2 5 0 0 1 1 0 0 0 0 0 0 0 0 0 NA 0 0 0 6 2 9 5 3 NA 1 2 2 2 7 3.55 1488.6 800 1900 3000 NA "NO"
