"Species" "Source" "Group" "GBIF_accepted" "GBIF_rank" "originCH" "originEUR" "Swiss_status" "IUCN_status" "Genus" "Family" "Order" "Class" "Phylum" "GUILDE.1" "GUILDE.2" "GUILDE.3" "GUILDE.4" "GUILDE.5" "GUILDE.6" "GUILDE.7" "GUILDE.8" "GUILDE.9" "GUILDE.10" "GUILDE.11" "GUILDE.12" "GUILDE.13" "GUILDE.14" "GUILDE.15" "GUILDE.16" "GUILDE.17" "GUILDE.18" "GUILDE.19" "GUILDE.20" "GUILDE.21" "GUILDE.22" "GUILDE.23" "GUILDE.24" "GUILDE.25" "GUILDE.26" "Growth" "Life_form" "Life_strategy" "Epiphyte" "Seta_caps" "Peristome" "Rhizoids" "Perm_proto" "Mating_type" "Sporophyte_freq" "Gen_length_y" "Seta_max_len_mm" "Gam_size_mm" "Spore_size_µm" "Veg_propagules" "Vp_max_size_µm" "Vp_gem" "Vp_tub" "Vp_bul" "Vp_lea" "vp_bra" "Vp_freq" "Ter" "Aqu" "Aer" "HABsb_1.1.0" "HABsb_1.1.3" "HABsb_1.2" "HABsb_1.2.1" "HABsb_1.2.1.1" "HABsb_1.2.2" "HABsb_1.2.3" "HABsb_1.2.4" "HABsb_1.3" "HABsb_1.3.2" "HABsb_1.3.3" "HABsb_2" "HABsb_2.0" "HABsb_2.1" "HABsb_2.1.2" "HABsb_2.2" "HABsb_2.2.2" "HABsb_2.2.3" "HABsb_2.2.5" "HABsb_2.3" "HABsb_2.4" "HABsb_2.4.1" "HABsb_2.5" "HABsb_2.5.1" "HABsb_3" "HABsb_3.2" "HABsb_3.2.1" "HABsb_3.2.2" "HABsb_3.3" "HABsb_3.3.1" "HABsb_3.3.2" "HABsb_3.4" "HABsb_3.4.1" "HABsb_3.4.1.2" "HABsb_3.4.1.3" "HABsb_3.4.2" "HABsb_3.4.2.1" "HABsb_4.1" "HABsb_4.1.1" "HABsb_4.1.2" "HABsb_4.2" "HABsb_4.2.1" "HABsb_4.3" "HABsb_4.3.1" "HABsb_4.3.4" "HABsb_4.3.7" "HABsb_4.4" "HABsb_4.4.2" "HABsb_4.5" "HABsb_5" "HABsb_5.2" "HABsb_5.3" "HABsb_5.3.2" "HABsb_5.3.9" "HABsb_5.4" "HABsb_5.4.1" "HABsb_5.4.5" "HABsb_6" "HABsb_6.1" "HABsb_6.2" "HABsb_6.2." "HABsb_6.3" "HABsb_6.3.1" "HABsb_6.3.7" "HABsb_6.3a" "HABsb_6.3b" "HABsb_6.3c" "HABsb_6.5" "HABsb_6.6" "HABsb_6.6.2" "HABsb_6.6.3" "HABsb_7" "HABsb_7.1" "HABsb_7.2" "HABsb_7.2.1" "HABsb_8" "HABsb_8.1" "HABsb_8.1.6" "HABsb_8.2" "HABsb_8.2.1" "HABsb_9.2" "HABsb_9.2.4" "ROCKbet_substr" "WETsb_substr" "DRYsb_substr" "TUFAsb_substr" "CalROCKsb_substr" "CalrWETsb_substr" "CalrDRYsb_substr" "SilROCKsb_substr" "SilrWETsb_substr" "SilrDRYsb_substr" "HUMUSbet_substr" "HUMUSsb_substr" "BARKbet_substr" "BARKsb_substr" "DEADWbet_substr" "DEADWsb_substr" "nWOODYbet_substr" "nWOODYsb_substr" "ANIMALbet_substr" "ANIMALsb_substr" "FORESTbet_substr" "MUDsb_substr" "WATERsb_substr" "SPECIALsb_substr" "EIVbet_Moisture" "EIVsb_Moisture" "EIVbet_pH" "EIVsb_pH" "EIVbet_Nutrients" "EIVbet_Na" "EIVbet_Temp" "EIVsb_Temp" "EIVbet_Light" "EIVsb_Light" "EIVbet_Cont" "AnnuMeanTemp" "AnnuPrecip" "Elevation_low" "Elevation" "Elevation_up" "RangeSize_km2" "MISSING_ALL_TRAITS"
"Bryum caespiticium subsp. badium" "InfoSpecies" "Bryophytes" NA "SUBSPECIES" "INN" NA "VU" NA "Bryum" "Bryaceae" "Bryales" "Bryopsida" "Bryophyta" 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 "acrocarpous" "turf" "colonist" 0 "inclined" 1 1 0 "dioicous" "rare" 6.7 10 8 14.38 1 23 1 0 0 0 0 "common" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 5 0 1 1 3 0 0 0 1 1 0 0 0 0 0 0 0 0 "closed" 0 0 0 5 3 2 3 4 0 4 5 4 2 5 5.15 709.2 0 1102.5 2000 560851.105945664 "YES"
"Bryum caespiticium subsp. caespiticium" "SPEED2ZERO" "Bryophytes" NA "SUBSPECIES" "INN" NA "LC" NA "Bryum" "Bryaceae" "Bryales" "Bryopsida" "Bryophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 "acrocarpous" "turf" "colonist" 0 "inclined" 1 1 0 "dioicous" "occasional" 6.7 15 6 12 1 600 1 0 0 0 0 "common" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 57 0 1 0 2 0 0 9 0 0 0 0 0 0 0 0 0 0 "open" 0 0 0 5 3 6 3 3 0 8 3 9 4 4 9.55 715.1 10 1000 2300 613687.340636411 "YES"
"Bryum caespiticium subsp. kunzei" "SPEED2ZERO" "Bryophytes" "Gemmabryum kunzei (Hornsch.) J.R.Spence" "SUBSPECIES" "INN" NA "NT" NA "Gemmabryum" "Bryaceae" "Bryales" "Bryopsida" "Bryophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 "acrocarpous" "turf" "colonist" 0 "inclined" 1 1 0 "dioicous" "rare" 6.7 15 21.25 16.25 0 62 0 0 0 0 0 "rare" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 4 0 0 0 3 0 2 1 1 0 0 0 0 0 0 0 0 0 "edges" 0 0 0 6 3 2 2 3 0 3 2 8 4 3 3.35 811.1 0 460 1060 349686.535574858 "NO"
"Bryum capillare" "SPEED2ZERO" "Bryophytes" "Rosulabryum capillare (Hedw.) J.R.Spence" "SPECIES" "INN" NA "LC" NA "Rosulabryum" "Bryaceae" "Bryales" "Bryopsida" "Bryophyta" 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "acrocarpous" "turf" "perennial" 0 "inclined" 1 1 0 "dioicous" "occasional" 16.7 15 35 31.5 0 100 0 0 0 0 0 "occasional" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 220.5 0 6 4 45 1 2 57 1 0 0 37 0 72 0 0 0 0 "open" 0 0 0 5 3 6 4 4 0 3 3 2 3 4 5.35 785 0 1410 2400 1667323.05502637 "NO"
"Bryum capillare aggr." "InfoSpecies" "Bryophytes" NA "AGGREGATE" NA NA "NT bis LC, DD" NA "Bryum" "Bryaceae" "Bryales" "Bryopsida" "Bryophyta" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 "acrocarpous" "turf" "perennial" 0 "inclined" 1 1 0 "dioicous" "rare" 16.7 7 30 16 0 200 0 0 0 0 0 "occasional" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 7 0 0 0 0 1 1 8 1 0 0 0 0 0 0 0 0 0 "open" 0 0 0 7 3 2 2 3 0 1 1 7 3 7 2.45 1143.3 600 1700 2750 102939.328588949 "YES"
"Bryum creberrimum" "SPEED2ZERO" "Bryophytes" "Ptychostomum creberrimum (Taylor) J.R.Spence & H.P.Ramsay" "SPECIES" "INN" NA "LC" NA "Ptychostomum" "Bryaceae" "Bryales" "Bryopsida" "Bryophyta" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "acrocarpous" "turf" "perennial" 0 "inclined" 1 1 0 "dioicous" "rare" 16.7 20 80 20 0 260 0 0 0 0 0 "common" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 6 29 0 8 0 25 2 0 0 1 0 0 0 0 3 0 0 0 0 "mix" 0 0 0 6 4 6 5 4 0 5 3 5 3 6 9.05 697.8 20 1257.5 2500 242152.761417281 "NO"
"Bryum cyclophyllum" "InfoSpecies" "Bryophytes" "Ptychostomum cyclophyllum (Schwägr.) J.R.Spence" "SPECIES" NA NA "RE" NA "Ptychostomum" "Bryaceae" "Bryales" "Bryopsida" "Bryophyta" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 "acrocarpous" "cushion" "colonist" 0 "inclined" 1 1 0 "dioicous" "rare" 6.7 5 10 20 0 650 0 0 0 0 0 "rare" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 0 0 0 0 5 6 15 1 0 0 0 0 0 0 0 0 0 "open" 0 0 0 7 5 2 3 2 0 0 3 6 4 7 1.25 1100.4 1000 1900 3300 43355.4856212313 "NO"
"Bryum demaretianum" "InfoSpecies" "Bryophytes" "Gemmabryum demaretianum (Arts) J.R.Spence" "SPECIES" NA NA "CR (PE)" NA "Gemmabryum" "Bryaceae" "Bryales" "Bryopsida" "Bryophyta" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "acrocarpous" "turf" "colonist" 0 "inclined" 1 1 0 "dioicous" "EU_unknown" 6.7 4 5.5 16 1 3000 1 1 0 0 0 "occasional" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 15 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "edges" 0 0 0 5 4 3 0 4 0 6 4 6 4 2 8.75 816 0 400 800 933200.226211342 "NO"
"Bryum elegans" "SPEED2ZERO" "Bryophytes" "Bryum elegans Nees" "SPECIES" "INN" NA "LC" NA "Bryum" "Bryaceae" "Bryales" "Bryopsida" "Bryophyta" 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 "acrocarpous" "turf" "colonist" 0 "inclined_to_pendulous" 1 1 0 "dioicous" "rare" 6.7 17 35 12.75 1 600 0 1 0 0 0 "common" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 12 157 0 13 17 92 8 5 20 1 9 0 3 0 2 0 0 0 0 "mix" 0 0 0 5 3 8 5 3 0 0 2 7 4 0 5.85 708.2 600 1800 3000 2727303.73239783 "NO"
"Bryum funckii" "SPEED2ZERO" "Bryophytes" "Bryum funckii Schwägr." "SPECIES" "INN" NA "VU" NA "Bryum" "Bryaceae" "Bryales" "Bryopsida" "Bryophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 "acrocarpous" "turf" "perennial" 0 "erect_to_inclined" 1 1 0 "dioicous" "occasional" 16.7 0.5 20 23 0 110 0 0 0 0 0 "occasional" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 7 0 1 1 2 1 0 1 1 0 0 0 0 0 0 0 0 0 "edges" 0 0 0 6 2 9 5 4 0 2 3 8 4 6 5.75 1006.1 10 1075 2200 204050.398993072 "NO"
"Bryum gemmiferum" "SPEED2ZERO" "Bryophytes" "Gemmabryum gemmiferum (R.Wilczek & Demaret) J.R.Spence" "SPECIES" "INN" NA "VU" NA "Gemmabryum" "Bryaceae" "Bryales" "Bryopsida" "Bryophyta" 0 0 1 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 "acrocarpous" "turf" "colonist" 0 "erect_to_inclined" 1 1 0 "dioicous" "occasional" 6.7 1 15 16 1 100 0 1 1 0 0 "rare" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 7 3 1 1 0 0 1 0 2 1 0 0 0 0 0 0 0 0 0 "mix" 0 0 0 7 4 5 4 3 0 6 4 9 4 3 8.85 812 50 525 1000 1667323.05502637 "NO"
"Bryum gemmilucens" "InfoSpecies" "Bryophytes" "Gemmabryum gemmilucens (R.Wilczek & Demaret) J.R.Spence" "SPECIES" "INN" NA "EN" NA "Gemmabryum" "Bryaceae" "Bryales" "Bryopsida" "Bryophyta" 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 "acrocarpous" "turf" "colonist" 0 "inclined_to_pendulous" 1 1 0 "dioicous" "rare" 6.7 4 10 10.5 1 130 0 0 1 0 0 "occasional" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 4 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 "mix" 0 0 0 6 3 5 4 4 0 6 4 8 4 4 10.95 665.9 0 400 800 2727303.73239783 "NO"
"Bryum gemmiparum" "SPEED2ZERO" "Bryophytes" "Imbribryum gemmiparum (De Not.) J.R.Spence" "SPECIES" "INN" NA "EN" NA "Imbribryum" "Bryaceae" "Bryales" "Bryopsida" "Bryophyta" 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "acrocarpous" "turf" "colonist" 0 "inclined" 1 1 0 "dioicous" "rare" 6.7 0 23.75 13 1 400 0 1 1 0 0 "common" 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 10 1 0 0 0 0 0 0 0 0 0 0 0 0 0 "open" 0 0 0 8 4 8 5 5 0 8 4 8 4 4 11.95 820 15 307.5 600 226724.576029776 "NO"
"Bryum intermedium" "SPEED2ZERO" "Bryophytes" "Ptychostomum intermedium (Brid.) J.R.Spence" "SPECIES" "INN" NA "VU" NA "Ptychostomum" "Bryaceae" "Bryales" "Bryopsida" "Bryophyta" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 "acrocarpous" "turf" "shortLived_shuttle" 0 "inclined" 1 1 0 "monoicous" "common" 6.7 10 25 18 0 400 0 0 0 0 0 "rare" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 6 0 0 1 2 1 0 0 1 0 0 0 0 0 0 0 0 0 "open" 0 0 0 6 4 7 4 3 0 4 1 8 4 6 4.75 711.1 0 1500 3000 630553.931800631 "NO"
"Bryum klinggraeffii" "SPEED2ZERO" "Bryophytes" "Gemmabryum klinggraeffii (Schimp.) J.R.Spence & H.P.Ramsay" "SPECIES" "INN" NA "LC" NA "Gemmabryum" "Bryaceae" "Bryales" "Bryopsida" "Bryophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "acrocarpous" "turf" "colonist" 0 "pendulous" 1 1 0 "dioicous" "rare" 3.3 17 6.5 9 1 260 0 1 0 0 0 "rare" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 104 0 7 0 2 2 0 1 1 0 0 0 0 0 0 0 0 0 "open" 2 0 2 7 3 0 5 5 0 6 4 8 4 4 9.65 850 0 1100 2200 85506.9142792737 "NO"
"Bryum longisetum" "InfoSpecies" "Bryophytes" NA "SPECIES" NA NA "CR (PE)" NA "Bryum" "Bryaceae" "Bryales" "Bryopsida" "Bryophyta" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "acrocarpous" "turf" "colonist" 0 "inclined" 1 1 0 "dioicous" "occasional" 6.7 14 28.33 14 0 400 0 0 0 0 0 "rare" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 7 88 0 0 1 26 5 3 45 1 4 0 18 0 100 0 0 0 0 "mix" 0 0 0 3 3 3 3 4 0 1 4 5 3 4 4.95 765.7 420 1480 2800 560851.105945664 "YES"
"Bryum mildeanum" "InfoSpecies" "Bryophytes" "Imbribryum mildeanum (Jur.) J.R.Spence" "SPECIES" "INN" NA "VU" NA "Imbribryum" "Bryaceae" "Bryales" "Bryopsida" "Bryophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 "acrocarpous" "turf" "perennial" 0 "inclined" 1 1 0 "dioicous" "rare" 16.7 12 100 20.75 0 650 0 0 0 0 0 "rare" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 7 0 0 1 0 2 2 4 1 0 0 0 0 0 0 0 0 0 "mix" 0 0 0 6 4 6 4 4 0 4 3 8 4 5 8.55 827.5 0 1100 2020 933200.226211342 "NO"
"Bryum moravicum" "SPEED2ZERO" "Bryophytes" "Rosulabryum moravicum (Podp.) Ochyra & Stebel" "SPECIES" "INN" NA "LC" NA "Rosulabryum" "Bryaceae" "Bryales" "Bryopsida" "Bryophyta" 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 "acrocarpous" "turf" "perennial" 0 "erect_to_inclined" 1 1 0 "dioicous" "occasional" 16.7 5 63.75 27.5 0 300 0 0 0 0 0 "occasional" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 5 161 0 8 7 84 2 2 87 1 8 1 278 1 105 0 0 0 0 "closed" 0 0 2 4 3 5 3 5 0 3 3 6 2 7 9.45 714.5 0 1340 2380 378536.181746424 "NO"
"Bryum muehlenbeckii" "SPEED2ZERO" "Bryophytes" "Imbribryum muehlenbeckii (Bruch & Schimp.) N.Pedersen" "SPECIES" "INN" NA "NT" NA "Imbribryum" "Bryaceae" "Bryales" "Bryopsida" "Bryophyta" 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 "acrocarpous" "turf" "colonist" 0 "inclined" 1 1 0 "dioicous" "occasional" 6.7 32 87.5 21.25 0 22 0 0 0 0 0 "rare" 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 3 0 0 0 0 2 30 13 1 4 0 0 0 0 0 0 0 0 "open" 0 0 0 8 4 2 2 2 0 3 1 8 4 6 3.15 829 0 1500 2800 3547.12978884105 "NO"
"Bryum pallens" "SPEED2ZERO" "Bryophytes" "Bryum pallens Sw. ex Anon." "SPECIES" "INN" NA "LC" NA "Bryum" "Bryaceae" "Bryales" "Bryopsida" "Bryophyta" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "acrocarpous" "turf" "perennial" 0 "inclined" 1 1 0 "dioicous" "rare" 16.7 6 55 22.25 1 650 0 0 0 0 0 "rare" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 1 0 0 2 0 0 1 0 1 0 0 0 0 0 0 0 0 0 "closed" 0 0 0 5 3 9 4 3 0 2 3 6 3 6 4.65 931.6 100 1100 2000 349686.535574858 "NO"
"Bryum pallens aggr." "InfoSpecies" "Bryophytes" NA "AGGREGATE" NA NA "NT bis LC" NA "Bryum" "Bryaceae" "Bryales" "Bryopsida" "Bryophyta" 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 "acrocarpous" "turf" "perennial" 0 "inclined" 1 1 0 "dioicous" "occasional" 16.7 5 64.17 27 0 110 0 0 0 0 0 "occasional" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6 6 0 6 12 74 0 5 18 1 0 0 0 0 0 0 0 0 0 "closed" 0 0 1 5 2 8 5 4 0 3 3 6 2 3 5.35 746 10 1297.5 2600 378536.181746424 "YES"
"Bryum pallescens" "SPEED2ZERO" "Bryophytes" "Ptychostomum pallescens (Schleich. ex Schwägr.) J.R.Spence" "SPECIES" "INN" NA "LC" NA "Ptychostomum" "Bryaceae" "Bryales" "Bryopsida" "Bryophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "acrocarpous" "turf" "perennial" 0 "inclined" 1 1 0 "dioicous" "rare" 16.7 13 60 20 0 100 0 0 0 0 0 "common" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 15 75 0 12 10 28 15 15 12 1 11 0 0 0 1 0 0 0 1 "open" 1 0 1 5 3 6 4 3 0 3 2 7 3 6 5.35 750.2 0 1550 2900 2727303.73239783 "NO"
"Bryum pseudotriquetrum" "SPEED2ZERO" "Bryophytes" "Ptychostomum pseudotriquetrum (Hedw.) J.R.Spence & H.P.Ramsay ex Holyoak & N.Pedersen" "SPECIES" "INN" NA "LC" NA "Ptychostomum" "Bryaceae" "Bryales" "Bryopsida" "Bryophyta" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "acrocarpous" "turf" "perennial" 0 "inclined" 1 1 0 "dioicous" "occasional" 16.7 32 110 13.5 0 260 0 0 0 0 0 "common" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 200 131 10 18 37 13 13 48 3 1 40 0 1 0 4 0 0 0 0 "mix" 3 1 3 7 5 6 4 5 0 2 0 4 3 5 5.05 850 0 0 1000 378536.181746424 "NO"
