"Species" "Source" "Group" "GBIF_accepted" "GBIF_rank" "originCH" "originEUR" "Swiss_status" "IUCN_status" "Genus" "Family" "Order" "Class" "Phylum" "GUILDE.1" "GUILDE.2" "GUILDE.3" "GUILDE.4" "GUILDE.5" "GUILDE.6" "GUILDE.7" "GUILDE.8" "GUILDE.9" "GUILDE.10" "GUILDE.11" "GUILDE.12" "GUILDE.13" "GUILDE.14" "GUILDE.15" "GUILDE.16" "GUILDE.17" "GUILDE.18" "GUILDE.19" "GUILDE.20" "GUILDE.21" "GUILDE.22" "GUILDE.23" "GUILDE.24" "GUILDE.25" "GUILDE.26" "BodyLength_mm" "Litter_size" "Sexes" "Reprod_cross" "Reprod_self" "Reprod_parthenog" "Longevity_max_y" "Whorls" "Shape_oblong" "Shape_globose_conical" "Shape_depressed" "Shell_calcified_minus" "Shell_calcified_plus" "Shell_rudimentary" "Shell_close_operculum" "Shell_close_epiphrag" "Shell_close_calc" "Shell_close_nocalc" "Shell_close_noepiphrag" "Shell_close_cap" "Peri_structr_hairs" "Peri_structr_scales" "Peri_structr_ribs" "Peri_structr_none" "Aperture_peristome" "Aperture_rib" "Aperture_armature" "Aperture_simple" "Transport_sws" "Transport_swd" "Transport_bub" "Transport_spw" "Transport_ses" "Transport_oth" "Stream_pref_euc" "Stream_pref_hyc" "Stream_pref_erh" "Stream_pref_mrh" "Stream_pref_hrh" "Stream_pref_epo" "Stream_pref_mpo" "Stream_pref_hpo" "Stream_pref_lit" "Stream_pref_pro" "Diet_detritus" "Diet_litter" "Diet_pleuston" "Diet_fungi" "Diet_lichen" "Diet_epiphyte" "Diet_endolithic" "Diet_moss" "Diet_algae" "Diet_plant" "Diet_alive" "Diet_scav" "Diet_carniv" "Diet_gra" "Diet_min" "Diet_xyl" "Diet_shr" "Diet_gat" "Diet_aff" "Diet_pff" "Diet_pre" "Diet_par" "Diet_oth" "Fos" "Ter" "Aqu" "Arb" "Aer" "Substrate_arg" "Substrate_pel" "Substrate_psa" "Substrate_aka" "Substrate_lit" "Substrate_phy" "Substrate_pom" "Substrate_oth" "Flow_habitat" "Salt_pref_salfr" "Salt_pref_salol" "Salt_pref_salme" "Salt_pref_salpo" "Salt_pref_saleu" "EIV_Moisture" "EIV_Drought" "EIV_Light" "EIV_Temp" "EIV_T_range" "Elev_Planar" "Elev_Colline" "Elev_Montane" "Elev_Subalpine" "Elev_Alpine" "Geo_range" "RangeSize_km2" "MISSING_ALL_TRAITS"
"Abida vasconica" "EEA" "Molluscs" "Abida vasconica (Kobelt, 1882)" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Abida" "Chondrinidae" "Stylommatophora" "Gastropoda" "Mollusca" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10.45 "1-10" "Hermaphordite" 1 1 0 "2-5+y" "5+w" 1 0 0 1 1 0 0 1 0 1 0 0 0 0 0 1 0 0 1 0 0.4 0 1.6 5.04 3.68 0 0.04 0.48 0.72 0.96 1.2 1.36 1.64 1.76 2.96 0.4 0 0 0 0 1 1 0 0 1 1 0 1 0 1.16 0 0 0.6 0.68 6.04 0 0 0 0.52 0 1 0 0 0 0.6 2.8 1.2 0.76 1.08 2.28 1.6 1.96 "limno_to_rheophil" 7.84 2.16 0 0 0 0.224 0.812307692307692 0.415 17.79 2.03056 0 1 1 0 0 "very_wide" 16456.3540371668 "NO"
"Abida vergniesiana" "EEA" "Molluscs" "Abida vergniesiana (Küster, 1847)" "SPECIES" NA "Yes" NA "NEAR_THREATENED" "Abida" "Chondrinidae" "Stylommatophora" "Gastropoda" "Mollusca" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10.175 "1-10" "Hermaphordite" 1 1 0 "1-2y" "5+w" 1 1 0 1 1 0 0 1 0 1 0 0 0 0 0 1 0 0 1 0 0.44 0 1.16 6.36 2.24 0 0 0.4 1.32 0.92 1 1.52 1.4 1.2 3.8 0 0 0 0 0 1 1 0 0 1 1 0 1 0 1.48 0 0 0.84 1.28 4.24 0 0 0 0.64 0 1 0 0 0 0.28 2.64 0.6 0.48 0.48 2.36 1.32 2.24 "limno_to_rheophil" 8.2 1.48 0 0 0 0.138666666666667 0.876923076923077 0.535 17.5032 1.8218 0 1 1 1 0 "very_wide" 1202.96931284597 "NO"
"Acanthinula aculeata" "SPEED2ZERO" "Molluscs" "Acanthinula aculeata (O.F.Müller, 1774)" "SPECIES" "INN" NA "LC" NA "Acanthinula" "Valloniidae" "Stylommatophora" "Gastropoda" "Mollusca" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.5 "1-10" "Hermaphordite" 1 1 0 "1-2y" "3-5w" 0 1 0 1 1 0 0 1 1 1 0 0 0 0 1 0 1 1 0 0 0.48 0 2 3.44 4.48 0 0 0.64 1.4 1.12 1.4 2.36 2.08 1.36 2.28 0.04 0 1 0 0 0 0 0 0 1 1 0 1 0 0.2 0 0 0 1 8.92 0 0 0 0 0 1 0 0 0 0.88 4.92 2.16 0.64 0.24 0.92 1.72 1.92 "rheo_to_limnophil" 6.96 2.52 0 0 0 0.2 0.846153846153846 0.25 17.2236 2.01912 0 1 1 1 0 "very_wide" 619057.133017795 "NO"
"Acanthinula azorica" "EEA" "Molluscs" "Acanthinula azorica Pilsbry, 1926" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Acanthinula" "Valloniidae" "Stylommatophora" "Gastropoda" "Mollusca" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.05 "1-10" "Hermaphordite" 1 1 0 "1-2y" "3-5w" 0 1 0 1 1 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0.16 0 2.52 3.12 4.72 0 0.08 0.32 0.48 0.88 1.2 2.36 2.36 0.96 3 0.04 0 0 0 0 0 0 0 0 1 1 0 1 0 0.28 0 0 0 0.28 9.72 0 0 0 0 0 1 0 0 0 0.76 4.88 3.04 0.96 0.56 0.32 1.28 1.96 "limno_to_rheophil" 6.84 2.92 0 0 0 0.344 0.649230769230769 0.36 17.4504 2.04072 0 1 0 0 0 "very_wide" 112.505678357626 "NO"
"Acanthinula spinifera" "EEA" "Molluscs" "Acanthinula spinifera (Mousson, 1872)" "SPECIES" NA "Yes" NA "DATA_DEFICIENT" "Acanthinula" "Valloniidae" "Stylommatophora" "Gastropoda" "Mollusca" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.675 "1-10" "Hermaphordite" 1 1 0 "1-2y" "3-5w" 0 1 0 1 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 1 0.12 0 2 3.44 4.08 0 0.04 0.6 1.08 1.12 1.52 1.32 1.64 0.32 4.52 0.4 0 0 0 0 0 0 0 0 1 1 0 1 0 0.24 0 0 0.2 0.52 9 0 0 0 0.12 0 1 0 0 0 0.52 5.16 2.2 0.32 0.04 1.36 1.2 3.36 "limno_to_rheophil" 7.28 2.56 0 0 0 0.330666666666667 0.529230769230769 0.295 16.9812 1.7056 0 1 0 1 0 "very_wide" 2744.68571646126 "NO"
"Acicula beneckei" "EEA" "Molluscs" "Acicula beneckei (Andreae, 1883)" "SPECIES" NA "Yes" NA "NEAR_THREATENED" "Acicula" "Aciculidae" "Architaenioglossa" "Gastropoda" "Mollusca" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.05 "1-10" "nHermaphordite" 1 0 0 "1-2y" "3-5+w" 1 0 0 1 1 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0.28 0 0.16 9.68 0 0 3.96 1.36 1.24 0.44 0.92 0.92 0.68 1.64 1.2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 8.8 0 0 0.08 2.6 0.44 0 0 0 0.08 0 1 0 0 0 0 1.68 0 0.6 6.16 3 2.08 2.28 "rheophil" 7.52 1.8 1.52 0 0 0.490666666666667 0.107692307692308 0.235 18.236 2.47396 0 1 0 1 0 "small" 373.529104229237 "NO"
"Acicula benoiti" "EEA" "Molluscs" "Acicula benoiti (Bourguignat, 1864)" "SPECIES" NA "Yes" NA "VULNERABLE" "Acicula" "Aciculidae" "Architaenioglossa" "Gastropoda" "Mollusca" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.85 "1-10" "nHermaphordite" 1 0 0 "1-2y" "3-5+w" 1 0 0 1 1 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0.28 0 0.24 9.32 0 0 3 1.28 1.56 0.88 1.4 0.8 0.6 1.4 1.32 0 0 0 0 0 0 0 0 0 0 0 0 0 1 8.72 0 0 0 2.64 0.68 0 0 0 0 0 1 0 0 0 0.04 0.84 0.04 0.72 5.48 2.4 1.76 2.32 "rheophil" 7.36 1.88 1.44 0 0 0.485333333333334 0.126153846153846 0.17 18.4004 2.35956 0 1 1 1 0 "small" 7240.95713273548 "NO"
"Acicula corcyrensis" "EEA" "Molluscs" "Acicula corcyrensis (O.Boettger, 1883)" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Acicula" "Aciculidae" "Architaenioglossa" "Gastropoda" "Mollusca" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 "1-10" "nHermaphordite" 1 0 0 "1-2y" "3-5+w" 1 0 0 1 1 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0.28 0 0.12 9.4 0.36 0 4.28 1.2 1.6 0.8 1.52 0.88 0.52 1.76 0.64 0.8 0 0 0 0 0 0 0 0 0 0 0 0 1 8.56 0 0 0 2.12 0.68 0 0 0 0 0 1 0 0 0 0.36 1.36 0.2 0.76 6.24 2.92 1.92 2.32 "rheophil" 7.04 2.6 1.68 0 0 0.472 0.107692307692308 0.15 17.7976 2.15204 0 1 1 1 0 "small" 16528.8428746881 "NO"
"Acicula disjuncta" "EEA" "Molluscs" "Acicula disjuncta Boeters, E.Gittenberger & Subai, 1989" "SPECIES" NA "Yes" NA "NEAR_THREATENED" "Acicula" "Aciculidae" "Architaenioglossa" "Gastropoda" "Mollusca" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.275 "1-10" "nHermaphordite" 1 0 0 "1-2y" "5+w" 1 0 0 1 1 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0.08 0 0.2 9.36 0 0 4.12 1.44 1.76 1 1.24 1.04 0.84 1.6 0.48 0 0 0 0 0 0 0 0 0 0 0 0 0 1 9.16 0 0 0 3.16 0.52 0 0 0 0 0 1 0 0 0 0.44 1.2 0.24 0.92 6 2.2 2.12 1.28 "rheophil" 7.28 2.28 1.6 0 0 0.469333333333333 0.153846153846154 0.195 18.636 2.55344 0 1 0 1 0 "small" 1128.43846212711 "NO"
"Acicula douctouyrensis" "EEA" "Molluscs" "Acicula douctouyrensis (Bertrand, 2004)" "SPECIES" NA "Yes" NA "DATA_DEFICIENT" "Acicula" "Aciculidae" "Architaenioglossa" "Gastropoda" "Mollusca" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.425 "1-10" "nHermaphordite" 1 0 0 "1-2y" "5+w" 1 0 0 1 1 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0.32 0 0.28 9.44 0 0 3.96 1.48 1.64 0.68 1.16 0.72 0.8 1.44 0.6 0.08 0 0 0 0 0 0 0 0 0 0 0 0 1 8.2 0 0 0 3.44 0.56 0 0 0 0 0 1 0 0 0 0.56 1.36 0.2 0.68 5.36 3.04 1.92 1.64 "rheophil" 7.32 1.96 1.6 0 0 0.442666666666667 0.212307692307692 0.2 18.1476 2.45112 0 1 0 1 0 "small" 29043.804081375 "NO"
