"Species" "Source" "Group" "GBIF_accepted" "GBIF_rank" "originCH" "originEUR" "Swiss_status" "IUCN_status" "Genus" "Family" "Order" "Class" "Phylum" "GUILDE.1" "GUILDE.2" "GUILDE.3" "GUILDE.4" "GUILDE.5" "GUILDE.6" "GUILDE.7" "GUILDE.8" "GUILDE.9" "GUILDE.10" "GUILDE.11" "GUILDE.12" "GUILDE.13" "GUILDE.14" "GUILDE.15" "GUILDE.16" "GUILDE.17" "GUILDE.18" "GUILDE.19" "GUILDE.20" "GUILDE.21" "GUILDE.22" "GUILDE.23" "GUILDE.24" "GUILDE.25" "GUILDE.26" "Tgroup_angio" "Tgroup_plant" "Life_form1" "Life_form2" "Life_form3" "Woodiness" "Growth" "Height_m" "Root_depth" "Leaf_type" "Leaf_area_m2" "LMA_g.m2" "SLA_m2.kg" "SSD_mg.mm3" "LDMC_g.g" "Nmass_mg.g" "C.N_perct" "Diaspore_mass_mg" "Diaspore_dispersal1" "Diaspore_dispersal2" "Flowering_months" "Pop_config" "Ter" "Aqu" "Aer" "HABfi_1.1" "HABfi_1.2" "HABfi_1.3" "HABfi_1.4" "HABfi_2.1" "HABfi_2.2" "HABfi_2.3" "HABfi_2.4" "HABfi_2.5" "HABfi_2.6" "HABfi_2.7" "HABfi_2.8" "HABfi_2.9" "HABfi_3.1" "HABfi_3.2" "HABfi_3.3" "HABfi_3.4" "HABfi_3.5" "HABfi_4.1" "HABfi_4.2" "HABfi_5.1" "HABfi_5.2" "HABfi_6.1" "HABfi_6.2" "HABfi_6.3" "HABfi_6.4" "HABfi_6.5" "HABfi_6.6" "HABfi_6.7" "HABfi_7.1" "HABfi_7.2" "HABfi_7.3" "HABfi_7.4" "HABfi_7.5" "HABfi_7.6" "HABfi_8.1" "HABfi_8.2" "HABfi_9.1" "HABfi_9.2" "HABfi_9.2.2" "HABfi_9.3" "HABfi_9.4" "HABfi_9.5" "Geo_class" "EIVoa_Moisture" "EIVeu_Moisture" "EIVeu_M_range" "EIVoa_pH" "EIVeu_pH" "EIVeu_pH_range" "EIVoa_Nitrogen" "EIVeu_Nitrogen" "EIVeu_N_range" "EIVoa_Calcareous" "EIVeu_Temp" "EIVeu_T_range" "EIVeu_Light" "EIVeu_L_range" "Elev_class" "Elevation_low" "Elevation" "Elevation_up" "Dispersal_min" "Dispersal_km" "Dispersal_max" "RangeSize_km2" "MISSING_ALL_TRAITS"
"Acer negundo" "SPEED2ZERO" "Vascular_plants" "Acer negundo L." "SPECIES" "NEO" NA NA "LEAST_CONCERN" "Acer" "Sapindaceae" "Sapindales" "Magnoliopsida" "Tracheophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "Phanerophyte" "None" "None" "Woody" "Tree" 10.025 3 "Broadleaved" 6003.8852 44.796 26.4228571428571 0.448 0.02543 28.35 19.79581755 29.733 "Meteorochory" "None" "4-5" 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 "Mixed" 3 5.11983489849462 3.12636115125929 2 6.58945982472483 3.82651532059216 2.6 6.74810657428696 4.93002603533427 2 4.94732609927357 3.49753962213953 5.4173337960542 6.11609241339705 "alt_lowlands" 2.92433758543792 50.8687362694031 483.000850475192 0.04 0.095 0.15 4330213.15668686 "NO"
"Acer opalus" "SPEED2ZERO" "Vascular_plants" "Acer opalus Mill." "SPECIES" "INN" NA "LC" "LEAST_CONCERN" "Acer" "Sapindaceae" "Sapindales" "Magnoliopsida" "Tracheophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "Phanerophyte" "None" "None" "Woody" "Tree" 9.611 3 "Broadleaved" 3777.7228 61.882 23.9476923076923 0.726 0.025938 32.7 37.0639170733333 77 "Meteorochory" "None" "4-5" 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 "Calcareous" 2 3.35452059180673 2.26695302604184 2.6 7.95904560745022 3.44761315380636 2 5.72867451689054 3.81685880408401 2.66666666666667 6.16658913669624 2.84843393909987 5.3725272078136 4.18071817224461 "alt_lowlands" 209.271638838816 548.538735343467 1363.26882215705 0.04 0.095 0.15 110645.754945644 "NO"
"Acer platanoides" "SPEED2ZERO" "Vascular_plants" "Acer platanoides L." "SPECIES" "INN" NA "LC" "LEAST_CONCERN" "Acer" "Sapindaceae" "Sapindales" "Magnoliopsida" "Tracheophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "Phanerophyte" "None" "None" "Woody" "Tree" 21.926 4 "Broadleaved" 7085.13 51.661 21.6389361841176 0.584 0.0796666666666667 19.417 24.9568890533333 121.596 "Meteorochory" "Dysochory" "4-5" 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 "Calcareous" 3 4.70664227176896 3.68187781236573 2.6 6.33764865748765 5.02906735957076 2 5.65616877788922 6.86918813112701 2.66666666666667 4.41239720014038 2.50215089568076 3.87198680913025 6.51535724370789 "alt_montane" 246.750987013761 411.619024954492 1001.95523621125 0.04 0.095 0.15 1080475.40970922 "NO"
"Acer pseudoplatanus" "SPEED2ZERO" "Vascular_plants" "Acer pseudoplatanus L." "SPECIES" "INN" NA "LC" "LEAST_CONCERN" "Acer" "Sapindaceae" "Sapindales" "Magnoliopsida" "Tracheophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "Phanerophyte" "None" "None" "Woody" "Tree" 24.463 3.5 "Broadleaved" 8456.57 72.118 17.520967121 0.563 0.2625 23.626 25.3166675396222 64.607 "Meteorochory" "None" "4-5" 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 "Mixed" 3 5.05225058865355 3.22803186253685 2 5.91956875666971 5.31680816600951 2.6 6.89185037193308 4.79946735744831 2 4.16247910194677 4.1798690732357 3.79887637416296 6.14997273291293 "alt_subalpine" 319.150061330057 475.456237776833 1524.10814644711 0.04 0.095 0.15 2296489.26277936 "NO"
"Acer saccharinum" "SPEED2ZERO" "Vascular_plants" "Acer saccharinum L." "SPECIES" "NEO" NA NA "LEAST_CONCERN" "Acer" "Sapindaceae" "Sapindales" "Magnoliopsida" "Tracheophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "Phanerophyte" "None" "None" "Woody" "Tree" 33.665 3 "Broadleaved" 4605.58 51.099 19.2005374993405 0.51 0.0691581057353571 23.66 37.7242982846208 156.199 "Meteorochory" "None" "3-4" 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 "Mixed" 2.93333333333333 4.48615901595845 2.42409546391297 2.162 5.17440245337955 2.68030083831066 2.12 4.96923387271174 2.52124553256069 2.026 4.96390274297442 4.56438420158767 5.31200579593184 8.78582638917024 "alt_lowlands" 123.885864821352 283.872508097294 844.194686605378 0.04 0.095 0.15 2528745.96847353 "NO"
"Aceras anthropophorum" "SPEED2ZERO" "Vascular_plants" "Orchis anthropophora (L.) All." "SPECIES" "INN" NA "NT" NA "Orchis" "Orchidaceae" "Asparagales" "Liliopsida" "Tracheophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 "Monocotyledon" "Angiosperm" "Geophyte" "None" "None" "non-woody" "Herb_non_gram" 0.265 1 "Broadleaved" 843.0308 45.06508 29.005 0.12112 0.073825 24.52556 22.6160355432955 2.184758684 "Meteorochory" "None" "5-6" 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 "Calcareous" 2 3.10258822596201 3.09013579002796 2.6 7.6395544186718 3.79520675418048 1.4 3.2267994967972 4.04701132211103 2.66666666666667 5.25759964625777 3.54027454534174 7.00519040846804 3.93896102951318 "alt_montane" 250.397308563566 437.098159179224 936.53899261851 0.033416 0.089988 0.14536 299782.202230924 "NO"
"Achillea atrata" "SPEED2ZERO" "Vascular_plants" "Achillea atrata L." "SPECIES" "IEP" NA "LC" NA "Achillea" "Asteraceae" "Asterales" "Magnoliopsida" "Tracheophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "LongLived_Hemicryptophyte" "None" "None" "non-woody" "Herb_non_gram" 0.12 3 "Broadleaved" 1668.1536 58.22044 18.2366034595676 0.187 0.14348912119125 32.64176 16.2281086193133 0.3408 "Anemochory" "None" "7-9" 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Calcareous" 3 4.47831921734551 2.44521167801785 3 8.98234276298419 3.78891490141938 1.4 2.9992995724678 2.78574576538605 2.5 0.650689731319742 3.37155408145726 9.60192199429004 2.71983650094805 "alt_nival" 1555.47442774406 1944.65281169035 2693.56829200124 1e-04 0.00055 0.001 141691.403820383 "NO"
"Achillea clavenae" "SPEED2ZERO" "Vascular_plants" "Achillea clavennae L." "SPECIES" "INN" NA "VU" NA "Achillea" "Asteraceae" "Asterales" "Magnoliopsida" "Tracheophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "LongLived_Hemicryptophyte" "None" "None" "non-woody" "Herb_non_gram" 0.02625 3.5 "Broadleaved" 1687.5092 60.47388 16.4009053032151 0.1922 0.132644093833177 26.74336 20.6669948760905 1.144724 "Anemochory" "None" "6-9" 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Calcareous" 2 3.64062861381043 2.79950683786367 3 7.97554273735828 3.99276166092597 1.4 2.42539794699587 3.88105649234203 2.66666666666667 2.05384896753826 3.84781070702811 8.20102612122481 3.56766423585721 "alt_alpine" 598.751088925309 1439.02245981954 2311.29430393494 0.001144 0.00614 0.00756 117302.553338802 "NO"
"Achillea collina" "SPEED2ZERO" "Vascular_plants" "Achillea collina (Wirtg.) Becker ex Heimerl" "SPECIES" "INN" NA "VU" NA "Achillea" "Asteraceae" "Asterales" "Magnoliopsida" "Tracheophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "nWoody_Chamaephyte" "LongLived_Hemicryptophyte" "None" "non-woody" "Herb_non_gram" 0.565 3 "Broadleaved" 1037.49 57.471 19.12 0.195 0.19 22.216 21.1621683863 0.15 "Anemochory" "Endochory" "6-9" 2 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 "Calcareous" 1.33333333333333 2.61328463279938 3.02624212989 2.6 6.80566515616473 4.58021055027613 1.4 2.6735974729858 4.03083997167932 2.2 4.82761833988879 2.7255661726209 8.56880049668121 3.53541894719136 "alt_montane" 95.9819389356826 510.067655058514 1766.03816517728 0.001 0.003 0.005 454602.019410644 "NO"
"Achillea crithmifolia" "InfoSpecies" "Vascular_plants" "Achillea crithmifolia Waldst. & Kit." "SPECIES" "NEO" NA NA "LEAST_CONCERN" "Achillea" "Asteraceae" "Asterales" "Magnoliopsida" "Tracheophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "LongLived_Hemicryptophyte" "None" "None" "non-woody" "Herb_non_gram" 0.3975 2.78 "Broadleaved" 2459.6804 42.06736 24.6705183455975 0.1774 0.109956823982717 32.5428 14.8578195549767 2.65596 "Anemochory" "None" "5-10" 3 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Mixed" 2.28 3.70843816285408 2.84501318080041 2.116 5.40187555210955 4.52227594345921 2.192 4.09223231018307 5.57687525000923 2.04066666666667 5.4493174843523 2.47481777190278 8.12642312191155 2.14727553586618 "alt_lowlands" 185.461202540437 343.260741468161 1010.16292616663 0.001 0.003 0.005 901226.734322734 "NO"
"Achillea distans" "Origin-Alps" "Vascular_plants" "Achillea distans Waldst. & Kit. ex Willd." "SPECIES" "OTH" NA NA NA "Achillea" "Asteraceae" "Asterales" "Magnoliopsida" "Tracheophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "LongLived_Hemicryptophyte" "None" "None" "non-woody" "Herb_non_gram" 0.431 2 "Broadleaved" 3630.4876 40.82844 25.6452625160985 0.18768 0.104489035519987 32.0174 13.2238895233989 0.212 "Anemochory" "None" "7-9" 3 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 "Calcareous" 3 3.75261469560518 2.2997372652726 2.6 6.42945807823052 3.31761768934158 2.6 4.06796524174957 4.29495037421055 2.2 4.06760900457572 3.8512037403516 6.8807180244799 2.93452421766633 "alt_montane" 338.027367647149 585.948437860056 2101.72768442859 0.001 0.003 0.005 412332.434183688 "NO"
