"Species" "Source" "Group" "GBIF_accepted" "GBIF_rank" "originCH" "originEUR" "Swiss_status" "IUCN_status" "Genus" "Family" "Order" "Class" "Phylum" "GUILDE.1" "GUILDE.2" "GUILDE.3" "GUILDE.4" "GUILDE.5" "GUILDE.6" "GUILDE.7" "GUILDE.8" "GUILDE.9" "GUILDE.10" "GUILDE.11" "GUILDE.12" "GUILDE.13" "GUILDE.14" "GUILDE.15" "GUILDE.16" "GUILDE.17" "GUILDE.18" "GUILDE.19" "GUILDE.20" "GUILDE.21" "GUILDE.22" "GUILDE.23" "GUILDE.24" "GUILDE.25" "GUILDE.26" "Tgroup_angio" "Tgroup_plant" "Life_form1" "Life_form2" "Life_form3" "Woodiness" "Growth" "Height_m" "Root_depth" "Leaf_type" "Leaf_area_m2" "LMA_g.m2" "SLA_m2.kg" "SSD_mg.mm3" "LDMC_g.g" "Nmass_mg.g" "C.N_perct" "Diaspore_mass_mg" "Diaspore_dispersal1" "Diaspore_dispersal2" "Flowering_months" "Pop_config" "Ter" "Aqu" "Aer" "HABfi_1.1" "HABfi_1.2" "HABfi_1.3" "HABfi_1.4" "HABfi_2.1" "HABfi_2.2" "HABfi_2.3" "HABfi_2.4" "HABfi_2.5" "HABfi_2.6" "HABfi_2.7" "HABfi_2.8" "HABfi_2.9" "HABfi_3.1" "HABfi_3.2" "HABfi_3.3" "HABfi_3.4" "HABfi_3.5" "HABfi_4.1" "HABfi_4.2" "HABfi_5.1" "HABfi_5.2" "HABfi_6.1" "HABfi_6.2" "HABfi_6.3" "HABfi_6.4" "HABfi_6.5" "HABfi_6.6" "HABfi_6.7" "HABfi_7.1" "HABfi_7.2" "HABfi_7.3" "HABfi_7.4" "HABfi_7.5" "HABfi_7.6" "HABfi_8.1" "HABfi_8.2" "HABfi_9.1" "HABfi_9.2" "HABfi_9.2.2" "HABfi_9.3" "HABfi_9.4" "HABfi_9.5" "Geo_class" "EIVoa_Moisture" "EIVeu_Moisture" "EIVeu_M_range" "EIVoa_pH" "EIVeu_pH" "EIVeu_pH_range" "EIVoa_Nitrogen" "EIVeu_Nitrogen" "EIVeu_N_range" "EIVoa_Calcareous" "EIVeu_Temp" "EIVeu_T_range" "EIVeu_Light" "EIVeu_L_range" "Elev_class" "Elevation_low" "Elevation" "Elevation_up" "Dispersal_min" "Dispersal_km" "Dispersal_max" "RangeSize_km2" "MISSING_ALL_TRAITS"
"Carex viridula" "SPEED2ZERO" "Vascular_plants" NA "SPECIES" "INN" NA "NT" NA "Carex" "Cyperaceae" "Poales" "Liliopsida" "Tracheophyta" 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Monocotyledon" "Angiosperm" "LongLived_Hemicryptophyte" "None" "None" "non-woody" "Herb_gram" 0.128 2 "Broadleaved" 891.29 61.087 13.9354189611224 0.289 0.323 16.28776 24.5005686481939 0.605 "Epichory" "Endochory" "5-8" 2 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Calcareous" 3.66666666666667 6.60051122838086 2.53820562856365 2 6.21287836018735 6.065967809358 1.4 2.53764185334716 4.98680876961137 2.2 3.93580776579101 4.78050910040101 7.9157110368641 3.49244170059789 "alt_subalpine" 191.450307093535 391.013870830493 1864.14634297114 0.002 0.0085 0.015 12477391.7484655 "NO"
"Carex vulpina" "SPEED2ZERO" "Vascular_plants" "Carex vulpina L." "SPECIES" "INN" NA "EN" "LEAST_CONCERN" "Carex" "Cyperaceae" "Poales" "Liliopsida" "Tracheophyta" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Monocotyledon" "Angiosperm" "LongLived_Hemicryptophyte" "None" "None" "non-woody" "Herb_gram" 0.587 1.5 "Broadleaved" 1606.55 53.329 19.8633333333333 0.273 0.304 18.09632 22.3274832077406 1.454 "Meteorochory" "Epichory" "5-6" 2 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Mixed" 4.66666666666667 6.79223030944851 3.48805633187667 2.6 6.5409401450533 5.79801094020943 2 5.34559608327583 4.94507817815165 2 4.36507778538393 3.36551063928171 7.86264105310031 5.71663232382567 "alt_montane" 179.731007233267 402.022077963379 747.708147655494 0.001 0.003 0.005 7231248.66054891 "NO"
"Carex vulpinoidea" "SPEED2ZERO" "Vascular_plants" "Carex vulpinoidea Michx." "SPECIES" "NEO" NA NA "LEAST_CONCERN" "Carex" "Cyperaceae" "Poales" "Liliopsida" "Tracheophyta" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Monocotyledon" "Angiosperm" "LongLived_Hemicryptophyte" "None" "None" "non-woody" "Herb_gram" 0.352 2.52 "Broadleaved" 509.67 54.282 20.9714384824974 0.279 0.311 27.53 21.3103425657095 0.787 "Meteorochory" "Epichory" "5-6" 2 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Mixed" 4.66666666666667 5.43836166938007 4.80542476123074 1.4 5.30398529552315 6.27809870547591 2 4.88391971186859 2.3506172108744 2 4.50478963966277 3.23342141298267 7.62544469541229 2.20017409191605 "alt_lowlands" 208.003638328262 380.567831147292 553.281530368595 0.001 0.003 0.005 9833125.94819604 "NO"
"Carlina acaulis" "SPEED2ZERO" "Vascular_plants" "Carlina acaulis L." "SPECIES" "INN" NA "LC" NA "Carlina" "Asteraceae" "Asterales" "Magnoliopsida" "Tracheophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "LongLived_Hemicryptophyte" "None" "None" "non-woody" "Herb_non_gram" 0.142 3.5 "Broadleaved" 3989 89.488 16.460561187233 0.185 0.17 18.34 22.1563840508 3.665 "Meteorochory" "Dysochory" "7-9" 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 "Mixed" 2 3.52651055994574 2.80546042822654 2.108 5.56437471492393 6.48753357184573 1.448 2.77187673200464 4.16606253435203 2.05666666666667 3.81571364228152 3.96549103589192 8.01010838090956 5.02462590427566 "alt_subalpine" 697.260401592687 1161.60698867246 2127.31535802159 0.01 0.255 0.5 172399.875115545 "NO"
"Carlina acaulis subsp. acaulis" "SPEED2ZERO" "Vascular_plants" "Carlina acaulis subsp. acaulis" "SUBSPECIES" "OTH" NA NA NA "Carlina" "Asteraceae" "Asterales" "Magnoliopsida" "Tracheophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "LongLived_Hemicryptophyte" "None" "None" "non-woody" "Herb_non_gram" 0.255908784627451 2.3 "Broadleaved" 485.8512 59.18052 17.1692128387985 0.20864 0.132962562200949 22.87428 23.1347999614356 1.381903472 "Meteorochory" "None" "7-8" 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Calcareous" 2 3.61094961109294 2.44834426763177 2 4.20489787010489 7.68460716210251 1.4 2.36951680030764 2.92337669870632 2.2 3.3191018772156 4.58542499571515 8.80842939160717 4.96148270352365 "alt_subalpine" 807.060826522766 1255.56475513808 2206.01609451374 0.021812 0.144072 0.246 131996.506951735 "NO"
"Carlina acaulis subsp. caulescens" "SPEED2ZERO" "Vascular_plants" "Carlina acaulis subsp. caulescens (Lam.) Schübl. & G.Martens" "SUBSPECIES" "INN" NA NA NA "Carlina" "Asteraceae" "Asterales" "Magnoliopsida" "Tracheophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "LongLived_Hemicryptophyte" "None" "None" "non-woody" "Herb_non_gram" 0.0917021276595745 1.92 "Broadleaved" 683.1876 63.18272 14.4969912398485 0.2038 0.164104658818182 18.78728 36.9642157379206 1.202568 "Meteorochory" "None" "7-8" 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Mixed" 2 3.71228859161598 3.38866766150531 2 6.40930528848032 7.86978834665931 1.4 2.6252049882303 3.60260870076779 2 3.17337121859576 7.16733650682393 8.6689809543454 3.86305904881585 "alt_subalpine" 647.194888266544 1060.69861326282 2370.33299722103 0.018096 0.068594 0.11704 204925.664104954 "NO"
"Carlina biebersteinii" "SPEED2ZERO" "Vascular_plants" "Carlina biebersteinii Bernh. ex Hornem." "SPECIES" "INN" NA NA NA "Carlina" "Asteraceae" "Asterales" "Magnoliopsida" "Tracheophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "ShortLived_Hemicryptophyte" "None" "None" "non-woody" "Herb_non_gram" 0.243 3 "Broadleaved" 79 51.98896 18.7447206676 0.18428 0.109858727398606 24.1474 19.21735042068 1.23 "Meteorochory" "None" "7-8" 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 "Calcareous" 2.04 3.56570482198466 3.55895099024226 2.484 7.17804375515479 3.60592323585743 1.448 2.94196547220441 4.24767439703183 2.37733333333333 3.5988049436409 4.36481336049515 7.20244991189424 4.45036672458794 "alt_subalpine" 558.516166252875 934.147696733157 2057.27504122536 0.01 0.255 0.5 33084.7393922431 "NO"
"Carlina biebersteinii subsp. biebersteinii" "SPEED2ZERO" "Vascular_plants" "Carlina biebersteinii subsp. biebersteinii" "SUBSPECIES" "INN" NA "DD" NA "Carlina" "Asteraceae" "Asterales" "Magnoliopsida" "Tracheophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "LongLived_Hemicryptophyte" "None" "None" "non-woody" "Herb_non_gram" 0.4 2.46 "Broadleaved" 1842.7444 47.36072 21.7562657549097 0.17756 0.0928142309744619 25.5206 17.29539154186 1.41768 "Meteorochory" "None" "6-9" 1.48 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Mixed" 2 3.67135830802347 2.37344890934597 2 7.04385590882985 4.01305100397136 2 2.84138356657683 2.90783800564062 2 2.94638909477706 4.64927238441488 6.85606005121219 5.39727957681976 "alt_subalpine" 495.114809983201 697.036137601549 1749.0886063208 0.00206 0.034364 0.06416 45381.3125584934 "NO"
"Carlina biebersteinii subsp. brevibracteata" "SPEED2ZERO" "Vascular_plants" "Carlina biebersteinii subsp. brevibracteata (Andrae) K.Werner" "SUBSPECIES" "INN" NA "NT" NA "Carlina" "Asteraceae" "Asterales" "Magnoliopsida" "Tracheophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "LongLived_Hemicryptophyte" "None" "None" "non-woody" "Herb_non_gram" 0.388773333333333 2.42 "Broadleaved" 711.8744 52.67832 20.2479473618725 0.19776 0.114338132900734 24.33476 17.9094541984389 1.391093912 "Meteorochory" "None" "7-8" 1.72 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Mixed" 2 3.11313636040466 2.40918066264203 2 7.11551838434281 3.60771480450062 1.4 3.10625895074655 3.3700037154368 2 3.90905695195851 4.2502047188124 7.32118570195439 3.7115071209589 "alt_montane" 152.52079120415 217.015847413334 1149.46614451934 0.018024 0.07519 0.132 67927.2343424307 "NO"
"Carlina diae" "EEA" "Vascular_plants" "Carlina diae (Rech.fil.) Meusel & Kästner" "SPECIES" NA "Yes" NA "ENDANGERED" "Carlina" "Asteraceae" "Asterales" "Magnoliopsida" "Tracheophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "LongLived_Hemicryptophyte" "None" "None" "non-woody" "Herb_non_gram" 0.6 3.34 "Broadleaved" 8671.7904 117.9886 15.6186786510408 0.21704 0.116545052482059 21.0308 32.7546509135667 7.42052 "Meteorochory" "None" "7-8" 1.48 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Calcareous" 2.01333333333333 1.2017191295771 4.10469048344102 2.513 8.3768311260702 2.71355102753938 1.784 4.7927388810181 2.29307571871088 2.42466666666667 7.97838702227074 2.07336917514826 7.45534456153815 2.31535217814343 "alt_lowlands" 303.765194236247 463.156268835064 1264.72275739843 0.01 0.255 0.5 19.4875617895799 "NO"
"Carlina onopordifolia" "EEA" "Vascular_plants" "Carlina onopordifolia Besser" "SPECIES" NA "Yes" NA "VULNERABLE" "Carlina" "Asteraceae" "Asterales" "Magnoliopsida" "Tracheophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "LongLived_Hemicryptophyte" "None" "None" "non-woody" "Herb_non_gram" 0.32892 2.56 "Broadleaved" 1413.2052 48.21352 24.7791412727956 0.18504 0.125181150290192 27.93156 20.7243953993333 1.95941371428571 "Meteorochory" "None" "6-9" 1.76 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Calcareous" 2.32333333333333 3.71772050784306 3.28595918809728 2.208 6.90576852745652 4.14827159301414 1.808 4.32247592690379 4.28963491431327 2.16066666666667 4.39419068498989 3.85995379688642 7.70362079161203 3.36845520335683 "alt_montane" 352.625946353972 655.264144688444 1529.69965262691 0.034492 0.113388 0.16444 10892.75924413 "NO"
"Carlina vulgaris" "SPEED2ZERO" "Vascular_plants" "Carlina vulgaris L." "SPECIES" "INN" NA "LC" NA "Carlina" "Asteraceae" "Asterales" "Magnoliopsida" "Tracheophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "ShortLived_Hemicryptophyte" "None" "None" "non-woody" "Herb_non_gram" 0.295 3 "Broadleaved" 308.82 63.369 16.5943971308092 0.11 0.139871768609473 15.78 22.8232990422667 1.443 "Meteorochory" "Myrmecochory" "7-9" 2 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 "Calcareous" 2 3.35534603117648 2.90338499694544 2.6 7.03412246912591 4.6764671660969 1.4 3.07361299389211 4.64367917324684 2.2 4.3382607612943 3.04829146817477 7.25847597972583 4.05535268905831 "alt_montane" 195.621319824492 391.770327125331 1404.09901161445 0.01 0.255 0.5 641565.788946057 "NO"
"Carlina vulgaris aggr." "InfoSpecies" "Vascular_plants" NA "AGGREGATE" NA NA "LC" NA "Carlina" "Asteraceae" "Asterales" "Magnoliopsida" "Tracheophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "ShortLived_Hemicryptophyte" "None" "None" "non-woody" "Herb_non_gram" 0.4785 3 "Broadleaved" 1207.6328 55.51312 19.9411367883982 0.17916 0.143500010036588 24.75072 17.416730275 2.13984 "Meteorochory" "None" "7-9" 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Calcareous" 2.06666666666667 3.42691655068749 3.48884566165161 2.568 7.05411640397655 3.61591011160756 1.538 2.96614478154018 4.33830487747447 2.34266666666667 4.16580701050918 4.09595215953 7.13159386442896 4.95237299926709 "alt_montane" 299.906802904232 488.679600774843 1424.18790103527 0.01 0.255 0.5 82361.6271388402 "NO"
"Carpesium cernuum" "SPEED2ZERO" "Vascular_plants" "Carpesium cernuum L." "SPECIES" "INN" NA "EN" NA "Carpesium" "Asteraceae" "Asterales" "Magnoliopsida" "Tracheophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "LongLived_Hemicryptophyte" "Therophyte" "None" "non-woody" "Herb_non_gram" 0.431 2.02 "Broadleaved" 3549.534 30.15672 38.4046420598326 0.1558 0.131455625887073 35.00768 13.5106421471111 0.6 "Epichory" "None" "7-9" 1 1 0 0 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Calcareous" 3 5.17409228205327 3.52240102164696 2.6 7.13703134943211 4.63678861236785 2.6 6.91075297268697 5.6951683648273 2.66666666666667 5.14599220122823 2.89103921120594 5.38182671184326 6.33164284713538 "alt_lowlands" 265.780104216712 471.06877794766 782.527415959878 0.002 0.0085 0.015 1280211.09337559 "NO"
"Carpinus betulus" "SPEED2ZERO" "Vascular_plants" "Carpinus betulus L." "SPECIES" "INN" NA "LC" "LEAST_CONCERN" "Carpinus" "Betulaceae" "Fagales" "Magnoliopsida" "Tracheophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "Phanerophyte" "None" "None" "Woody" "Tree" 16.718 3.5 "Broadleaved" 2191.45 51.024 23.6716666666667 0.628 0.254375 21.134 32.6154178792301 36.46 "Meteorochory" "Dysochory" "5" 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 "Mixed" 3 4.57458892915161 3.25732759477715 2 5.62340754712675 5.95289092279102 2 5.34029440076268 6.08280712413265 2 4.69399403826895 2.78930658490298 3.6522337077091 6.48843675822351 "alt_lowlands" 247.124283202264 393.261454017509 756.389768285355 0.4 0.95 1.5 377841.429189262 "NO"
"Carthamus balearicus" "EEA" "Vascular_plants" "Carduncellus balearicus (J.J.Rodr.) G.López" "SPECIES" NA "Yes" NA "NEAR_THREATENED" "Carduncellus" "Asteraceae" "Asterales" "Magnoliopsida" "Tracheophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "LongLived_Hemicryptophyte" "None" "None" "non-woody" "Herb_non_gram" 0.382812661064426 2.6 "Broadleaved" 3143.2908 45.2406 26.546972111678 0.17184 0.0824162340074659 28.917 17.61998849801 2.1128458974359 "Meteorochory" "None" "6-8" 2.04 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Calcareous" 2.62666666666667 4.01926251622323 2.93739095673515 2.308 6.88516257835565 3.66522257096443 2 4.85701754183355 4.30468978643313 2.14666666666667 4.64417952687783 3.42435465304606 6.96780921668717 3.62206913509234 "alt_montane" 351.385370279068 579.184881650816 1456.45767645509 0.033332 0.092886 0.15172 2.66264513642403 "NO"
"Carthamus lanatus" "Origin-Alps" "Vascular_plants" "Carthamus lanatus L." "SPECIES" "INN" NA "CR(PE)" NA "Carthamus" "Asteraceae" "Asterales" "Magnoliopsida" "Tracheophyta" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "Therophyte" "None" "None" "non-woody" "Herb_non_gram" 0.9 3.74 "Broadleaved" 2753.168 129.199 15.7814465216435 0.21092 0.164982838138093 18.40264 30.0030694144 10.674 "Meteorochory" "None" "6-8" 1 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 "Calcareous" 1.33333333333333 2.69952887766641 3.44261256862361 2 7.00983039428962 4.59806632830306 2.6 5.75364104640272 5.49426760883618 2.2 6.35641987795696 3.78093479573442 8.38991931816823 3.9820825699245 "alt_lowlands" 2.5496913714375 112.52073669908 766.176414741978 0.01 0.255 0.5 800866.304590108 "NO"
"Carum carvi" "SPEED2ZERO" "Vascular_plants" "Carum carvi L." "SPECIES" "INN" NA "LC" NA "Carum" "Apiaceae" "Apiales" "Magnoliopsida" "Tracheophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "ShortLived_Hemicryptophyte" "Therophyte" "None" "non-woody" "Herb_non_gram" 0.438 3.5 "Broadleaved" 1254.93 45.045 16.741102792381 0.21 0.217 29.027 14.82278876 2.191 "Endochory" "None" "5-8" 1 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Calcareous" 3 4.51222002845059 3.30047985172742 2 5.93317859792487 5.20637692191421 2 5.78818457270272 5.28713172311429 2.2 3.39442657596821 4.60661508968482 7.85037145921377 3.18626306903623 "alt_subalpine" 463.795618418207 999.030364099685 1869.6104056276 0.001 0.003 0.005 1476740.22449571 "NO"
"Carum verticillatum" "EEA" "Vascular_plants" "Trocdaris verticillatum (L.) Raf." "SPECIES" NA "Yes" NA NA "Trocdaris" "Apiaceae" "Apiales" "Magnoliopsida" "Tracheophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "LongLived_Hemicryptophyte" "None" "None" "non-woody" "Herb_non_gram" 0.389 2.32 "Broadleaved" 3349.5164 44.12848 23.657853937975 0.18408 0.162188973558211 27.6934 16.8447891772122 0.93 "Endochory" "None" "7-8" 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Silicious" 3.58666666666667 6.60946880491355 2.56256870307291 1.609 3.41246073997507 2.50130912164911 1.736 2.97947238121534 4.1607961289591 1.68466666666667 4.97060458569276 3.84991250026271 7.23642127375527 3.03260724506718 "alt_lowlands" 326.366029176528 518.521772580297 1226.25707409728 0.001 0.003 0.005 1056095.72130615 "NO"
"Caryopteris ×clandonensis" "InfoSpecies" "Vascular_plants" "Caryopteris ×clandonensis A.Simmonds" "SPECIES" "NEO" NA NA NA "Caryopteris" "Lamiaceae" "Lamiales" "Magnoliopsida" "Tracheophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "LongLived_Hemicryptophyte" "None" "None" "non-woody" "Herb_non_gram" 0.606948571428571 2.28 "Broadleaved" 558.8984 52.69112 22.7694647739051 0.21368 0.134265039035451 24.6834 20.1435175285467 3.409108872 "Meteorochory" "None" "7-8" 2.24 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Calcareous" 2.68 4.35064214117629 3.20374002955583 2.224 6.22786007257266 4.29951463235602 1.83771428571429 3.93438663977156 4.48476748571904 2.17 4.07493880603493 3.76990546712204 6.68762911092056 4.62523249477372 "alt_montane" 458.310279313822 646.220163261549 1518.51601652571 0.035312 0.111084 0.17176 262762.137088915 "YES"
"Castanea sativa" "SPEED2ZERO" "Vascular_plants" "Castanea sativa Mill." "SPECIES" "INN" NA "LC" "LEAST_CONCERN" "Castanea" "Fagaceae" "Fagales" "Magnoliopsida" "Tracheophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "Phanerophyte" "None" "None" "Woody" "Tree" 27.117 4.5 "Broadleaved" 7033.85 75.495 14.421099052 0.568 0.265333333333333 21.609 28.0214898178333 3488.862 "Dysochory" "None" "6" 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 "Silicious" 3.33333333333333 4.42240041947138 4.56362386876047 1.4 3.96040094449397 3.56255489944123 1.4 3.89842809632755 5.54636271546599 1.8 5.85716324984451 3.17014567133756 4.99896611969751 6.90735280072234 "alt_lowlands" 111.230475884327 287.795894055613 929.381235806172 0.4 0.95 1.5 669903.884887956 "NO"
"Catabrosa aquatica" "SPEED2ZERO" "Vascular_plants" "Catabrosa aquatica (L.) P.Beauv." "SPECIES" "INN" NA "VU" "LEAST_CONCERN" "Catabrosa" "Poaceae" "Poales" "Liliopsida" "Tracheophyta" 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Monocotyledon" "Angiosperm" "Geophyte" "None" "None" "non-woody" "Herb_gram" 0.252 1.58 "Broadleaved" 259.54 27.231 44.05 0.141 0.156 44.78584 10.9436852124667 0.355 "Meteorochory" "Hydrochory" "5-9" 3 1 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Mixed" 5 7.24992375358719 3.33640561419574 2 6.83340580687774 4.34843396044255 2.6 7.42795529874147 5.62713641006661 2 3.39402485167122 4.40470880833946 7.38740264853937 6.39286477402183 "alt_subalpine" 172.733483575533 257.351303871446 1873.2157842471 0.001 0.003 0.005 9575121.67491141 "NO"
"Catalpa bignonioides" "SPEED2ZERO" "Vascular_plants" "Catalpa bignonioides Walter" "SPECIES" "NEO" NA NA "DATA_DEFICIENT" "Catalpa" "Bignoniaceae" "Lamiales" "Magnoliopsida" "Tracheophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "Phanerophyte" "None" "None" "Woody" "Tree" 18.204 3.84 "Broadleaved" 3151.1048 99.29766 14.4537462748214 0.37 0.0517113705714585 20.19116 28.8725707365667 23.63 "Meteorochory" "None" "6-7" 1 1 0 0 0 0 0 0 0 1 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Mixed" 2.45333333333333 4.10280482847223 3.19080383888541 1.997 5.35712266846719 2.31486040813539 2.2 4.51799963390424 3.0824573668031 1.97 6.06638742864519 3.37927734128318 8.50459629169579 3.95847728448304 "alt_lowlands" 79.4162687378962 219.373929002479 696.344793747032 0.04 0.095 0.15 294109.657602829 "NO"
