"Species" "Source" "Group" "GBIF_accepted" "GBIF_rank" "originCH" "originEUR" "Swiss_status" "IUCN_status" "Genus" "Family" "Order" "Class" "Phylum" "GUILDE.1" "GUILDE.2" "GUILDE.3" "GUILDE.4" "GUILDE.5" "GUILDE.6" "GUILDE.7" "GUILDE.8" "GUILDE.9" "GUILDE.10" "GUILDE.11" "GUILDE.12" "GUILDE.13" "GUILDE.14" "GUILDE.15" "GUILDE.16" "GUILDE.17" "GUILDE.18" "GUILDE.19" "GUILDE.20" "GUILDE.21" "GUILDE.22" "GUILDE.23" "GUILDE.24" "GUILDE.25" "GUILDE.26" "Tgroup_angio" "Tgroup_plant" "Life_form1" "Life_form2" "Life_form3" "Woodiness" "Growth" "Height_m" "Root_depth" "Leaf_type" "Leaf_area_m2" "LMA_g.m2" "SLA_m2.kg" "SSD_mg.mm3" "LDMC_g.g" "Nmass_mg.g" "C.N_perct" "Diaspore_mass_mg" "Diaspore_dispersal1" "Diaspore_dispersal2" "Flowering_months" "Pop_config" "Ter" "Aqu" "Aer" "HABfi_1.1" "HABfi_1.2" "HABfi_1.3" "HABfi_1.4" "HABfi_2.1" "HABfi_2.2" "HABfi_2.3" "HABfi_2.4" "HABfi_2.5" "HABfi_2.6" "HABfi_2.7" "HABfi_2.8" "HABfi_2.9" "HABfi_3.1" "HABfi_3.2" "HABfi_3.3" "HABfi_3.4" "HABfi_3.5" "HABfi_4.1" "HABfi_4.2" "HABfi_5.1" "HABfi_5.2" "HABfi_6.1" "HABfi_6.2" "HABfi_6.3" "HABfi_6.4" "HABfi_6.5" "HABfi_6.6" "HABfi_6.7" "HABfi_7.1" "HABfi_7.2" "HABfi_7.3" "HABfi_7.4" "HABfi_7.5" "HABfi_7.6" "HABfi_8.1" "HABfi_8.2" "HABfi_9.1" "HABfi_9.2" "HABfi_9.2.2" "HABfi_9.3" "HABfi_9.4" "HABfi_9.5" "Geo_class" "EIVoa_Moisture" "EIVeu_Moisture" "EIVeu_M_range" "EIVoa_pH" "EIVeu_pH" "EIVeu_pH_range" "EIVoa_Nitrogen" "EIVeu_Nitrogen" "EIVeu_N_range" "EIVoa_Calcareous" "EIVeu_Temp" "EIVeu_T_range" "EIVeu_Light" "EIVeu_L_range" "Elev_class" "Elevation_low" "Elevation" "Elevation_up" "Dispersal_min" "Dispersal_km" "Dispersal_max" "RangeSize_km2" "MISSING_ALL_TRAITS"
"Leontodon saxatilis" "SPEED2ZERO" "Vascular_plants" NA "SPECIES" "INN" NA "LC" NA "Leontodon" "Asteraceae" "Asterales" "Magnoliopsida" "Tracheophyta" 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "ShortLived_Hemicryptophyte" "None" "None" "non-woody" "Herb_non_gram" 0.096 1.5 "Broadleaved" 415.12 31.462 31.8966666666667 0.161 0.12 22.35 15.38095481 0.45 "Meteorochory" "None" "7-9" 1 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Mixed" 3 4.92242234040674 3.1737879946702 1.4 6.10850059856803 4.19103775987835 2 4.63708171359291 4.35096979796138 2 4.86057867584914 2.76363254162896 7.87117580312532 2.3005660058019 "alt_lowlands" 178.138146163661 386.062622881396 616.336498357528 0.01 0.255 0.5 7421.60476515538 "NO"
"Leontodon siculus" "EEA" "Vascular_plants" "Leontodon siculus (Guss.) Finch & P.D.Sell" "SPECIES" NA "Yes" NA "NEAR_THREATENED" "Leontodon" "Asteraceae" "Asterales" "Magnoliopsida" "Tracheophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "LongLived_Hemicryptophyte" "ShortLived_Hemicryptophyte" "None" "non-woody" "Herb_non_gram" 0.35 4 "Broadleaved" 2243.66 76.335 10.9575 0.191 0.15287 35.712 15.9980269366667 5.65 "Meteorochory" "None" "6-8" 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Calcareous" 2 4.17395912195739 1.79969567591087 2.6 8.60087847541635 0.531425143587858 2 3.73455315326338 2.3506172108744 2.2 0.55745763991137 0.648016879549428 8.19742926369967 0.482151123603785 "alt_subalpine" 851.643783832905 1531.97749664325 2617.36394368995 0.01 0.255 0.5 13899.8286035141 "NO"
"Leontopodium alpinum" "SPEED2ZERO" "Vascular_plants" NA "SPECIES" "INN" NA "LC" NA "Leontopodium" "Asteraceae" "Asterales" "Magnoliopsida" "Tracheophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "LongLived_Hemicryptophyte" "None" "None" "non-woody" "Herb_non_gram" 0.0807368421052632 2.5 "Broadleaved" 1083.06 68.074 16.04831796352 0.264 0.2868451823195 24.3 10.22 0.648 "Meteorochory" "None" "7-8" 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 "Calcareous" 2 3.63355579243649 3.65655746081431 2.6 7.67112725019257 3.46181844181237 1.4 2.8173884660795 3.85704626190985 2.66666666666667 1.95310538956619 3.95183186984487 9.40810496351199 2.76982198897175 "alt_alpine" 1559.52389099291 2030.26901199466 2830.37482793151 0.001 0.0085 0.005 65211.8511563668 "NO"
"Leonurus cardiaca" "SPEED2ZERO" "Vascular_plants" "Leonurus cardiaca L." "SPECIES" "INN" NA "EN" NA "Leonurus" "Lamiaceae" "Lamiales" "Magnoliopsida" "Tracheophyta" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 "Eudicotyledon" "Angiosperm" "LongLived_Hemicryptophyte" "None" "None" "non-woody" "Herb_non_gram" 0.58 5 "Broadleaved" 13188.56 26.819 25.7285714285714 0.203 0.246 39.196 14.6233401633333 0.934 "Epichory" "None" "6-9" 3 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 "Calcareous" 2 4.05240545003682 3.5007430247928 2.6 7.62629001692459 4.13511614641981 3 9.06107170424544 5.21042011291659 2.2 4.88004795029547 3.31676017540738 7.68647035959552 4.23253180661108 "alt_montane" 154.956378768382 281.743511669493 1015.20943723158 0.001 0.003 0.005 9952.43593342424 "NO"
"Leopoldia gussonei" "EEA" "Vascular_plants" "Muscari gussonei (Parl.) Nyman" "SPECIES" NA "Yes" NA NA "Muscari" "Asparagaceae" "Asparagales" "Liliopsida" "Tracheophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "LongLived_Hemicryptophyte" "ShortLived_Hemicryptophyte" "None" "non-woody" "Herb_non_gram" 0.19 3 "Broadleaved" 1756.89 67.31 12.585 0.212 0.198 22.199 19.0066666666667 1.036 "Anemochory" "None" "6-7" 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 "Calcareous" 1.33333333333333 2.58975946984374 2.47358616921388 2.6 5.29970329904996 2.78249183958083 1.4 1.81291137831584 2.86396393476328 2.2 8.20404531421166 2.64354516456554 9.38374788797928 2.76982198897175 "alt_montane" 306.868274885657 670.113617718306 1643.77708389513 1e-04 0.00055 0.001 1989.23020442062 "NO"
"Lepidium campestre" "SPEED2ZERO" "Vascular_plants" "Lepidium campestre (L.) W.T.Aiton" "SPECIES" "INN" NA "LC" NA "Lepidium" "Brassicaceae" "Brassicales" "Magnoliopsida" "Tracheophyta" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "ShortLived_Hemicryptophyte" "Therophyte" "None" "non-woody" "Herb_non_gram" 0.365 3 "Broadleaved" 317.56 41.199 25.92 0.199 0.198 30.249 13.1969566233333 1.92 "Meteorochory" "None" "4-6" 2 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Calcareous" 2 3.46943680498316 2.9517136610414 2.5 7.06416368896942 5.09112035409508 2.6 5.77714698179352 5.46140500025632 2.2 4.37760225332552 3.94089909201752 7.44671378380102 3.74646148654841 "alt_montane" 152.311911595898 381.946939552998 1015.03270062949 0.001 0.003 0.005 420309.261984362 "NO"
"Lepidium cardamines" "EEA" "Vascular_plants" "Lepidium cardamine L." "SPECIES" NA "Yes" NA NA "Lepidium" "Brassicaceae" "Brassicales" "Magnoliopsida" "Tracheophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "LongLived_Hemicryptophyte" "ShortLived_Hemicryptophyte" "None" "non-woody" "Herb_non_gram" 0.41 2.5 "Broadleaved" 937.13 46.654 18.14221646975 0.182 0.178 24.441 11.06648407 0.145 "Anemochory" "None" "6-8" 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Calcareous" 3 5.08267925060845 3.82937362268732 2 7.38701568362025 4.51069755691884 1.4 3.18381954823825 5.40334771596329 2.2 3.06470920411664 5.03410843204524 8.44479269489836 3.91584125370214 "alt_montane" 859.106345635799 1402.78204214745 2091.27192135665 0.001 0.003 0.005 51676.418463883 "NO"
"Lepidium carrerasii" "EEA" "Vascular_plants" "Lepidium spinosum Ard." "SPECIES" NA "Yes" NA NA "Lepidium" "Brassicaceae" "Brassicales" "Magnoliopsida" "Tracheophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "LongLived_Hemicryptophyte" "None" "None" "non-woody" "Herb_non_gram" 0.463 3.5 "Broadleaved" 521 58.84 19.612 0.18 0.135 21.126 28 0.000923 "Meteorochory" "None" "5-6" 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Calcareous" 3 4.45320832017363 4.00584527041889 2.5 7.78293998379227 5.05906924454574 2 4.96063660519049 5.50062413657637 2.66666666666667 4.36416128707175 5.56892672944203 7.62544469541229 4.28436315313608 "alt_lowlands" 203.33966562903 202.681310872714 1533.37311389222 1e-04 0.00055 0.015 2471735.9619226 "YES"
"Lepidium cartilagineum" "EEA" "Vascular_plants" "Lepidium cartilagineum (J.Mayer) Thell." "SPECIES" NA "No" NA NA "Lepidium" "Brassicaceae" "Brassicales" "Magnoliopsida" "Tracheophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "nWoody_Chamaephyte" "Therophyte" "None" "non-woody" "Herb_non_gram" 0.17875 4 "Broadleaved" 150.5 105.042 15.54881755756 0.181 0.0650832119083077 26.905 25.79 4.2608 "Anemochory" "None" "5-7" 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Calcareous" 1.33333333333333 3.72642442276075 5.88036585905888 2.6 8.69488220042158 3.54419274606807 1 1.64538285456524 3.81174704386869 2.2 5.72165375338162 2.48284073799198 8.75009525598904 2.95894128975977 "alt_lowlands" 311.42190240314 425.916878137868 1264.35620432272 1e-04 0.00055 0.001 3240.32729576268 "NO"
"Lepidium cordatum" "EEA" "Vascular_plants" "Lepidium cordatum Willd. ex DC." "SPECIES" NA "No" NA NA "Lepidium" "Brassicaceae" "Brassicales" "Magnoliopsida" "Tracheophyta" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "LongLived_Hemicryptophyte" "None" "None" "non-woody" "Herb_non_gram" 0.35 1.5 "Broadleaved" 455.15 43.151 28.86721800589 0.187 0.18 21.956 17.07 0.87 "Meteorochory" "None" "6-8" 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 "Calcareous" 2.66666666666667 5.37882794786885 3.52271330455973 2.6 7.01457220413399 4.40004333860187 2.6 7.58767532185067 3.45033314179969 3 5.18818422313114 2.8715753604908 6.73404744270638 4.23798675712474 "alt_montane" 208.004829546043 276.593011864401 745.528489300041 0.001 0.0085 0.015 451.567569706511 "YES"
"Lepidium densiflorum" "SPEED2ZERO" "Vascular_plants" "Lepidium densiflorum Schrad." "SPECIES" "NEO" NA NA NA "Lepidium" "Brassicaceae" "Brassicales" "Magnoliopsida" "Tracheophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "ShortLived_Hemicryptophyte" "Therophyte" "None" "non-woody" "Herb_non_gram" 0.281 1 "Broadleaved" 187.22 22.777 34.5833333333333 0.158 0.119 28.59 10.1769522136667 0.339 "Meteorochory" "None" "5-8" 2 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Mixed" 2 3.30286109583927 3.35797656644478 2 6.84627469714523 4.06644174611426 2.6 5.18001428078073 4.37225655579857 2 4.97349251604635 3.91757995282192 8.22615061211894 2.87209346050793 "alt_montane" 194.695249914313 399.012169946929 1059.80220773284 1e-04 0.00055 0.001 151.888590347819 "NO"
"Lepidium graminifolium" "SPEED2ZERO" "Vascular_plants" "Lepidium graminifolium L." "SPECIES" "INN" NA "NT" NA "Lepidium" "Brassicaceae" "Brassicales" "Magnoliopsida" "Tracheophyta" 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 "Eudicotyledon" "Angiosperm" "LongLived_Hemicryptophyte" "None" "None" "non-woody" "Herb_non_gram" 0.533 2 "Broadleaved" 1789.2 38.82 33.1341666666667 0.157 0.148 24.3 10.68516416 0.756 "Meteorochory" "None" "6-10" 2 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Mixed" 2 2.92049416791941 2.93872750904276 2 6.00805447744049 3.86521032077475 2 4.65048419654407 4.80993888972516 2 6.08697428758386 3.67345025031844 8.17074592387008 2.92582045787381 "alt_montane" 0.160815945287154 36.3785827144497 539.256049811654 0.001 0.003 0.005 171.754690138038 "NO"
"Lepidium heterophyllum" "EEA" "Vascular_plants" "Lepidium heterophyllum Benth." "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Lepidium" "Brassicaceae" "Brassicales" "Magnoliopsida" "Tracheophyta" 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "LongLived_Hemicryptophyte" "ShortLived_Hemicryptophyte" "None" "non-woody" "Herb_non_gram" 0.268 2 "Broadleaved" 174.47 35.782 26.9823636363636 0.106 0.12 29.6 16.4133333333333 1.426 "Meteorochory" "None" "5-6" 2 1 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Mixed" 2.33333333333333 4.11628057318046 3.5953563441522 2 5.64384720596382 3.22765520018183 2 5.47651113291467 3.8907626190987 2 5.13126015955216 3.20802158598405 7.81833888965574 3.20997608343639 "alt_lowlands" 42.1326019137773 203.050099667859 591.976052629973 1e-04 0.00055 0.001 1436648.17374433 "NO"
"Lepidium hirtum" "EEA" "Vascular_plants" "Lepidium hirtum (L.) Sm." "SPECIES" NA "No" NA NA "Lepidium" "Brassicaceae" "Brassicales" "Magnoliopsida" "Tracheophyta" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "LongLived_Hemicryptophyte" "ShortLived_Hemicryptophyte" "None" "non-woody" "Herb_non_gram" 0.173 2 "Broadleaved" 466.86 49.124 24.8167358573913 0.174 0.12 25.29 13.8590218875 3.0832 "Meteorochory" "None" "5-6" 2 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 "Calcareous" 1.33333333333333 2.77100880789466 2.51502490234013 2.6 7.04389145205909 3.82499849535171 1.4 4.72095968695786 5.07964520899885 2.2 5.01571345056631 3.83587622597487 9.00503822871336 3.4738068316309 "alt_lowlands" 5.1800358875408 150.645759157436 853.672792633214 1e-04 0.00055 0.001 136.664904898746 "NO"
"Lepidium latifolium" "Origin-Alps" "Vascular_plants" "Lepidium latifolium L." "SPECIES" "NEO" NA NA NA "Lepidium" "Brassicaceae" "Brassicales" "Magnoliopsida" "Tracheophyta" 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "LongLived_Hemicryptophyte" "None" "None" "non-woody" "Herb_non_gram" 0.705 3 "Broadleaved" 3266.77 65.628 15.735 0.18 0.16 41.7 11.7466666666667 0.213 "Meteorochory" "None" "7-10" 2 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Mixed" 3 4.22682392352621 5.67741071694815 2 7.32268686300999 5.70917798484273 2.6 6.71507962843053 6.02248261201174 2 4.99204657532979 4.87090735036593 8.60234817285864 4.77509123661413 "alt_lowlands" 0.00157164932892032 5.75942816953737 782.289858808617 0.001 0.003 0.005 7624428.10918194 "NO"
"Lepidium lyratum" "EEA" "Vascular_plants" "Lepidium lyratum L." "SPECIES" NA "No" NA NA "Lepidium" "Brassicaceae" "Brassicales" "Magnoliopsida" "Tracheophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "Phanerophyte" "ShortLived_Hemicryptophyte" "None" "Woody" "Tree" 7.864 4 "Broadleaved" 2618.9 56.818 15.9 0.599 0.245 23.02 17.1008555233333 6.632 "Meteorochory" "None" "5-6" 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 "Calcareous" 2 3.59618954830395 2.98160430826496 2.6 6.97349763220258 4.18981504711386 1.4 4.25237073561327 5.6261406108379 2.2 4.96794936157394 3.5473429394257 6.13301646224631 7.83070027918115 "alt_lowlands" 160.513201238785 327.959271554212 858.760444823055 0.01 0.095 0.15 16890.8431203571 "YES"
"Lepidium neglectum" "SPEED2ZERO" "Vascular_plants" "Lepidium densiflorum Schrad." "SPECIES" "NEO" NA NA NA "Lepidium" "Brassicaceae" "Brassicales" "Magnoliopsida" "Tracheophyta" 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "ShortLived_Hemicryptophyte" "Therophyte" "None" "non-woody" "Herb_non_gram" 0.166666666666667 3 "Broadleaved" 178 43.065 25.3 0.163 0.14 22.117 20.2004228316667 3.665 "Meteorochory" "None" "6-8" 2 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Mixed" 2 3.19753685623084 3.55715809229573 2 7.0862770462188 2.93245197102599 2.6 5.24969035284166 3.54657126716454 2 6.74480466186102 3.37927734128318 8.43171485165641 2.83082438868439 "alt_montane" 159.798533306153 219.285574783771 695.309541352462 0.001 0.003 0.001 15338.5681763537 "NO"
"Lepidium perfoliatum" "InfoSpecies" "Vascular_plants" "Lepidium perfoliatum L." "SPECIES" "NEO" NA NA NA "Lepidium" "Brassicaceae" "Brassicales" "Magnoliopsida" "Tracheophyta" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "ShortLived_Hemicryptophyte" "Therophyte" "None" "non-woody" "Herb_non_gram" 0.266 2.5 "Broadleaved" 103.57 45.717 24.235 0.179 0.169 35.38 15.2266666666667 0.874 "Meteorochory" "None" "5-6" 2 1 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Calcareous" 3 4.05894015480302 5.03415924346186 2.5 6.91401749071395 4.79398911846321 2.6 5.507228385108 4.93114601370438 2.2 5.21713685030364 3.48371348161472 8.32211543682807 3.04177779138173 "alt_lowlands" 1.45089573774536 80.1502838128969 732.624875248723 1e-04 0.00055 0.001 2006933.86840069 "NO"
"Lepidium ramburei" "EEA" "Vascular_plants" "Lepidium villarsii subsp. anticarium (Valdés Berm. & G.López) Hern.-Berm." "SPECIES" NA "Yes" NA NA "Lepidium" "Brassicaceae" "Brassicales" "Magnoliopsida" "Tracheophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "LongLived_Hemicryptophyte" "ShortLived_Hemicryptophyte" "None" "non-woody" "Herb_non_gram" 0.09 1 "Broadleaved" 39.8 50.75 18.785 0.188 0.084 26.443 17.4333333333333 0.073 "Meteorochory" "None" "7-8" 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Mixed" 3.33333333333333 5.89574277470702 4.00966537142485 1.4 3.83267832344961 6.49381534895275 2 3.62293904762511 5.27047265406599 2 1.72481506340804 4.63698602759659 7.83787038510749 3.06601935754441 "alt_alpine" 1858.83799322289 2094.48810969057 2742.85267443656 0.002 0.0085 0.015 271472.446583968 "YES"
"Lepidium ruderale" "SPEED2ZERO" "Vascular_plants" "Lepidium ruderale L." "SPECIES" "INN" NA "LC" NA "Lepidium" "Brassicaceae" "Brassicales" "Magnoliopsida" "Tracheophyta" 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 "Eudicotyledon" "Angiosperm" "ShortLived_Hemicryptophyte" "Therophyte" "None" "non-woody" "Herb_non_gram" 0.153 1.5 "Broadleaved" 63.91 50.092 20.915 0.177 0.154 40.2 15.7264008033333 0.198 "Meteorochory" "None" "6-10" 2 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Mixed" 2 3.53203219591755 4.18806792366492 2 6.65820324742791 6.2663136334259 2.6 6.38056954618709 5.3696107497018 2 4.85588952136656 4.19335374841871 8.55093344463231 4.09140282379905 "alt_montane" 160.00824469902 288.079121187537 754.500845839964 1e-04 0.00055 0.001 17982.5394463429 "NO"
"Lepidium sativum" "SPEED2ZERO" "Vascular_plants" "Lepidium sativum L." "SPECIES" "NEO" NA NA NA "Lepidium" "Brassicaceae" "Brassicales" "Magnoliopsida" "Tracheophyta" 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "Therophyte" "None" "None" "non-woody" "Herb_non_gram" 0.272 3 "Broadleaved" 526 45.455 23.15 0.169 0.14 36.585 13.0293911914286 2.051 "Meteorochory" "None" "6-7" 2 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Mixed" 3 3.8535690821208 2.45054923799879 2 7.15635592748828 4.73924777218182 2.6 6.26411142952071 3.91297279015488 2 6.40741342859831 3.5917066601263 8.03190588348049 4.2381446663505 "alt_lowlands" 0 10.1980044774863 523.170594112813 0.001 0.003 0.005 1415323.88122626 "NO"
"Lepidium spinosum" "EEA" "Vascular_plants" "Lepidium spinosum Ard." "SPECIES" NA "No" NA NA "Lepidium" "Brassicaceae" "Brassicales" "Magnoliopsida" "Tracheophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "LongLived_Hemicryptophyte" "Therophyte" "None" "non-woody" "Herb_non_gram" 0.4785 3 "Broadleaved" 1271.27 101.531 15.2246153846154 0.198 0.208 9.872 112.032983733333 1.95 "Meteorochory" "None" "6-9" 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Calcareous" 3 3.66453341964172 4.10469048344102 2.5 8.3768311260702 2.71355102753938 2 5.93927674037354 2.29307571871088 2.2 7.46004472848368 2.07336917514826 8.61302065060987 2.31535217814343 "alt_montane" 335.595004294454 420.475620389571 1088.95065554244 0.001 0.003 0.005 20883.4345290066 "NO"
"Lepidium squamatum" "EEA" "Vascular_plants" "Lepidium coronopus (L.) Al-Shehbaz" "SPECIES" NA "No" NA NA "Lepidium" "Brassicaceae" "Brassicales" "Magnoliopsida" "Tracheophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "ShortLived_Hemicryptophyte" "Therophyte" "None" "non-woody" "Herb_non_gram" 0.083 1 "Broadleaved" 31.46 44.833 17.375 0.174 0.15 52.357 11.59 0.949 "Anemochory" "None" "6-9" 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Silicious" 3 4.35458051456942 4.55358776468268 1.4 6.81358794895381 4.44624102970014 2 6.94072264810466 4.52190884672808 1.8 5.43949245692802 3.93061933607483 7.93634943743011 3.47197096592406 "alt_montane" 121.818367244923 373.526393976512 768.359905833923 1e-04 0.00055 0.001 723.153932234335 "NO"
