"Species" "Source" "Group" "GBIF_accepted" "GBIF_rank" "originCH" "originEUR" "Swiss_status" "IUCN_status" "Genus" "Family" "Order" "Class" "Phylum" "GUILDE.1" "GUILDE.2" "GUILDE.3" "GUILDE.4" "GUILDE.5" "GUILDE.6" "GUILDE.7" "GUILDE.8" "GUILDE.9" "GUILDE.10" "GUILDE.11" "GUILDE.12" "GUILDE.13" "GUILDE.14" "GUILDE.15" "GUILDE.16" "GUILDE.17" "GUILDE.18" "GUILDE.19" "GUILDE.20" "GUILDE.21" "GUILDE.22" "GUILDE.23" "GUILDE.24" "GUILDE.25" "GUILDE.26" "Tgroup_angio" "Tgroup_plant" "Life_form1" "Life_form2" "Life_form3" "Woodiness" "Growth" "Height_m" "Root_depth" "Leaf_type" "Leaf_area_m2" "LMA_g.m2" "SLA_m2.kg" "SSD_mg.mm3" "LDMC_g.g" "Nmass_mg.g" "C.N_perct" "Diaspore_mass_mg" "Diaspore_dispersal1" "Diaspore_dispersal2" "Flowering_months" "Pop_config" "Ter" "Aqu" "Aer" "HABfi_1.1" "HABfi_1.2" "HABfi_1.3" "HABfi_1.4" "HABfi_2.1" "HABfi_2.2" "HABfi_2.3" "HABfi_2.4" "HABfi_2.5" "HABfi_2.6" "HABfi_2.7" "HABfi_2.8" "HABfi_2.9" "HABfi_3.1" "HABfi_3.2" "HABfi_3.3" "HABfi_3.4" "HABfi_3.5" "HABfi_4.1" "HABfi_4.2" "HABfi_5.1" "HABfi_5.2" "HABfi_6.1" "HABfi_6.2" "HABfi_6.3" "HABfi_6.4" "HABfi_6.5" "HABfi_6.6" "HABfi_6.7" "HABfi_7.1" "HABfi_7.2" "HABfi_7.3" "HABfi_7.4" "HABfi_7.5" "HABfi_7.6" "HABfi_8.1" "HABfi_8.2" "HABfi_9.1" "HABfi_9.2" "HABfi_9.2.2" "HABfi_9.3" "HABfi_9.4" "HABfi_9.5" "Geo_class" "EIVoa_Moisture" "EIVeu_Moisture" "EIVeu_M_range" "EIVoa_pH" "EIVeu_pH" "EIVeu_pH_range" "EIVoa_Nitrogen" "EIVeu_Nitrogen" "EIVeu_N_range" "EIVoa_Calcareous" "EIVeu_Temp" "EIVeu_T_range" "EIVeu_Light" "EIVeu_L_range" "Elev_class" "Elevation_low" "Elevation" "Elevation_up" "Dispersal_min" "Dispersal_km" "Dispersal_max" "RangeSize_km2" "MISSING_ALL_TRAITS"
"Calamagrostis canescens" "SPEED2ZERO" "Vascular_plants" "Calamagrostis canescens (Weber) Roth" "SPECIES" "INN" NA "VU" NA "Calamagrostis" "Poaceae" "Poales" "Liliopsida" "Tracheophyta" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Monocotyledon" "Angiosperm" "LongLived_Hemicryptophyte" "None" "None" "non-woody" "Herb_gram" 1.459 3.5 "Broadleaved" 557.93 47.672 18.0618889090909 0.31 0.346 19.6 28.08822944 0.078 "Meteorochory" "None" "6-8" 4 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 "Mixed" 3.66666666666667 7.09242779051144 3.51578807164219 2 5.37477202144106 4.46261978239183 2 5.10745765384698 4.6761788311643 2 3.73839692656433 3.55239248216279 5.94602937354491 5.69855035695228 "alt_montane" 338.649261576766 407.47334168852 947.241416158677 0.001 0.003 0.005 593711.659157124 "NO"
"Calamagrostis chalybaea" "EEA" "Vascular_plants" "Calamagrostis chalybaea (Laest.) Fr." "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Calamagrostis" "Poaceae" "Poales" "Liliopsida" "Tracheophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 "Monocotyledon" "Angiosperm" "LongLived_Hemicryptophyte" "None" "None" "non-woody" "Herb_gram" 0.206 1 "Broadleaved" 262.73 109.494 10.2 0.294 0.351 9.5 67.87757805 0.27 "Meteorochory" "None" "6-8" 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Calcareous" 2 4.95300712347308 2.47358616921388 2.6 6.24274181656558 2.78249183958083 1.4 3.87783390819888 2.86396393476328 2.2 1.60915749609802 2.64354516456554 4.85344663032096 2.76982198897175 "alt_subalpine" 1029.71288711377 1667.3021073854 2330.4743826586 1e-04 0.003 0.001 67768.6196515284 "NO"
"Calamagrostis epigejos" "SPEED2ZERO" "Vascular_plants" NA "SPECIES" "INN" NA "LC" NA "Calamagrostis" "Poaceae" "Poales" "Angiospermae" "Tracheophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 "Monocotyledon" "Angiosperm" "Geophyte" "LongLived_Hemicryptophyte" "None" "non-woody" "Herb_gram" 0.658 4 "Broadleaved" 1230.83 64.553 14.2435714285714 0.299 0.112775384615385 20.613 22.60310792 0.062 "Meteorochory" "Endochory" "6-8" 4 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 "Mixed" 3 4.44139263153162 5.35456796507447 2 5.94190179381376 6.95875207636264 2 6.02125049809634 5.60570479552358 2 3.97427395058032 3.78662504794389 6.70450521193255 4.65053849072113 "alt_montane" 207.057006699201 410.338720052085 1074.59103493743 0.001 0.003 0.005 1577809.81914479 "NO"
"Calamagrostis phragmitoides" "SPEED2ZERO" "Vascular_plants" "Calamagrostis purpurea (Trin.) Trin." "SPECIES" "INN" NA "EN" NA "Calamagrostis" "Poaceae" "Poales" "Liliopsida" "Tracheophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 "Monocotyledon" "Angiosperm" "LongLived_Hemicryptophyte" "None" "None" "non-woody" "Herb_gram" 0.659 3 "Broadleaved" 1547.73 40.125 28.94 0.211 0.22 18.539 20.19 1.977 "Meteorochory" "None" "6-8" 4 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 "Mixed" 3.33333333333333 5.9747048320607 3.04351744426602 2 7.31138863941215 3.89003416182791 2.6 6.28192478040607 4.52592796230975 2 4.64436296634711 4.50654917078198 4.23910249102983 5.37191571284965 "alt_montane" 139.730894206231 401.911138714484 1166.72981977106 0.001 0.003 0.005 4532253.95577739 "NO"
"Calamagrostis pseudophragmites" "SPEED2ZERO" "Vascular_plants" "Calamagrostis pseudophragmites (Haller f.) Koeler" "SPECIES" "INN" NA "VU" "LEAST_CONCERN" "Calamagrostis" "Poaceae" "Poales" "Liliopsida" "Tracheophyta" 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Monocotyledon" "Angiosperm" "LongLived_Hemicryptophyte" "None" "None" "non-woody" "Herb_gram" 0.908 4 "Broadleaved" 32.38 43.062 25.48 0.222 0.215 17.4 25.79 0.0521 "Meteorochory" "None" "7-8" 3 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Calcareous" 3 6.12564198900454 4.24548690599461 2.6 8.22156576911803 4.00860227161167 2 4.6227495333563 5.23107173121007 2.2 4.23553106433797 3.22275227778892 7.21198976818031 4.06594228654851 "alt_montane" 315.935084177299 477.006084704353 1086.01220992619 0.001 0.003 0.005 6623592.21422157 "NO"
"Calamagrostis stricta" "SPEED2ZERO" "Vascular_plants" "Calamagrostis stricta (Timm) Koeler" "SPECIES" "INN" NA "CR(PE)" NA "Calamagrostis" "Poaceae" "Poales" "Liliopsida" "Tracheophyta" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Monocotyledon" "Angiosperm" "LongLived_Hemicryptophyte" "None" "None" "non-woody" "Herb_gram" 0.761 2 "Broadleaved" 1756.89 54.419 21.089 0.26 0.3 13.8 30.4812429566667 0.169 "Meteorochory" "None" "6-8" 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Calcareous" 3.66666666666667 6.81275083097218 3.37496835121583 2.6 7.58231441730016 3.77338973563492 2.6 5.70279960415479 5.50062413657637 2.5 4.55730154612839 3.7275808431977 7.53297334059989 3.69260232508203 "alt_montane" 117.277763483066 401.030665352084 1179.63585345516 0.002 0.003 0.005 1269087.89170172 "NO"
"Calamagrostis varia" "SPEED2ZERO" "Vascular_plants" "Calamagrostis varia (Schrad.) Host" "SPECIES" "INN" NA "LC" "LEAST_CONCERN" "Calamagrostis" "Poaceae" "Poales" "Liliopsida" "Tracheophyta" 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 "Monocotyledon" "Angiosperm" "LongLived_Hemicryptophyte" "None" "None" "non-woody" "Herb_gram" 0.616 3 "Broadleaved" 1397.51 39.307 25.439 0.271 0.302 20.064 23.8895943066667 0.123 "Meteorochory" "None" "7-8" 4 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 "Calcareous" 2.33333333333333 4.2622169718444 3.33293056709193 2.6 7.96212988823571 3.10661166872823 1.4 3.13428879887677 3.41984492468603 2.2 2.93951542242586 3.86084860413151 6.28946862367977 4.440616998345 "alt_subalpine" 524.570677236359 956.913682294474 2034.82894002039 0.001 0.003 0.005 919661.735470178 "NO"
"Calamagrostis villosa" "SPEED2ZERO" "Vascular_plants" "Calamagrostis villosa (Chaix) J.F.Gmel." "SPECIES" "INN" NA "LC" NA "Calamagrostis" "Poaceae" "Poales" "Liliopsida" "Tracheophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Monocotyledon" "Angiosperm" "LongLived_Hemicryptophyte" "None" "None" "non-woody" "Herb_gram" 0.69 3 "Broadleaved" 1071.5 37.929 13.6023136363636 0.259 0.289 24.475 18.08 0.1 "Meteorochory" "None" "7-9" 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 1 0 0 0 0 0 "Silicious" 3 5.48705963200529 3.19053791036955 1.4 2.15630735331269 4.32115153087336 1.4 2.62978045233075 4.26379322590784 1.8 2.67393491648127 3.2196809581299 5.3416347519183 5.56574042170842 "alt_subalpine" 1035.29759590169 1527.29609804919 2130.8882218633 0.001 0.003 0.005 693.951395468554 "NO"
"Calamintha ascendens" "SPEED2ZERO" "Vascular_plants" "Clinopodium menthifolium subsp. ascendens (Jord.) Govaerts" "SPECIES" "INN" NA "VU" NA "Clinopodium" "Lamiaceae" "Lamiales" "Magnoliopsida" "Tracheophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "Geophyte" "None" "None" "non-woody" "Herb_non_gram" 0.534 3.5 "Broadleaved" 774.38 40.012 19.828 0.225 0.2786897432324 33.763 17.75564391 0.9 "Epichory" "Dysochory" "7-9" 2 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 "Mixed" 2 3.40617279844588 4.21914191255415 2 6.52705897594805 5.14402958379478 2 4.17512608177159 5.8187699710024 2 4.27577116585086 4.85415170888817 8.22256740624294 4.03537397388778 "alt_lowlands" 610.030413082265 956.913682294474 1625.62080988364 0.4 0.95 1.5 1262106.63272623 "NO"
"Calamintha grandiflora" "SPEED2ZERO" "Vascular_plants" NA "SPECIES" "INN" NA "LC" NA "Calamintha" "Lamiaceae" "Lamiales" "Angiospermae" "Tracheophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "Geophyte" "None" "None" "non-woody" "Herb_non_gram" 0.34725 1 "Broadleaved" 1250.87 43.235 39.71856612691 0.206 0.212266507576 23.065 112.032983733333 0.29 "Epichory" "None" "7-9" 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 "Mixed" 3 4.98441632081622 3.02648214062926 2 4.99634943787637 4.64615906872295 2 2.71178817036493 5.28860869782522 2 2.90418645112278 3.6158742376503 3.29911954474683 4.68455855646527 "alt_montane" 782.498554555183 1056.41100987389 1687.25804189995 0.001 0.003 0.001 2399.39267076499 "NO"
"Calamintha menthifolia" "SPEED2ZERO" "Vascular_plants" "Clinopodium menthifolium (Host) Merino" "SPECIES" "INN" NA "LC" NA "Clinopodium" "Lamiaceae" "Lamiales" "Magnoliopsida" "Tracheophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "Geophyte" "None" "None" "non-woody" "Herb_non_gram" 0.4125 3 "Broadleaved" 143.79 51.76 18.0525 0.216 0.17 14.074 40.1366666666667 1.25 "Epichory" "Dysochory" "7-9" 2 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 "Calcareous" 2 3.65436173792906 4.21914191255415 2.6 6.53911435403874 4.5310509608952 2 4.01782772921117 4.43660811947256 2.25 5.57710671015861 4.50804382571992 6.88888302568021 5.38949975923397 "alt_lowlands" 206.659457109762 350.738645401482 935.508554380925 0.002 0.095 0.15 4807470.06649789 "NO"
"Calamintha nepeta" "SPEED2ZERO" "Vascular_plants" "Clinopodium nepeta (L.) Kuntze" "SPECIES" "INN" NA "NT" NA "Clinopodium" "Lamiaceae" "Lamiales" "Magnoliopsida" "Tracheophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "Geophyte" "None" "None" "non-woody" "Herb_non_gram" 0.264107142857143 2 "Broadleaved" 595.47 56.703 16.150824243 0.259 0.3249265858144 22.08 18.2233333333333 2.073 "Epichory" "Dysochory" "7-9" 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 "Calcareous" 2 2.96337573746462 3.63116639404771 2.6 7.64985164952498 5.01642476719272 2 3.55843800143888 4.23875494571101 2.66666666666667 5.83744789922394 4.02655947276668 7.58568066381053 3.17777563452498 "alt_montane" 7.09068406243401 93.1885656562064 1011.24257597815 0.002 0.0085 0.005 4203.06589545652 "NO"
"Calamintha nepeta aggr." "InfoSpecies" "Vascular_plants" NA "AGGREGATE" NA NA "LC" NA "Calamintha" "Lamiaceae" "Lamiales" "Angiospermae" "Tracheophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "Geophyte" "None" "None" "non-woody" "Herb_non_gram" 0.422 1.5 "Broadleaved" 3074.78 29.204 36.3 0.167 0.15 35.849 8.32333333333333 0.97 "Epichory" "Dysochory" "7-9" 2 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 "Calcareous" 3 4.65019117113428 2.78739763555796 2.6 6.8076318238709 3.95452950752567 2.6 6.18192397937002 6.30856244344413 2.5 3.86166886002319 2.48129999838901 3.22285327304127 4.8987679203998 "alt_montane" 292.754387621262 538.016517564451 1347.54703848962 0.001 0.003 0.015 969.455614586732 "NO"
"Caldesia parnassifolia" "InfoSpecies" "Vascular_plants" "Caldesia parnassifolia (Bassi) Parl." "SPECIES" "INN" NA "RE" "LEAST_CONCERN" "Caldesia" "Alismataceae" "Alismatales" "Liliopsida" "Tracheophyta" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Monocotyledon" "Angiosperm" "Hydrophyte" "None" "None" "non-woody" "Herb_non_gram" 0.091 1 "Broadleaved" 726.27 44.124 58.55 0.109 0.000136568054719 51.274 12.2311111111111 35.05 "Epichory" "Hydrochory" "7-9" 1 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Silicious" 4.5 8.18088302864682 2.51483997140442 2 7.31138863941215 6.46984882487665 2.6 5.59343724302073 6.0309758417218 1.8 5.2071569210221 3.6328378596451 7.09864181735978 2.19679195201005 "alt_montane" 105.366926713949 306.385227884424 679.291533579924 0.5 2.75 5 893695.207618279 "NO"
"Calendula arvensis" "SPEED2ZERO" "Vascular_plants" "Calendula arvensis L." "SPECIES" "INN" NA "VU" NA "Calendula" "Asteraceae" "Asterales" "Magnoliopsida" "Tracheophyta" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "Therophyte" "None" "None" "non-woody" "Herb_non_gram" 0.157 1 "Broadleaved" 948 34.095 31.05 0.143 0.09 22.049 17.0966666666667 3.794 "Epichory" "Meteorochory" "4-12" 2 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Calcareous" 1.33333333333333 3.05637268540989 3.40239407402108 2.6 7.59899643794907 4.56482144384563 2 6.02615127249054 3.71575132542987 2.5 6.18629073460461 3.70669145121709 7.35303015031123 3.23171303279802 "alt_lowlands" 0 89.9892850327502 568.039000140866 0.01 0.255 0.5 11555.8781703163 "NO"
"Calendula maderensis" "EEA" "Vascular_plants" "Calendula suffruticosa subsp. maderensis (DC.) Govaerts" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Calendula" "Asteraceae" "Asterales" "Magnoliopsida" "Tracheophyta" 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "LongLived_Hemicryptophyte" "None" "None" "non-woody" "Herb_non_gram" 0.27 2 "Broadleaved" 3 50.436 20.7145138684211 0.21 0.17 31.646 16.4233069433333 10.994 "Meteorochory" "None" "5-6" 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Calcareous" 1 2.58921846419957 2.28145035488728 2.125 5.88323089464631 4.05752970571451 1.4 2.17310693965502 3.14762296992106 2.2 4.42017709334701 3.19700480998334 7.62544469541229 3.05241216146571 "alt_montane" 383.660879174245 594.641490659363 1997.10468383534 0.001 0.0085 0.001 744.215293961278 "NO"
"Calendula officinalis" "SPEED2ZERO" "Vascular_plants" "Calendula officinalis L." "SPECIES" "NEO" NA NA NA "Calendula" "Asteraceae" "Asterales" "Magnoliopsida" "Tracheophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "Therophyte" "None" "None" "non-woody" "Herb_non_gram" 0.356 3 "Broadleaved" 3342.08 55.866 18.115 0.201 0.21 22.27 19.0066666666667 3.865 "Epichory" "Meteorochory" "6-8" 2 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Mixed" 2 3.99822963337095 2.80685032928751 2 6.18431188020499 4.65586991697738 2.6 6.74751932420081 6.4205784455212 2 5.73684993451791 3.2525169553441 7.79052693491241 5.05541982454432 "alt_lowlands" 0 28.503317430901 393.98692872316 0.01 0.255 0.5 209106.55703756 "NO"
"Calepina irregularis" "SPEED2ZERO" "Vascular_plants" "Calepina irregularis (Asso) Thell." "SPECIES" "INN" NA "NT" NA "Calepina" "Brassicaceae" "Brassicales" "Magnoliopsida" "Tracheophyta" 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "Therophyte" "None" "None" "non-woody" "Herb_non_gram" 0.327 3 "Broadleaved" 1259.87 28.999 34.484 0.154 0.111 23.505 16.2966666666667 4.3875 "Anemochory" "Epichory" "5-6" 1 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Mixed" 1.33333333333333 3.04843790219048 3.71696143864499 2 7.23876275584124 4.89172223524386 2.6 5.00781723726951 6.1118948378627 2 6.46074112941679 3.65284852513672 7.9344506233832 3.25798456754638 "alt_lowlands" 4.91892455622802 100.651863130205 752.41275893837 0.001 0.003 0.005 2421431.80726217 "NO"
"Calla palustris" "SPEED2ZERO" "Vascular_plants" "Calla palustris L." "SPECIES" "INN" NA "EN" "LEAST_CONCERN" "Calla" "Araceae" "Alismatales" "Liliopsida" "Tracheophyta" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Monocotyledon" "Angiosperm" "Hydrophyte" "Geophyte" "None" "non-woody" "Herb_non_gram" 0.19 3 "Broadleaved" 9351.6 29.987 48.3 0.095 0.104 25.675 15.85863924 1.719 "Endochory" "None" "5-7" 2 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 "Mixed" 5 7.43532493973448 3.89797689196618 2 5.57891851172029 5.01919565596609 1.4 4.1699027622712 4.12339712586556 2 3.84165774901588 3.41115867016976 5.57809643727177 7.08307236202009 "alt_montane" 272.958330115755 563.713225461902 1100.41736823134 0.4 0.95 1.5 6940014.89194253 "NO"
"Callianthemum coriandrifolium" "SPEED2ZERO" "Vascular_plants" "Callianthemum coriandrifolium Rchb." "SPECIES" "INN" NA "VU" NA "Callianthemum" "Ranunculaceae" "Ranunculales" "Magnoliopsida" "Tracheophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 "Magnoliid" "Angiosperm" "LongLived_Hemicryptophyte" "None" "None" "non-woody" "Herb_non_gram" 0.138 1 "Broadleaved" 237.95 47.897 17.1766666666667 0.171 0.16515 26.218 11.8166666666667 1.27899976666666 "Autochory" "None" "6-7" 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 "Calcareous" 3.66666666666667 4.47323561561197 3.69816439265606 2.5 6.38230951276536 5.25175887360145 1.4 3.13793047714802 5.13193892758527 2.2 1.30451867049337 4.45857813333532 8.23878890240577 4.0607613708305 "alt_alpine" 2107.83467418096 2343.038165667 2589.04948417524 1e-04 0.00055 0.001 8182.36204989892 "NO"
"Callianthemum kernerianum" "EEA" "Vascular_plants" "Callianthemum kernerianum A.Kern." "SPECIES" NA "Yes" NA "CRITICALLY_ENDANGERED" "Callianthemum" "Ranunculaceae" "Ranunculales" "Magnoliopsida" "Tracheophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 "Magnoliid" "Angiosperm" "LongLived_Hemicryptophyte" "None" "None" "non-woody" "Herb_non_gram" 0.049 1 "Broadleaved" 109.55 55.31 17.235 0.206 0.173500886416667 40.208 14.6566666666667 0.41 "Autochory" "None" "5-7" 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Calcareous" 2 3.28394329593278 2.04631057801523 3 8.73221851300564 4.36475539626224 1.4 3.92748307287305 5.13897835463211 3 1.78836442757591 2.5264080278042 9.60468333765382 2.64204499126512 "alt_subalpine" 1293.93787848355 1652.82624235865 2463.00109714001 0.001 0.0085 0.001 208.138135496207 "NO"
"Callistephus chinensis" "InfoSpecies" "Vascular_plants" "Callistephus chinensis (L.) Nees" "SPECIES" "NEO" NA NA NA "Callistephus" "Asteraceae" "Asterales" "Magnoliopsida" "Tracheophyta" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "Therophyte" "None" "None" "non-woody" "Herb_non_gram" 0.308 2 "Broadleaved" 2889.31 21.046 45.735 0.138 0.0002490520253486 35.608 16.54412765 2.204 "Meteorochory" "None" "7-10" 1 1 0 0 0 0 0 0 0 1 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Mixed" 3 4.51155046704283 2.37331256174419 2 5.35712266846719 2.31486040813539 2.6 5.10851619493543 6.60265866648952 2 5.65270937609837 2.55192123618953 7.33162780569838 2.78780787134389 "alt_montane" 113.348463380602 244.669730021872 768.359905833923 0.01 0.255 0.5 3475572.33699318 "NO"
"Callitriche brutia" "EEA" "Vascular_plants" "Callitriche brutia Petagna" "SPECIES" NA "No" NA "LEAST_CONCERN" "Callitriche" "Plantaginaceae" "Lamiales" "Magnoliopsida" "Tracheophyta" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Eudicotyledon" "Angiosperm" "Hydrophyte" "Therophyte" "None" "non-woody" "Herb_non_gram" 0.1 1 "Broadleaved" 38.5 19.882 41.2054545454545 0.074 0.0439554545454545 36.519 13.14159223 0.664 "Hydrochory" "Epichory" "5-9" 4 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Mixed" 4.66666666666667 8.33920142569573 3.21804222486464 2 5.17745351805507 5.82318685644126 1.4 4.85766215561432 3.82993748235405 2 4.8927445637201 3.59984525206071 8.16927355130612 3.33600358196423 "alt_lowlands" 196.772054332487 279.868786646663 1049.6869727751 0.4 0.95 1.5 6650839.66300311 "NO"
