"Species" "Source" "Group" "GBIF_accepted" "GBIF_rank" "originCH" "originEUR" "Swiss_status" "IUCN_status" "Genus" "Family" "Order" "Class" "Phylum" "GUILDE.1" "GUILDE.2" "GUILDE.3" "GUILDE.4" "GUILDE.5" "GUILDE.6" "GUILDE.7" "GUILDE.8" "GUILDE.9" "GUILDE.10" "GUILDE.11" "GUILDE.12" "GUILDE.13" "GUILDE.14" "GUILDE.15" "GUILDE.16" "GUILDE.17" "GUILDE.18" "GUILDE.19" "GUILDE.20" "GUILDE.21" "GUILDE.22" "GUILDE.23" "GUILDE.24" "GUILDE.25" "GUILDE.26" "BodyLength_max" "BEl" "VEp" "REs" "OGp" "RMl" "BLs" "PFv" "PFs" "CPt" "Litter_size" "CAT_Litter_size" "Age_at_maturity_y" "CAT_Age_at_maturity_y" "Longevity_max_y" "CAT_Longevity_max_y" "Diet" "Diet_Inv" "Diet_Vert" "Diet_Eggs" "Diet_Scav" "Diet_Phyto" "Diet_Plant" "Diet_Parasit" "Diet_Other" "Fos" "Ter" "Aqu" "Arb" "Aer" "Habitat" "Feeding_habitat" "Reprod_habitat" "Spawning_habitat" "Flow_habitat" "Salt_habitat" "MinTemp" "MaxTemp" "Migration_type" "Migration_dist" "RangeSize_km2" "MISSING_ALL_TRAITS"
"Chondrostoma vardarense" "EEA" "Fishes" "Chondrostoma vardarense Karaman, 1928" "SPECIES" NA "Yes" NA "NEAR_THREATENED" "Chondrostoma" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 350 4.24250545 0.525430789 0.326237079 0.393222622 0.241800455 0.473520876 0.328816007 0.155461951 2.249765654 350 "fe3" 2 "ma3" 8 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "demersal" "ben" "lithpel" "rheo" "rheo" "fre" -9.3 32 "pot" "short" 173096.493038812 "NO"
"Chondrostoma variabile" "EEA" "Fishes" "Chondrostoma variabile Yakovlev, 1870" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Chondrostoma" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 350 3.497178483 0.517395969 0.443366065 0.419034363 0.384305778 0.406344788 0.247684501 0.150993116 2.87424119 20000 "fe2" 4 "ma5" 12 "ls1" "Omnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "pelagic" "ben" "phylith" "eury" "eury" "fre" -7.4 32 "pot" "short" 2037743.21474063 "NO"
"Clupeonella abrau" "EEA" "Fishes" "Clupeonella abrau (Maliatsky, 1930)" "SPECIES" NA "Yes" NA "CRITICALLY_ENDANGERED" "Clupeonella" "Clupeidae" "Clupeiformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 326 5.04464615 0.585631616 0.59387889 0.649525022 0.649809399 0.544991593 0.389497283 0.123957226 3.076443168 1362000 "fe1" 1.5 "ma1" 20 "ls1" "Omnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "pelagic" "wc" "phy" "limno" "limno" "fbm" -9.3 28.6 "dia" "short" 1022.1906773937 "NO"
"Clupeonella caspia" "EEA" "Fishes" "Clupeonella caspia Svetovidov, 1941" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Clupeonella" "Clupeidae" "Clupeiformes" "Actinopterygii" "Chordata" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 400 4.460251354 0.592348543 0.696053379 0.706863725 1.280487591 0.429672819 0.299459876 0.161473163 2.88542623 1362000 "fe1" 3 "ma3" 15 "ls1" "Omnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "pelagic" "wc" "phylith" "rheo" "limno" "fbm" -7.7 28.6 "dia" "short" 416576.214438424 "NO"
"Clupeonella cultriventris" "EEA" "Fishes" "Clupeonella cultriventris (Nordmann, 1840)" "SPECIES" NA "No" NA "LEAST_CONCERN" "Clupeonella" "Clupeidae" "Clupeiformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 145 3.607350832 0.686288009 0.500814286 0.711495984 0.654342857 0.502008032 0.274519507 0.149156377 2.599453467 1362000 "fe1" 2 "ma2" 30 "ls1" "Omnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "pelagic" "wc" "pel" "eury" "eury" "fbm" -9.3 32 "dia" "long" 132779.994319096 "NO"
"Clupeonella tscharchalensis" "EEA" "Fishes" "Clupeonella tscharchalensis (Borodin, 1896)" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Clupeonella" "Clupeidae" "Clupeiformes" "Actinopterygii" "Chordata" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 390 4.326970703 0.601667384 0.42853271 0.495101048 0.485062596 0.453333333 0.375597724 0.165734507 2.852695135 109314 "fe1" 3 "ma3" 16 "ls1" "Omnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "pelagic" "ben" "lithpel" "rheo" "rheo" "fbm" -7.4 28.6 "dia" "long" 331979.637471025 "NO"
"Cobitis arachthosensis" "EEA" "Fishes" "Cobitis arachthosensis Economidis & Nalbant, 1996" "SPECIES" NA "Yes" NA "ENDANGERED" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 250 7.466360508 0.546616531 0.184328283 0 0.313929513 0.793826112 0.100728946 0.112601587 1.440914179 20000 "fe3" 2 "ma3" 20 "ls2" "Carnivorous" 1 1 0 0 0 0 0 1 0 0 1 0 0 "bentic" "ben" "phy" "limno" "limno" "fre" -7.7 32 "pot" "short" 4119.07941490113 "NO"
"Cobitis bilineata" "SPEED2ZERO" "Fishes" "Cobitis bilineata Canestrini, 1865" "SPECIES" "INN" NA "EN" "LEAST_CONCERN" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 100 6.348097982 0.519076769 0.171414826 0 0.346172727 0.627406408 0.141795339 0.1147085 1.601473017 350 "fe3" 1.5 "ma1" 30 "ls1" "Carnivorous" 1 1 0 0 0 0 0 1 0 0 1 0 0 "pelagic" "ben" "phylith" "eury" "rheo" "fre" -7.4 32 "pot" "short" 182179.502146285 "NO"
"Cobitis calderoni" "EEA" "Fishes" "Cobitis calderoni Băcescu, 1962" "SPECIES" NA "Yes" NA "ENDANGERED" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 100 10.5505618 0.606011236 0.184328283 0 0.552203125 0.741573034 0.146067416 0.082064253 1.601473017 20000 "fe1" 3 "ma3" 20 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "ben" "phylith" "rheo" "rheo" "fre" -7.4 32 "pot" "short" 209461.852417341 "NO"
"Cobitis dalmatina" "EEA" "Fishes" "Cobitis dalmatina Karaman, 1928" "SPECIES" NA "Yes" NA "VULNERABLE" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 130 4.900697034 0.583924721 0.268304193 0 0.219832482 0.662465545 0.189767495 0.117487217 2.104184234 350 "fe1" 1 "ma1" 20 "ls1" "Carnivorous" 1 1 0 0 0 0 0 1 0 0 1 0 0 "bentic" "ben" "spel" "eury" "rheo" "fre" -7.4 32 "pot" "short" 9863.01720970524 "NO"
"Cobitis elongata" "EEA" "Fishes" "Cobitis elongata Heckel & Kner, 1858" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 160 9.428288571 0.583924721 0.253 0 0.442228354 0.666535973 0.236071359 0.096993993 1.9375 6e+05 "fe1" 2.5 "ma1" 20 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "ben" "spel" "eury" "rheo" "fre" -7.4 32 "pot" "short" 119327.901610619 "NO"
"Cobitis elongatoides" "EEA" "Fishes" "Cobitis elongatoides Băcescu & Mayer, 1969" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 146 7.431527396 0.555087153 0.2689542 0 0.370885892 0.761652615 0.113628616 0.15232585 2.035157895 6e+05 "fe1" 1.5 "ma3" 20 "ls1" "Carnivorous" 1 1 0 0 0 0 0 1 0 0 1 0 0 "demersal" "ben" "psam" "eury" "rheo" "fre" -7.7 32 "nom" "short" 865969.514257148 "NO"
"Cobitis hellenica" "EEA" "Fishes" "Cobitis hellenica Economidis & Nalbant, 1996" "SPECIES" NA "Yes" NA "ENDANGERED" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 350 7.71146979 0.546272708 0.242790698 0 0.326590325 0.71985403 0.113628616 0.110243772 1.601473017 6e+05 "fe1" 1.5 "ma3" 20 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "ben" "psam" "eury" "eury" "fre" -9.3 32 "pot" "short" 3865.74777581286 "NO"
"Cobitis illyrica" "EEA" "Fishes" "Cobitis illyrica Freyhof & Stelbrink, 2007" "SPECIES" NA "Yes" NA "CRITICALLY_ENDANGERED" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 220 5.533829676 0.519115068 0.268304193 0 0.425548547 0.601763038 0.236071359 0.151901614 2.104184234 350 "fe1" 2 "ma1" 30 "ls1" "Omnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "demersal" "ben" "spel" "eury" "rheo" "fre" -7.4 28.6 "pot" "short" 1152.72343308482 "NO"
"Cobitis jadovensis" "EEA" "Fishes" "Cobitis jadovaensis Mustafic & Mrakovcic, 2008" "SPECIES" NA "Yes" NA "CRITICALLY_ENDANGERED" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 277 4.900697034 0.592348543 0.280278547 0 0.568627451 0.592473675 0.236071359 0.126790896 1.586477292 20000 "fe1" 1.5 "ma1" 30 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "pelagic" "ben" "psam" "eury" "eury" "fre" -7.4 32 "pot" "short" 1502.45533360637 "NO"
"Cobitis melanoleuca" "EEA" "Fishes" "Cobitis melanoleuca Nichols, 1925" "SPECIES" NA "No" NA "LEAST_CONCERN" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 200 6.72569092 0.529204286 0.273524879 0 0.323217511 0.639719736 0.100699864 0.112772656 1.586477292 6e+05 "fe3" 2 "ma1" 30 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "demersal" "ben" "psam" "eury" "limno" "fre" -7.4 28.6 "nom" "short" 514984.055995914 "NO"
"Cobitis meridionalis" "EEA" "Fishes" "Cobitis meridionalis Karaman, 1924" "SPECIES" NA "Yes" NA "VULNERABLE" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 110 6.813081704 0.642025953 0.208657534 0 0.383476612 0.752414426 0.206398615 0.112601587 1.566541128 350 "fe1" 1.5 "ma1" 30 "ls1" "Omnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "pelagic" "ben" "psam" "eury" "limno" "fre" -7.4 32 "pot" "short" 318.662821025835 "NO"
"Cobitis narentana" "EEA" "Fishes" "Cobitis narentana Karaman, 1928" "SPECIES" NA "Yes" NA "VULNERABLE" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 50 10.5505618 0.622733333 0.214387018 0 0.491858878 0.662465545 0.18028958 0.111901772 1.420566648 350 "fe1" 1.5 "ma1" 20 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "pelagic" "ben" "phy" "limno" "eury" "fre" -7.4 32 "pot" "short" 11459.5867594211 "NO"
"Cobitis ohridana" "EEA" "Fishes" "Cobitis ohridana Karaman, 1928" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 120 9.428288571 0.605609036 0.224985507 0 0.409239693 0.711303541 0.141795339 0.116332301 1.727272727 6e+05 "fe3" 1.5 "ma3" 20 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "demersal" "ben" "spel" "eury" "eury" "fre" -7.7 32 "pot" "short" 54902.1853052185 "NO"
"Cobitis paludica" "EEA" "Fishes" "Cobitis paludica (de Buen, 1930)" "SPECIES" NA "Yes" NA "VULNERABLE" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 100 6.458349725 0.523341201 0.242790698 0 0.449731707 0.704825597 0.099708235 0.142331052 1.420566648 350 "fe1" 2 "ma1" 20 "ls1" "Carnivorous" 1 1 0 0 0 0 0 1 0 0 1 0 0 "bentic" "ben" "spel" "eury" "limno" "fre" -9.3 32 "pot" "short" 424480.235289572 "NO"
"Cobitis pontica" "EEA" "Fishes" "Cobitis pontica Vasil'eva & Vasil'ev, 2006" "SPECIES" NA "No" NA "LEAST_CONCERN" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 150 6.458349725 0.526155153 0.208657534 0 0.455035522 0.704825597 0.071418369 0.103728298 1.727272727 350 "fe2" 2 "ma1" 20 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "demersal" "ben" "phylith" "eury" "limno" "fre" -9.3 32 "pot" "short" 37735.3342567816 "NO"
"Cobitis puncticulata" "EEA" "Fishes" "Cobitis puncticulata Erk'akan, Atalay-Ekmekçi & Nalbant, 1998" "SPECIES" NA "No" NA "ENDANGERED" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 750 5.533829676 0.457372797 0.208014702 0 0.328277703 0.518909773 0 0.131953536 1.680793575 350 "fe3" 2.5 "ma5" 20 "ls3" "Omnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "ben" "phy" "eury" "limno" "fre" -7.7 28.6 "pot" "short" 13010.794475365 "NO"
"Cobitis punctilineata" "EEA" "Fishes" "Cobitis punctilineata Economidis & Nalbant, 1996" "SPECIES" NA "Yes" NA "VULNERABLE" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 200 7.373325701 0.555344084 0.210936735 0 0.291602 0.658075247 0.071418369 0.141129002 2.297736394 6e+05 "fe1" 2 "ma1" 20 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "demersal" "ben" "phylith" "eury" "rheo" "fre" -9.3 28.6 "pot" "short" 2878.8792601983 "NO"
"Cobitis stephanidisi" "EEA" "Fishes" "Cobitis stephanidisi Economidis, 1992" "SPECIES" NA "Yes" NA "CRITICALLY_ENDANGERED" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 100 5.83994642 0.511940476 0.208014702 0 0.328277703 0.59549013 0.141795339 0.126790896 1.081154352 350 "fe1" 1 "ma3" 20 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "demersal" "ben" "phy" "eury" "eury" "fre" -9.3 28.6 "pot" "short" 1543.80748199486 "NO"
"Cobitis strumicae" "EEA" "Fishes" "Cobitis strumicae Karaman, 1955" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 110 6.449556712 0.505039851 0.208014702 0 0.485556989 0.671409666 0.119404173 0.152931157 2.297736394 6e+05 "fe1" 1.5 "ma1" 20 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "pelagic" "ben" "phylith" "eury" "rheo" "fre" -9.3 28.6 "pot" "short" 15288.1174386176 "NO"
"Cobitis taenia" "SPEED2ZERO" "Fishes" "Cobitis taenia Linnaeus, 1758" "SPECIES" "INN" NA "DD" "LEAST_CONCERN" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 140 6.750121118 0.618919452 0.286353167 0 0.513615 0.802443882 0.161490015 0.114149461 1.9990005 350 "fe1" 1.5 "ma2" 30 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "ben" "spel" "eury" "rheo" "fre" -7.4 32 "pot" "short" 4471516.27799696 "NO"
"Cobitis tanaitica" "EEA" "Fishes" "Cobitis tanaitica Băcescu & Mayer, 1969" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 100 7.71146979 0.571287435 0.214387018 0 0.513615 0.721777841 0.071418369 0.103728298 1.775450752 350 "fe1" 1.5 "ma2" 20 "ls2" "Carnivorous" 1 1 1 0 0 0 0 1 0 0 1 0 0 "pelagic" "ben" "spel" "eury" "rheo" "fre" -7.7 28.6 "pot" "short" 185092.566639498 "NO"
"Cobitis taurica" "EEA" "Fishes" "Cobitis taurica Vasil'eva, Vasil'ev, Janko, Ráb & Rábová, 2005" "SPECIES" NA "Yes" NA "CRITICALLY_ENDANGERED" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 110 16.2191429 0.534372112 0.208657534 0 0.313872727 0.711303541 0.100728946 0.111901772 1.727272727 20000 "fe1" 2 "ma1" 20 "ls1" "Carnivorous" 1 1 0 0 0 0 0 1 0 0 1 0 0 "pelagic" "ben" "phylith" "eury" "rheo" "fre" -9.3 32 "pot" "short" 4525.85339994106 "NO"
"Cobitis trichonica" "EEA" "Fishes" "Cobitis trichonica Stephanidis, 1974" "SPECIES" NA "Yes" NA "ENDANGERED" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 180 6.240786918 0.453321275 0.280278547 0.162430827 0.364373134 0.544370237 0.236071359 0.142331052 1.701818629 6e+05 "fe3" 2.5 "ma5" 30 "ls2" "Carnivorous" 1 1 0 0 0 0 0 1 0 0 1 0 0 "demersal" "ben" "phy" "limno" "limno" "fre" -7.7 32 "pot" "short" 7470.81572709867 "NO"
"Cobitis vardarensis" "EEA" "Fishes" "Cobitis vardarensis Karaman, 1928" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 110 6.546260502 0.565207979 0.224985507 0 0.530214084 0.711303541 0.095046647 0.110243772 1.727272727 20000 "fe1" 1.5 "ma1" 30 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "demersal" "ben" "psam" "eury" "eury" "fre" -9.3 32 "pot" "short" 43208.9784816821 "NO"
"Cobitis vettonica" "EEA" "Fishes" "Cobitis vettonica Doadrio & Perdices, 1997" "SPECIES" NA "Yes" NA "ENDANGERED" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 90 6.459838802 0.526155153 0.255550259 0 0.384711186 0.683816993 0.100728946 0.119509424 1.440914179 20000 "fe1" 1.5 "ma1" 20 "ls1" "Carnivorous" 1 1 0 0 0 0 0 1 0 0 1 0 0 "demersal" "ben" "psam" "eury" "eury" "fre" -7.4 32 "pot" "short" 10923.8574710828 "NO"
"Cobitis zanandreai" "EEA" "Fishes" "Cobitis zanandreai Cavicchioli, 1965" "SPECIES" NA "Yes" NA "VULNERABLE" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 180 8.307055489 0.618919452 0.208014702 0 0.435121002 0.741573034 0.141795339 0.112772656 1.440914179 6e+05 "fe1" 2 "ma3" 20 "ls1" "Carnivorous" 1 1 0 0 0 0 0 1 0 0 1 0 0 "bentic" "ben" "spel" "eury" "rheo" "fre" -9.3 32 "pot" "short" 15047.4507054574 "NO"
"Coregonus acrinasus" "SPEED2ZERO" "Fishes" "Coregonus acrinasus Selz, Dönz, Vonlanthen & Seehausen, 2020" "SPECIES" "IEN" NA NA NA "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 900 4.062545573 0.411617785 0.392536784 0.378215384 0.653615385 0.385198754 0.206647267 0.165734507 3.368282123 6811 "fe3" 4 "ma5" 16 "ls3" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "demersal" "wc" "lith" "eury" "eury" "fre" -9.3 28.6 "pot" "short" 318.662821025835 "YES"
"Coregonus albellus" "SPEED2ZERO" "Fishes" "Coregonus albellus Fatio, 1890" "SPECIES" "IEN" NA NA "LEAST_CONCERN" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 350 3.471882099 0.611931909 0.696053379 0.516949924 0.485556989 0.388291764 0.617923579 0.1680655 2.865442308 109314 "fe1" 4 "ma3" 8 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "pelagic" "ben" "lith" "eury" "limno" "fre" -7.4 32 "pot" "short" 67.6819223712908 "NO"
"Coregonus albula" "EEA" "Fishes" "Coregonus albula (Linnaeus, 1758)" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 480 4.479430556 0.552868056 0.59387889 0.552868056 0.649809399 0.4445 0.267979167 0.150450051 2.909159074 304830 "fe1" 4 "ma1" 16 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "pelagic" "wc" "phylith" "limno" "limno" "fbm" -7.7 28.6 "dia" "medium" 2565960.6066235 "NO"
"Coregonus alpinus" "SPEED2ZERO" "Fishes" "Coregonus alpinus Fatio, 1885" "SPECIES" "IEN" NA NA "LEAST_CONCERN" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 710 3.360182905 0.430544475 0.29705243 0.401780205 0.536231884 0.291214289 0.277170027 0.172026374 2.865442308 6000 "fe2" 4 "ma3" 5.5 "ls2" "Omnivorous" 1 1 0 0 0 0 0 1 0 0 1 0 0 "demersal" "wc" "lith" "rheo" "limno" "fre" -9.3 28.6 "pot" "medium" 42.5845996952406 "NO"
"Coregonus arenicolus" "EEA" "Fishes" "Coregonus arenicolus Kottelat, 1997" "SPECIES" NA "Yes" NA "VULNERABLE" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 131 4.452691312 0.497896326 0.428946429 0.321312998 0.429321429 0.61562476 0.244620095 0.164923055 2.584557508 109314 "fe1" 2 "ma1" 7 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "ben" "phylith" "rheo" "limno" "fre" -7.7 28.6 "pot" "short" 517.865571712522 "NO"
"Coregonus atterensis" "EEA" "Fishes" "Coregonus atterensis Kottelat, 1997" "SPECIES" NA "Yes" NA "VULNERABLE" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 250 5.480817184 0.636699951 0.374346839 0.461755347 0.490233659 0.629741085 0.489701434 0.161065146 2.431323987 6811 "fe1" 2.5 "ma3" 6 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "demersal" "ben" "lithpel" "eury" "limno" "fre" -7.4 28.6 "pot" "short" 42.9504165782375 "NO"
"Coregonus autumnalis" "EEA" "Fishes" "Coregonus autumnalis (Pallas, 1776)" "SPECIES" NA "No" NA "LEAST_CONCERN" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 650 4.446431892 0.550093831 0.490924528 0.51987354 0.415528302 0.448021099 0.276674162 0.152624315 3.384615385 304830 "fe1" 8 "ma3" 9 "ls2" "Omnivorous" 1 1 0 0 0 0 0 1 0 0 1 0 0 "demersal" "wc" "phylith" "limno" "eury" "fbm" -7.7 32 "dia" "long" 1915135.12214314 "NO"
