"Species" "Source" "Group" "GBIF_accepted" "GBIF_rank" "originCH" "originEUR" "Swiss_status" "IUCN_status" "Genus" "Family" "Order" "Class" "Phylum" "GUILDE.1" "GUILDE.2" "GUILDE.3" "GUILDE.4" "GUILDE.5" "GUILDE.6" "GUILDE.7" "GUILDE.8" "GUILDE.9" "GUILDE.10" "GUILDE.11" "GUILDE.12" "GUILDE.13" "GUILDE.14" "GUILDE.15" "GUILDE.16" "GUILDE.17" "GUILDE.18" "GUILDE.19" "GUILDE.20" "GUILDE.21" "GUILDE.22" "GUILDE.23" "GUILDE.24" "GUILDE.25" "GUILDE.26" "Body_mass_g" "BodyLength_mm" "Litter_size" "Reproductive_mode" "Age_at_maturity_y" "First_breeding_y" "Longevity_max_y" "Activity" "Diet" "Diet_Inv" "Diet_Vert" "Diet_Scav" "Diet_Fruit" "Diet_Nect" "Diet_Seed" "Diet_Plant" "Fos" "Ter" "Aqu" "Arb" "Aer" "Verticality" "EcoTer" "EcoFresh" "EcoMar" "MajorHabitat_1" "MajorHabitat_2" "MajorHabitat_3" "MajorHabitat_4" "MajorHabitat_5" "MajorHabitat_6" "MajorHabitat_7" "MajorHabitat_8" "MajorHabitat_9" "MajorHabitat_10" "MajorHabitat_12" "MajorHabitat_13" "MajorHabitat_14" "MajorHabitat_15" "MajorHabitat_16" "MajorHabitat_17" "MajorHabitatSum" "Habitat_breadth" "PropUrbanArea" "PropCroplandArea" "PropPastureArea" "PropRangeLandArea" "AnnuMeanTemp" "AnnuPrecip" "TempSeasonality" "PrecipSeasonality" "Elevation" "Dispersal_km" "RangeSize_km2" "Venomous" "Dorsal_colour" "Dorsal_pattern" "Foraging_mode" "Shape_pupil" "Fangs" "Sex_determinism" "Body_temp" "MISSING_ALL_TRAITS"
"Anatololacerta oertzeni" "EEA" "Reptiles" "Anatololacerta anatolica (Werner, 1900)" "SPECIES" NA "No" NA "LEAST_CONCERN" "Anatololacerta" "Lacertidae" "Squamata" "Reptilia" "Chordata" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 159.7 124.5 5.5 "viviparous" NA 2.29166666666667 14 "Diurnal" "Omnivorous" 1 1 0 1 0 0 1 0 1 0 1 0 0.75 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 3 NA 0.006464449 0.111527907 0.031436711 0 18.18 400.4445129 864.3281 39.928219 475 NA 1464100 "No" "Black/Brown/Green" "Banded/blotched" "ACT" "round (or oval)" "non-fanged" "GSD (ZW/ZZ)" 30.2 "YES"
"Anguis cephalonnica" "EEA" "Reptiles" "Anguis cephallonica Werner, 1894" "SPECIES" NA "Yes" NA "NEAR_THREATENED" "Anguis" "Anguidae" "Squamata" "Reptilia" "Chordata" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 75.8577575 286 10.5 "viviparous" NA 3 19 "Diurnal" "Carnivorous" 1 1 0 0 0 0 0 0 1 0 0 0 0.5 1 0 0 1 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 4 NA 0.001703837 0.082464778 0.135626377 0 13.41434824 729.1188334 864.3281 21.232636 600 NA 96800 "No" "Black/Brown" "Banded/blotched" "Mixed" "round (or oval)" "non-fanged" "GSD (ZW/ZZ)" 29 "NO"
"Anguis fragilis" "SPEED2ZERO" "Reptiles" "Anguis fragilis Linnaeus, 1758" "SPECIES" "INN" NA "LC" "LEAST_CONCERN" "Anguis" "Anguidae" "Squamata" "Reptilia" "Chordata" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 79.43282347 291 9.48 "viviparous" 3 3.5 54 "Diurnal" "Carnivorous" 1 1 0 0 0 0 0 0 1 0 0 0 0.5 1 0 0 1 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 4 7 0.010182088 0.150893243 0.064806025 3.45384e-06 8.49 845.6258295 6158.1 16.241932 1370 5.134 3932500 "No" "Black/Brown" "Banded/blotched" "ACT" "round (or oval)" "non-fanged" "GSD (ZW/ZZ)" 24.25 "NO"
"Anguis veronensis" "SPEED2ZERO" "Reptiles" "Anguis veronensis Pollini, 1818" "SPECIES" "INN" NA "EN" NA "Anguis" "Anguidae" "Squamata" "Reptilia" "Chordata" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 41.68693835 233 5 "viviparous" 2.00127123287671 2.5 9 "Cathemeral" "Carnivorous" 1 1 0 0 0 0 0 0 1 0 0 0 0.5 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0.013781802 0.126426064 0.051568874 0 21.41 917.7066544 348.8061 19.777919 1000 2.161 605000 "No" "Black/Brown" "Banded/blotched/uniform" "Mixed" "round (or oval)" "non-fanged" "GSD (ZW/ZZ)" 26.15 "NO"
"Archaeolacerta bedriagae" "EEA" "Reptiles" "Archaeolacerta bedriagae (Camerano, 1885)" "SPECIES" NA "Yes" NA "NEAR_THREATENED" "Archaeolacerta" "Lacertidae" "Squamata" "Reptilia" "Chordata" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 14.12537545 84 4.5 "oviparous" 1.01942465753425 0.875 10 "Diurnal" "Omnivorous" 1 1 0 1 0 0 1 0 1 0 0 0 0.5 1 0 0 1 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 4 4 0.00271889 0.050181255 0.040135536 0 13.71 723.4959235 5186.6 22.764316 1355 1.465 84700 "No" "Black/Brown" "Banded/blotched" "ACT" "round (or oval)" "non-fanged" "GSD (ZW/ZZ)" 32.4 "NO"
"Blanus cinereus" "EEA" "Reptiles" "Blanus cinereus Vandelli, 1797" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Blanus" "Blanidae" "Amphisbaenia" "Reptilia" "Chordata" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 16.59586907 254 2 "oviparous" 2.52054794520548 2.5 16 "Cathemeral" "Omnivorous" 1 1 0 1 0 0 1 1 0 0 0 0 0 1 0 0 1 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 4 6 0.007237356 0.222273227 0.058874947 0 13.96 610.125025 6133 28.844649 1000 2.72 556600 "No" "Gray" "Banded/blotched" "ACT" "round (or oval)" "non-fanged" "TSD" 22.8 "NO"
"Blanus strauchi" "EEA" "Reptiles" "Blanus strauchi (Bedriaga, 1884)" "SPECIES" NA "No" NA "LEAST_CONCERN" "Blanus" "Blanidae" "Amphisbaenia" "Reptilia" "Chordata" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 9.77237221 212 1.5 "oviparous" 2 3 23 "Diurnal" "Carnivorous" 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 2 5 0.006567033 0.200419892 0.072796645 0.008896434 21.41 639.2175797 5786.2 18.663327 675 2.439 592900 "No" "Gray" "Banded/blotched" "ACT" "round (or oval)" "non-fanged" "GSD (ZW/ZZ)" 28.5 "NO"
"Chalcides bedriagai" "EEA" "Reptiles" "Chalcides bedriagai (Bosca, 1880)" "SPECIES" NA "Yes" NA "NEAR_THREATENED" "Chalcides" "Scincidae" "Squamata" "Reptilia" "Chordata" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 19.95262315 97.8 2.435 "viviparous" 1.33424657534247 2 10 "Diurnal" "Carnivorous" 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 4 5 0.006890748 0.214137868 0.059440032 0 13.86 633.6636252 5968.2 23.165025 950 0.603 653400 "No" "Gray" "Banded/blotched" "Mixed" "round (or oval)" "non-fanged" "GSD (ZW/ZZ)" 28.5 "NO"
"Chalcides chalcides" "EEA" "Reptiles" "Chalcides chalcides (Linnaeus, 1758)" "SPECIES" NA "No" NA "LEAST_CONCERN" "Chalcides" "Scincidae" "Squamata" "Reptilia" "Chordata" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 33.88441561 210 7.4 "viviparous" 0.5 1.75 4 "Cathemeral" "Carnivorous" 1 0 1 0 0 0 0 1 1 0 0 0 0.25 1 0 0 1 0 1 1 1 0 0 0 0 0 0 0 1 0 0 0 5 10 0.010779858 0.180641922 0.043708354 0.000879458 14.56 685.53079 5991.7 21.74347 1150 1.644 629200 "No" "Black/Brown/Green" "Banded/blotched/uniform" "Mixed" "round (or oval)" "non-fanged" "GSD (ZW/ZZ)" 23.85 "NO"
"Chalcides ocellatus" "EEA" "Reptiles" "Chalcides ocellatus (Forskal, 1775)" "SPECIES" NA "No" NA "LEAST_CONCERN" "Chalcides" "Scincidae" "Squamata" "Reptilia" "Chordata" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 97.7237221 159.8 6.5 "viviparous" 1 2.33333333333333 14 "Cathemeral" "Carnivorous" 1 0 1 0 0 0 1 0 1 0 0 0 0.5 1 0 0 0 1 1 1 1 1 1 0 0 0 0 0 1 0 0 0 7 13 0.002507618 0.055055128 0.008486082 0.171947207 21.32 188.3340248 5979.9 55.932611 1065 4.912 12838100 "No" "Yellow" "Banded/blotched" "Mixed" "round (or oval)" "non-fanged" "GSD (ZW/ZZ)" 32.25 "NO"
"Chalcides parallelus" "EEA" "Reptiles" "Chalcides parallelus Doumergue, 1901" "SPECIES" NA "No" NA "ENDANGERED" "Chalcides" "Scincidae" "Squamata" "Reptilia" "Chordata" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 16.21810097 91.5 3.5 "viviparous" 0.612890410958904 2 14 "Diurnal" "Carnivorous" 1 0 1 0 0 0 0 1 1 0 0 0 0.25 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 2 3 0.004206592 0.242642708 0 0 16.15 360.4321053 5540.1 23.446898 5 1.173 36300 "No" "Gray" "Banded/blotched/uniform" "Mixed" "round (or oval)" "non-fanged" "GSD (ZW/ZZ)" 29.8 "NO"
"Chalcides sexlineatus" "EEA" "Reptiles" "Chalcides sexlineatus Steindachner, 1891" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Chalcides" "Scincidae" "Squamata" "Reptilia" "Chordata" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 20.89296131 99 4.5 "viviparous" 1.4 2 10 "Diurnal" "Carnivorous" 1 0 0 0 0 0 0 0 1 0 0 0 0.5 1 0 0 1 0 1 1 0 1 0 0 0 0 0 0 1 0 0 0 5 6 0.007165641 0.007582487 0 0 18.48 279.1201503 2020.2 25.786242 99.10266497 1.465 36300 "No" "Black/Brown/Green" "Banded/blotched" "AMB" "round (or oval)" "non-fanged" "GSD (ZW/ZZ)" 28.6 "NO"
"Chalcides simonyi" "EEA" "Reptiles" "Chalcides simonyi (Steindachner, 1891)" "SPECIES" NA "Yes" NA "ENDANGERED" "Chalcides" "Scincidae" "Squamata" "Reptilia" "Chordata" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 43.65158 124.5 4.5 "viviparous" 0.706849315068493 2.5 6 "Diurnal" "Omnivorous" 1 1 0 1 1 0 1 0 1 0 1 0 0.75 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 5 2 0.006990242 0.135236083 0.04284526 0.064595009 18.53 364.550294 6348.5 31.152591 975 0.681 2589400 "No" "Gray" "Banded/blotched" "Mixed" "round (or oval)" "non-fanged" "GSD (ZW/ZZ)" 26.15 "NO"
"Chalcides striatus" "EEA" "Reptiles" "Chalcides striatus (Cuvier, 1829)" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Chalcides" "Scincidae" "Squamata" "Reptilia" "Chordata" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 33.88441561 210 7 "viviparous" 1.99998630136986 3 5 "Diurnal" "Carnivorous" 1 0 1 0 0 0 0 0 1 0 0 0 0.5 1 0 0 1 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 4 6 0.00753602 0.177160967 0.064072566 0 13.86 760.8925692 6387.4 21.910758 900 1.406 992200 "No" "Gray" "Banded/blotched" "ACT" "round (or oval)" "non-fanged" "GSD (ZW/ZZ)" 27 "NO"
"Chalcides viridanus" "EEA" "Reptiles" "Chalcides viridanus (Gravenhorst, 1851)" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Chalcides" "Scincidae" "Squamata" "Reptilia" "Chordata" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 48.97788194 129 4 "viviparous" 1.13650684931507 2 5.9 "Diurnal" "Omnivorous" 1 0 1 1 1 0 1 0 1 0 0 0 0.5 1 0 0 1 0 1 1 0 1 0 0 0 0 0 0 1 0 0 0 5 5 0.003373369 0.005609077 0 0 17.52 257.9746229 2085.9 28.677484 1860 0.313 96800 "No" "Black/Brown/Green" "Banded/blotched" "Mixed" "round (or oval)" "non-fanged" "GSD (ZW/ZZ)" 33.9 "NO"
"Chamaeleo africanus" "EEA" "Reptiles" "Chamaeleo africanus Laurenti, 1768" "SPECIES" NA "No" NA "LEAST_CONCERN" "Chamaeleo" "Chamaeleonidae" "Squamata" "Reptilia" "Chordata" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 147.9108388 200 34 "oviparous" 1.06690410958904 1.125 16 "Diurnal" "Omnivorous" 1 1 0 1 1 0 1 0 1 0 1 0 0.75 1 0 0 0 1 1 0 1 0 0 0 0 0 1 0 1 0 0 0 5 13 0.001762591 0.123547977 0.05645054 0.149145788 25.44 416.3379812 3184.8 39.928219 1205 1.902 9643700 "No" "Gray" "Banded/blotched/uniform" "AMB" "round (or oval)" "non-fanged" "GSD (ZW/ZZ)" 22.75 "NO"
"Chamaeleo chamaeleon" "EEA" "Reptiles" "Chamaeleo chamaeleon (Linnaeus, 1758)" "SPECIES" NA "No" NA "LEAST_CONCERN" "Chamaeleo" "Chamaeleonidae" "Squamata" "Reptilia" "Chordata" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 95.4992586 170 23.65 "oviparous" 0.963465753424658 1.29166666666667 6 "Diurnal" "Omnivorous" 1 1 0 1 1 0 1 0 0 0 1 0 1 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 3 5 0.005582485 0.119811561 0.015701882 0.176525191 18.47 258.16309 5962.5 35.927689 1107.5 0.988 3702600 "No" "Black/Brown/Green" "Banded/blotched" "AMB" "round (or oval)" "non-fanged" "GSD (XX/XY)" 28.5 "NO"
"Coronella austriaca" "SPEED2ZERO" "Reptiles" NA "SPECIES" "INN" NA "EN" "LEAST_CONCERN" "Coronella" "Colubridae" "Squamata" "Reptilia" "Chordata" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 66.51896405 380 9 "ovoviviparous" 3 3.5 17 "Cathemeral" "Carnivorous" 0 1 1 0 0 0 0 0 1 0 0 0 0.5 1 0 0 1 0 1 1 0 1 0 0 0 0 0 0 1 0 0 0 5 11 0.006154171 0.185657227 0.060932736 0.027129257 8.36021 623.1897454 877.7891 0.24 1500 5.134 9099200 "No" "Gray" "Banded/blotched" "ACT" "round (or oval)" "rear-fanged" "GSD (ZW/ZZ)" 27 "NO"
"Coronella girondica" "EEA" "Reptiles" "Coronella girondica (Daudin, 1803)" "SPECIES" NA "No" NA "LEAST_CONCERN" "Coronella" "Colubridae" "Squamata" "Reptilia" "Chordata" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 66.51896405 483 11 "oviparous" 1.84657534246575 3.5 16 "Nocturnal" "Carnivorous" 0 1 0 0 0 0 0 0 1 0 0 0 0.5 1 0 0 1 0 1 1 0 1 0 0 0 0 0 0 1 0 0 0 5 9 0.006825539 0.184792906 0.050829143 0.006119246 14.33326 623.4413309 620.6644 0.44 1600 5.974 2032800 "No" "Gray" "Banded/blotched" "ACT" "round (or oval)" "rear-fanged" "GSD (ZW/ZZ)" 22.75 "NO"
"Cyrtopodion caspius" "EEA" "Reptiles" "Tenuidactylus caspius (Eichwald, 1831)" "SPECIES" NA "No" NA "LEAST_CONCERN" "Tenuidactylus" "Gekkonidae" "Squamata" "Reptilia" "Chordata" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 10.23292992 80 2 "oviparous" NA 0.916666666666667 3.7 "Cathemeral" "Carnivorous" 1 0 0 0 0 0 0 0 1 0 1 0 0.75 1 0 0 0 0 1 1 0 1 0 1 0 0 0 0 1 0 0 0 5 NA 0.0022157 0.06177528 0.019798165 0.250360304 5.42 223.8368551 12374.1 24.843088 1330 NA 2831400 "No" "Black/Brown" "Banded/blotched" "AMB" "round (or oval)" "non-fanged" "GSD (ZW/ZZ)" 23 "NO"
