"Species" "Source" "Group" "GBIF_accepted" "GBIF_rank" "originCH" "originEUR" "Swiss_status" "IUCN_status" "Genus" "Family" "Order" "Class" "Phylum" "GUILDE.1" "GUILDE.2" "GUILDE.3" "GUILDE.4" "GUILDE.5" "GUILDE.6" "GUILDE.7" "GUILDE.8" "GUILDE.9" "GUILDE.10" "GUILDE.11" "GUILDE.12" "GUILDE.13" "GUILDE.14" "GUILDE.15" "GUILDE.16" "GUILDE.17" "GUILDE.18" "GUILDE.19" "GUILDE.20" "GUILDE.21" "GUILDE.22" "GUILDE.23" "GUILDE.24" "GUILDE.25" "GUILDE.26" "Functional_group" "Ascoma_type" "Ascoma_development" "Ascus_dehiscence" "C_perct" "N_perct" "P_perct" "C.N_perct" "C.P_perct" "N.P_perct" "Sporocarp_N_perct" "Melanin_content_mg.g" "Spore_width_μm" "Spore_length_μm" "Spore_size_μm3" "Fruiting_body_size_mm2" "Fos" "Ter" "Aqu" "Arb" "Aer" "Substrate" "RangeSize_km2" "MISSING_ALL_TRAITS"
"Ceratostomella pyrenaica" "InfoSpecies" "Fungi" "Ceratostomella pyrenaica Réblová & J.Fourn." "SPECIES" "INN" NA "NE" NA "Ceratostomella" "Boliniaceae" "Boliniales" "Sordariomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "saprobe" "ostiolar" "ascohymenial" "poricidal" 44 2.65 0.39 29.3 406.24 14.14 2.5 104.320310143333 5.8 9.5 151.705938445524 7225 0 1 0 1 0 "wood" 826369.465367422 "NO"
"Cercidospora caudata" "InfoSpecies" "Fungi" "Apiosporella caudata (Kernst.) Keissl." "SPECIES" "INN" NA "NE" NA "Apiosporella" "Apiosporaceae" "Xylariales" "Sordariomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "lichenicolous_fungus" "ostiolar" "ascolocular" "fissitunicate" 44 2.36 0.47 45.43 342.37 53.92 4.6 46.38060948 11 15.5 348.782234395417 3600 0 1 0 1 0 "mosses_lichens" 60821.125109536 "NO"
"Cercidospora cecidiiformans" "InfoSpecies" "Fungi" "Cercidospora cecidiiformans Grube & Hafellner" "SPECIES" "INN" NA "NE" NA "Cercidospora" "Incertae sedis" "Dothideales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 "lichenicolous_fungus" "ostiolar" "ascohymenial" "poricidal" 44 2.97 0.44 15.19 221.23 9.44 6.7 42.8690495466667 50 16 286.701745566604 3600 0 1 0 1 0 "mosses_lichens" 1061813.62550867 "NO"
"Cercidospora epipolytropa" "InfoSpecies" "Fungi" "Cercidospora epipolytropa (Mudd) Arnold" "SPECIES" "INN" NA "NE" NA "Cercidospora" "Incertae sedis" "Dothideales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 "lichenicolous_fungus" "ostiolar" "ascohymenial" "poricidal" 44 3.2 0.37 15.99 331.56 18.915 5.5 44.17582874 50 15.5 286.701745566604 7225 0 1 0 1 0 "mosses_lichens" 3115771.84841023 "NO"
"Cercidospora lobothalliae" "InfoSpecies" "Fungi" "Cercidospora lobothalliae Nav.-Ros. & Calat." "SPECIES" "INN" NA "NE" NA "Cercidospora" "Incertae sedis" "Dothideales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "lichenicolous_fungus" "ostiolar" "ascolocular" "fissitunicate" 44.2 3.3 0.52 16.3 325.69 22.88 6.3 77.6 11 60 724.57692962395 3600 0 1 0 1 0 "mosses_lichens" 3115771.84841023 "NO"
"Cercidospora macrospora" "InfoSpecies" "Fungi" "Cercidospora macrospora (Uloth) Hafellner & Nav.-Ros." "SPECIES" "INN" NA "NE" NA "Cercidospora" "Incertae sedis" "Dothideales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "lichenicolous_fungus" "ostiolar" "ascohymenial" "poricidal" 44.1 2.55 0.2 17.0433333333333 432.36 21.495 5.5 31.5891284 11 60 286.701745566604 3025 0 1 0 1 0 "mosses_lichens" 13271.3548612471 "NO"
"Cercidospora melanophthalmae" "InfoSpecies" "Fungi" "Cercidospora melanophthalmae Nav.-Ros., Calat. & Hafellner" "SPECIES" "INN" NA "NE" NA "Cercidospora" "Incertae sedis" "Dothideales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 "lichenicolous_fungus" "ostiolar" "ascolocular" "fissitunicate" 44 2.65 0.33 21.75 382.155 18.915 3.1 264.2475723 10.5 15.5 52.9253642374761 4900 0 1 0 1 0 "mosses_lichens" 3375019.02866222 "NO"
"Cercidospora parva" "InfoSpecies" "Fungi" "Cercidospora parva Hafellner & Ihlen" "SPECIES" "INN" NA "NE" NA "Cercidospora" "Incertae sedis" "Dothideales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "lichenicolous_fungus" "ostiolar" "ascohymenial" "poricidal" 44 1.7 0.05 32.26 2085.63 55.36 4.3 46.38060948 11 60 348.782234395417 4900 0 1 0 1 0 "mosses_lichens" 3375019.02866222 "NO"
"Cercidospora punctillata" "InfoSpecies" "Fungi" "Cercidospora punctillata (Nyl.) R.Sant." "SPECIES" "INN" NA "NE" NA "Cercidospora" "Incertae sedis" "Dothideales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 "lichenicolous_fungus" "ostiolar" "ascohymenial" "poricidal" 44 3.29 0.72 16.3 189.125 5.92 6.1 121.00279695 11 16 259.181393921158 11025 0 1 0 1 0 "mosses_lichens" 7496138.09911408 "NO"
"Cercidospora soror" "InfoSpecies" "Fungi" "Cercidospora soror Obermayer & Triebel" "SPECIES" "INN" NA "NE" NA "Cercidospora" "Incertae sedis" "Dothideales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 "lichenicolous_fungus" "ostiolar" "ascohymenial" "poricidal" 45.6 2.81 0.39 18.73 546.47 28.5 4.9 61.92723718 8.3 15.5 724.57692962395 11025 0 1 0 1 0 "mosses_lichens" 28642881.9044533 "NO"
"Cercidospora stereocaulorum" "InfoSpecies" "Fungi" "Cercidospora stereocaulorum (Arnold) Hafellner" "SPECIES" "INN" NA "NE" NA "Cercidospora" "Incertae sedis" "Dothideales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "lichenicolous_fungus" "ostiolar" "ascohymenial" "poricidal" 44 3.31 0.47 13.23 262.783333333333 28.5 6.3 31.5891284 8.3 60 724.57692962395 3025 0 1 0 1 0 "mosses_lichens" 1435609.08546698 "NO"
"Cercidospora thamnoliae" "InfoSpecies" "Fungi" "Cercidospora thamnoliae Zhurb." "SPECIES" "INN" NA "NE" NA "Cercidospora" "Incertae sedis" "Dothideales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "lichenicolous_fungus" "ostiolar" "ascolocular" "fissitunicate" 45.07 3.29 0.35 45.4433333333333 256.0725 16.51 4.9 138.7747578 11 15.5 724.57692962395 18225 0 1 0 1 0 "mosses_lichens" 16820879.8595479 "NO"
"Cercidospora thamnoliicola" "InfoSpecies" "Fungi" "Cercidospora thamnoliicola Ihlen" "SPECIES" "INN" NA "NE" NA "Cercidospora" "Incertae sedis" "Dothideales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 "lichenicolous_fungus" "ostiolar" "ascohymenial" "poricidal" 44 3.26 0.466666666666667 16.3 331.56 53.92 4.2 104.320310143333 11 16 176.138628111268 3025 0 1 0 1 0 "mosses_lichens" 2016386.98880902 "NO"
"Cercidospora trypetheliza" "InfoSpecies" "Fungi" "Cercidospora trypetheliza (Nyl.) Hafellner & Obermayer" "SPECIES" "INN" NA "NE" NA "Cercidospora" "Incertae sedis" "Dothideales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 "lichenicolous_fungus" "ostiolar" "ascohymenial" "poricidal" 44 0.74 0.365 96.8366666666667 660.85 26.28 4.3 39 11 15.5 286.701745566604 3025 0 1 0 1 0 "mosses_lichens" 7496138.09911408 "NO"
"Cercidospora xanthoriae" "InfoSpecies" "Fungi" "Cercidospora xanthoriae (Wedd.) R.Sant." "SPECIES" "INN" NA "NE" NA "Cercidospora" "Incertae sedis" "Dothideales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "lichenicolous_fungus" "ostiolar" "ascohymenial" "poricidal" 44 4.02923076923077 0.35 18.73 270.130416666667 28.5 5.5 77.6 8 60 724.57692962395 10000 0 1 0 1 0 "mosses_lichens" 2016386.98880902 "NO"
"Cercophora anisura" "InfoSpecies" "Fungi" "Cercophora anisura N.Lundq." "SPECIES" NA NA "NE" NA "Cercophora" "Neoschizotheciaceae" "Sordariales" "Sordariomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "saprobe" "ostiolar" "ascolocular" "fissitunicate" 44 6.9 0.59 11.116 276.576666666667 19.47 5.4 56.007829265 7 12.5 78539.8163397448 4900 0 1 0 0 0 "dung" 7357320.83193645 "NO"
"Cercophora coprophila" "InfoSpecies" "Fungi" "Cladorrhinum coprophilum (Fr.) Y.Marin, A.N.Mill. & Stchigel" "SPECIES" "INN" NA "NE" NA "Cladorrhinum" "Podosporaceae" "Sordariales" "Sordariomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "saprobe" "ostiolar" "ascohymenial" "poricidal" 43.3533333333333 5 0.795 14.93 197.7025 12.2 6.7 104.320310143333 9 16 1016.53927208899 3025 0 1 0 0 0 "above_litter" 1466621.36634165 "YES"
"Cercophora ignis" "InfoSpecies" "Fungi" "Cercophora ignis A.E.Bell & Mahoney" "SPECIES" NA NA "NE" NA "Cercophora" "Neoschizotheciaceae" "Sordariales" "Sordariomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "saprobe" "exposed_hymenium" "ascolocular" "fissitunicate" 44 6.9 0.42 7.98 382.155 53.92 4.6 46.38060948 7 11.5 696.909970321336 3025 0 1 0 0 0 "fire_places" 3001312.19845574 "NO"
"Cercophora mirabilis" "InfoSpecies" "Fungi" "Cercophora mirabilis Fuckel" "SPECIES" "INN" NA "NE" NA "Cercophora" "Neoschizotheciaceae" "Sordariales" "Sordariomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "saprobe" "ostiolar" "ascolocular" "fissitunicate" 45.5 8 0.39 10.27 285.59 31.28 5.5 39 8 14.3 228.597989438461 5625 0 1 0 0 0 "dung" 162608.367327407 "NO"
"Cercophora septentrionalis" "InfoSpecies" "Fungi" "Cercophora septentrionalis N.Lundq." "SPECIES" NA NA "NE" NA "Cercophora" "Neoschizotheciaceae" "Sordariales" "Sordariomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "saprobe" "ostiolar" "ascohymenial" "poricidal" 44 8.6 0.38 8.8 261.391428571429 14.14 5 61.92723718 7 11.5 197.425536333217 3306 0 1 0 0 0 "dung" 28642881.9044533 "NO"
"Cercophora silvatica" "InfoSpecies" "Fungi" "Cercophora silvatica N.Lundq." "SPECIES" "INN" NA "NE" NA "Cercophora" "Neoschizotheciaceae" "Sordariales" "Sordariomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 "saprobe" "ostiolar" "ascohymenial" "fissitunicate" 44 15.4 0.73 16.08 193.413571428571 9.44 3.9 56 9.3 18.3 197.425536333217 6400 0 1 0 0 0 "dung" 134570.563160283 "NO"
"Cercospora achilleae" "InfoSpecies" "Fungi" "Cercospora achilleae (Jaap) U.Braun" "SPECIES" NA NA "NE" NA "Cercospora" "Mycosphaerellaceae" "Mycosphaerellales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 "parasite" "ostiolar" "ascolocular" "fissitunicate" 44.6 6.87333333333333 0.91 11.87 178.358333333333 27.59 4.6 61.0790733166667 6.3 12.3 197.425536333217 16900 0 1 0 0 0 "above_litter" 5209293.74294687 "NO"
"Cercospora beticola" "InfoSpecies" "Fungi" "Cercospora beticola Sacc." "SPECIES" "INN" NA "NE" NA "Cercospora" "Mycosphaerellaceae" "Mycosphaerellales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "saprobe" "exposed_hymenium" "ascolocular" "fissitunicate" 44 3.8 0.13 11.41 471.12 30.47 3.7 273.96327155 7.8 12 259.181393921158 2500 0 1 0 1 0 "wood" 964036.591594683 "YES"
"Cercospora depazeoides" "InfoSpecies" "Fungi" "Cercospora depazeoides Cavara" "SPECIES" "INN" NA "NE" NA "Cercospora" "Mycosphaerellaceae" "Mycosphaerellales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "saprobe" "exposed_hymenium" "ascohymenial" "poricidal" 43.7 3.1 0.39 13.23 385.106363636364 28.5 3.4 39 8.8 12.8 259.181393921158 5625 0 1 0 1 0 "wood" 587685.353599694 "YES"
"Cercospora hippocrepidis" "InfoSpecies" "Fungi" NA "SPECIES" NA NA "NE" NA "Cercospora" "Mycosphaerellaceae" "Mycosphaerellales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "parasite" "ostiolar" "ascohymenial" "poricidal" 44 5.75 0.75 14.75 76.7 19.93 6.3 77.6 8.3 16.5 696.909970321336 11025 0 1 0 0 0 "above_litter" 173809.239910094 "NO"
"Cercospora kabatiana" "InfoSpecies" "Fungi" NA "SPECIES" NA NA "NE" NA "Cercospora" "Mycosphaerellaceae" "Mycosphaerellales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "parasite" "ostiolar" "ascohymenial" "fissitunicate" 43.7285714285714 5.8 0.544 12.375 278.996666666667 14.14 2.9 56 7.5 12 197.425536333217 3025 0 1 0 0 0 "above_litter" 2016386.98880902 "NO"
"Cercospora malvicola" "InfoSpecies" "Fungi" "Cercospora malvicola Ellis & G.Martin" "SPECIES" "INN" NA "NE" NA "Cercospora" "Mycosphaerellaceae" "Mycosphaerellales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "parasite" "ostiolar" "ascolocular" "fissitunicate" 42.9 6.6 0.4675 7.98 499.57 53.92 4.6 39 7.15 18.3 176.138628111268 256 0 1 0 0 0 "above_litter" 1435609.08546698 "NO"
"Cercospora mercurialis" "InfoSpecies" "Fungi" "Cercospora mercurialis Pass." "SPECIES" "INN" NA "NE" NA "Cercospora" "Mycosphaerellaceae" "Mycosphaerellales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "parasite" "ostiolar" "ascohymenial" "poricidal" 44 5.7 0.66 14.67 264.016923076923 26.28 6.1 46.38060948 9 18.5 197.425536333217 7225 0 1 0 0 0 "above_litter" 2276449.86105654 "YES"
"Cercospora mirabilis" "InfoSpecies" "Fungi" NA "SPECIES" NA NA "NE" NA "Cercospora" "Mycosphaerellaceae" "Mycosphaerellales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "parasite" "ostiolar" "ascohymenial" "fissitunicate" 43.2 5.8 0.705 11.19 184.535 9.88 4.6 61.0790733166667 8 13.8 197.425536333217 2500 0 1 0 0 0 "above_litter" 2423.71138251278 "NO"
"Cercospora moravica" "InfoSpecies" "Fungi" "Cercospora moravica (Petr.) U.Braun" "SPECIES" "INN" NA "NE" NA "Cercospora" "Mycosphaerellaceae" "Mycosphaerellales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 "saprobe" "exposed_hymenium" "ascohymenial" "operculate" 44 2.36 0.71 16.26 191.125 11.93 3.6 113.3880794 4.3 10.5 265.071880146639 1225 0 1 0 1 0 "wood" 4870926.82205267 "YES"
"Cercospora pantoleuca" "InfoSpecies" "Fungi" "Cercospora pantoleuca Sacc." "SPECIES" "INN" NA "NE" NA "Cercospora" "Mycosphaerellaceae" "Mycosphaerellales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "saprobe" "ostiolar" "ascolocular" "fissitunicate" 44 4.6 0.66 13.87 238.355 16.13 4 61.0790733166667 6.8 11.3 78539.8163397448 5625 0 1 0 0 0 "above_litter" 2483623.22474948 "YES"
"Cercospora plantaginis" "InfoSpecies" "Fungi" "Cercospora plantaginis Sacc." "SPECIES" "INN" NA "NE" NA "Cercospora" "Mycosphaerellaceae" "Mycosphaerellales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 "saprobe" "exposed_hymenium" "ascohymenial" "deliquescent" 44 3.825 0.06 13.57 331.56 55.36 2.8 70 7.3 12 78539.8163397448 5625 0 1 0 1 0 "wood" 120745.937595322 "YES"
"Cercospora radiata" "InfoSpecies" "Fungi" "Cercospora radiata Fuckel" "SPECIES" "INN" NA "NE" NA "Cercospora" "Mycosphaerellaceae" "Mycosphaerellales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "parasite" "ostiolar" "ascolocular" "fissitunicate" 44 4.25 0.4 15.89 453.2 53.92 4.6 77.6 8 16 259.181393921158 6400 0 1 0 0 0 "above_litter" 1430007.1358561 "NO"
"Cercospora resedae" "InfoSpecies" "Fungi" "Cercospora resedae Fuckel" "SPECIES" "INN" NA "NE" NA "Cercospora" "Mycosphaerellaceae" "Mycosphaerellales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "saprobe" "exposed_hymenium" "ascohymenial" "poricidal" 44 2.65 0.2 15.89 358.65 26.23 1 91.082031395 8 18.5 1016.53927208899 3600 0 1 0 1 0 "wood" 2138843.50086363 "YES"
"Cercospora violae" "InfoSpecies" "Fungi" "Cercospora violae Sacc." "SPECIES" "INN" NA "NE" NA "Cercospora" "Mycosphaerellaceae" "Mycosphaerellales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "saprobe" "ostiolar" "ascohymenial" "poricidal" 44 5.7 1.75684210526316 18.33 121.658333333333 5.92 3.5 121.00279695 7.15 13.8 78539.8163397448 12625 0 1 0 0 0 "above_litter" 60821.125109536 "YES"
"Cercospora zebrina" "InfoSpecies" "Fungi" "Cercospora zebrina Pass." "SPECIES" "INN" NA "NE" NA "Cercospora" "Mycosphaerellaceae" "Mycosphaerellales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "parasite" "ostiolar" "ascohymenial" "fissitunicate" 42.6 8 0.705 8.8 256.09 20.4025 4.3 39 6.8 12.3 543.093405211375 9025 0 1 0 0 0 "above_litter" 9237114.36867618 "YES"
"Cercosporella primulae" "InfoSpecies" "Fungi" "Cercosporella primulae Allesch." "SPECIES" "INN" NA "NE" NA "Cercosporella" "Mycosphaerellaceae" "Mycosphaerellales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "lichenicolous_fungus" "exposed_hymenium" "ascolocular" "fissitunicate" 44 4.35 0.59 11.67 294.63 19.745 3.9 44.17582874 7.3 12.8 197.425536333217 9025 0 1 0 1 0 "mosses_lichens" 1435609.08546698 "YES"
"Cercosporella virgaureae" "InfoSpecies" "Fungi" "Cercosporella virgaureae (Thüm.) Allesch." "SPECIES" "INN" NA "NE" NA "Cercosporella" "Mycosphaerellaceae" "Mycosphaerellales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "parasite" "ostiolar" "ascohymenial" "poricidal" 44 5.1 0.49 11.6566666666667 297.63 28.5 6 77.6 8.3 16 286.701745566604 9025 0 1 0 0 0 "above_litter" 2563500.98308249 "NO"
"Cercosporidium campi-silii" "InfoSpecies" "Fungi" "Passalora campi-silii (Speg.) U.Braun" "SPECIES" NA NA "NE" NA "Passalora" "Mycosphaerellaceae" "Mycosphaerellales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 "parasite" "ostiolar" "ascohymenial" "fissitunicate" 44 4.6 0.41 13.66 256.0725 19.47 6.1 61.0790733166667 6 12 184.945559516831 225 0 1 0 0 0 "above_litter" 877.916178816248 "NO"
"Cercosporidium depressum" "InfoSpecies" "Fungi" "Fusoidiella depressa (Berk. & Broome) Videira & Crous" "SPECIES" "INN" NA "NE" NA "Fusoidiella" "Mycosphaerellaceae" "Mycosphaerellales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 "saprobe" "ostiolar" "ascohymenial" "poricidal" 44 2.55 0.21 15.31 375.14 21.495 2.9 42.8690495466667 7 11 52.9253642374761 506 0 1 0 1 0 "wood" 2138843.50086363 "YES"
"Cercosporidium graminis" "InfoSpecies" "Fungi" "Graminopassalora graminis (Fuckel) U.Braun, C.Nakash., Videira & Crous" "SPECIES" "INN" NA "NE" NA "Graminopassalora" "Mycosphaerellaceae" "Mycosphaerellales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 "saprobe" "exposed_hymenium" "ascohymenial" "poricidal" 44.5 3.1 0.41 6.31 243.92 14.44 4.6 42.8690495466667 7 10 176.138628111268 3600 0 1 0 1 0 "wood" 2725929.05132174 "YES"
"Cerinomyces aurantiacus" "InfoSpecies" "Fungi" "Laetiporus sulphureus (Bull.) Murrill" "SPECIES" NA NA "NE" NA "Laetiporus" "Laetiporaceae" "Polyporales" "Agaricomycetes" "Basidiomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "saprobe" "ostiolar" "ascohymenial" "poricidal" 44 0.636666666666667 0.39 25.8 382.155 19.81 2 40.695211225 11 16 286.701745566604 2756 0 1 0 1 0 "wood" 7496138.09911408 "NO"
"Cerinomyces canadensis" "InfoSpecies" "Fungi" "Cerinomyces canadensis (H.S.Jacks. & G.W.Martin) G.W.Martin" "SPECIES" NA NA "NE" NA "Cerinomyces" "Cerinomycetaceae" "Dacrymycetales" "Dacrymycetes" "Basidiomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "saprobe" "ostiolar" "ascolocular" "fissitunicate" 44 3.3 0.33 16.96 378.89 55.36 4 148.777135105 11.2 60 286.701745566604 5625 0 1 0 1 0 "wood" 1994353.48624419 "NO"
"Cerinomyces crustulinus" "InfoSpecies" "Fungi" "Cerinomyces crustulinus (Bourdot & Galzin) G.W.Martin" "SPECIES" NA NA "DD" NA "Cerinomyces" "Cerinomycetaceae" "Dacrymycetales" "Dacrymycetes" "Basidiomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "saprobe" "ostiolar" "ascolocular" "fissitunicate" 44.45 0.83 0.365 69.37 543.86 21.495 4.4 77.6 11.3 15.5 1016.53927208899 2025 0 1 0 1 0 "wood" 62488.3984167476 "NO"
"Ceriospora polygonacearum" "InfoSpecies" "Fungi" "Ceriospora polygonacearum (Petr.) Piroz. & Morgan-Jones" "SPECIES" NA NA "NE" NA "Ceriospora" "Amphisphaeriaceae" "Amphisphaeriales" "Sordariomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "saprobe" "ostiolar" "ascolocular" "fissitunicate" 43.65 8.125 1 11.78 125.53 40.69 5.8 104.320310143333 6.3 11.5 333.532420056116 3600 0 1 0 0 0 "above_litter" 4465618.11706757 "NO"
"Ceriosporopsis cambrensis" "InfoSpecies" "Fungi" "Ceriosporopsis cambrensis I.M.Wilson" "SPECIES" NA NA "NE" NA "Ceriosporopsis" "Halosphaeriaceae" "Microascales" "Sordariomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 "saprobe" "ostiolar" "ascolocular" "fissitunicate" 44 1.15 0.81 45.43 94.75 7 3.7 64.48982208 8 16 228.597989438461 9025 0 1 0 1 0 "wood" 47111117.0393332 "NO"
"Ceriporia alachuana" "InfoSpecies" "Fungi" "Hydnophlebia alachuana (Murrill) C.C.Chen & Sheng H.Wu" "SPECIES" "INN" NA "NE" NA "Hydnophlebia" "Meruliaceae" "Polyporales" "Agaricomycetes" "Basidiomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "saprobe" "ostiolar" "ascohymenial" "poricidal" 43.9428571428571 2.5 0.146666666666667 45.43 1980.26 5.82 1.5 113.3880794 7 12 259.181393921158 4225 0 1 0 1 0 "wood" 120745.937595322 "NO"
"Ceriporia alba" "InfoSpecies" "Fungi" "Ceriporia alba M.Pieri & B.Rivoire" "SPECIES" NA NA "NE" NA "Ceriporia" "Irpicaceae" "Polyporales" "Agaricomycetes" "Basidiomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "saprobe" "ostiolar" "ascolocular" "fissitunicate" 44 1.15 0.17 61.85 566.78 26.23 2.9 70 9.3 15.5 286.701745566604 4900 0 1 0 1 0 "wood" 1466621.36634165 "NO"
