"Species" "Source" "Group" "GBIF_accepted" "GBIF_rank" "originCH" "originEUR" "Swiss_status" "IUCN_status" "Genus" "Family" "Order" "Class" "Phylum" "GUILDE.1" "GUILDE.2" "GUILDE.3" "GUILDE.4" "GUILDE.5" "GUILDE.6" "GUILDE.7" "GUILDE.8" "GUILDE.9" "GUILDE.10" "GUILDE.11" "GUILDE.12" "GUILDE.13" "GUILDE.14" "GUILDE.15" "GUILDE.16" "GUILDE.17" "GUILDE.18" "GUILDE.19" "GUILDE.20" "GUILDE.21" "GUILDE.22" "GUILDE.23" "GUILDE.24" "GUILDE.25" "GUILDE.26" "Functional_group" "Ascoma_type" "Ascoma_development" "Ascus_dehiscence" "C_perct" "N_perct" "P_perct" "C.N_perct" "C.P_perct" "N.P_perct" "Sporocarp_N_perct" "Melanin_content_mg.g" "Spore_width_μm" "Spore_length_μm" "Spore_size_μm3" "Fruiting_body_size_mm2" "Fos" "Ter" "Aqu" "Arb" "Aer" "Substrate" "RangeSize_km2" "MISSING_ALL_TRAITS"
"Abrothallus prodiens" "InfoSpecies" "Fungi" "Abrothallus prodiens (Harm.) Diederich & Hafellner" "SPECIES" NA NA "NE" NA "Abrothallus" "Abrothallaceae" "Abrothallales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 "lichenicolous_fungus" "ostiolar" "ascohymenial" "poricidal" 44 3.4 0.81 16.3 143.92 19.47 5.4 31.5891284 5.8 8 696.909970321336 7225 0 1 0 1 0 "mosses_lichens" 7357320.83193645 "NO"
"Abrothallus suecicus" "InfoSpecies" "Fungi" "Abrothallus suecicus (Kirschst.) Nordin" "SPECIES" "INN" NA "NE" NA "Abrothallus" "Abrothallaceae" "Abrothallales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "lichenicolous_fungus" "ostiolar" "ascohymenial" "poricidal" 42.4 3 1.28 18.33 94.75 11.93 6 42.8690495466667 4.3 7.8 63.6172512351933 5625 0 1 0 1 0 "mosses_lichens" 28642881.9044533 "NO"
"Abrothallus usneae" "InfoSpecies" "Fungi" "Abrothallus usneae Rabenh." "SPECIES" "INN" NA "NE" NA "Abrothallus" "Abrothallaceae" "Abrothallales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "lichenicolous_fungus" "ostiolar" "ascolocular" "fissitunicate" 42.65 3.8 0.68 13.87 301.04 20.8 6 39 4.3 7 108.646745936647 2025 0 1 0 1 0 "mosses_lichens" 2138843.50086363 "NO"
"Absidia coerulea" "InfoSpecies" "Fungi" "Absidia coerulea Bainier" "SPECIES" "INN" NA "NE" NA "Absidia" "Cunninghamellaceae" "Mucorales" "Mucoromycetes" "Mucoromycota" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 "saprobe" "exposed_hymenium" "ascohymenial" "poricidal" 44 3.272 0.39 22.0433333333333 471.12 34.405 4.3 77.6 11 16 286.701745566604 7225 0 1 0 1 0 "wood" 587685.353599694 "YES"
"Absidia corymbifera" "InfoSpecies" "Fungi" "Lichtheimia corymbifera (Cohn) Vuill." "SPECIES" "INN" NA "NE" NA "Lichtheimia" "Lichtheimiaceae" "Mucorales" "Mucoromycetes" "Mucoromycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "parasite" "ostiolar" "ascolocular" "fissitunicate" 44 5.07 1.11 20.8 155.92 5.92 7.8 61.0790733166667 50 15.5 348.782234395417 1225 0 1 0 0 0 "above_litter" 1182887.70034138 "YES"
"Absidia fusca" "InfoSpecies" "Fungi" "Absidia fusca Linnem., 1936" "SPECIES" "INN" NA "NE" NA "Absidia" "Cunninghamellaceae" "Mucorales" "Mucoromycetes" "Mucoromycota" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 "lichenicolous_fungus" "exposed_hymenium" "ascolocular" "fissitunicate" 44 2.99 0.2 16.96 273.9 21.495 6.2 46.38060948 9.8 16 286.701745566604 10000 0 1 0 1 0 "mosses_lichens" 587685.353599694 "YES"
"Acanthobasidium delicatum" "InfoSpecies" "Fungi" "Acanthobasidium delicatum (Wakef.) Oberw. ex Jülich" "SPECIES" NA NA "NE" NA "Acanthobasidium" "Stereaceae" "Russulales" "Agaricomycetes" "Basidiomycota" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 "saprobe" "ostiolar" "ascohymenial" "poricidal" 44 3.4 0.3 20.8 317.5 28.5 3.6 56 8.8 11.3 259.181393921158 10000 0 1 0 1 0 "wood" 587685.353599694 "NO"
"Acanthohelicospora scopula" "InfoSpecies" "Fungi" "Acanthohelicospora scopula (Peck) Rossman & W.C.Allen" "SPECIES" NA NA "NE" NA "Acanthohelicospora" "Tubeufiaceae" "Tubeufiales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "saprobe" "ostiolar" "ascohymenial" "poricidal" 44.7 2.7 0.64 19.31 216.842 19.81 4 61.0790733166667 8.3 11.5 52.9253642374761 256 0 1 0 1 0 "wood" 964036.591594683 "NO"
"Acanthonitschkea tristis" "InfoSpecies" "Fungi" "Acanthonitschkea tristis (J.Kickx f.) Nannf." "SPECIES" "INN" NA "NE" NA "Acanthonitschkea" "Nitschkiaceae" "Coronophorales" "Sordariomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "saprobe" "exposed_hymenium" "ascohymenial" "fissitunicate" 42.6 5.07 0.93 10.185 197.7025 5.92 4.8 91.082031395 4.8 8.3 76.0014094756443 2256 0 1 0 0 0 "above_litter" 1466621.36634165 "NO"
"Acanthophiobolus helicosporus" "InfoSpecies" "Fungi" "Acanthophiobolus helicosporus (Berk. & Broome) J.Walker" "SPECIES" "INN" NA "NE" NA "Acanthophiobolus" "Tubeufiaceae" "Tubeufiales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 "saprobe" "ostiolar" "ascolocular" "fissitunicate" 44 4.6 0.42 10.185 358.65 31.28 3.9 61.92723718 8.5 12.8 1016.53927208899 16900 0 1 0 0 0 "above_litter" 2138843.50086363 "NO"
"Acanthophysellum minor" "InfoSpecies" "Fungi" "Acanthophysellum minor (Pilát) Sheng H.Wu, Boidin & C.Y.Chien" "SPECIES" NA NA "NE" NA "Acanthophysellum" "Stereaceae" "Russulales" "Agaricomycetes" "Basidiomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 "saprobe" "exposed_hymenium" "ascohymenial" "poricidal" 42.9 4.2 0.625 11.41 197.7025 15.7 4 64.48982208 7.5 10.8 197.425536333217 7225 0 1 0 1 0 "wood" 4870926.82205267 "NO"
"Acanthophysium minor" "InfoSpecies" "Fungi" "Acanthophysellum minor (Pilát) Sheng H.Wu, Boidin & C.Y.Chien" "SPECIES" "INN" NA "NE" NA "Acanthophysellum" "Stereaceae" "Russulales" "Agaricomycetes" "Basidiomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "saprobe" "exposed_hymenium" "ascolocular" "fissitunicate" 44 5.75 0.64 10.302 279.175 19.47 3 91.082031395 7 10.5 78539.8163397448 9312.5 0 1 0 0 0 "above_litter" 16820879.8595479 "YES"
"Acanthostigma revocatum" "InfoSpecies" "Fungi" "Acanthostigma revocatum Sacc." "SPECIES" NA NA "NE" NA "Acanthostigma" "Tubeufiaceae" "Tubeufiales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "saprobe" "ostiolar" "ascolocular" "fissitunicate" 44 3.272 1.69 20.8 178.08 12.5175 3.4 199.2924589 6.5 10.5 197.425536333217 6400 0 1 0 1 0 "wood" 4870926.82205267 "NO"
"Achroomyces disciformis" "SPEED2ZERO" "Fungi" "Platygloea disciformis (Fr.) Neuhoff" "SPECIES" "INN" NA "NE" NA "Platygloea" "Platygloeaceae" "Platygloeales" "Pucciniomycetes" "Basidiomycota" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 "saprobe" "ostiolar" "ascohymenial" "poricidal" 45.07 1.7 0.36 25.23 279.175 13.7175 2.9 264.2475723 6.8 10.3 228.597989438461 900 0 1 0 1 0 "wood" 28642881.9044533 "NO"
"Achroomyces effusus" "InfoSpecies" "Fungi" "Colacogloea effusa (J.Schröt.) Malysheva, Schoutteten & Spirin" "SPECIES" "INN" NA "DD" NA "Colacogloea" "Colacogloeaceae" "Platygloeales" "Microbotryomycetes" "Basidiomycota" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 "saprobe" "ostiolar" "ascohymenial" "poricidal" 43.2 8 0.59 11.67 378.89 32.48 7.8 64.48982208 50 16 348.782234395417 4225 0 1 0 0 0 "fungi" 707232.451044 "NO"
"Achroomyces insignis" "InfoSpecies" "Fungi" "Achroomyces insignis Hauerslev" "SPECIES" NA NA "NE" NA "Achroomyces" "Platygloeaceae" "Platygloeales" "Pucciniomycetes" "Basidiomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "parasite" "ostiolar" "ascolocular" "fissitunicate" 44 5.75 0.87 14.72 186.396666666667 21.0975 4.9 121.00279695 7.3 12 1016.53927208899 11025 0 1 0 0 0 "fungi" 2138843.50086363 "NO"
"Achroomyces microsporus" "InfoSpecies" "Fungi" "Cystobasidium sebaceum G.W.Martin" "SPECIES" "INN" NA "NE" NA "Cystobasidium" "Cystobasidiaceae" "Cystobasidiales" "Cystobasidiomycetes" "Basidiomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 "saprobe" "ostiolar" "ascohymenial" "poricidal" 44 2.36 0.56 15.31 213.14 12.5175 3.6 70 7 15.5 340.470103832794 900 0 1 0 1 0 "wood" 7162603.31686619 "NO"
"Achroomyces peniophorae" "InfoSpecies" "Fungi" "Colacogloea peniophorae (Bourdot & Galzin) Oberw., R.Bauer & Bandoni" "SPECIES" "INN" NA "DD" NA "Colacogloea" "Colacogloeaceae" "Platygloeales" "Microbotryomycetes" "Basidiomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "saprobe" "ostiolar" "ascolocular" "fissitunicate" 44 5.07 0.54 12.81 260.0175 18.915 4.9 46.38060948 9.8 15.5 1016.53927208899 4900 0 1 0 0 0 "fungi" 752219.004164149 "NO"
"Achroomyces robertsii" "InfoSpecies" "Fungi" "Achroomyces robertsii Trichies" "SPECIES" "INN" NA "NE" NA "Achroomyces" "Platygloeaceae" "Platygloeales" "Pucciniomycetes" "Basidiomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "parasite" "ostiolar" "ascohymenial" "fissitunicate" 44 6.9 0.795 12.37 67.26 19.93 3.2 44.17582874 6 12 197.425536333217 4225 0 1 0 0 0 "fungi" 1133514.19812495 "NO"
"Achroomyces sebaceus" "InfoSpecies" "Fungi" "Naohidea sebacea (Berk. & Broome) Oberw." "SPECIES" "INN" NA "DD" NA "Naohidea" "Naohideaceae" "Naohideales" "Cystobasidiomycetes" "Basidiomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "saprobe" "ostiolar" "ascolocular" "fissitunicate" 44 4.6 0.77 11.485 172.14 19.745 4.9 87.0577097566667 5 10.8 117.809724509617 961 0 1 0 0 0 "fungi" 3791053.01564674 "NO"
"Acremonium alternatum" "InfoSpecies" "Fungi" "Acremonium alternatum Link" "SPECIES" "INN" NA "NE" NA "Acremonium" "Bionectriaceae" "Hypocreales" "Sordariomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "lichenicolous_fungus" "ostiolar" "ascolocular" "fissitunicate" 44.059 2.8 0.91 16.3 261.391428571429 53.92 3.5 77.6 9.3 16 52.9253642374761 4225 0 1 0 1 0 "mosses_lichens" 162608.367327407 "YES"
"Acremonium hypholomatis" "InfoSpecies" "Fungi" "Acremonium hypholomatis (Boedijn) D.Hawksw." "SPECIES" "INN" NA "NE" NA "Acremonium" "Bionectriaceae" "Hypocreales" "Sordariomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "lichenicolous_fungus" "ostiolar" "ascohymenial" "poricidal" 43.8333333333333 3.425 0.75 45.43 256.0725 26.28 4.6 46.38060948 9.8 15.5 348.782234395417 4900 0 1 0 1 0 "mosses_lichens" 8655590.13811742 "NO"
"Acremonium pertusariae" "InfoSpecies" "Fungi" "Acremonium pertusariae Brackel & Etayo" "SPECIES" "INN" NA "NE" NA "Acremonium" "Bionectriaceae" "Hypocreales" "Sordariomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 "lichenicolous_fungus" "ostiolar" "ascohymenial" "poricidal" 41.1 2.4 0.39 29.3 1980.26 30.47 5.2 31.5891284 50 60 348.782234395417 4900 0 1 0 1 0 "mosses_lichens" 964036.591594683 "NO"
"Acremonium strictum" "InfoSpecies" "Fungi" "Sarocladium strictum (W.Gams) Summerb." "SPECIES" "INN" NA "NE" NA "Sarocladium" "Sarocladiaceae" "Hypocreales" "Sordariomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 "saprobe" "ostiolar" "ascohymenial" "poricidal" 44 2.81 0.47 22.0433333333333 192.2 40.69 4.9 87.0577097566667 7 9.3 382.881604656256 5625 0 1 0 1 0 "wood" 7357320.83193645 "YES"
"Acrocordia cavata" "SPEED2ZERO" "Fungi" "Acrocordia cavata (Ach.) R.C.Harris" "SPECIES" "INN" NA "NT" NA "Acrocordia" "Monoblastiaceae" "Monoblastiales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "saprobe" "exposed_hymenium" "ascolocular" "fissitunicate" 44 15.4 0.75 16.41 189.125 12.2 4.3 70 7.8 15 197.425536333217 10000 0 1 0 0 0 "above_litter" 7357320.83193645 "YES"
"Acrocordia gemmata" "SPEED2ZERO" "Fungi" "Acrocordia gemmata (Ach.) A.Massal." "SPECIES" "INN" NA "NT" NA "Acrocordia" "Monoblastiaceae" "Monoblastiales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 "saprobe" "exposed_hymenium" "ascolocular" "fissitunicate" 45.6 4.02923076923077 0.235 32.26 660.85 26.28 2.9 148.777135105 8.3 21 724.57692962395 8100 0 1 0 1 0 "wood" 964036.591594683 "YES"
"Acrospermum adeanum" "SPEED2ZERO" "Fungi" "Acrospermum adeanum Höhn." "SPECIES" "INN" NA "NE" NA "Acrospermum" "Acrospermaceae" "Acrospermales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "parasite" "ostiolar" "ascohymenial" "poricidal" 44 3.48 1.06 22.17 105.86 19.81 5.4 31.5891284 4.5 9.3 606.131032601981 1806 0 1 0 1 0 "mosses_lichens" 3375019.02866222 "NO"
"Acrospermum compressum" "SPEED2ZERO" "Fungi" "Acrospermum compressum Tode" "SPECIES" "INN" NA "LC" NA "Acrospermum" "Acrospermaceae" "Acrospermales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 "saprobe" "ostiolar" "ascolocular" "fissitunicate" 44 8.6 0.73 12.37 216.842 16.51 9.5 46.38060948 6 9.5 194.150425991849 19600 0 1 0 0 0 "above_litter" 964036.591594683 "NO"
"Acrospermum graminum" "SPEED2ZERO" "Fungi" "Acrospermum graminum Lib." "SPECIES" "INN" NA "NE" NA "Acrospermum" "Acrospermaceae" "Acrospermales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "saprobe" "ostiolar" "ascohymenial" "poricidal" 44 6.6 1.19333333333333 10.63 132.92375 21.0975 6.7 77.6 4.5 6.8 74.2201264410589 9025 0 1 0 0 0 "above_litter" 4465618.11706757 "NO"
"Acrospermum pallidulum" "InfoSpecies" "Fungi" "Acrospermum pallidulum Kirschst." "SPECIES" "INN" NA "NE" NA "Acrospermum" "Acrospermaceae" "Acrospermales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "saprobe" "ostiolar" "ascohymenial" "poricidal" 44 6.43 1.09 11.87 122.12 12.5175 6.1 56 4.5 7 72.3822947387088 3025 0 1 0 0 0 "above_litter" 8546373.83587298 "YES"
"Actidium nitidum" "InfoSpecies" "Fungi" "Glonium nitidum Ellis" "SPECIES" "INN" NA "NE" NA "Glonium" "Gloniaceae" "Mytilinidiales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "saprobe" "exposed_hymenium" "ascohymenial" "poricidal" 45.48 1.42333333333333 0.146666666666667 61.85 874.36 20.8 3.5 56.007829265 50 15.5 348.782234395417 6400 0 1 0 1 0 "wood" 120745.937595322 "YES"
"Actinoscypha muelleri" "InfoSpecies" "Fungi" "Actinoscypha muelleri Graddon" "SPECIES" "INN" NA "DD" NA "Actinoscypha" "Pezizellaceae" "Helotiales" "Leotiomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "saprobe" "ostiolar" "ascolocular" "fissitunicate" 44 4.5 0.42 36.3816666666667 605.25 26.28 4.6 46.38060948 50 16 286.701745566604 1406 0 1 0 0 0 "above_litter" 7357320.83193645 "NO"
"Adelphella babingtonii" "SPEED2ZERO" "Fungi" "Adelphella babingtonii (Berk. & Broome) Pfister, Matočec & I.Kušan" "SPECIES" "INN" NA "LC" NA "Adelphella" "Pezizaceae" "Pezizales" "Pezizomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "saprobe" "exposed_hymenium" "ascohymenial" "operculate" 44 4.6 1.01 12.89 94.75 19.745 3.9 61.0790733166667 8.5 13 78539.8163397448 10000 0 1 0 0 0 "above_litter" 4870926.82205267 "NO"
