"Species" "Source" "Group" "GBIF_accepted" "GBIF_rank" "originCH" "originEUR" "Swiss_status" "IUCN_status" "Genus" "Family" "Order" "Class" "Phylum" "GUILDE.1" "GUILDE.2" "GUILDE.3" "GUILDE.4" "GUILDE.5" "GUILDE.6" "GUILDE.7" "GUILDE.8" "GUILDE.9" "GUILDE.10" "GUILDE.11" "GUILDE.12" "GUILDE.13" "GUILDE.14" "GUILDE.15" "GUILDE.16" "GUILDE.17" "GUILDE.18" "GUILDE.19" "GUILDE.20" "GUILDE.21" "GUILDE.22" "GUILDE.23" "GUILDE.24" "GUILDE.25" "GUILDE.26" "Functional_group" "Ascoma_type" "Ascoma_development" "Ascus_dehiscence" "C_perct" "N_perct" "P_perct" "C.N_perct" "C.P_perct" "N.P_perct" "Sporocarp_N_perct" "Melanin_content_mg.g" "Spore_width_μm" "Spore_length_μm" "Spore_size_μm3" "Fruiting_body_size_mm2" "Fos" "Ter" "Aqu" "Arb" "Aer" "Substrate" "RangeSize_km2" "MISSING_ALL_TRAITS"
"Abrothallus parmotrematis" "InfoSpecies" "Fungi" "Abrothallus parmotrematis Diederich" "SPECIES" "INN" NA "NE" NA "Abrothallus" "Abrothallaceae" "Abrothallales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 "lichenicolous_fungus" "ostiolar" "ascohymenial" "poricidal" 44 3.33 0.746666666666667 17.0433333333333 236.345 21.0975 6.2 46.38060948 7.8 10.8 334.8309450196 10000 0 1 0 1 0 "mosses_lichens" 60821.125109536 "NO"
"Abrothallus peyritschii" "InfoSpecies" "Fungi" "Abrothallus peyritschii (Stein) I.Kotte" "SPECIES" "INN" NA "NE" NA "Abrothallus" "Abrothallaceae" "Abrothallales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 "lichenicolous_fungus" "ostiolar" "ascolocular" "fissitunicate" 44 2.8 0.21 17.0433333333333 642.41 21.495 4.2 104.320310143333 6 9.3 134.630335175713 10000 0 1 0 1 0 "mosses_lichens" 47111117.0393332 "NO"
"Abrothallus pezizicola" "InfoSpecies" "Fungi" "Abrothallus pezizicola Diederich & R.C.Harris" "SPECIES" "INN" NA "NE" NA "Abrothallus" "Abrothallaceae" "Abrothallales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 "lichenicolous_fungus" "ostiolar" "ascolocular" "fissitunicate" 44 4.02923076923077 0.39 19.87 407.41 34.6666666666667 3.4 104.320310143333 8.3 11.5 344.042094679925 9025 0 1 0 1 0 "mosses_lichens" 28642881.9044533 "NO"
"Abrothallus prodiens" "InfoSpecies" "Fungi" "Abrothallus prodiens (Harm.) Diederich & Hafellner" "SPECIES" NA NA "NE" NA "Abrothallus" "Abrothallaceae" "Abrothallales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 "lichenicolous_fungus" "ostiolar" "ascohymenial" "poricidal" 44 3.38 0.64 20.83 178.36 19.93 4.6 46.38060948 5.3 8.8 131.946891450771 4900 0 1 0 1 0 "mosses_lichens" 2423.71138251278 "NO"
"Abrothallus suecicus" "InfoSpecies" "Fungi" "Abrothallus suecicus (Kirschst.) Nordin" "SPECIES" "INN" NA "NE" NA "Abrothallus" "Abrothallaceae" "Abrothallales" "Dothideomycetes" "Ascomycota" 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 "lichenicolous_fungus" "ostiolar" "ascohymenial" "poricidal" 44 3.8 0.39 13.53 605.25 38.75 4.6 104.320310143333 11.3 15 31.3609486644601 8100 0 1 0 1 0 "mosses_lichens" 15961372.946671 "NO"
"Abrothallus usneae" "InfoSpecies" "Fungi" "Abrothallus usneae Rabenh." "SPECIES" "INN" NA "NE" NA "Abrothallus" "Abrothallaceae" "Abrothallales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 "lichenicolous_fungus" "ostiolar" "ascolocular" "fissitunicate" 44 3.2 0.81 32.26 192.2 11.93 3.9 104.320310143333 6 9.4 151.491262947529 12100 0 1 0 1 0 "mosses_lichens" 3115771.84841023 "NO"
"Absidia coerulea" "InfoSpecies" "Fungi" "Absidia coerulea Bainier" "SPECIES" "INN" NA "NE" NA "Absidia" "Cunninghamellaceae" "Mucorales" "Mucoromycetes" "Mucoromycota" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 "saprobe" "exposed_hymenium" "ascohymenial" "operculate" 44 4.3 0.39 13.3 543.86 38.75 3.6 16.972608785 7.5 60 31.3609486644601 15625 0 1 0 0 0 "above_litter" 8655590.13811742 "YES"
"Absidia corymbifera" "InfoSpecies" "Fungi" "Lichtheimia corymbifera (Cohn) Vuill." "SPECIES" "INN" NA "NE" NA "Lichtheimia" "Lichtheimiaceae" "Mucorales" "Mucoromycetes" "Mucoromycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 "saprobe" "exposed_hymenium" "ascohymenial" "poricidal" 44 4.8 0.5825 11.86 288.904 26.28 6.1 16.972608785 8.8 13 414.124743596207 2756 0 1 0 0 0 "above_litter" 1766662.34974233 "YES"
"Absidia fusca" "InfoSpecies" "Fungi" "Absidia fusca Linnem., 1936" "SPECIES" "INN" NA "NE" NA "Absidia" "Cunninghamellaceae" "Mucorales" "Mucoromycetes" "Mucoromycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "saprobe" "ostiolar" "ascohymenial" "poricidal" 44 15.4 0.38 10.5 325.69 34.405 9.5 16.972608785 11.7 13.5 134.630335175713 7225 0 1 0 0 0 "above_litter" 8546373.83587298 "YES"
"Acanthobasidium delicatum" "InfoSpecies" "Fungi" "Acanthobasidium delicatum (Wakef.) Oberw. ex Jülich" "SPECIES" NA NA "NE" NA "Acanthobasidium" "Stereaceae" "Russulales" "Agaricomycetes" "Basidiomycota" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 "saprobe" "exposed_hymenium" "ascohymenial" "poricidal" 45.6 1.42333333333333 0.33 45.4433333333333 642.41 19.81 2 91.082031395 16 16 31.3609486644601 19600 0 1 0 1 0 "wood" 15961372.946671 "NO"
"Acanthohelicospora scopula" "InfoSpecies" "Fungi" "Acanthohelicospora scopula (Peck) Rossman & W.C.Allen" "SPECIES" NA NA "NE" NA "Acanthohelicospora" "Tubeufiaceae" "Tubeufiales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "saprobe" "exposed_hymenium" "ascohymenial" "poricidal" 44.0333333333333 1.99 0.425 19.87 279.175 12.2 2.9 61.92723718 7.8 14.8 14.0717170942043 4225 0 1 0 1 0 "wood" 889269.813305368 "NO"
"Acanthonitschkea tristis" "InfoSpecies" "Fungi" "Acanthonitschkea tristis (J.Kickx f.) Nannf." "SPECIES" "INN" NA "NE" NA "Acanthonitschkea" "Nitschkiaceae" "Coronophorales" "Sordariomycetes" "Ascomycota" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 "saprobe" "ostiolar" "ascohymenial" "poricidal" 44 5.75 0.93 10.5 126.3 9.03 9.5 180.633800656667 4.3 8.6 72.3822947387088 2017 0 1 0 0 0 "above_litter" 3462632.48555202 "NO"
"Acanthophiobolus helicosporus" "InfoSpecies" "Fungi" "Acanthophiobolus helicosporus (Berk. & Broome) J.Walker" "SPECIES" "INN" NA "NE" NA "Acanthophiobolus" "Tubeufiaceae" "Tubeufiales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 "saprobe" "ostiolar" "ascolocular" "fissitunicate" 44.9 5.0125 0.46 11.86 275.89 40.69 4.9 77.6 7 11 333.532420056116 6400 0 1 0 0 0 "above_litter" 5878758.30143677 "NO"
"Acanthophysellum minor" "InfoSpecies" "Fungi" "Acanthophysellum minor (Pilát) Sheng H.Wu, Boidin & C.Y.Chien" "SPECIES" NA NA "NE" NA "Acanthophysellum" "Stereaceae" "Russulales" "Agaricomycetes" "Basidiomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "saprobe" "ostiolar" "ascohymenial" "poricidal" 44 2.65 0.68 18.8 155.92 7 2.9 273.96327155 6.3 11.5 273.90760948486 900 0 1 0 1 0 "wood" 1994353.48624419 "NO"
"Acanthophysium minor" "InfoSpecies" "Fungi" "Acanthophysellum minor (Pilát) Sheng H.Wu, Boidin & C.Y.Chien" "SPECIES" "INN" NA "NE" NA "Acanthophysellum" "Stereaceae" "Russulales" "Agaricomycetes" "Basidiomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "saprobe" "ostiolar" "ascolocular" "fissitunicate" 44 6.6 0.47 3.33 220.355 14.14 9.5 77.6 6.8 11.5 292.97707689215 4900 0 1 0 0 0 "above_litter" 120745.937595322 "YES"
"Acanthostigma revocatum" "InfoSpecies" "Fungi" "Acanthostigma revocatum Sacc." "SPECIES" NA NA "NE" NA "Acanthostigma" "Tubeufiaceae" "Tubeufiales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "saprobe" "ostiolar" "ascohymenial" "poricidal" 44.1 1.15 0.444545454545455 36.3816666666667 357.505 6.98 2.9 66.7218630933333 8.3 12.3 125.017061655728 8100 0 1 0 1 0 "wood" 17950372.9231759 "NO"
"Achroomyces disciformis" "SPEED2ZERO" "Fungi" "Platygloea disciformis (Fr.) Neuhoff" "SPECIES" "INN" NA "NE" NA "Platygloea" "Platygloeaceae" "Platygloeales" "Pucciniomycetes" "Basidiomycota" 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 "saprobe" "ostiolar" "ascolocular" "fissitunicate" 44 1.15 0.21 36.3816666666667 256.58 12.2 2.8 26.41309883 7.5 10.8 318.348055563766 1600 0 1 0 1 0 "wood" 47111117.0393332 "NO"
"Achroomyces effusus" "InfoSpecies" "Fungi" "Colacogloea effusa (J.Schröt.) Malysheva, Schoutteten & Spirin" "SPECIES" "INN" NA "DD" NA "Colacogloea" "Colacogloeaceae" "Platygloeales" "Microbotryomycetes" "Basidiomycota" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "saprobe" "exposed_hymenium" "ascohymenial" "operculate" 44 4.87 0.21 16.26 519.91 28.5 5 104.320310143333 11.7 21 31.3609486644601 6400 0 1 0 0 0 "fungi" 64264.9535269113 "NO"
"Achroomyces insignis" "InfoSpecies" "Fungi" "Achroomyces insignis Hauerslev" "SPECIES" NA NA "NE" NA "Achroomyces" "Platygloeaceae" "Platygloeales" "Pucciniomycetes" "Basidiomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "parasite" "ostiolar" "ascohymenial" "fissitunicate" 44 3.21 0.498333333333333 18.33 218.59 12.2 4.6 76.45701792 7 12 14.0717170942043 5625 0 1 0 0 0 "fungi" 2483623.22474948 "NO"
"Achroomyces microsporus" "InfoSpecies" "Fungi" "Cystobasidium sebaceum G.W.Martin" "SPECIES" "INN" NA "NE" NA "Cystobasidium" "Cystobasidiaceae" "Cystobasidiales" "Cystobasidiomycetes" "Basidiomycota" 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 "saprobe" "ostiolar" "ascolocular" "fissitunicate" 43.8814814814815 2.37166666666667 0.3 36.3816666666667 473.61 21.495 2 26.41309883 9.8 18.5 317.422332928508 225 0 1 0 1 0 "wood" 8655590.13811742 "NO"
"Achroomyces peniophorae" "InfoSpecies" "Fungi" "Colacogloea peniophorae (Bourdot & Galzin) Oberw., R.Bauer & Bandoni" "SPECIES" "INN" NA "DD" NA "Colacogloea" "Colacogloeaceae" "Platygloeales" "Microbotryomycetes" "Basidiomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "saprobe" "ostiolar" "ascohymenial" "poricidal" 43 5.995 0.67 12.55 218.59 21.0975 4.8 104.320310143333 8 12.8 351.858377202057 784 0 1 0 0 0 "fungi" 2563500.98308249 "NO"
"Achroomyces robertsii" "InfoSpecies" "Fungi" "Achroomyces robertsii Trichies" "SPECIES" "INN" NA "NE" NA "Achroomyces" "Platygloeaceae" "Platygloeales" "Pucciniomycetes" "Basidiomycota" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 "parasite" "ostiolar" "ascohymenial" "operculate" 44 3.1 0.46 15.89 318.39 20.8 3.5 2.24 9 11.3 14.0717170942043 7225 0 1 0 0 0 "fungi" 173809.239910094 "NO"
"Achroomyces sebaceus" "InfoSpecies" "Fungi" "Naohidea sebacea (Berk. & Broome) Oberw." "SPECIES" "INN" NA "DD" NA "Naohidea" "Naohideaceae" "Naohideales" "Cystobasidiomycetes" "Basidiomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "saprobe" "ostiolar" "ascohymenial" "operculate" 44 5.1 0.81 14.5 137.502631578947 16.51 7.8 2.24 9.5 15.5 701.933900573202 10000 0 1 0 0 0 "fungi" 2423.71138251278 "NO"
"Acremonium alternatum" "InfoSpecies" "Fungi" "Acremonium alternatum Link" "SPECIES" "INN" NA "NE" NA "Acremonium" "Bionectriaceae" "Hypocreales" "Sordariomycetes" "Ascomycota" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "saprobe" "ostiolar" "ascolocular" "fissitunicate" 44.7 4.6 0.81 14.75 174.87 12.2 7.8 104.320310143333 8.3 13 14.0717170942043 8100 0 1 0 0 0 "above_litter" 1133514.19812495 "YES"
"Acremonium hypholomatis" "InfoSpecies" "Fungi" "Acremonium hypholomatis (Boedijn) D.Hawksw." "SPECIES" "INN" NA "NE" NA "Acremonium" "Bionectriaceae" "Hypocreales" "Sordariomycetes" "Ascomycota" 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 "lichenicolous_fungus" "ostiolar" "ascolocular" "fissitunicate" 44 3.425 0.38 13.53 1980.26 28.5 2.9 16.972608785 8 16 384.460254964685 4225 0 1 0 1 0 "mosses_lichens" 1400263.2143623 "NO"
"Acremonium pertusariae" "InfoSpecies" "Fungi" "Acremonium pertusariae Brackel & Etayo" "SPECIES" "INN" NA "NE" NA "Acremonium" "Bionectriaceae" "Hypocreales" "Sordariomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 "lichenicolous_fungus" "exposed_hymenium" "ascohymenial" "poricidal" 44 3.7 0.06 17.15 213.14 19.745 5.4 16.972608785 8.3 12 303.360040612264 19600 0 1 0 1 0 "mosses_lichens" 7357320.83193645 "NO"
"Acremonium strictum" "InfoSpecies" "Fungi" "Sarocladium strictum (W.Gams) Summerb." "SPECIES" "INN" NA "NE" NA "Sarocladium" "Sarocladiaceae" "Hypocreales" "Sordariomycetes" "Ascomycota" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "saprobe" "ostiolar" "ascohymenial" "poricidal" 44 5.7 0.47 11.86 256.09 14.14 6.1 2.24 7.3 10 78539.8163397448 3025 0 1 0 0 0 "above_litter" 7496138.09911408 "YES"
"Acrocordia cavata" "SPEED2ZERO" "Fungi" "Acrocordia cavata (Ach.) R.C.Harris" "SPECIES" "INN" NA "NT" NA "Acrocordia" "Monoblastiaceae" "Monoblastiales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 "saprobe" "ostiolar" "ascohymenial" "poricidal" 44 5.995 0.4475 11.6566666666667 325.69 34.405 6.5 16.972608785 7 10.5 342.671836684185 6400 0 1 0 0 0 "above_litter" 120745.937595322 "YES"
"Acrocordia gemmata" "SPEED2ZERO" "Fungi" "Acrocordia gemmata (Ach.) A.Massal." "SPECIES" "INN" NA "NT" NA "Acrocordia" "Monoblastiaceae" "Monoblastiales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "parasite" "ostiolar" "ascohymenial" "poricidal" 44 4.65 0.35 14.93 331.56 22.88 4 16.972608785 7 9.5 318.348055563766 10000 0 1 0 0 0 "above_litter" 3791053.01564674 "YES"
"Acrospermum adeanum" "SPEED2ZERO" "Fungi" "Acrospermum adeanum Höhn." "SPECIES" "INN" NA "NE" NA "Acrospermum" "Acrospermaceae" "Acrospermales" "Dothideomycetes" "Ascomycota" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "parasite" "exposed_hymenium" "ascohymenial" "poricidal" 44 3.9 1.01 25.23 81.19 20.4025 4 77.6 6.3 9 147.301425545191 11025 0 1 0 1 0 "mosses_lichens" 1466621.36634165 "NO"
"Acrospermum compressum" "SPEED2ZERO" "Fungi" "Acrospermum compressum Tode" "SPECIES" "INN" NA "LC" NA "Acrospermum" "Acrospermaceae" "Acrospermales" "Dothideomycetes" "Ascomycota" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "saprobe" "ostiolar" "ascolocular" "fissitunicate" 44.7 6.9 1.52 7.72 89.71 12.5175 7.6 104.320310143333 5.5 8.5 122.075483734417 10000 0 1 0 0 0 "above_litter" 2483623.22474948 "NO"
"Acrospermum graminum" "SPEED2ZERO" "Fungi" "Acrospermum graminum Lib." "SPECIES" "INN" NA "NE" NA "Acrospermum" "Acrospermaceae" "Acrospermales" "Dothideomycetes" "Ascomycota" 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 "saprobe" "ostiolar" "ascolocular" "fissitunicate" 43.9 6.43 1 5.4 121.658333333333 19.93 6.3 46.38060948 6.5 10 216.129008196363 8100 0 1 0 0 0 "above_litter" 7496138.09911408 "NO"
"Acrospermum pallidulum" "InfoSpecies" "Fungi" "Acrospermum pallidulum Kirschst." "SPECIES" "INN" NA "NE" NA "Acrospermum" "Acrospermaceae" "Acrospermales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "saprobe" "ostiolar" "ascohymenial" "poricidal" 43.2 6.6 1.4 7.72 94.75 15.7 5.9 16.972608785 4.5 6.8 65.8331212535253 6400 0 1 0 0 0 "soil_peat" 7162603.31686619 "YES"
"Actidium nitidum" "InfoSpecies" "Fungi" "Glonium nitidum Ellis" "SPECIES" "INN" NA "NE" NA "Glonium" "Gloniaceae" "Mytilinidiales" "Dothideomycetes" "Ascomycota" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "saprobe" "exposed_hymenium" "ascohymenial" "fissitunicate" 44 4.75 0.65 13.57 81.19 11.93 7.8 64.48982208 9.8 60 31.3609486644601 4225 0 1 0 0 0 "above_litter" 2138843.50086363 "YES"
"Actinoscypha muelleri" "InfoSpecies" "Fungi" "Actinoscypha muelleri Graddon" "SPECIES" "INN" NA "DD" NA "Actinoscypha" "Pezizellaceae" "Helotiales" "Leotiomycetes" "Ascomycota" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 "saprobe" "ostiolar" "ascolocular" "fissitunicate" 43.4 4.8 1.2 10.55 146.882 20.4025 6.1 16.972608785 7 12.5 335.457692753991 5625 0 1 0 0 0 "above_litter" 3462632.48555202 "NO"
"Adelphella babingtonii" "SPEED2ZERO" "Fungi" "Adelphella babingtonii (Berk. & Broome) Pfister, Matočec & I.Kušan" "SPECIES" "INN" NA "LC" NA "Adelphella" "Pezizaceae" "Pezizales" "Pezizomycetes" "Ascomycota" 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 "saprobe" "exposed_hymenium" "ascohymenial" "operculate" 44 4 0.544 14.72 325.69 14.14 4.6 16.972608785 6.3 13 191.759412183079 7225 0 1 0 0 0 "above_litter" 1528788.08937861 "NO"
