"Species" "Source" "Group" "GBIF_accepted" "GBIF_rank" "originCH" "originEUR" "Swiss_status" "IUCN_status" "Genus" "Family" "Order" "Class" "Phylum" "GUILDE.1" "GUILDE.2" "GUILDE.3" "GUILDE.4" "GUILDE.5" "GUILDE.6" "GUILDE.7" "GUILDE.8" "GUILDE.9" "GUILDE.10" "GUILDE.11" "GUILDE.12" "GUILDE.13" "GUILDE.14" "GUILDE.15" "GUILDE.16" "GUILDE.17" "GUILDE.18" "GUILDE.19" "GUILDE.20" "GUILDE.21" "GUILDE.22" "GUILDE.23" "GUILDE.24" "GUILDE.25" "GUILDE.26" "THALLUS_type1" "THALLUS_type2" "THALLUS_type3" "THALLUS_type4" "THA_Morpho_type1" "THA_Morpho_type2" "THA_Morpho_type3" "THA_Morpho_type4" "THA_Morpho_type5" "THA_Morpho_type6" "THA_Morpho_type7" "THA_Morpho_type8" "THA_Morpho_type9" "THA_Morpho_type10" "THA_Morpho_type11" "THA_Morpho_type12" "THA_Morpho_type13" "THA_Morpho_type14" "THA_Growth1" "THA_Growth2" "THA_Growth3" "THA_Growth4" "THA_Growth5" "THA_Growth6" "THA_Growth7" "THA_Growth8" "THA_Growth9" "THA_Growth10" "THA_Growth11" "THA_Growth12" "THA_Pruinosity" "THA_Cilia" "THA_UpCol_black" "THA_UpCol_brown" "THA_UpCol_white" "THA_UpCol_yellow" "THA_UpCol_grey" "THA_UpCol_red" "THA_UpCol_green" "THA_UpCol_blue" "THA_LowCol_black" "THA_LowCol_brown" "THA_LowCol_white" "THA_LowCol_yellow" "THA_LowCol_grey" "THA_LowCol_red" "THA_LowCol_green" "THA_LowCol_blue" "THA_Rhizines" "THA_Rhizines_type1" "THA_Rhizines_type2" "THA_Rhizines_type3" "THA_Rhizines_type4" "THA_Rhizines_type5" "THA_Rhizines_type6" "THA_Rhizines_type7" "THA_Isidia" "THA_Soredia" "Ascomata" "ASCOMA_type1" "ASCOMA_type2" "ASCOMA_type3" "ASCM_link1" "ASCM_link2" "ASCM_link3" "ASCM_link4" "ASCM_link5" "ASCM_Paraphyses" "ASCOPORES_mean" "ASCP_PigmentCol1" "ASCP_PigmentCol2" "ASCP_PigmentCol3" "ASCP_PigmentCol4" "ASCP_PigmentCol5" "ASCP_PigmentCol6" "ASCP_PigmentCol7" "ASCP_PigmentCol8" "ASCP_PigmentCol9" "ASCP_PigmentCol10" "ASCP_PigmentCol11" "ASCP_PigmentCol12" "ASCP_Septa" "ASCP_Septa_type1" "ASCP_Septa_type2" "ASCP_TransSepta_lower" "ASCP_TransSepta_mean" "ASCP_TransSepta_upper" "ASCP_Perispore_type1" "ASCP_Perispore_type2" "ASCP_Perispore_type3" "ASCP_Perispore_type4" "ASCP_Perispore_type5" "PPhotobiont" "SPhotobiont" "PPhotobiont_type1" "PPhotobiont_type2" "PPhotobiont_type3" "Fos" "Ter" "Aqu" "Arb" "Aer" "HAB_1" "HAB_2" "HAB_3" "HAB_4" "HAB_5" "Substrate" "Substrate_type1" "Substrate_type2" "Substrate_type3" "Substrate_type4" "Substrate_type5" "Substrate_type6" "Substrate_type7" "Substrate_type8" "Substrate_type9" "EIV_Light" "EIV_Temp" "EIV_Cont" "EIV_Moisture" "EIV_pH" "EIV_Eutroph" "RangeSize_km2" "MISSING_ALL_TRAITS"
"Cetraria hepatizon" "InfoSpecies" "Lichens" "Melanelia hepatizon (Ach.) A.Thell" "SPECIES" NA NA "NE" NA "Melanelia" "Parmeliaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "absent" "present" "absent, present" 1 0 0 1 0 0 0 0 "present" 8.52 1 0 0 0 0 0 0 0 0 0 0 0 "absent" 1 0 4.32 1.08 1.92 1 0 0 0 0 "present" "absent" 0 1 0 0 1 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 1 0 0 7.04 4.8 4.32 5.88 4.16 2.96 16965177.9028809 "YES"
"Cetraria islandica" "SPEED2ZERO" "Lichens" "Cetraria islandica (L.) Ach." "SPECIES" "INN" NA "LC" NA "Cetraria" "Parmeliaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 "epruinose" "absent" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "absent" "present" "absent" 1 0 0 0 0 0 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" 1 0 5.76 1.16 2.4 1 0 0 0 0 "present" "absent" 0 1 0 0 1 0 1 0 0 0 0 1 0 "E" 0 0 0 0 0 1 0 0 0 8 10 6 5 10 1 11956978.791261 "NO"
"Cetraria islandica subsp. crispiformis" "InfoSpecies" "Lichens" "Cetraria crispiformis (Räsänen) Makryĭ" "SUBSPECIES" NA NA NA NA "Cetraria" "Parmeliaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "absent" "present" "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" 1 0 4.4 1.08 1.6 1 0 0 0 0 "present" "absent" 0 1 0 0 1 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 0 0 0 7.2 4.88 4.84 6.2 5.2 2.76 14286206.5765643 "YES"
"Cetraria islandica subsp. islandica" "InfoSpecies" "Lichens" "Cetraria islandica subsp. islandica" "SUBSPECIES" NA NA NA NA "Cetraria" "Parmeliaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "absent" "present" "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" 1 0 3.92 1 1.76 1 0 0 0 0 "present" "absent" 0 1 0 0 1 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 0 0 0 6.76 4.16 4.08 6.4 4.96 2.72 14899957.9479003 "YES"
"Cetraria laureri" "SPEED2ZERO" "Lichens" "Tuckneraria laureri (Kremp.) Randlane & A.Thell" "SPECIES" "INN" NA "VU" NA "Tuckneraria" "Parmeliaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "absent" "present" "absent, present" 1 0 0 1 0 0 0 0 "present" 7.92 1 0 0 0 0 0 0 0 0 0 0 0 "absent" 1 0 4.48 1.56 1.96 1 0 0 0 0 "present" "absent" 0 1 0 0 1 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 0 0 0 7.16 4.68 4.6 7.68 4.12 2.72 16134984.6013669 "NO"
"Cetraria muricata" "InfoSpecies" "Lichens" "Cetraria muricata (Ach.) Roum." "SPECIES" NA NA "NE" NA "Cetraria" "Parmeliaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 "epruinose" "absent" 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "absent" "present" "absent, present" 1 0 0 0 0 0 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" 1 0 4.92 1.08 1.88 1 0 0 0 0 "present" "absent" 0 1 0 0 1 0 1 0 0 0 0 1 0 "E" 0 0 0 0 0 1 1 0 0 8 4 4 6 10 1 16820533.7818367 "NO"
"Cetraria nivalis" "SPEED2ZERO" "Lichens" "Nephromopsis nivalis (L.) Divakar, A.Crespo & Lumbsch" "SPECIES" "INN" NA "LC" NA "Nephromopsis" "Parmeliaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "absent" "present" "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" 1 0 4.52 1.16 1.84 1 0 0 0 0 "present" "absent" 0 1 0 0 1 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 1 0 0 7.36 4.52 5.24 6.76 4.6 3.36 19393646.4927928 "NO"
"Cetraria oakesiana" "SPEED2ZERO" "Lichens" "Usnocetraria oakesiana (Tuck.) M.J.Lai & J.C.Wei" "SPECIES" "INN" NA "EN" NA "Usnocetraria" "Parmeliaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 0 0 1 1 0 1 0 1 0 0 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "absent" "present" "absent, present" 1 0 0 0 0 0 0 0 "present" 8.52 1 0 0 0 0 0 0 0 0 0 0 0 "absent" 1 0 4.4 1.32 1.72 1 0 0 0 0 "present" "absent" 0 1 0 0 1 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 1 0 0 0 7.12 4.2 4.68 6.64 3.8 2.2 15497912.6765178 "NO"
"Cetraria obtusata" "InfoSpecies" "Lichens" "Cetraria obtusata (Schaer.) v.d.Boom & Sipman" "SPECIES" NA NA NA NA "Cetraria" "Parmeliaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 "epruinose" "present" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "absent" "absent" "absent" 1 0 0 0 0 0 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" 1 0 3.68 1.16 1.28 1 0 0 0 0 "present" "absent" 0 1 0 0 1 0 1 0 0 0 0 1 0 "R" 0 0 0 1 0 0 0 0 0 6.72 4.36 4.04 6.88 5 1.6 17535242.6225824 "NO"
"Cetraria sepincola" "SPEED2ZERO" "Lichens" "Cetraria sepincola (Ehrh.) Ach." "SPECIES" "INN" NA "EN" NA "Cetraria" "Parmeliaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 "epruinose" "absent" 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "absent" "present" "absent, present" 1 0 0 0 0 0 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" 1 0 3.08 0.96 1.12 1 0 0 0 0 "present" "absent" 0 1 0 0 1 0 1 0 0 0 0 1 0 "R" 0 0 0 1 0 0 0 0 0 8 3 7 5 3 1 12296164.7062489 "NO"
"Cetraria tubulosa" "SPEED2ZERO" "Lichens" NA "SPECIES" "INN" NA "NT" NA "Cetraria" "Parmeliaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "absent" "present" "absent, present" 1 0 0 0 0 0 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" 1 0 4.6 1.08 2.2 1 0 0 0 0 "present" "absent" 0 1 0 0 1 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 0 0 0 7.28 3.92 4.88 7.28 4.16 2.36 18701860.2131851 "NO"
"Cetrariella commixta" "InfoSpecies" "Lichens" "Melanelia commixta (Nyl.) A.Thell" "SPECIES" NA NA NA NA "Melanelia" "Parmeliaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 "epruinose" "absent" 1 1 0 0 0 0 0 0 0 1 1 0 0 1 0 0 "present" 1 0 0 0 1 0 0 "absent" "present" "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" 1 0 4.24 0.96 1.4 1 0 0 0 0 "present" "absent" 0 1 0 0 1 0 1 0 0 0 0 1 0 "R" 0 1 0 1 0 0 0 1 0 6.2 4.28 3.72 6.08 4.52 2.96 20036547.2246827 "NO"
"Cetrariella delisei" "InfoSpecies" "Lichens" "Cetrariella delisei (Bory ex Schaer.) Kärnefelt & A.Thell" "SPECIES" NA NA NA NA "Cetrariella" "Parmeliaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 "epruinose" "absent" 1 1 0 1 0 0 1 0 1 0 0 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "absent" "present" "absent, present" 1 0 0 0 0 0 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" 1 0 3.8 1.32 1.92 1 0 0 0 0 "present" "absent" 0 1 0 0 1 0 1 0 0 0 0 1 0 "E" 0 0 0 0 0 1 0 0 0 7.96 4.64 5.36 8.16 5.88 1.84 10149837.3127961 "NO"
"Cetrariella sorediella" "InfoSpecies" "Lichens" "Cetrariella sorediella (Lettau) V.J.Rico & A.Thell" "SPECIES" NA NA NA NA "Cetrariella" "Parmeliaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 "epruinose" "absent" 0 1 0 0 0 0 0 0 1 1 0 0 0 1 0 0 "present" 1 0 0 0 1 0 0 "absent, present" "absent, present" "absent" 1 0 0 0 0 0 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" 1 0 4.2 1.2 1.64 1 0 0 0 0 "present" "absent" 0 1 0 0 1 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 0 1 0 7.84 5.04 4.56 7.12 5.28 3.84 18308775.5796559 "NO"
"Cetrelia cetrarioides" "SPEED2ZERO" "Lichens" "Cetrelia cetrarioides (Delise) W.L.Culb. & C.F.Culb." "SPECIES" "INN" NA "NT" NA "Cetrelia" "Parmeliaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 "epruinose" "absent" 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "absent" "present" "absent, present" 1 0 0 0 0 0 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" 1 0 4.64 1.28 2.08 1 0 0 0 0 "present" "absent" 0 1 0 0 1 0 1 0 0 0 0 1 0 "R" 0 0 0 1 0 0 0 0 0 5 4 3 6 5 2 21190879.8409636 "NO"
"Cetrelia chicitae" "InfoSpecies" "Lichens" "Cetrelia chicitae (W.L.Culb.) W.L.Culb. & C.F.Culb." "SPECIES" "INN" NA "CR" NA "Cetrelia" "Parmeliaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 "epruinose, pruinose" "absent" 0 0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 "present" 1 0 0 0 0 0 0 "absent" "present" "absent, present" 1 0 0 0 0 0 1 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" 1 0 4.04 1.4 1.6 1 0 0 0 0 "present" "absent" 0 1 0 0 1 0 1 0 0 0 0 1 0 "R" 0 0 0 1 0 0 1 0 0 6.32 5.24 3.96 4.36 5.44 3.48 17417009.2968848 "NO"
"Cetrelia monachorum" "InfoSpecies" "Lichens" "Cetrelia monachorum (Zahlbr.) W.L.Culb. & C.F.Culb." "SPECIES" NA NA NA NA "Cetrelia" "Parmeliaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 "epruinose" "absent" 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "absent" "present" "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" 1 0 3.8 1.04 1.52 1 0 0 0 0 "present" "absent" 0 1 0 0 1 0 1 0 0 0 0 1 0 "R" 0 0 0 1 0 0 0 0 0 5.88 4 4.36 5.76 4.2 2.4 14318219.9055962 "NO"
"Cetrelia olivetorum" "SPEED2ZERO" "Lichens" "Cetrelia olivetorum (Nyl.) W.L.Culb. & C.F.Culb." "SPECIES" "INN" NA "EN" NA "Cetrelia" "Parmeliaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 "epruinose" "absent" 0 1 0 0 1 0 1 1 1 1 0 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "absent" "present" "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" 1 0 4.12 1.24 1.36 1 0 0 0 0 "present" "absent" 0 1 0 0 1 0 1 0 0 0 0 1 0 "R" 0 1 0 1 0 0 1 0 0 5.84 4.92 3.68 5.4 4.52 2.24 15823263.0824549 "NO"
"Cetrelia olivetorum aggr." "InfoSpecies" "Lichens" NA "AGGREGATE" NA NA NA NA "Cetrelia" "Parmeliaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "absent" "present" "absent, present" 1 0 0 0 0 0 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" 1 0 3.6 1.08 1.44 1 0 0 0 0 "present" "absent" 0 1 0 0 1 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 0 0 0 6.92 4.6 4.68 6.84 4.44 2.96 19114666.056553 "YES"
"Chaenotheca brachypoda" "SPEED2ZERO" "Lichens" "Chaenotheca brachypoda (Ach.) Tibell" "SPECIES" "INN" NA "NT" NA "Chaenotheca" "Coniocybaceae" "Coniocybales" "Coniocybomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "absent" "present" "absent, present" 0 1 0 0 0 0 0 1 "present" 8 0 0 0 0 0 0 1 0 0 0 0 0 "absent" 1 0 4.28 0.96 1.8 1 0 0 1 0 "present" "absent" 0 1 0 0 1 0 1 0 0 0 0 1 0 "R" 0 0 0 1 1 0 0 0 0 3.52 4.92 5.04 4.16 2.48 1.84 13388845.6082021 "NO"
"Chaenotheca brunneola" "SPEED2ZERO" "Lichens" "Chaenotheca brunneola (Ach.) Müll.Arg." "SPECIES" "INN" NA "NT" NA "Chaenotheca" "Coniocybaceae" "Coniocybales" "Coniocybomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "absent" "absent, present" "absent, present" 0 1 0 0 0 0 0 1 "present" 8 0 0 0 0 1 0 0 0 0 0 0 0 "absent" 1 0 3.48 1 1.84 1 0 0 1 0 "present" "absent" 0 1 0 0 1 0 1 0 0 0 0 1 0 "HR" 0 0 0 1 1 0 0 0 0 3 4 6 6 3 1 15973985.3835283 "NO"
"Chaenotheca chlorella" "SPEED2ZERO" "Lichens" "Chaenotheca chlorella (Ach.) Müll.Arg." "SPECIES" "INN" NA "EN" NA "Chaenotheca" "Coniocybaceae" "Coniocybales" "Coniocybomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "absent" "absent, present" "absent, present" 0 1 0 0 0 0 0 1 "present" 8 0 0 0 0 1 0 0 0 0 0 0 0 "absent" 1 0 5.96 1.16 2.92 0 0 0 1 0 "present" "absent" 0 1 0 0 1 0 1 0 0 0 0 1 0 "HR" 0 0 0 1 1 0 0 0 0 3.28 4.56 5.52 5.2 2.36 1.68 9068395.20269799 "NO"
"Chaenotheca chrysocephala" "SPEED2ZERO" "Lichens" "Chaenotheca chrysocephala (Ach.) Th.Fr." "SPECIES" "INN" NA "LC" NA "Chaenotheca" "Coniocybaceae" "Coniocybales" "Coniocybomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "absent" "absent, present" "absent, present" 0 1 0 0 0 0 0 1 "present" 19.68 0 0 0 0 1 0 1 0 0 0 0 0 "absent" 1 0 6.8 1 3.2 0 0 0 1 0 "present" "absent" 0 1 0 0 1 0 1 0 0 0 0 1 0 "HR" 0 0 0 1 1 0 0 0 0 3 4 6 6 2 2 17524383.9645114 "NO"
"Chaenotheca cinerea" "InfoSpecies" "Lichens" "Chaenotheca cinerea (Pers.) Tibell" "SPECIES" "INN" NA "RE" NA "Chaenotheca" "Coniocybaceae" "Coniocybales" "Coniocybomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "absent" "absent, present" "absent, present" 0 1 0 0 0 0 0 1 "present" 8 0 0 0 0 1 0 0 0 0 0 0 0 "absent" 1 0 5.72 1.04 3.2 1 0 0 1 0 "present" "absent" 0 1 0 0 1 0 1 0 0 0 0 1 0 "R" 0 1 0 1 0 0 0 0 0 3.56 4.84 4.84 4.4 4 2.32 16894169.3477611 "NO"
"Chaenotheca ferruginea" "SPEED2ZERO" "Lichens" "Chaenotheca ferruginea (Turner ex Sm.) Mig." "SPECIES" "INN" NA "LC" NA "Chaenotheca" "Coniocybaceae" "Coniocybales" "Coniocybomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "absent" "absent, present" "absent, present" 0 1 0 0 0 0 0 1 "present" 8 0 0 0 0 1 0 1 0 0 0 0 0 "absent" 1 0 6.24 1 3.28 0 0 0 1 0 "present" "absent" 0 1 0 0 1 0 1 0 0 0 0 1 0 "HR" 0 0 0 1 1 0 0 0 0 5 10 6 3 2 4 18810567.5257819 "NO"
"Chaenotheca furfuracea" "SPEED2ZERO" "Lichens" "Chaenotheca furfuracea (L.) Tibell" "SPECIES" "INN" NA "LC" NA "Chaenotheca" "Coniocybaceae" "Coniocybales" "Coniocybomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "absent" "present" "absent, present" 0 1 0 0 0 0 0 1 "present" 8 0 0 0 0 1 0 0 0 0 0 0 0 "absent" 1 0 4.2 1.04 2.16 1 0 0 1 0 "present" "absent" 0 1 0 0 1 0 1 0 0 0 0 1 0 "GR" 0 1 0 1 1 1 0 1 0 3 4 4 4 3 2 13240074.6481206 "NO"
