"Species" "Source" "Group" "GBIF_accepted" "GBIF_rank" "originCH" "originEUR" "Swiss_status" "IUCN_status" "Genus" "Family" "Order" "Class" "Phylum" "GUILDE.1" "GUILDE.2" "GUILDE.3" "GUILDE.4" "GUILDE.5" "GUILDE.6" "GUILDE.7" "GUILDE.8" "GUILDE.9" "GUILDE.10" "GUILDE.11" "GUILDE.12" "GUILDE.13" "GUILDE.14" "GUILDE.15" "GUILDE.16" "GUILDE.17" "GUILDE.18" "GUILDE.19" "GUILDE.20" "GUILDE.21" "GUILDE.22" "GUILDE.23" "GUILDE.24" "GUILDE.25" "GUILDE.26" "THALLUS_type1" "THALLUS_type2" "THALLUS_type3" "THALLUS_type4" "THA_Morpho_type1" "THA_Morpho_type2" "THA_Morpho_type3" "THA_Morpho_type4" "THA_Morpho_type5" "THA_Morpho_type6" "THA_Morpho_type7" "THA_Morpho_type8" "THA_Morpho_type9" "THA_Morpho_type10" "THA_Morpho_type11" "THA_Morpho_type12" "THA_Morpho_type13" "THA_Morpho_type14" "THA_Growth1" "THA_Growth2" "THA_Growth3" "THA_Growth4" "THA_Growth5" "THA_Growth6" "THA_Growth7" "THA_Growth8" "THA_Growth9" "THA_Growth10" "THA_Growth11" "THA_Growth12" "THA_Pruinosity" "THA_Cilia" "THA_UpCol_black" "THA_UpCol_brown" "THA_UpCol_white" "THA_UpCol_yellow" "THA_UpCol_grey" "THA_UpCol_red" "THA_UpCol_green" "THA_UpCol_blue" "THA_LowCol_black" "THA_LowCol_brown" "THA_LowCol_white" "THA_LowCol_yellow" "THA_LowCol_grey" "THA_LowCol_red" "THA_LowCol_green" "THA_LowCol_blue" "THA_Rhizines" "THA_Rhizines_type1" "THA_Rhizines_type2" "THA_Rhizines_type3" "THA_Rhizines_type4" "THA_Rhizines_type5" "THA_Rhizines_type6" "THA_Rhizines_type7" "THA_Isidia" "THA_Soredia" "Ascomata" "ASCOMA_type1" "ASCOMA_type2" "ASCOMA_type3" "ASCM_link1" "ASCM_link2" "ASCM_link3" "ASCM_link4" "ASCM_link5" "ASCM_Paraphyses" "ASCOPORES_mean" "ASCP_PigmentCol1" "ASCP_PigmentCol2" "ASCP_PigmentCol3" "ASCP_PigmentCol4" "ASCP_PigmentCol5" "ASCP_PigmentCol6" "ASCP_PigmentCol7" "ASCP_PigmentCol8" "ASCP_PigmentCol9" "ASCP_PigmentCol10" "ASCP_PigmentCol11" "ASCP_PigmentCol12" "ASCP_Septa" "ASCP_Septa_type1" "ASCP_Septa_type2" "ASCP_TransSepta_lower" "ASCP_TransSepta_mean" "ASCP_TransSepta_upper" "ASCP_Perispore_type1" "ASCP_Perispore_type2" "ASCP_Perispore_type3" "ASCP_Perispore_type4" "ASCP_Perispore_type5" "PPhotobiont" "SPhotobiont" "PPhotobiont_type1" "PPhotobiont_type2" "PPhotobiont_type3" "Fos" "Ter" "Aqu" "Arb" "Aer" "HAB_1" "HAB_2" "HAB_3" "HAB_4" "HAB_5" "Substrate" "Substrate_type1" "Substrate_type2" "Substrate_type3" "Substrate_type4" "Substrate_type5" "Substrate_type6" "Substrate_type7" "Substrate_type8" "Substrate_type9" "EIV_Light" "EIV_Temp" "EIV_Cont" "EIV_Moisture" "EIV_pH" "EIV_Eutroph" "RangeSize_km2" "MISSING_ALL_TRAITS"
"Acarospora argillacea" "InfoSpecies" "Lichens" "Acarospora argillacea (Arnold) Hue" "SPECIES" NA NA NA NA "Acarospora" "Acarosporaceae" "Acarosporales" "Lecanoromycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "absent" "absent, present" "absent, present" 1 0 0 1 0 0 0 0 "present" 84.16 1 0 0 0 0 0 0 0 0 0 0 0 "absent" 1 0 7.8 2.56 4.4 1 0 0 0 0 "present" "absent" 0 1 0 0 1 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 0 0 0 6.68 7.28 4.76 8.72 4.8 4.04 7297781.94504358 "YES"
"Acarospora badiofusca" "InfoSpecies" "Lichens" "Acarospora badiofusca (Nyl.) Th.Fr." "SPECIES" NA NA NA NA "Acarospora" "Acarosporaceae" "Acarosporales" "Lecanoromycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "absent" "present" "absent, present" 1 0 0 0 0 1 0 0 "present" 86.08 1 0 0 0 0 0 0 0 0 0 0 0 "absent" 1 0 6.96 2.88 4.08 1 0 0 0 0 "present" "absent" 0 1 0 0 1 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 0 1 0 7.04 7 4.52 8.84 4.88 4.28 14017547.443556 "NO"
"Acarospora badiofusca subsp. badiofusca" "InfoSpecies" "Lichens" "Acarospora badiofusca subsp. badiofusca" "SUBSPECIES" NA NA NA NA "Acarospora" "Acarosporaceae" "Acarosporales" "Lecanoromycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "absent" "absent, present" "absent, present" 1 0 0 0 0 0 0 0 "present" 89.28 1 0 0 0 0 0 0 0 0 0 0 0 "absent" 1 0 7.92 2.68 4.32 1 0 0 0 0 "present" "absent" 0 1 0 0 1 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 0 0 0 6.56 7.28 4.88 8.68 5.6 3.44 10658477.3227213 "YES"
"Acarospora badiofusca subsp. badiorubra" "InfoSpecies" "Lichens" "Acarospora badiofusca subsp. badiorubra Clauzade & Cl.Roux, 1981" "SUBSPECIES" NA NA NA NA "Acarospora" "Acarosporaceae" "Acarosporales" "Lecanoromycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "absent" "present" "absent, present" 1 0 0 1 0 0 0 0 "present" 91.68 1 0 0 0 0 0 0 0 0 0 0 0 "absent" 1 0 7.08 2.12 4.04 1 0 0 0 0 "present" "absent" 0 1 0 0 1 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 0 1 0 7.16 7.96 5.16 8.36 4.88 4.32 16169858.4001825 "YES"
"Acarospora bullata" "InfoSpecies" "Lichens" "Acarospora bullata Anzi" "SPECIES" NA NA NA NA "Acarospora" "Acarosporaceae" "Acarosporales" "Lecanoromycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose, pruinose" "absent" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "absent" "absent, present" "absent, present" 1 0 0 1 0 0 0 0 "present" 85.92 1 0 0 0 0 0 0 0 0 0 0 0 "absent" 1 0 5.84 2.2 3.28 1 0 0 0 0 "present" "absent" 0 1 0 0 1 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 0 1 0 7.64 8.16 5 9.16 5.72 4.76 14014801.8804356 "NO"
"Acarospora cervina" "InfoSpecies" "Lichens" "Acarospora cervina A.Massal." "SPECIES" NA NA NA NA "Acarospora" "Acarosporaceae" "Acarosporales" "Lecanoromycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose, pruinose" "absent" 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "absent" "absent, present" "absent, present" 1 0 0 1 0 0 0 0 "present" 88.48 1 0 0 0 0 0 0 0 0 0 0 0 "absent" 1 0 6.52 2.16 3.56 1 0 0 0 0 "present" "absent" 0 1 0 0 1 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 0 0 1 7.6 9.64 5.72 8.56 8.52 6.2 14578119.6870446 "NO"
"Acarospora cervina aggr." "InfoSpecies" "Lichens" NA "AGGREGATE" NA NA NA NA "Acarospora" "Acarosporaceae" "Acarosporales" "Lecanoromycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "absent" "present" "absent, present" 1 0 0 1 0 0 0 0 "present" 113.92 1 0 0 0 0 0 0 0 0 0 0 0 "absent" 1 0 7.88 2.32 4.36 1 0 0 0 0 "present" "absent" 0 1 0 0 1 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 0 0 0 6.72 7.56 4.8 8.48 4.76 4.04 15546645.945184 "YES"
"Acarospora chrysocardia" "InfoSpecies" "Lichens" "Acarospora chrysocardia Redinger" "SPECIES" NA NA NA NA "Acarospora" "Acarosporaceae" "Acarosporales" "Lecanoromycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "absent" "absent, present" "absent, present" 1 0 0 0 0 1 0 0 "present" 83.04 1 0 0 0 0 0 0 0 0 0 0 0 "absent" 1 0 7.04 2.44 4.28 1 0 0 0 0 "present" "absent" 0 1 0 0 1 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 0 1 0 7.2 7.56 4.68 8.36 5.4 4.72 10732164.7179621 "YES"
"Acarospora cinerascens" "InfoSpecies" "Lichens" NA "SPECIES" NA NA NA NA "Acarospora" "Acarosporaceae" "Acarosporales" "Lecanoromycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "absent" "absent, present" "absent, present" 1 0 0 1 0 0 0 0 "present" 75.36 1 0 0 0 0 0 0 0 0 0 0 0 "absent" 1 0 8.2 2.36 4.44 1 0 0 0 0 "present" "absent" 0 1 0 0 1 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 0 1 0 6.92 7.56 4.96 8.36 5 4.24 14988944.0506583 "YES"
"Acarospora commixta" "InfoSpecies" "Lichens" "Acarospora commixta H.Magn." "SPECIES" NA NA NA NA "Acarospora" "Acarosporaceae" "Acarosporales" "Lecanoromycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "absent" "present" "absent, present" 1 0 0 1 0 0 0 0 "present" 99.84 1 0 0 0 0 0 0 0 0 0 0 0 "absent" 1 0 7.52 2.56 4 1 0 0 0 0 "present" "absent" 0 1 0 0 1 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 0 1 0 7.16 8.28 5.28 8.64 5.52 4.52 13078541.8024858 "YES"
"Acarospora complanata" "InfoSpecies" "Lichens" "Acarospora complanata H.Magn." "SPECIES" NA NA NA NA "Acarospora" "Acarosporaceae" "Acarosporales" "Lecanoromycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "absent" "absent" "absent, present" 1 0 0 1 0 0 0 0 "present" 83.04 1 0 0 0 0 0 0 0 0 0 0 0 "absent" 1 0 7.96 2.76 3.84 1 0 0 0 0 "present" "absent" 0 1 0 0 1 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 0 0 0 6.88 7.04 4.88 8.44 5 3.44 13670773.2015962 "YES"
"Acarospora discreta" "InfoSpecies" "Lichens" "Acarospora discreta (Ach.) Arnold" "SPECIES" NA NA NA NA "Acarospora" "Acarosporaceae" "Acarosporales" "Lecanoromycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "absent" "present" "absent, present" 1 0 0 1 0 0 0 0 "present" 62.72 1 0 0 0 0 0 0 0 0 0 0 0 "absent" 1 0 8.12 2.8 4.36 1 0 0 0 0 "present" "absent" 0 1 0 0 1 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 0 1 0 7 7.68 5.08 8.84 4.84 4.28 17338260.6968909 "YES"
