"Species" "Source" "Group" "GBIF_accepted" "GBIF_rank" "originCH" "originEUR" "Swiss_status" "IUCN_status" "Genus" "Family" "Order" "Class" "Phylum" "GUILDE.1" "GUILDE.2" "GUILDE.3" "GUILDE.4" "GUILDE.5" "GUILDE.6" "GUILDE.7" "GUILDE.8" "GUILDE.9" "GUILDE.10" "GUILDE.11" "GUILDE.12" "GUILDE.13" "GUILDE.14" "GUILDE.15" "GUILDE.16" "GUILDE.17" "GUILDE.18" "GUILDE.19" "GUILDE.20" "GUILDE.21" "GUILDE.22" "GUILDE.23" "GUILDE.24" "GUILDE.25" "GUILDE.26" "Functional_group" "Ascoma_type" "Ascoma_development" "Ascus_dehiscence" "C_perct" "N_perct" "P_perct" "C.N_perct" "C.P_perct" "N.P_perct" "Sporocarp_N_perct" "Melanin_content_mg.g" "Spore_width_μm" "Spore_length_μm" "Spore_size_μm3" "Fruiting_body_size_mm2" "Fos" "Ter" "Aqu" "Arb" "Aer" "Substrate" "RangeSize_km2" "MISSING_ALL_TRAITS"
"Abrothallus peyritschii" "InfoSpecies" "Fungi" "Abrothallus peyritschii (Stein) I.Kotte" "SPECIES" "INN" NA "NE" NA "Abrothallus" "Abrothallaceae" "Abrothallales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 "lichenicolous_fungus" "exposed_hymenium" "ascohymenial" "poricidal" 44 4 1.01 18.33 184.535 11.93 5 76.45701792 4.5 6 102.541584213171 16900 0 1 0 1 0 "mosses_lichens" 28642881.9044533 "NO"
"Abrothallus pezizicola" "InfoSpecies" "Fungi" "Abrothallus pezizicola Diederich & R.C.Harris" "SPECIES" "INN" NA "NE" NA "Abrothallus" "Abrothallaceae" "Abrothallales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 "lichenicolous_fungus" "ostiolar" "ascohymenial" "poricidal" 44.7 4.1 1.05 13.53 89.71 11.93 4.6 121.00279695 5.3 8 126.487850616383 11025 0 1 0 1 0 "mosses_lichens" 25618115.6862878 "NO"
"Abrothallus prodiens" "InfoSpecies" "Fungi" "Abrothallus prodiens (Harm.) Diederich & Hafellner" "SPECIES" NA NA "NE" NA "Abrothallus" "Abrothallaceae" "Abrothallales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 "lichenicolous_fungus" "ostiolar" "ascohymenial" "poricidal" 44 5.25 1.01 13.53 141.15 9.88 6 39 7.5 10 796.328287838063 12100 0 1 0 1 0 "mosses_lichens" 162608.367327407 "NO"
"Abrothallus suecicus" "InfoSpecies" "Fungi" "Abrothallus suecicus (Kirschst.) Nordin" "SPECIES" "INN" NA "NE" NA "Abrothallus" "Abrothallaceae" "Abrothallales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 "lichenicolous_fungus" "ostiolar" "ascolocular" "fissitunicate" 44 4.4 1.13 11.41 89.71 7.78 5 70 5.3 8.8 167.331696705704 12625 0 1 0 1 0 "mosses_lichens" 4870926.82205267 "NO"
"Abrothallus usneae" "InfoSpecies" "Fungi" "Abrothallus usneae Rabenh." "SPECIES" "INN" NA "NE" NA "Abrothallus" "Abrothallaceae" "Abrothallales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 "lichenicolous_fungus" "ostiolar" "ascohymenial" "poricidal" 46.1 3.315 0.56 21.75 213.635 16.13 3.6 144.432011366667 50 11.5 2144.66058485063 10000 0 1 0 1 0 "mosses_lichens" 28642881.9044533 "NO"
"Absidia coerulea" "InfoSpecies" "Fungi" "Absidia coerulea Bainier" "SPECIES" "INN" NA "NE" NA "Absidia" "Cunninghamellaceae" "Mucorales" "Mucoromycetes" "Mucoromycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "saprobe" "exposed_hymenium" "ascohymenial" "poricidal" 44 4.9 0.47 14.4 406.24 34.6666666666667 5.9 39 7 15.5 904.77868423386 5625 0 1 0 0 0 "above_litter" 162608.367327407 "YES"
"Absidia corymbifera" "InfoSpecies" "Fungi" "Lichtheimia corymbifera (Cohn) Vuill." "SPECIES" "INN" NA "NE" NA "Lichtheimia" "Lichtheimiaceae" "Mucorales" "Mucoromycetes" "Mucoromycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "parasite" "exposed_hymenium" "ascohymenial" "poricidal" 44 6.9 0.59 11.6566666666667 297.63 20.8 6 77.6 6.8 15.5 78539.8163397448 3600 0 1 0 0 0 "above_litter" 2423.71138251278 "YES"
"Absidia fusca" "InfoSpecies" "Fungi" "Absidia fusca Linnem., 1936" "SPECIES" "INN" NA "NE" NA "Absidia" "Cunninghamellaceae" "Mucorales" "Mucoromycetes" "Mucoromycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "saprobe" "exposed_hymenium" "ascohymenial" "poricidal" 42.1 8.6 0.746666666666667 10.09 192.2 21.495 5.9 87.0577097566667 8.8 12.5 78539.8163397448 5625 0 1 0 0 0 "above_litter" 1781940.75711325 "YES"
"Acanthobasidium delicatum" "InfoSpecies" "Fungi" "Acanthobasidium delicatum (Wakef.) Oberw. ex Jülich" "SPECIES" NA NA "NE" NA "Acanthobasidium" "Stereaceae" "Russulales" "Agaricomycetes" "Basidiomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "saprobe" "ostiolar" "ascohymenial" "poricidal" 44.9 1.15 0.21 29.3 407.41 18.915 3.4 273.96327155 16 14.3 218.078890036691 9025 0 1 0 1 0 "wood" 16492902.7994112 "NO"
"Acanthohelicospora scopula" "InfoSpecies" "Fungi" "Acanthohelicospora scopula (Peck) Rossman & W.C.Allen" "SPECIES" NA NA "NE" NA "Acanthohelicospora" "Tubeufiaceae" "Tubeufiales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "saprobe" "exposed_hymenium" "ascohymenial" "poricidal" 45 1.99 0.4 17.15 331.203333333333 20.8 1.5 180.633800656667 8 13.8 218.078890036691 8100 0 1 0 1 0 "wood" 120745.937595322 "NO"
"Acanthonitschkea tristis" "InfoSpecies" "Fungi" "Acanthonitschkea tristis (J.Kickx f.) Nannf." "SPECIES" "INN" NA "NE" NA "Acanthonitschkea" "Nitschkiaceae" "Coronophorales" "Sordariomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "saprobe" "ostiolar" "ascohymenial" "poricidal" 44 4.35 0.36 14.1 260.0175 26.28 6.1 46.38060948 6 13 200.953021284422 6400 0 1 0 0 0 "above_litter" 1781940.75711325 "NO"
"Acanthophiobolus helicosporus" "InfoSpecies" "Fungi" "Acanthophiobolus helicosporus (Berk. & Broome) J.Walker" "SPECIES" "INN" NA "NE" NA "Acanthophiobolus" "Tubeufiaceae" "Tubeufiales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "saprobe" "ostiolar" "ascolocular" "fissitunicate" 44 4.1 0.75 11.41 168.9 12.5175 4.1 227.884931253333 7.8 11.8 318.348055563766 9025 0 1 0 0 0 "above_litter" 13383759.2091955 "NO"
"Acanthophysellum minor" "InfoSpecies" "Fungi" "Acanthophysellum minor (Pilát) Sheng H.Wu, Boidin & C.Y.Chien" "SPECIES" NA NA "NE" NA "Acanthophysellum" "Stereaceae" "Russulales" "Agaricomycetes" "Basidiomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "saprobe" "exposed_hymenium" "ascohymenial" "poricidal" 44.1 1.13 0.13 45.53 243.92 21.495 1.5 61.0790733166667 16 60 229.633144217819 5625 0 1 0 1 0 "wood" 7496138.09911408 "NO"
"Acanthophysium minor" "InfoSpecies" "Fungi" "Acanthophysellum minor (Pilát) Sheng H.Wu, Boidin & C.Y.Chien" "SPECIES" "INN" NA "NE" NA "Acanthophysellum" "Stereaceae" "Russulales" "Agaricomycetes" "Basidiomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "saprobe" "ostiolar" "ascolocular" "fissitunicate" 44 4.75 0.46 12.8 473.61 34.6666666666667 6.3 56.007829265 8.8 11.5 657.378262763664 11025 0 1 0 0 0 "animal_n_other" 17950372.9231759 "YES"
"Acanthostigma revocatum" "InfoSpecies" "Fungi" "Acanthostigma revocatum Sacc." "SPECIES" NA NA "NE" NA "Acanthostigma" "Tubeufiaceae" "Tubeufiales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "saprobe" "exposed_hymenium" "ascolocular" "fissitunicate" 45.655 2.64 0.24 45.4433333333333 568.33 26.28 1.5 199.2924589 11.3 21 904.77868423386 13225 0 1 0 1 0 "wood" 47111117.0393332 "NO"
"Achroomyces disciformis" "SPEED2ZERO" "Fungi" "Platygloea disciformis (Fr.) Neuhoff" "SPECIES" "INN" NA "NE" NA "Platygloea" "Platygloeaceae" "Platygloeales" "Pucciniomycetes" "Basidiomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "saprobe" "ostiolar" "ascohymenial" "poricidal" 44 2.8 0.67 14.72 160.525 9.03 3.7 66.7218630933333 7.5 11 318.348055563766 2025 0 1 0 1 0 "wood" 1781940.75711325 "NO"
"Achroomyces effusus" "InfoSpecies" "Fungi" "Colacogloea effusa (J.Schröt.) Malysheva, Schoutteten & Spirin" "SPECIES" "INN" NA "DD" NA "Colacogloea" "Colacogloeaceae" "Platygloeales" "Microbotryomycetes" "Basidiomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "saprobe" "exposed_hymenium" "ascohymenial" "operculate" 44.5 4.05 0.06 15.0025 331.56 21.495 5.9 46.38060948 10.5 18.5 78539.8163397448 7225 0 1 0 0 0 "fungi" 2811075.42981962 "NO"
"Achroomyces insignis" "InfoSpecies" "Fungi" "Achroomyces insignis Hauerslev" "SPECIES" NA NA "NE" NA "Achroomyces" "Platygloeaceae" "Platygloeales" "Pucciniomycetes" "Basidiomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "parasite" "ostiolar" "ascohymenial" "poricidal" 44 6.8 0.59 8.8 218.59 19.745 3.1 64.48982208 7.1 10.5 203.575203952619 10000 0 1 0 0 0 "fungi" 134570.563160283 "NO"
"Achroomyces microsporus" "InfoSpecies" "Fungi" "Cystobasidium sebaceum G.W.Martin" "SPECIES" "INN" NA "NE" NA "Cystobasidium" "Cystobasidiaceae" "Cystobasidiales" "Cystobasidiomycetes" "Basidiomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "saprobe" "ostiolar" "ascohymenial" "poricidal" 44 0.74 0.1 96.8366666666667 1633.14 20.8 3.6 87.0577097566667 11.5 60 2144.66058485063 4624 0 1 0 1 0 "wood" 2811075.42981962 "NO"
"Achroomyces peniophorae" "InfoSpecies" "Fungi" "Colacogloea peniophorae (Bourdot & Galzin) Oberw., R.Bauer & Bandoni" "SPECIES" "INN" NA "DD" NA "Colacogloea" "Colacogloeaceae" "Platygloeales" "Microbotryomycetes" "Basidiomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "saprobe" "ostiolar" "ascolocular" "fissitunicate" 43.4 5.07 0.59 12.8 276.576666666667 16.13 5.9 87.0577097566667 12.8 21 229.633144217819 4624 0 1 0 0 0 "fungi" 3462632.48555202 "NO"
"Achroomyces robertsii" "InfoSpecies" "Fungi" "Achroomyces robertsii Trichies" "SPECIES" "INN" NA "NE" NA "Achroomyces" "Platygloeaceae" "Platygloeales" "Pucciniomycetes" "Basidiomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "parasite" "exposed_hymenium" "ascohymenial" "operculate" 44 4.7 0.4675 10.575 279.175 34.6666666666667 6.5 87.0577097566667 9.8 12.5 474.196183923048 4900 0 1 0 0 0 "fungi" 1578842.33161962 "NO"
"Achroomyces sebaceus" "InfoSpecies" "Fungi" "Naohidea sebacea (Berk. & Broome) Oberw." "SPECIES" "INN" NA "DD" NA "Naohidea" "Naohideaceae" "Naohideales" "Cystobasidiomycetes" "Basidiomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "saprobe" "ostiolar" "ascohymenial" "fissitunicate" 44.5 4.35 0.39 12.75 180.42 12.2 7.8 31.5891284 7.5 11.8 301.59289474462 1225 0 1 0 0 0 "fungi" 64264.9535269113 "NO"
"Acremonium alternatum" "InfoSpecies" "Fungi" "Acremonium alternatum Link" "SPECIES" "INN" NA "NE" NA "Acremonium" "Bionectriaceae" "Hypocreales" "Sordariomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "parasite" "ostiolar" "ascohymenial" "poricidal" 44 4.6 0.72 11.475 182.6575 12.2 5.9 87.0577097566667 8.5 18.5 904.77868423386 6400 0 1 0 0 0 "fungi" 204208.26691639 "YES"
"Acremonium hypholomatis" "InfoSpecies" "Fungi" "Acremonium hypholomatis (Boedijn) D.Hawksw." "SPECIES" "INN" NA "NE" NA "Acremonium" "Bionectriaceae" "Hypocreales" "Sordariomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 "lichenicolous_fungus" "exposed_hymenium" "ascohymenial" "poricidal" 43 3.23333333333333 0.28 21.75 568.33 34.6666666666667 6.3 87.0577097566667 11.7 18.5 218.078890036691 7225 0 1 0 1 0 "mosses_lichens" 120745.937595322 "NO"
"Acremonium pertusariae" "InfoSpecies" "Fungi" "Acremonium pertusariae Brackel & Etayo" "SPECIES" "INN" NA "NE" NA "Acremonium" "Bionectriaceae" "Hypocreales" "Sordariomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 "lichenicolous_fungus" "ostiolar" "ascolocular" "fissitunicate" 44.45 2.36 0.36 17.0433333333333 279.175 21.495 5.9 87.0577097566667 12 21 78539.8163397448 9025 0 1 0 1 0 "mosses_lichens" 7357320.83193645 "NO"
"Acremonium strictum" "InfoSpecies" "Fungi" "Sarocladium strictum (W.Gams) Summerb." "SPECIES" "INN" NA "NE" NA "Sarocladium" "Sarocladiaceae" "Hypocreales" "Sordariomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "saprobe" "ostiolar" "ascolocular" "fissitunicate" 44 4.6 0.73 10.33 94.75 12.5175 5.4 70 7.5 12.3 324.636476858701 2025 0 1 0 0 0 "above_litter" 1435609.08546698 "YES"
"Acrocordia cavata" "SPEED2ZERO" "Fungi" "Acrocordia cavata (Ach.) R.C.Harris" "SPECIES" "INN" NA "NT" NA "Acrocordia" "Monoblastiaceae" "Monoblastiales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "saprobe" "ostiolar" "ascohymenial" "poricidal" 44 4.8 0.58 10.185 270.130416666667 19.81 5.8 87.0577097566667 8.3 14.3 353.429173528852 5625 0 1 0 0 0 "animal_n_other" 3462632.48555202 "YES"
"Acrocordia gemmata" "SPEED2ZERO" "Fungi" "Acrocordia gemmata (Ach.) A.Massal." "SPECIES" "INN" NA "NT" NA "Acrocordia" "Monoblastiaceae" "Monoblastiales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "saprobe" "ostiolar" "ascolocular" "fissitunicate" 44 4.05 0.551818181818182 16.86 192.2 30.47 6.5 46.38060948 12.8 12.5 200.953021284422 3600 0 1 0 0 0 "animal_n_other" 3375019.02866222 "YES"
"Acrospermum adeanum" "SPEED2ZERO" "Fungi" "Acrospermum adeanum Höhn." "SPECIES" "INN" NA "NE" NA "Acrospermum" "Acrospermaceae" "Acrospermales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "parasite" "exposed_hymenium" "ascohymenial" "poricidal" 43.7 3.54 0.551818181818182 13.33 155.92 21.495 4.8 46.38060948 7.6 12 485.899663755221 7225 0 1 0 1 0 "mosses_lichens" 1400263.2143623 "NO"
"Acrospermum compressum" "SPEED2ZERO" "Fungi" "Acrospermum compressum Tode" "SPECIES" "INN" NA "LC" NA "Acrospermum" "Acrospermaceae" "Acrospermales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "saprobe" "ostiolar" "ascolocular" "fissitunicate" 44.4 8.125 1.13 10.86 146.882 16.13 6.3 87.0577097566667 6.8 11 295.047910049641 10000 0 1 0 0 0 "above_litter" 1781940.75711325 "NO"
"Acrospermum graminum" "SPEED2ZERO" "Fungi" "Acrospermum graminum Lib." "SPECIES" "INN" NA "NE" NA "Acrospermum" "Acrospermaceae" "Acrospermales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "saprobe" "exposed_hymenium" "ascohymenial" "poricidal" 44 8.6 1.2 5.66 189.125 27.59 5.9 46.38060948 7.8 11.5 348.782234395417 5625 0 1 0 0 0 "above_litter" 1400263.2143623 "NO"
"Acrospermum pallidulum" "InfoSpecies" "Fungi" "Acrospermum pallidulum Kirschst." "SPECIES" "INN" NA "NE" NA "Acrospermum" "Acrospermaceae" "Acrospermales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "saprobe" "ostiolar" "ascolocular" "fissitunicate" 44 15.4 1.75684210526316 10.67 104.38 9.88 6 40.695211225 6.5 12 266.004933164755 13225 0 1 0 0 0 "animal_n_other" 3462632.48555202 "YES"
"Actidium nitidum" "InfoSpecies" "Fungi" "Glonium nitidum Ellis" "SPECIES" "INN" NA "NE" NA "Glonium" "Gloniaceae" "Mytilinidiales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "parasite" "ostiolar" "ascohymenial" "poricidal" 43.7333333333333 3.9 0.526666666666667 13.3 193.413571428571 13.0866666666667 3.9 138.7747578 9 16.5 218.078890036691 2500 0 1 0 0 0 "sandy_soil" 5209293.74294687 "YES"
"Actinoscypha muelleri" "InfoSpecies" "Fungi" "Actinoscypha muelleri Graddon" "SPECIES" "INN" NA "DD" NA "Actinoscypha" "Pezizellaceae" "Helotiales" "Leotiomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "saprobe" "exposed_hymenium" "ascohymenial" "poricidal" 44 5.25 0.765 11.485 143.92 12.2 5.9 40.695211225 7 21 405.474891823323 2025 0 1 0 0 0 "above_litter" 945039.6107247 "NO"
"Adelphella babingtonii" "SPEED2ZERO" "Fungi" "Adelphella babingtonii (Berk. & Broome) Pfister, Matočec & I.Kušan" "SPECIES" "INN" NA "LC" NA "Adelphella" "Pezizaceae" "Pezizales" "Pezizomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "saprobe" "exposed_hymenium" "ascohymenial" "operculate" 44 5.7 0.73 10.5 155.92 30.47 6.5 39 8 13.8 724.57692962395 4225 0 1 0 0 0 "above_litter" 1400263.2143623 "NO"
