"Species" "Source" "Group" "GBIF_accepted" "GBIF_rank" "originCH" "originEUR" "Swiss_status" "IUCN_status" "Genus" "Family" "Order" "Class" "Phylum" "GUILDE.1" "GUILDE.2" "GUILDE.3" "GUILDE.4" "GUILDE.5" "GUILDE.6" "GUILDE.7" "GUILDE.8" "GUILDE.9" "GUILDE.10" "GUILDE.11" "GUILDE.12" "GUILDE.13" "GUILDE.14" "GUILDE.15" "GUILDE.16" "GUILDE.17" "GUILDE.18" "GUILDE.19" "GUILDE.20" "GUILDE.21" "GUILDE.22" "GUILDE.23" "GUILDE.24" "GUILDE.25" "GUILDE.26" "BodyLength_max" "BEl" "VEp" "REs" "OGp" "RMl" "BLs" "PFv" "PFs" "CPt" "Litter_size" "CAT_Litter_size" "Age_at_maturity_y" "CAT_Age_at_maturity_y" "Longevity_max_y" "CAT_Longevity_max_y" "Diet" "Diet_Inv" "Diet_Vert" "Diet_Eggs" "Diet_Scav" "Diet_Phyto" "Diet_Plant" "Diet_Parasit" "Diet_Other" "Fos" "Ter" "Aqu" "Arb" "Aer" "Habitat" "Feeding_habitat" "Reprod_habitat" "Spawning_habitat" "Flow_habitat" "Salt_habitat" "MinTemp" "MaxTemp" "Migration_type" "Migration_dist" "RangeSize_km2" "MISSING_ALL_TRAITS"
"Knipowitschia bergi" "EEA" "Fishes" "Hyrcanogobius bergi Iljin, 1928" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Hyrcanogobius" "Gobiidae" "Perciformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 277 4.493950707 0.773211219 0.209968823 0.525608122 0.689655172 0.618556701 0.792664703 0.229832325 2.431323987 6e+05 "fe1" 2.5 "ma1" 6 "ls1" "Carnivorous" 1 1 1 0 0 0 0 0 0 0 1 0 0 "demersal" "ben" "phylith" "limno" "limno" "frb" -9.3 28.6 "nom" "short" 248955.758176244 "NO"
"Knipowitschia cameliae" "EEA" "Fishes" "Knipowitschia cameliae Nalbant & Oţel, 1995" "SPECIES" NA "Yes" NA "CRITICALLY_ENDANGERED" "Knipowitschia" "Gobiidae" "Perciformes" "Actinopterygii" "Chordata" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 100 4.688790221 0.798288795 0.394319578 0.59088589 0.683810345 0.752414426 0.644643623 0.243446518 3.119769486 6811 "fe2" 2.5 "ma2" 5 "ls1" "Carnivorous" 1 1 0 0 0 0 0 1 0 0 1 0 0 "demersal" "ben" "phylith" "limno" "limno" "brm" -7.4 32 "dia" "short" 2442.08714738368 "NO"
"Knipowitschia caucasica" "EEA" "Fishes" "Knipowitschia caucasica (Berg, 1916)" "SPECIES" NA "No" NA "LEAST_CONCERN" "Knipowitschia" "Gobiidae" "Perciformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 50 5.923740372 0.844151155 0.445967534 0.688436029 0.71488448 0.778441913 0.614997861 0.245962864 2.281081081 1362000 "fe1" 1 "ma1" 30 "ls1" "Carnivorous" 1 1 0 0 0 0 0 1 0 0 1 0 0 "demersal" "ben" "phylith" "limno" "limno" "fbm" -7.7 32 "dia" "medium" 1682866.29661436 "NO"
"Knipowitschia croatica" "EEA" "Fishes" "Knipowitschia croatica Mrakovcic, Kerovec, Misetic & Schneider, 1996" "SPECIES" NA "Yes" NA "VULNERABLE" "Knipowitschia" "Gobiidae" "Perciformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 105 4.561782385 0.611931909 0.308507292 0.540559041 0.650261995 0.683816993 0.495015777 0.196345272 3.168346735 6811 "fe1" 1 "ma2" 15 "ls1" "Carnivorous" 1 1 1 0 0 0 0 0 0 0 1 0 0 "demersal" "ben" "lith" "rheo" "rheo" "frb" -9.3 28.6 "pot" "short" 2285.02076481248 "YES"
"Knipowitschia goerneri" "EEA" "Fishes" "Knipowitschia goerneri Ahnelt, 1991" "SPECIES" NA "Yes" NA "DATA_DEFICIENT" "Knipowitschia" "Gobiidae" "Perciformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 135 4.48965674 0.572008604 0.363636364 0.519694839 0.746442904 0.613037259 0.275839692 0.193467696 2.74008 250 "fe1" 1 "ma1" 20 "ls1" "Carnivorous" 1 1 1 0 0 0 0 0 0 0 1 0 0 "demersal" "wc" "lith" "rheo" "limno" "fre" -7.4 28.6 "pot" "short" 715.978597576258 "NO"
"Knipowitschia longecaudata" "EEA" "Fishes" "Knipowitschia longecaudata (Kessler, 1877)" "SPECIES" NA "No" NA "LEAST_CONCERN" "Knipowitschia" "Gobiidae" "Perciformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 50 5.389589076 0.749229291 0.468560948 0.718346511 0.626919603 0.662465545 0.465027927 0.133997413 2.473757422 6811 "fe2" 2 "ma1" 6 "ls1" "Carnivorous" 1 1 1 0 0 0 0 0 0 0 1 0 0 "demersal" "ben" "lith" "rheo" "rheo" "fbm" -7.7 32 "dia" "long" 567255.732819578 "NO"
"Knipowitschia milleri" "EEA" "Fishes" "Knipowitschia milleri (Ahnelt & Bianco, 1990)" "SPECIES" NA "Yes" NA "CRITICALLY_ENDANGERED" "Knipowitschia" "Gobiidae" "Perciformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 65 4.765290449 0.71686823 0.333333333 0.628793063 0.536231884 0.660786803 0.474768323 0.18521319 2.029354455 6811 "fe2" 2 "ma1" 8 "ls1" "Carnivorous" 1 1 0 0 0 0 0 1 0 0 1 0 0 "demersal" "ben" "pel" "limno" "limno" "fre" -7.4 32 "pot" "short" 1420.90768089654 "NO"
"Knipowitschia montenegrina" "EEA" "Fishes" "Knipowitschia montenegrina Kovačić & Sanda, 2007" "SPECIES" NA "Yes" NA "DATA_DEFICIENT" "Knipowitschia" "Gobiidae" "Perciformes" "Actinopterygii" "Chordata" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 200 4.390926247 0.66461229 0.368600295 0.559971056 0.779108774 0.691278866 0.736591271 0.245962864 3.091423782 1362000 "fe1" 1 "ma2" 8 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "demersal" "ben" "spel" "rheo" "rheo" "frb" -9.3 28.6 "pot" "short" 9624.61508634538 "NO"
"Knipowitschia mrakovcici" "EEA" "Fishes" "Knipowitschia mrakovcici Miller, 2009" "SPECIES" NA "Yes" NA "CRITICALLY_ENDANGERED" "Knipowitschia" "Gobiidae" "Perciformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 45 4.740777091 0.572008604 0.41016608 0.503482119 0.779199412 0.694568432 0.461763915 0.187791923 2.132438657 6000 "fe1" 1.5 "ma1" 7 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "demersal" "ben" "lith" "rheo" "rheo" "fre" -9.3 32 "pot" "short" 2524.992445775 "NO"
"Knipowitschia panizzae" "EEA" "Fishes" "Knipowitschia panizzae (Verga, 1841)" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Knipowitschia" "Gobiidae" "Perciformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 70 4.560779685 0.639939954 0.428946429 0.540336443 0.429321429 0.641716132 0.519973415 0.186034433 2.450075105 6811 "fe1" 3 "ma1" 5.5 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "demersal" "ben" "spel" "limno" "eury" "frb" -7.7 28.6 "nom" "short" 67406.8497899931 "NO"
"Knipowitschia punctatissima" "EEA" "Fishes" "Knipowitschia punctatissima (Canestrini, 1864)" "SPECIES" NA "Yes" NA "NEAR_THREATENED" "Knipowitschia" "Gobiidae" "Perciformes" "Actinopterygii" "Chordata" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 40 5.28146003 0.636699951 0.474432016 0.535642843 0.648303607 0.71985403 0.495015777 0.168967993 3.305053014 6811 "fe1" 1 "ma1" 6 "ls1" "Carnivorous" 1 1 1 0 0 0 0 0 0 0 1 0 0 "demersal" "ben" "lith" "rheo" "rheo" "fbm" -9.3 28.6 "dia" "short" 651472.175800941 "NO"
"Knipowitschia radovici" "EEA" "Fishes" "Knipowitschia radovici Kovačić, 2005" "SPECIES" NA "Yes" NA "VULNERABLE" "Knipowitschia" "Gobiidae" "Perciformes" "Actinopterygii" "Chordata" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 400 4.067150532 0.696600763 0.262570751 0.52948369 1.280487591 0.588541396 0.508019375 0.222763531 2.450075105 11500 "fe2" 2.5 "ma1" 5.5 "ls2" "Carnivorous" 1 1 0 0 0 0 0 1 0 0 1 0 0 "demersal" "ben" "phylith" "rheo" "rheo" "frb" -7.7 32 "nom" "short" 392.869012305748 "NO"
"Knipowitschia thessala" "EEA" "Fishes" "Knipowitschia thessala (Vinciguerra, 1921)" "SPECIES" NA "Yes" NA "ENDANGERED" "Knipowitschia" "Gobiidae" "Perciformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 70 5.224353662 0.697458407 0.462637931 0.637959643 0.746442904 0.779231573 0.792664703 0.239266103 2.249765654 6e+05 "fe1" 3 "ma1" 8 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "demersal" "ben" "phylith" "eury" "eury" "fbm" -7.7 28.6 "dia" "short" 3695.68477840714 "NO"
"Ladigesocypris ghigii" "EEA" "Fishes" "Squalius ghigii (Gianferrari, 1927)" "SPECIES" NA "Yes" NA NA "Squalius" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 150 3.768824899 0.665505226 0.487183759 0.503482119 0.323217511 0.488060438 0.353212706 0.172268642 1.429341713 1362000 "fe2" 2 "ma1" 20 "ls1" "Omnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "pelagic" "ben" "phylith" "eury" "eury" "fre" -7.4 28.6 "nom" "short" 1520.62216155093 "NO"
"Lampetra fluviatilis" "InfoSpecies" "Fishes" "Lampetra fluviatilis (Linnaeus, 1758)" "SPECIES" "INN" NA "RE" "LEAST_CONCERN" "Lampetra" "Petromyzontidae" "Petromyzontiformes" "Petromyzonti" "Chordata" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 700 4.91996377 0.696600763 0.493332767 0.552868056 0.751953846 0.670955247 0.419808904 0.185086397 2.737377378 1362000 "fe2" 2 "ma1" 8 "ls2" "Parasitic" 1 1 0 0 0 0 0 0 0 0 1 0 0 "demersal" "ben" "lith" "rheo" "rheo" "fbm" -7.4 28.6 "dia" "long" 2297817.08388316 "NO"
"Lampetra planeri" "SPEED2ZERO" "Fishes" "Lampetra planeri (Bloch, 1784)" "SPECIES" "INN" NA "EN" "LEAST_CONCERN" "Lampetra" "Petromyzontidae" "Petromyzontiformes" "Petromyzonti" "Chordata" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5000 4.436274074 0.565086078 0.366060976 0.415040091 1.280487591 0.488060438 0.303137527 0.150340078 2.800809928 14000 "fe1" 6 "ma5" 20 "ls1" "Scavenger" 1 1 0 0 0 0 0 1 0 0 1 0 0 "demersal" "ben" "lith" "rheo" "rheo" "fre" -9.3 32 "pot" "medium" 3183978.78565129 "NO"
"Lampetra zanandreai" "SPEED2ZERO" "Fishes" "Lethenteron zanandreai (Vladykov, 1955)" "SPECIES" "INN" NA "CR" "LEAST_CONCERN" "Lethenteron" "Petromyzontidae" "Petromyzontiformes" "Petromyzonti" "Chordata" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 277 4.33928169 0.680627033 0.419887669 0.461755347 0.551358972 0.6181144 0.695733708 0.245962864 2.637145238 1362000 "fe1" 4 "ma5" 8 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "demersal" "ben" "lith" "rheo" "rheo" "fre" -9.3 28.6 "nom" "short" 210956.318048729 "NO"
"Lepomis gibbosus" "SPEED2ZERO" "Fishes" "Lepomis gibbosus (Linnaeus, 1758)" "SPECIES" "NEO" NA NA "LEAST_CONCERN" "Lepomis" "Centrarchidae" "Perciformes" "Actinopterygii" "Chordata" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 400 2.148928303 0.523731719 0.330129489 0.464434835 0.301593427 0.494616905 0.318648272 0.250377931 2.415496154 14000 "fe2" 2 "ma4" 8 "ls2" "Omnivorous" 1 1 1 0 0 1 0 0 0 0 1 0 0 "bentic" "wc" "phylith" "limno" "limno" "fre" -7.4 28.6 "pot" "short" 2330320.60012399 "NO"
"Lethenteron camtschaticum" "EEA" "Fishes" "Lethenteron camtschaticum (Tilesius, 1811)" "SPECIES" NA "No" NA "LEAST_CONCERN" "Lethenteron" "Petromyzontidae" "Petromyzontiformes" "Petromyzonti" "Chordata" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 860 3.835017855 0.5129916 0.320122103 0.459201629 0.606212274 0.525339083 0.337526066 0.15772719 2.729113841 27000 "fe2" 4 "ma2" 12 "ls1" "Carnivorous" 1 1 1 0 0 0 0 1 0 0 1 0 0 "demersal" "wc" "lith" "rheo" "rheo" "fre" -7.7 32 "pot" "short" 5681260.12035114 "NO"
"Lethenteron reissneri" "EEA" "Fishes" "Lethenteron reissneri (Dybowski, 1869)" "SPECIES" NA "No" NA "LEAST_CONCERN" "Lethenteron" "Petromyzontidae" "Petromyzontiformes" "Petromyzonti" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 600 4.91996377 0.665505226 0.206323007 0.526157027 0.782215076 0.617709433 0.367903754 0.141044583 2.389467602 6811 "fe3" 2 "ma2" 30 "ls3" "Carnivorous" 1 1 1 0 0 0 0 0 0 0 1 0 0 "demersal" "ben" "lith" "rheo" "rheo" "fre" -7.7 32 "pot" "short" 9284633.76719637 "NO"
"Leucaspius delineatus" "SPEED2ZERO" "Fishes" "Leucaspius delineatus (Heckel, 1843)" "SPECIES" "INN" NA "VU" "LEAST_CONCERN" "Leucaspius" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 120 4.33928169 0.433064294 0.472083149 0.47113322 0.472242674 0.680182624 0.12047509 0.15772719 3.089545793 6e+05 "fe1" 2.5 "ma1" 7 "ls1" "Omnivorous" 1 1 0 0 0 0 0 1 0 0 1 0 0 "pelagic" "wc" "phy" "limno" "limno" "frb" -7.7 32 "pot" "short" 4833300.57749635 "NO"
"Leuciscus bearnensis" "EEA" "Fishes" "Leuciscus bearnensis (Blanchard, 1866)" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Leuciscus" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 140 3.8684665 0.517395969 0.440233491 0.459201629 0.427452632 0.48104781 0.277230417 0.19777752 2.376280722 20000 "fe1" 2 "ma4" 7 "ls2" "Omnivorous" 1 1 1 0 0 0 0 0 0 0 1 0 0 "bentic" "wc" "lith" "rheo" "rheo" "fre" -9.3 32 "nom" "short" 16870.1843886057 "NO"
"Leuciscus burdigalensis" "EEA" "Fishes" "Leuciscus burdigalensis Valenciennes, 1844" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Leuciscus" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 400 4.088354127 0.497896326 0.408502122 0.319111824 0.369156594 0.485192651 0.250707591 0.166581396 2.993740354 250 "fe1" 2 "ma1" 5 "ls1" "Omnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "pelagic" "ben" "lith" "rheo" "rheo" "fre" -7.7 32 "pot" "short" 157096.217571546 "NO"
"Leuciscus danilewskii" "EEA" "Fishes" "Leuciscus danilewskii (Kessler, 1877)" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Leuciscus" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 240 4.242870476 0.483676336 0.519584333 0.304761815 0.44686251 0.471750587 0.2462078 0.17109058 2.804878049 5495 "fe2" 4 "ma2" 15 "ls2" "Omnivorous" 1 1 1 0 0 0 0 1 0 0 1 0 0 "bentic" "wc" "lith" "rheo" "rheo" "fre" -9.3 32 "pot" "short" 369604.464426543 "NO"
"Leuciscus idus" "EEA" "Fishes" "Leuciscus idus (Linnaeus, 1758)" "SPECIES" NA "No" NA "LEAST_CONCERN" "Leuciscus" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 850 3.583934434 0.520366586 0.406840754 0.542585138 0.460805228 0.465069806 0.240230979 0.185600454 2.150565321 6000 "fe3" 1 "ma4" 5.5 "ls2" "Omnivorous" 1 1 1 0 0 0 0 1 0 0 1 0 0 "bentic" "wc" "phylith" "eury" "rheo" "frb" -9.3 32 "pot" "short" 267.47192186469 "NO"
"Leuciscus leuciscus" "SPEED2ZERO" "Fishes" "Leuciscus leuciscus (Linnaeus, 1758)" "SPECIES" "INN" NA "LC" "LEAST_CONCERN" "Leuciscus" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 400 4.559024887 0.476097198 0.443884164 0.324335707 0.359510662 0.551620454 0.226099646 0.163173148 2.808990347 5495 "fe2" 8 "ma2" 6 "ls2" "Omnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "wc" "phylith" "rheo" "rheo" "frb" -7.7 32 "nom" "short" 6965307.42875756 "NO"
"Leuciscus oxyrrhis" "EEA" "Fishes" "Leuciscus oxyrrhis (La Blanchère, 1873)" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Leuciscus" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 250 4.256032317 0.547940595 0.525636364 0.475862214 0.382144448 0.549385961 0.347990684 0.146235345 1.606621667 6811 "fe2" 8 "ma1" 6 "ls1" "Omnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "wc" "lith" "rheo" "rheo" "fre" -9.3 32 "nom" "short" 35325.9084755053 "NO"
"Liza aurata" "EEA" "Fishes" "Chelon auratus (Risso, 1810)" "SPECIES" NA "No" NA "LEAST_CONCERN" "Chelon" "Mugilidae" "Mugiliformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1500 4.515510542 0.606235782 0.508989809 0.732609283 0.645403868 0.499584893 0.467701429 0.250072581 3.19727876 6811 "fe3" 2.5 "ma4" 20 "ls2" "Omnivorous" 1 1 1 0 0 0 0 0 0 0 1 0 0 "pelagic" "wc" "phylith" "eury" "limno" "brm" -9.3 28.6 "dia" "short" 42.5845996952406 "NO"
"Liza ramada" "EEA" "Fishes" "Chelon ramada (Risso, 1827)" "SPECIES" NA "No" NA "LEAST_CONCERN" "Chelon" "Mugilidae" "Mugiliformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 400 4.021182007 0.606011236 0.571666667 0.495626438 0.455035522 0.549385961 0.419808904 0.180506568 3.331612086 20000 "fe1" 1 "ma4" 2.5 "ls2" "Omnivorous" 1 1 0 0 0 0 0 1 0 0 1 0 0 "pelagic" "ben" "phylith" "eury" "limno" "fbm" -7.4 32 "dia" "short" 5328931.73934435 "NO"
"Liza saliens" "EEA" "Fishes" "Chelon saliens (Risso, 1810)" "SPECIES" NA "No" NA "LEAST_CONCERN" "Chelon" "Mugilidae" "Mugiliformes" "Actinopterygii" "Chordata" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 350 4.33928169 0.665505226 0.441565619 0.494108575 0.61362963 0.518909773 0.644643623 0.222043898 1.778714295 6000 "fe1" 2 "ma3" 2.5 "ls2" "Omnivorous" 1 1 0 0 0 0 0 1 0 0 1 0 0 "demersal" "ben" "spel" "eury" "limno" "brm" -7.4 32 "dia" "short" 7420143.9322852 "NO"
"Lota lota" "SPEED2ZERO" "Fishes" "Lota lota (Linnaeus, 1758)" "SPECIES" "INN" NA "LC" "LEAST_CONCERN" "Lota" "Lotidae" "Gadiformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1520 7.373325701 0.773211219 0.481078462 0.524813967 0.782215076 0.649656554 0.658757871 0.123253268 1.758428693 1362000 "fe3" 3 "ma4" 20 "ls3" "Carnivorous" 1 1 1 0 0 0 0 0 0 0 1 0 0 "demersal" "ben" "lithpel" "eury" "eury" "frb" -9.3 32 "pot" "medium" 14737660 "NO"
"Luciobarbus albanicus" "EEA" "Fishes" "Luciobarbus albanicus (Steindachner, 1870)" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Luciobarbus" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 502 3.595132698 0.519231851 0.443366065 0.464300245 0.315937941 0.451773799 0.314898013 0.17109058 1.800248995 1362000 "fe2" 2.5 "ma2" 16 "ls1" "Omnivorous" 1 1 1 0 0 0 0 0 0 0 1 0 0 "bentic" "wc" "phylith" "eury" "limno" "fre" -7.4 32 "pot" "short" 28875.8790047439 "NO"
"Luciobarbus bocagei" "EEA" "Fishes" "Luciobarbus bocagei (Steindachner, 1864)" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Luciobarbus" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 800 4.385258372 0.379271152 0.31249892 0 0.423677251 0.517755822 0.273040505 0.16972449 2.14656011 6811 "fe2" 2 "ma3" 8 "ls2" "Carnivorous" 1 1 1 0 0 0 0 0 0 0 1 0 0 "bentic" "ben" "phy" "eury" "limno" "fre" -7.7 32 "nom" "short" 231626.438692172 "NO"
"Luciobarbus brachycephalus" "EEA" "Fishes" "Luciobarbus brachycephalus (Kessler, 1872)" "SPECIES" NA "No" NA "VULNERABLE" "Luciobarbus" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1050 4.510692407 0.19254066 0.305061918 0 0.645403868 0.229648341 0.270287222 0.151362656 1.990163107 6000 "fe2" 1 "ma2" 8 "ls3" "Carnivorous" 1 1 0 0 0 0 0 1 0 0 1 0 0 "bentic" "ben" "phy" "eury" "limno" "fre" -9.3 32 "pot" "short" 1623772.60101715 "NO"
"Luciobarbus capito" "EEA" "Fishes" "Luciobarbus capito (Güldenstädt, 1773)" "SPECIES" NA "No" NA "VULNERABLE" "Luciobarbus" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1050 3.920199818 0.40156957 0.301487179 0.216290079 0.653615385 0.291214289 0.373530861 0.160761599 2.08848948 20000 "fe1" 1.5 "ma1" 5.5 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "pelagic" "ben" "lith" "rheo" "eury" "fre" -9.3 28.6 "pot" "short" 1327705.0719906 "NO"
"Luciobarbus comizo" "EEA" "Fishes" "Luciobarbus comizo (Steindachner, 1864)" "SPECIES" NA "Yes" NA "VULNERABLE" "Luciobarbus" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 800 4.062545573 0.387630208 0.40536706 0 0.491858878 0.481816406 0.23141276 0.173201583 2.737754098 14000 "fe2" 1.5 "ma3" 15 "ls2" "Omnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "ben" "lith" "rheo" "limno" "fre" -7.7 28.6 "nom" "short" 234685.59715526 "NO"
"Luciobarbus graecus" "EEA" "Fishes" "Luciobarbus graecus (Steindachner, 1895)" "SPECIES" NA "Yes" NA "ENDANGERED" "Luciobarbus" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 500 4.121010621 0.295288795 0.282042254 0 0.406507042 0.461500462 0.215891216 0.153977675 2.182302726 20000 "fe1" 8 "ma1" 16 "ls2" "Omnivorous" 1 1 0 0 0 0 0 1 0 0 1 0 0 "pelagic" "ben" "lith" "rheo" "limno" "fre" -7.7 32 "nom" "short" 8611.61515483062 "NO"
"Luciobarbus graellsii" "EEA" "Fishes" "Luciobarbus graellsii (Steindachner, 1866)" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Luciobarbus" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 800 3.608454416 0.317674074 0.328947368 0 0.386986842 0.429847235 0.270724575 0.16815047 2.001573651 14000 "fe2" 2 "ma2" 15 "ls3" "Omnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "ben" "lith" "rheo" "limno" "fre" -7.7 28.6 "nom" "short" 127189.615602553 "NO"
"Luciobarbus guiraonis" "EEA" "Fishes" "Luciobarbus guiraonis (Steindachner, 1866)" "SPECIES" NA "Yes" NA "VULNERABLE" "Luciobarbus" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 500 4.561782385 0.372912308 0.361380439 0 0.533692886 0.488019104 0.266263484 0.144170382 2.88542623 250 "fe1" 2 "ma3" 7 "ls2" "Carnivorous" 1 1 0 0 0 0 0 1 0 0 1 0 0 "bentic" "ben" "lith" "rheo" "limno" "fre" -9.3 28.6 "pot" "short" 63659.4508924948 "NO"
