"Species" "Source" "Group" "GBIF_accepted" "GBIF_rank" "originCH" "originEUR" "Swiss_status" "IUCN_status" "Genus" "Family" "Order" "Class" "Phylum" "GUILDE.1" "GUILDE.2" "GUILDE.3" "GUILDE.4" "GUILDE.5" "GUILDE.6" "GUILDE.7" "GUILDE.8" "GUILDE.9" "GUILDE.10" "GUILDE.11" "GUILDE.12" "GUILDE.13" "GUILDE.14" "GUILDE.15" "GUILDE.16" "GUILDE.17" "GUILDE.18" "GUILDE.19" "GUILDE.20" "GUILDE.21" "GUILDE.22" "GUILDE.23" "GUILDE.24" "GUILDE.25" "GUILDE.26" "BodyLength_max" "BEl" "VEp" "REs" "OGp" "RMl" "BLs" "PFv" "PFs" "CPt" "Litter_size" "CAT_Litter_size" "Age_at_maturity_y" "CAT_Age_at_maturity_y" "Longevity_max_y" "CAT_Longevity_max_y" "Diet" "Diet_Inv" "Diet_Vert" "Diet_Eggs" "Diet_Scav" "Diet_Phyto" "Diet_Plant" "Diet_Parasit" "Diet_Other" "Fos" "Ter" "Aqu" "Arb" "Aer" "Habitat" "Feeding_habitat" "Reprod_habitat" "Spawning_habitat" "Flow_habitat" "Salt_habitat" "MinTemp" "MaxTemp" "Migration_type" "Migration_dist" "RangeSize_km2" "MISSING_ALL_TRAITS"
"Cobitis narentana" "EEA" "Fishes" "Cobitis narentana Karaman, 1928" "SPECIES" NA "Yes" NA "VULNERABLE" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 150 6.813081704 0.509210248 0.210936735 0 0.395850984 0.592473675 0.236071359 0.119509424 1.566541128 6e+05 "fe1" 2.5 "ma1" 20 "ls1" "Carnivorous" 1 1 0 0 0 0 0 1 0 0 1 0 0 "bentic" "ben" "phylith" "eury" "limno" "fre" -7.4 32 "pot" "short" 11459.5867594211 "NO"
"Cobitis ohridana" "EEA" "Fishes" "Cobitis ohridana Karaman, 1928" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 300 5.249325708 0.523341201 0.210233364 0 0.645403868 0.572499689 0.192161121 0.14660815 1.720606732 6000 "fe1" 1.5 "ma2" 6 "ls1" "Omnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "ben" "lith" "rheo" "rheo" "fre" -7.4 32 "nom" "short" 54902.1853052185 "NO"
"Cobitis paludica" "EEA" "Fishes" "Cobitis paludica (de Buen, 1930)" "SPECIES" NA "Yes" NA "VULNERABLE" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 100 6.458349725 0.523341201 0.242790698 0 0.476683333 0.704825597 0.099708235 0.142331052 1.420566648 6811 "fe1" 1 "ma1" 20 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "ben" "phy" "eury" "limno" "fre" -7.7 32 "pot" "short" 424480.235289572 "NO"
"Cobitis pontica" "EEA" "Fishes" "Cobitis pontica Vasil'eva & Vasil'ev, 2006" "SPECIES" NA "No" NA "LEAST_CONCERN" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 250 4.744077448 0.35638112 0.41016608 0 0.30727517 0.502008032 0.136184564 0.152624315 1.9698261 6000 "fe1" 2.5 "ma2" 7 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "ben" "lith" "eury" "limno" "fre" -7.4 32 "pot" "short" 37735.3342567816 "NO"
"Cobitis puncticulata" "EEA" "Fishes" "Cobitis puncticulata Erk'akan, Atalay-Ekmekçi & Nalbant, 1998" "SPECIES" NA "No" NA "ENDANGERED" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 50 6.72569092 0.611931909 0.19427715 0.212053188 0.396164048 0.730855531 0.123375246 0.103728298 1.566541128 6811 "fe1" 1.5 "ma4" 20 "ls2" "Omnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "ben" "lith" "rheo" "rheo" "fre" -7.4 28.6 "pot" "short" 13010.794475365 "NO"
"Cobitis punctilineata" "EEA" "Fishes" "Cobitis punctilineata Economidis & Nalbant, 1996" "SPECIES" NA "Yes" NA "VULNERABLE" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 110 6.901335366 0.600061164 0.273524879 0 0.491858878 0.731844108 0.100728946 0.1147085 1.440914179 6811 "fe1" 1 "ma2" 30 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "ben" "spel" "eury" "rheo" "fre" -9.3 32 "nom" "short" 2878.8792601983 "NO"
"Cobitis stephanidisi" "EEA" "Fishes" "Cobitis stephanidisi Economidis, 1992" "SPECIES" NA "Yes" NA "CRITICALLY_ENDANGERED" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 250 4.256795571 0.507852501 0.466809764 0.378215384 0.491858878 0.515789975 0.263022446 0.155051745 2.800205348 20000 "fe1" 1.5 "ma4" 6 "ls2" "Omnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "wc" "lith" "rheo" "limno" "fre" -7.7 32 "nom" "short" 1543.80748199486 "NO"
"Cobitis strumicae" "EEA" "Fishes" "Cobitis strumicae Karaman, 1955" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 110 6.449556712 0.505039851 0.208014702 0 0.415528302 0.671409666 0.119404173 0.152931157 2.297736394 6811 "fe1" 2.5 "ma1" 20 "ls1" "Carnivorous" 1 1 1 0 0 0 0 1 0 0 1 0 0 "bentic" "ben" "lith" "eury" "rheo" "fre" -7.7 32 "pot" "short" 1395.57054811245 "NO"
"Cobitis taenia" "SPEED2ZERO" "Fishes" "Cobitis taenia Linnaeus, 1758" "SPECIES" "INN" NA "DD" "LEAST_CONCERN" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 140 6.750121118 0.618919452 0.286353167 0 0.648303607 0.802443882 0.161490015 0.114149461 1.9990005 6e+05 "fe1" 1 "ma2" 30 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "ben" "phylith" "eury" "rheo" "fre" -7.4 28.6 "pot" "short" 4471516.27799696 "NO"
"Cobitis tanaitica" "EEA" "Fishes" "Cobitis tanaitica Băcescu & Mayer, 1969" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 100 7.71146979 0.571287435 0.214387018 0 0.392035207 0.721777841 0.071418369 0.103728298 1.775450752 1362000 "fe2" 3 "ma2" 20 "ls1" "Carnivorous" 1 1 1 0 0 0 0 0 0 0 1 0 0 "bentic" "ben" "spel" "eury" "rheo" "fre" -9.3 32 "pot" "short" 185092.566639498 "NO"
"Cobitis taurica" "EEA" "Fishes" "Cobitis taurica Vasil'eva, Vasil'ev, Janko, Ráb & Rábová, 2005" "SPECIES" NA "Yes" NA "CRITICALLY_ENDANGERED" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 220 6.348097982 0.529204286 0.168735777 0 0.425382438 0.666535973 0 0.098354576 1.99700085 6811 "fe2" 2.5 "ma2" 30 "ls2" "Omnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "pelagic" "ben" "spel" "eury" "rheo" "fre" -7.4 32 "nom" "short" 4525.85339994106 "NO"
"Cobitis trichonica" "EEA" "Fishes" "Cobitis trichonica Stephanidis, 1974" "SPECIES" NA "Yes" NA "ENDANGERED" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 90 6.813081704 0.642025953 0.273524879 0 0.456425786 0.820338841 0 0.123447989 1.680793575 6e+05 "fe2" 3 "ma1" 30 "ls1" "Omnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "pelagic" "ben" "spel" "eury" "rheo" "fre" -7.7 32 "nom" "short" 7470.81572709867 "NO"
"Cobitis vardarensis" "EEA" "Fishes" "Cobitis vardarensis Karaman, 1928" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 110 6.546260502 0.565207979 0.224985507 0 0.458499322 0.711303541 0.095046647 0.110243772 1.727272727 1362000 "fe1" 2 "ma1" 20 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "ben" "phylith" "eury" "rheo" "fre" -9.3 28.6 "nom" "short" 43208.9784816821 "NO"
"Cobitis vettonica" "EEA" "Fishes" "Cobitis vettonica Doadrio & Perdices, 1997" "SPECIES" NA "Yes" NA "ENDANGERED" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 90 6.459838802 0.526155153 0.255550259 0 0.346172727 0.683816993 0.100728946 0.119509424 1.440914179 6e+05 "fe2" 2 "ma2" 20 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "pelagic" "ben" "spel" "eury" "eury" "fre" -7.4 32 "pot" "short" 10923.8574710828 "NO"
"Cobitis zanandreai" "EEA" "Fishes" "Cobitis zanandreai Cavicchioli, 1965" "SPECIES" NA "Yes" NA "VULNERABLE" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 90 6.813081704 0.525739563 0.184328283 0 0.460805228 0.730855531 0.119404173 0.082064253 1.420566648 1362000 "fe1" 2 "ma1" 30 "ls1" "Carnivorous" 1 1 1 0 0 0 0 1 0 0 1 0 0 "bentic" "ben" "pel" "eury" "limno" "fre" -9.3 32 "nom" "short" 15047.4507054574 "NO"
"Coregonus acrinasus" "SPEED2ZERO" "Fishes" "Coregonus acrinasus Selz, Dönz, Vonlanthen & Seehausen, 2020" "SPECIES" "IEN" NA NA NA "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 620 4.156183398 0.592637304 0.366060976 0.495659254 0.650261995 0.412535674 0.297775269 0.136923072 3.632745098 27000 "fe1" 6 "ma4" 8 "ls2" "Omnivorous" 1 1 1 0 0 0 0 1 0 0 1 0 0 "pelagic" "wc" "lith" "rheo" "rheo" "fre" -9.3 32 "pot" "short" 9807.21875621112 "YES"
"Coregonus albellus" "SPEED2ZERO" "Fishes" "Coregonus albellus Fatio, 1890" "SPECIES" "IEN" NA NA "LEAST_CONCERN" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 500 4.215011163 0.5129916 0.368600295 0.471747424 0.608281478 0.455698034 0.299459876 0.162780667 2.375334796 109314 "fe1" 1 "ma2" 12 "ls2" "Omnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "demersal" "wc" "lith" "limno" "limno" "fre" -9.3 32 "nom" "short" 67.6819223712908 "NO"
"Coregonus albula" "EEA" "Fishes" "Coregonus albula (Linnaeus, 1758)" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 480 4.479430556 0.552868056 0.59387889 0.552868056 0.649809399 0.4445 0.267979167 0.150450051 2.909159074 109314 "fe1" 2 "ma1" 9 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "pelagic" "wc" "lith" "limno" "limno" "fbm" -7.4 32 "dia" "long" 2565960.6066235 "NO"
"Coregonus alpinus" "SPEED2ZERO" "Fishes" "Coregonus alpinus Fatio, 1885" "SPECIES" "IEN" NA NA "LEAST_CONCERN" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 700 4.385258372 0.523731719 0.440233491 0.51987354 0.536231884 0.392515837 0.267979167 0.144789579 3.1112 109314 "fe2" 8 "ma1" 15 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "wc" "lith" "limno" "limno" "fre" -7.7 28.6 "pot" "short" 42.5845996952406 "NO"
"Coregonus arenicolus" "EEA" "Fishes" "Coregonus arenicolus Kottelat, 1997" "SPECIES" NA "Yes" NA "VULNERABLE" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 760 4.174222302 0.470773647 0.333333333 0.293882544 0.386550293 0.425623786 0.239724726 0.122282764 2.694710623 304830 "fe2" 8 "ma2" 5 "ls2" "Omnivorous" 1 1 0 0 0 0 0 1 0 0 1 0 0 "bentic" "wc" "lith" "rheo" "limno" "fre" -7.4 28.6 "nom" "short" 517.865571712522 "NO"
"Coregonus atterensis" "EEA" "Fishes" "Coregonus atterensis Kottelat, 1997" "SPECIES" NA "Yes" NA "VULNERABLE" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 700 4.493950707 0.60921461 0.366060976 0.546593042 0.536231884 0.229648341 0.283015896 0.12748584 2.182252383 11500 "fe1" 1.5 "ma2" 9 "ls2" "Carnivorous" 1 1 1 0 0 0 0 0 0 0 1 0 0 "demersal" "wc" "pel" "limno" "limno" "fre" -7.4 32 "dia" "medium" 42.9504165782375 "NO"
"Coregonus autumnalis" "EEA" "Fishes" "Coregonus autumnalis (Pallas, 1776)" "SPECIES" NA "No" NA "LEAST_CONCERN" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 650 4.446431892 0.550093831 0.490924528 0.51987354 0.415528302 0.448021099 0.276674162 0.152624315 3.384615385 27000 "fe2" 4 "ma1" 5 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "pelagic" "wc" "lith" "limno" "eury" "fre" -7.7 32 "nom" "short" 126085.858354336 "NO"
"Coregonus baerii" "EEA" "Fishes" "Coregonus baerii Kessler, 1864" "SPECIES" NA "Yes" NA "DATA_DEFICIENT" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 340 3.920199818 0.595900081 0.536024918 0.438762607 0.485062596 0.325371789 0.458024986 0.137275194 3.428571429 109314 "fe2" 4 "ma2" 9 "ls2" "Carnivorous" 1 1 1 0 0 0 0 1 0 0 1 0 0 "bentic" "wc" "lith" "rheo" "rheo" "fre" -7.4 32 "pot" "short" 63313.9589625256 "NO"
"Coregonus bavaricus" "EEA" "Fishes" "Coregonus bavaricus Hofer, 1909" "SPECIES" NA "Yes" NA "CRITICALLY_ENDANGERED" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 550 4.156183398 0.564551262 0.503950374 0.378857926 0.332282872 0.348527087 0.337526066 0.150450051 2.729113841 304830 "fe2" 4 "ma2" 7 "ls1" "Carnivorous" 1 1 1 0 0 0 0 0 0 0 1 0 0 "bentic" "wc" "lith" "rheo" "limno" "fre" -9.3 32 "nom" "short" 45.3893237089387 "NO"
"Coregonus bezola" "EEA" "Fishes" "Coregonus bezola Fatio, 1888" "SPECIES" NA "Yes" NA "EXTINCT" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 294 4.694872719 0.550093831 0.333333333 0.546593042 0.71488448 0.507366533 0.262041559 0.16313325 4.234106383 304830 "fe2" 4 "ma4" 6 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "pelagic" "wc" "lith" "rheo" "rheo" "fre" -7.7 32 "nom" "short" 38.3127456251774 "NO"
"Coregonus brienzii" "InfoSpecies" "Fishes" "Coregonus brienzii Selz, Dönz, Vonlanthen & Seehausen, 2020" "SPECIES" "IEN" NA NA NA "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 135 4.688790221 0.587632944 0.498534249 0.51987354 0.638671909 0.585012419 0.275619641 0.145628135 3.089545793 27000 "fe2" 2 "ma2" 7 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "wc" "lith" "rheo" "limno" "fre" -7.4 28.6 "pot" "short" 209.67479000635 "YES"
"Coregonus candidus" "EEA" "Fishes" "Coregonus candidus Goll, 1883" "SPECIES" NA "Yes" NA "VULNERABLE" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 350 2.824172996 0.517395969 0.48 0.379343846 0.552203125 0.417943132 0.246432995 0.168950701 3.213864568 11500 "fe2" 2.5 "ma3" 5 "ls1" "Carnivorous" 1 1 0 0 0 0 0 1 0 0 1 0 0 "bentic" "wc" "spel" "eury" "limno" "fre" -9.3 32 "nom" "short" 209.106437479521 "NO"
"Coregonus clupeoides" "EEA" "Fishes" "Coregonus clupeoides Lacepède, 1803" "SPECIES" NA "Yes" NA "VULNERABLE" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1200 3.465008231 0.523731719 0.302714286 0.364875147 0.379009648 0.465069806 0.12047509 0.168065876 2.73590014 250 "fe1" 5 "ma5" 8 "ls2" "Omnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "pelagic" "wc" "lith" "rheo" "rheo" "fre" -9.3 28.6 "nom" "medium" 261.139394652996 "NO"
"Coregonus confusus" "EEA" "Fishes" "Coregonus confusus Fatio, 1885" "SPECIES" NA "Yes" NA "VULNERABLE" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 520 4.156183398 0.568493393 0.473164508 0.527898667 0.608281478 0.405284777 0.481677159 0.178656382 2.200067986 27000 "fe1" 2 "ma1" 9 "ls2" "Omnivorous" 1 1 0 0 0 0 0 1 0 0 1 0 0 "demersal" "wc" "lith" "limno" "limno" "fre" -9.3 28.6 "dia" "medium" 267.47192186469 "NO"
"Coregonus danneri" "EEA" "Fishes" "Coregonus danneri Vogt, 1908" "SPECIES" NA "Yes" NA "VULNERABLE" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 800 3.970081268 0.510098096 0.442011163 0.374367372 0.472242674 0.442462444 0.288432317 0.141044583 2.737377378 109314 "fe2" 2 "ma1" 6 "ls1" "Omnivorous" 1 1 1 0 0 0 0 0 0 0 1 0 0 "bentic" "wc" "lith" "limno" "limno" "fre" -7.4 32 "nom" "short" 23.938626621846 "NO"
"Coregonus fatioi" "SPEED2ZERO" "Fishes" "Coregonus fatioi Kottelat, 1997" "SPECIES" "IEN" NA NA "LEAST_CONCERN" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 800 4.00102005 0.603331072 0.401446809 0.540559041 0.650261995 0.448795244 0.385706012 0.150166741 2.169518384 350 "fe2" 1 "ma1" 5 "ls1" "Omnivorous" 1 1 1 0 0 0 0 0 0 0 1 0 0 "demersal" "wc" "phylith" "eury" "eury" "fre" -7.7 32 "pot" "short" 67.6819223712908 "NO"
"Coregonus fera" "EEA" "Fishes" "Coregonus fera Jurine, 1825" "SPECIES" NA "Yes" NA "EXTINCT" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 550 3.51563748 0.519231851 0.357392832 0.431318836 0.456425786 0.393788883 0.283015896 0.172026374 2.981459145 15905 "fe2" 4 "ma2" 15 "ls3" "Omnivorous" 1 1 0 0 0 0 0 1 0 0 1 0 0 "pelagic" "wc" "phylith" "limno" "limno" "fre" -7.4 32 "nom" "short" 559.471073844489 "NO"
"Coregonus fontanae" "EEA" "Fishes" "Coregonus fontanae Schulz & Freyhof, 2003" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 850 4.529806904 0.526155153 0.341575092 0.526157027 0.683810345 0.551620454 0.230678895 0.154280719 2.415496154 304830 "fe2" 6 "ma1" 20 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "demersal" "wc" "lith" "rheo" "limno" "fre" -9.3 32 "dia" "medium" 432.187060649085 "NO"
"Coregonus gutturosus" "EEA" "Fishes" "Coregonus gutturosus (Gmelin, 1818)" "SPECIES" NA "Yes" NA "EXTINCT" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 600 3.88358393 0.592637304 0.386758926 0.50286397 0.814109081 0.30804657 0.34755846 0.146235345 3.089545793 27000 "fe1" 2 "ma2" 9 "ls1" "Carnivorous" 1 1 1 0 0 0 0 0 0 0 1 0 0 "pelagic" "wc" "lith" "limno" "limno" "fre" -9.3 28.6 "nom" "short" 517.865571712522 "NO"
"Coregonus heglingus" "EEA" "Fishes" "Coregonus heglingus Schinz, 1822" "SPECIES" NA "Yes" NA "DATA_DEFICIENT" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 757 4.758397322 0.627147112 0.454919579 0.501718631 0.606320595 0.494616905 0.2766026 0.141413996 2.844984206 304830 "fe2" 4 "ma2" 7 "ls2" "Carnivorous" 1 1 1 0 0 0 0 0 0 0 1 0 0 "demersal" "wc" "lith" "limno" "limno" "fbm" -9.3 32 "dia" "long" 2403.3041559549 "NO"
"Coregonus hiemalis" "EEA" "Fishes" "Coregonus hiemalis Jurine, 1825" "SPECIES" NA "Yes" NA "EXTINCT" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1050 4.688790221 0.553902596 0.20859375 0.471607523 0.747663551 0.523741781 0.216085034 0.106003825 2.357198818 304830 "fe2" 4 "ma4" 8 "ls1" "Carnivorous" 1 1 0 0 0 0 0 1 0 0 1 0 0 "demersal" "wc" "lith" "rheo" "rheo" "fre" -9.3 28.6 "pot" "medium" 559.471073844489 "NO"
"Coregonus hoferi" "EEA" "Fishes" "Coregonus hoferi Berg, 1932" "SPECIES" NA "Yes" NA "CRITICALLY_ENDANGERED" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 650 4.00102005 0.410682657 0.408502122 0.27693543 0.464910892 0.398473812 0.165010858 0.114149461 3.053753725 5495 "fe1" 6 "ma3" 9 "ls2" "Omnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "wc" "lith" "rheo" "limno" "fre" -9.3 32 "nom" "short" 81.5979644056554 "NO"
"Coregonus ladogae" "EEA" "Fishes" "Coregonus ladogae Pravdin, Golubev & Belyaeva, 1938" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 480 4.215011163 0.62623673 0.386641535 0.461755347 0.773557474 0.385946066 0.268507726 0.160525393 3.19727876 304830 "fe1" 6 "ma3" 15 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "wc" "lith" "rheo" "rheo" "fre" -9.3 28.6 "nom" "short" 17988.018665544 "NO"
"Coregonus lavaretus" "EEA" "Fishes" "Coregonus lavaretus (Linnaeus, 1758)" "SPECIES" NA "Yes" NA "VULNERABLE" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 730 4.227334121 0.535312147 0.433651344 0.480285458 0.481805498 0.34440707 0.288432317 0.126790896 3.023632403 304830 "fe2" 2 "ma3" 9 "ls2" "Carnivorous" 1 1 1 0 0 0 0 1 0 0 1 0 0 "demersal" "wc" "pel" "limno" "eury" "fbm" -9.3 28.6 "dia" "medium" 597.783551407472 "NO"
"Coregonus lucinensis" "EEA" "Fishes" "Coregonus lucinensis Thienemann, 1933" "SPECIES" NA "Yes" NA "VULNERABLE" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 400 4.03104469 0.577226902 0.525636364 0.418074598 0.383476612 0.406344788 0.349527063 0.15906454 2.74995001 109314 "fe2" 4 "ma1" 2.5 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "wc" "lith" "limno" "limno" "fre" -7.4 32 "pot" "short" 2647.08338799462 "NO"
