"Species" "Source" "Group" "GBIF_accepted" "GBIF_rank" "originCH" "originEUR" "Swiss_status" "IUCN_status" "Genus" "Family" "Order" "Class" "Phylum" "GUILDE.1" "GUILDE.2" "GUILDE.3" "GUILDE.4" "GUILDE.5" "GUILDE.6" "GUILDE.7" "GUILDE.8" "GUILDE.9" "GUILDE.10" "GUILDE.11" "GUILDE.12" "GUILDE.13" "GUILDE.14" "GUILDE.15" "GUILDE.16" "GUILDE.17" "GUILDE.18" "GUILDE.19" "GUILDE.20" "GUILDE.21" "GUILDE.22" "GUILDE.23" "GUILDE.24" "GUILDE.25" "GUILDE.26" "Growth" "Life_form" "Life_strategy" "Epiphyte" "Seta_caps" "Peristome" "Rhizoids" "Perm_proto" "Mating_type" "Sporophyte_freq" "Gen_length_y" "Seta_max_len_mm" "Gam_size_mm" "Spore_size_µm" "Veg_propagules" "Vp_max_size_µm" "Vp_gem" "Vp_tub" "Vp_bul" "Vp_lea" "vp_bra" "Vp_freq" "Ter" "Aqu" "Aer" "HABsb_1.1.0" "HABsb_1.1.3" "HABsb_1.2" "HABsb_1.2.1" "HABsb_1.2.1.1" "HABsb_1.2.2" "HABsb_1.2.3" "HABsb_1.2.4" "HABsb_1.3" "HABsb_1.3.2" "HABsb_1.3.3" "HABsb_2" "HABsb_2.0" "HABsb_2.1" "HABsb_2.1.2" "HABsb_2.2" "HABsb_2.2.2" "HABsb_2.2.3" "HABsb_2.2.5" "HABsb_2.3" "HABsb_2.4" "HABsb_2.4.1" "HABsb_2.5" "HABsb_2.5.1" "HABsb_3" "HABsb_3.2" "HABsb_3.2.1" "HABsb_3.2.2" "HABsb_3.3" "HABsb_3.3.1" "HABsb_3.3.2" "HABsb_3.4" "HABsb_3.4.1" "HABsb_3.4.1.2" "HABsb_3.4.1.3" "HABsb_3.4.2" "HABsb_3.4.2.1" "HABsb_4.1" "HABsb_4.1.1" "HABsb_4.1.2" "HABsb_4.2" "HABsb_4.2.1" "HABsb_4.3" "HABsb_4.3.1" "HABsb_4.3.4" "HABsb_4.3.7" "HABsb_4.4" "HABsb_4.4.2" "HABsb_4.5" "HABsb_5" "HABsb_5.2" "HABsb_5.3" "HABsb_5.3.2" "HABsb_5.3.9" "HABsb_5.4" "HABsb_5.4.1" "HABsb_5.4.5" "HABsb_6" "HABsb_6.1" "HABsb_6.2" "HABsb_6.2." "HABsb_6.3" "HABsb_6.3.1" "HABsb_6.3.7" "HABsb_6.3a" "HABsb_6.3b" "HABsb_6.3c" "HABsb_6.5" "HABsb_6.6" "HABsb_6.6.2" "HABsb_6.6.3" "HABsb_7" "HABsb_7.1" "HABsb_7.2" "HABsb_7.2.1" "HABsb_8" "HABsb_8.1" "HABsb_8.1.6" "HABsb_8.2" "HABsb_8.2.1" "HABsb_9.2" "HABsb_9.2.4" "ROCKbet_substr" "WETsb_substr" "DRYsb_substr" "TUFAsb_substr" "CalROCKsb_substr" "CalrWETsb_substr" "CalrDRYsb_substr" "SilROCKsb_substr" "SilrWETsb_substr" "SilrDRYsb_substr" "HUMUSbet_substr" "HUMUSsb_substr" "BARKbet_substr" "BARKsb_substr" "DEADWbet_substr" "DEADWsb_substr" "nWOODYbet_substr" "nWOODYsb_substr" "ANIMALbet_substr" "ANIMALsb_substr" "FORESTbet_substr" "MUDsb_substr" "WATERsb_substr" "SPECIALsb_substr" "EIVbet_Moisture" "EIVsb_Moisture" "EIVbet_pH" "EIVsb_pH" "EIVbet_Nutrients" "EIVbet_Na" "EIVbet_Temp" "EIVsb_Temp" "EIVbet_Light" "EIVsb_Light" "EIVbet_Cont" "AnnuMeanTemp" "AnnuPrecip" "Elevation_low" "Elevation" "Elevation_up" "RangeSize_km2" "MISSING_ALL_TRAITS"
"Dicranum montanum" "SPEED2ZERO" "Bryophytes" "Orthodicranum montanum (Hedw.) Loeske" "SPECIES" "INN" NA "LC" NA "Orthodicranum" "Dicranaceae" "Dicranales" "Bryopsida" "Bryophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "acrocarpous" "turf" "perennial" 0 "erect" 1 1 0 "dioicous" "rare" 16.7 14.744 27.5 15 0 320.2 0 0 0 1 0 "rare" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 150 0 0 0 3 1 3 22 1 17 1 430 1 397 0 0 0 0 "mix" 0 0 0 5 3 2 1 2 0 3 3 6 2 6 4.35 718.9 15 1352.5 2690 997894.63224456 "NO"
"Dicranum muehlenbeckii" "SPEED2ZERO" "Bryophytes" "Dicranum muehlenbeckii Bruch & Schimp." "SPECIES" "INN" NA "DD" NA "Dicranum" "Dicranaceae" "Dicranales" "Bryopsida" "Bryophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 "acrocarpous" "turf" "perennial" 0 "inclined" 1 1 0 "dioicous" "rare" 16.7 15.88 60 19.5 0 566.76 0 0 0 0 0 "rare" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 11.5 0 1 1 1 3 4 9 1 4 0 0 0 8 0 0 0 0 "mix" 0 0 0 4 3 8 4 3 0 3 3 8 4 7 6.45 1017.5 350 1325 2300 554802.391064119 "NO"
"Dicranum muehlenbeckii aggr." "InfoSpecies" "Bryophytes" NA "AGGREGATE" NA NA "VU bis LC, DD" NA "Dicranum" "Dicranaceae" "Dicranales" "Bryopsida" "Bryophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "acrocarpous" "turf" "perennial" 0 "inclined" 1 1 0 "dioicous" "rare" 12.964 10.38 43.4592 22.51 0 345.64 0 0 0 0 0 "rare" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 5.24 30.38 0.08 1.92 0.76 18.52 1.8 2.12 8.3 1 2.68 0 0.76 0 3.32 0 0.12 0 0.04 "closed" 0 0 0.2 5.72 3.12 4.16 2.68 3.32 0 3.44 2.72 6 3 4.72 6.126 865.868 84 1161.4 2181.6 735404.34089776 "YES"
"Dicranum polysetum" "SPEED2ZERO" "Bryophytes" "Dicranum polysetum Sw." "SPECIES" "INN" NA "LC" NA "Dicranum" "Dicranaceae" "Dicranales" "Bryopsida" "Bryophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "acrocarpous" "turf" "perennial" 0 "erect_to_inclined" 1 1 0 "dioicous" "occasional" 16.7 22.8 141.5 18 0 358.6 0 0 0 0 0 "rare" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 9 23 0 0 1 0 0 0 3 1 41 0 0 0 1 0 0 0 0 "mix" 0 0 0 4 3 5 2 2 0 3 4 6 3 6 4.65 716.8 0 1000 2000 685860.916253286 "NO"
"Dicranum scoparium" "SPEED2ZERO" "Bryophytes" "Dicranum scoparium Hedw." "SPECIES" "INN" NA "LC" NA "Dicranum" "Dicranaceae" "Dicranales" "Bryopsida" "Bryophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "acrocarpous" "turf" "perennial" 0 "erect" 1 1 0 "dioicous" "occasional" 16.7 17 93.33 17 1 301.64 0 0 0 0 1 "rare" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 97 0 0 0 0 1 0 0 1 1 1 6 1 11 1 0 0 0 "mix" 0 0 0 4 2 4 1.96 4 0 0 3 5 3 5 6.45 705.8 0 1450 2900 804523.146230533 "NO"
"Dicranum scoparium aggr." "InfoSpecies" "Bryophytes" NA "AGGREGATE" NA NA "LC, DD" NA "Dicranum" "Dicranaceae" "Dicranales" "Bryopsida" "Bryophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "acrocarpous" "turf" "perennial" 0 "inclined" 1 1 0 "dioicous" "occasional" 13.1 11.124 50.39 20.6224 0 397.92 0 0 0 0 0 "rare" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 5.68 49.04 0.12 1.44 1.26 12.52 1.24 1.24 8.94 1 4.12 0 16.88 0 8.92 0 0.12 0 0 "mix" 0 0 0.24 5.76 3.16 4.68 2.6 3.52 0 3.4 3.08 6.32 3.08 5.2 6.274 832.64 73.2 955.62 1940 791381.735633883 "YES"
"Dicranum scottianum" "InfoSpecies" "Bryophytes" "Dicranum scottianum Turner" "SPECIES" NA NA "DD" NA "Dicranum" "Dicranaceae" "Dicranales" "Bryopsida" "Bryophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "acrocarpous" "cushion" "perennial" 1 "erect_to_inclined" 1 1 0 "dioicous" "occasional" 16.7 15.4 75 27.5 0 358.44 0 0 0 0 0 "rare" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3.12 53.02 0 0.84 0.92 5.06 0.84 0.92 11.56 1 3.36 1 57.76 0 18.04 0 0.12 0 0 "closed" 0 0 0.12 4 3 4 2 4 0 4 4 4 4 1 9.05 1625.9 0 225 450 85506.9142792737 "NO"
"Dicranum septentrionale" "InfoSpecies" "Bryophytes" "Dicranum septentrionale Tubanova & Ignatova" "SPECIES" NA NA NA NA "Dicranum" "Dicranaceae" "Dicranales" "Bryopsida" "Bryophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "acrocarpous" "turf" "perennial" 0 "inclined" 1 1 0 "dioicous" "rare" 16.7 11.48 60 22.5 0 449.32 0 0 0 0 0 "common" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3.32 29.16 0 0.56 1.48 4.72 1.24 1.12 8.48 1 2.92 0 13.84 0 2.48 0 0.08 0 0 "closed" 0.04 0 0 5.6 3.08 3.4 2.32 2.96 0 2.76 2.92 6.44 3.12 5.48 2.15 773.6 20 660 1300 801544.489503807 "NO"
"Dicranum spadiceum" "SPEED2ZERO" "Bryophytes" "Dicranum spadiceum J.E.Zetterst." "SPECIES" "INN" NA "LC" NA "Dicranum" "Dicranaceae" "Dicranales" "Bryopsida" "Bryophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 "acrocarpous" "turf" "perennial" 0 "inclined" 1 1 0 "dioicous" "rare" 16.7 18.84 60 18 0 371.28 0 0 0 0 0 "rare" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 147 0 1 0 10 4 2 12 1 7 0 1 1 0 0 0 0 0 "open" 0 0 0 5.96 3 3.84 3 2 0 0.64 1 8.28 4 6.36 0.45 1097.9 500 1850 3200 324996.119045459 "NO"
"Dicranum spurium" "InfoSpecies" "Bryophytes" "Dicranum spurium Hedw." "SPECIES" "INN" NA "EN" NA "Dicranum" "Dicranaceae" "Dicranales" "Bryopsida" "Bryophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 "acrocarpous" "turf" "perennial" 0 "inclined" 1 1 0 "dioicous" "rare" 16.7 13.74 51 16.5 1 255.52 0 0 0 0 1 "common" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 "edges" 0 0 0 2 2 2 2 1 0 3 4 7 3 6 4.95 734.2 0 1175 2350 724122.339090144 "NO"
"Dicranum tauricum" "SPEED2ZERO" "Bryophytes" "Orthodicranum tauricum (Sapjegin) Smirnova" "SPECIES" "INN" NA "LC" NA "Orthodicranum" "Dicranaceae" "Dicranales" "Bryopsida" "Bryophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "acrocarpous" "turf" "perennial" 0 "erect" 1 1 0 "dioicous" "rare" 16.7 14.92 40 15 1 104.56 0 0 0 1 0 "rare" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 5 0 0 0 0 0 0 0 0 1 1 60 1 55 0 0 0 0 "closed" 0 0 0 4 3 3 2 3 0 3 3 4 3 6 8.05 685 5 1317.5 2630 1189822.65092466 "NO"
"Dicranum transsylvanicum" "InfoSpecies" "Bryophytes" "Dicranum transsylvanicum Lüth" "SPECIES" "INN" NA "DD" NA "Dicranum" "Dicranaceae" "Dicranales" "Bryopsida" "Bryophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "acrocarpous" "turf" "perennial" 0 "erect" 1 1 0 "dioicous" "EU_unknown" 16.7 8.428 50 17.99 0 475.28 0 0 0 0 0 "common" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "closed" 0 0 0 5.84 3 3.32 2 3.08 0 5.24 4 5.68 3 6.16 5.45 1123.2 845 922.5 1000 117531.837318914 "NO"
"Dicranum undulatum" "SPEED2ZERO" "Bryophytes" "Dicranum undulatum Schumach." "SPECIES" "INN" NA "NT" NA "Dicranum" "Dicranaceae" "Dicranales" "Bryopsida" "Bryophyta" 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "acrocarpous" "turf" "perennial" 0 "erect" 1 1 0 "dioicous" "rare" 16.7 19.4 125 21.5 0 272.12 0 0 0 0 0 "common" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 0 0 0 0 0 0 0 1 18 0 0 0 0 0 1 0 0 "open" 0 0 0 6 3 1 1 1 0 2 3 9 4 6 2.65 745.9 0 1100 2200 578938.554440815 "NO"
"Dicranum viride" "SPEED2ZERO" "Bryophytes" "Dicranum viride (Sull. & Lesq.) Lindb." "SPECIES" "INN" NA "LC" NA "Dicranum" "Dicranaceae" "Dicranales" "Bryopsida" "Bryophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 "acrocarpous" "cushion" "perennial" 1 "erect" 1 1 0 "dioicous" "rare" 16.7 7.35 40 16 1 399.92 0 0 0 1 0 "common" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 6 0 0 0 1 0 1 13 0 0 1 140 1 16 0 0 0 0 "closed" 0 0 0 5 3 7 2 4.52 0.04 5 4 5 3 7 7.25 719.4 300 750 1200 1388217.06508623 "NO"
"Didymodon acutus" "SPEED2ZERO" "Bryophytes" "Didymodon acutus (Brid.) K.Saito" "SPECIES" "INN" NA "NT" NA "Didymodon" "Pottiaceae" "Pottiales" "Bryopsida" "Bryophyta" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "acrocarpous" "turf" "colonist" 0 "erect" 1 1 0 "dioicous" "rare" 6.7 7.11 20 10.5 0 447.84 0 0 0 0 0 "common" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 30 0 6 3 17 0 0 2 1 0 0 1 0 0 0 1 0 0 "open" 0 0 0 1 2 8 4 4.4 0 5 4 9 4 5 9.25 681.3 0 500 1000 1200278.49559088 "NO"
"Didymodon acutus aggr." "InfoSpecies" "Bryophytes" NA "AGGREGATE" NA NA "VU bis NT" NA "Didymodon" "Pottiaceae" "Pottiales" "Bryopsida" "Bryophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "acrocarpous" "turf" "colonist" 0 "erect" 1 1 0 "dioicous" "common" 10.564 6.674 29.12 28.28 0 342.6 0 0 0 0 0 "rare" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1.96 22.96 1.32 2.76 8.56 31.5 0.84 1.6 3.84 1 1.68 0 8.96 0 4.72 0 0.16 0 0 "mix" 0.04 0 0.12 4.72 2.64 7.28 4.36 4 0.04 4.88 3.6 6.44 3.16 5.16 8.242 850.668 60.6 730.1 1432 1142124.63403645 "YES"
"Didymodon asperifolius" "SPEED2ZERO" "Bryophytes" "Husnotiella asperifolia (Mitt.) J.A.Jiménez & M.J.Cano" "SPECIES" "INN" NA "NT" NA "Husnotiella" "Pottiaceae" "Pottiales" "Bryopsida" "Bryophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 "acrocarpous" "turf" "colonist" 0 "erect" 1 1 0 "dioicous" "rare" 6.7 9.04 60 14 0 459.24 0 0 0 0 0 "rare" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 25 0 4 0 16 1 0 9 0 0 0 0 0 0 0 0 0 0 "open" 0 0 0 7 3 9 5 3 0 1 1 9 5 7 1.35 1352.3 10 1655 3300 643190.9771664 "NO"
"Didymodon cordatus" "SPEED2ZERO" "Bryophytes" "Didymodon cordatus Jur." "SPECIES" "INN" NA "EN" NA "Didymodon" "Pottiaceae" "Pottiales" "Bryopsida" "Bryophyta" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 "acrocarpous" "turf" "colonist" 0 "erect" 1 1 0 "dioicous" "rare" 6.7 4.84 8.75 12.5 1 255.68 1 0 0 0 0 "rare" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 4 0 0 1 5 0 0 2 1 1 0 0 0 1 0 0 0 1 "open" 0 0 0 1 2 8 5 5 0 8 4 9 4 5 9.55 747.3 20 810 1600 1173866.29571086 "NO"
"Didymodon fallax" "SPEED2ZERO" "Bryophytes" "Geheebia fallax (Hedw.) R.H.Zander" "SPECIES" "INN" NA "LC" NA "Geheebia" "Pottiaceae" "Pottiales" "Bryopsida" "Bryophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "acrocarpous" "turf" "colonist" 0 "inclined" 1 1 0 "dioicous" "occasional" 6.7 13.96 20 13 0 491.64 0 0 0 0 0 "common" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 24 155 2 21 24 90 5 3 10 1 2 0 1 0 4 0 0 0 0 "mix" 1 0 0 2 2 7 4 6 0 0 3 8 4 6 6.35 708.2 0 1400 2800 1320377.5367964 "NO"
"Didymodon ferrugineus" "SPEED2ZERO" "Bryophytes" "Geheebia ferruginea (Schimp. ex Besch.) R.H.Zander" "SPECIES" "INN" NA "LC" NA "Geheebia" "Pottiaceae" "Pottiales" "Bryopsida" "Bryophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "acrocarpous" "turf" "colonist" 0 "inclined" 1 1 0 "dioicous" "rare" 6.7 9.484 41.5 8.5 0 500.08 0 0 0 0 0 "common" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 15 88 0 19 25 91 3 3 6 1 1 0 1 0 1 0 0 0 0 "open" 0 0 3 5 2 8 4 5 0 4 3 7 4 6 7.95 701 60 1380 2700 1345055.97738025 "NO"
"Didymodon giganteus" "SPEED2ZERO" "Bryophytes" "Geheebia gigantea (Funck) Boulay" "SPECIES" "INN" NA "LC" NA "Geheebia" "Pottiaceae" "Pottiales" "Bryopsida" "Bryophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "acrocarpous" "turf" "perennial" 0 "erect" 1 1 0 "dioicous" "EU_unknown" 16.7 14.64 200 18.87 0 335.24 0 0 0 0 0 "rare" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 17 19 0 2 21 24 0 4 2 1 0 0 1 0 1 0 0 0 0 "open" 0 0 0 8 4 8 4 3 0 2 3 8 4 7 9.25 799.2 400 1585 2770 1018535.98555249 "NO"
"Didymodon glaucus" "InfoSpecies" "Bryophytes" "Didymodon glaucus Ryan" "SPECIES" NA NA "CR" NA "Didymodon" "Pottiaceae" "Pottiales" "Bryopsida" "Bryophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 "acrocarpous" "turf" "colonist" 0 "inclined" 1 1 0 "dioicous" "EU_unknown" 6.7 9.24 76.5 14.04 1 252.2 1 0 0 0 0 "common" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 "mix" 0 0 0 6 3 9 4 3 0 6 5 1 2 4 3.95 918.9 180 402.5 625 985108.312805602 "NO"
"Didymodon icmadophilus" "InfoSpecies" "Bryophytes" "Didymodon icmadophilus (Schimp. ex Müll.Hal.) K.Saito" "SPECIES" "INN" NA "VU" NA "Didymodon" "Pottiaceae" "Pottiales" "Bryopsida" "Bryophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 "acrocarpous" "turf" "colonist" 0 "erect" 1 1 0 "dioicous" "rare" 6.7 7.004 20 10 0 545.68 0 0 0 0 0 "rare" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 5 0 0 0 2 1 1 1 1 0 0 0 0 0 0 0 0 0 "open" 0 0 0 4.48 2 7 4 3.6 0 1.48 1 7 4 6.72 2.55 931.5 280 1790 3300 524686.234730186 "NO"
