"Species" "Source" "Group" "GBIF_accepted" "GBIF_rank" "originCH" "originEUR" "Swiss_status" "IUCN_status" "Genus" "Family" "Order" "Class" "Phylum" "GUILDE.1" "GUILDE.2" "GUILDE.3" "GUILDE.4" "GUILDE.5" "GUILDE.6" "GUILDE.7" "GUILDE.8" "GUILDE.9" "GUILDE.10" "GUILDE.11" "GUILDE.12" "GUILDE.13" "GUILDE.14" "GUILDE.15" "GUILDE.16" "GUILDE.17" "GUILDE.18" "GUILDE.19" "GUILDE.20" "GUILDE.21" "GUILDE.22" "GUILDE.23" "GUILDE.24" "GUILDE.25" "GUILDE.26" "Riparian_sp" "Sex_dimporh" "Territoriality" "BodyLength_min" "BodyLength_mm" "BodyLength_max" "LARVA_BodyLength_min" "LARVA_BodyLength_mm" "LARVA_BodyLength_max" "BodyCol_black" "BodyCol_blue" "BodyCol_brown" "BodyCol_gray" "BodyCol_green" "BodyCol_orange" "BodyCol_pink" "BodyCol_red" "BodyCol_violet" "BodyCol_white" "BodyCol_yellow" "BodyColType_pigment" "BodyColType_pruinesc" "BodyColType_structur" "BodyPatterns_plain" "BodyPatterns_spotted" "BodyPatterns_striped" "Flight_mode_flier" "Flight_mode_percher" "Hindwing_length_mm" "Wing_Pigment" "WP_pattern" "WP_symmetry" "WP_dimorph" "WPColor_cover" "WPCol_amber" "WPCol_black" "WPCol_blue" "WPCol_brown" "WPCol_iredesc" "WPCol_orange" "WPCol_prunesc" "WPCol_red" "WPCol_yellow" "Diet" "Ter" "Aqu" "Aer" "HAB_Ephemeral" "HAB_Lake" "HAB_Pond" "HAB_River" "HAB_Stream" "HAB_Wetland" "LARVA_Biotope_range" "LARVA_Stillwater" "LARVA_Watercourses" "LARVA_Moor" "EIV_Water_trophy" "EIV_Temp" "LARVA_EIV_Drought" "EGG_EIV_Drought" "Elev_Planar" "Elev_Colline" "Elev_Montane" "Elev_Subalpine" "Elev_Alpine" "RangeSize_km2" "MISSING_ALL_TRAITS"
"Aeshna subarctica subsp. elisabethae" "SPEED2ZERO" "Insects" "Aeshna subarctica elisabethae Djakonov, 1922" "SUBSPECIES" "INN" NA "EN" NA "Aeshna" "Aeshnidae" "Odonata" "Insecta" "Arthropoda" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 "weak" "territorial" 70 73 76 38 40 42 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 1 0 46.54 "no" "stripes" "hindwing" "not" 0.2884 0 1 0 0 0 0 0 0 0 "Carnivorous" 1 1 1 0 0 0 0 0 0 "stenotop" 0 0 1 0.1 4.5 0 0 0 0 1 1 0 5439662.12115712 "NO"
"Aeshna viridis" "EEA" "Insects" "Aeshna viridis Eversmann, 1836" "SPECIES" NA "No" NA "LEAST_CONCERN" "Aeshna" "Aeshnidae" "Odonata" "Insecta" "Arthropoda" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.36 "strong" "territorial" 66.84 70 76.84 38.72 41.2 44 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 43 "no" "stripes" "hindwing" "not" 0.2324 0 1 0 0 0 0 0 0 0 "Carnivorous" 1 1 1 0 1 0 0 0 1 "stenotop" 1 0 1 0.282666666666667 9.76 0.12 0 0 1 1 1 0 1108155.12569868 "NO"
"Anax ephippiger" "SPEED2ZERO" "Insects" "Anax ephippiger (Burmeister, 1839)" "SPECIES" "INM" NA NA "LEAST_CONCERN" "Anax" "Aeshnidae" "Odonata" "Insecta" "Arthropoda" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 "weak" "territorial" 61 65.5 70 42 43 44 0 1 1 0 1 0 0 0 0 0 0 1 0 0 1 1 1 1 0 44.5 "no" "stripes" "hindwing" "not" 0.1436 0 1 0 0 0 0 0 0 0 "Carnivorous" 1 1 1 0 0 1 0 0 1 "oligotop" 1 0 0 0.366666666666667 10 1 2 0 1 0 0 0 45416317.9594805 "NO"
"Anax immaculifrons" "EEA" "Insects" "Anax immaculifrons Rambur, 1842" "SPECIES" NA "No" NA "LEAST_CONCERN" "Anax" "Aeshnidae" "Odonata" "Insecta" "Arthropoda" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.24 "weak" "territorial" 66.08 84 78.04 42.6 48.18 50 1 1 0 0 1 0 0 0 0 1 0 1 0 0 0 1 1 1 0 57 "no" "stripes" "symmetric" "strongly" 0.3908 0 1 0 0 0 0 0 0 0 "Carnivorous" 1 1 1 0 0 0 1 1 0 "stenotop" 1 0 1 0.401333333333334 9.96 0.24 0.2 0 1 1 1 0 15780405.8517851 "NO"
"Anax imperator" "SPEED2ZERO" "Insects" "Anax imperator Leach, 1815" "SPECIES" "INN" NA "LC" "LEAST_CONCERN" "Anax" "Aeshnidae" "Odonata" "Insecta" "Arthropoda" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 "strong" "territorial" 66 75 84 45 52.5 60 1 1 0 0 1 0 0 0 0 0 0 1 0 0 1 0 1 1 0 48.5 "no" "stripes" "hindwing" "not" 0.1168 0 1 0 0 0 0 0 0 0 "Carnivorous" 1 1 1 0 1 1 0 0 0 "eurytop" 1 0 1 0.366666666666667 11.5 0 0 0 1 1 0 0 46687702.4274556 "NO"
"Anax junius" "EEA" "Insects" "Anax junius (Drury, 1773)" "SPECIES" NA "No" NA "LEAST_CONCERN" "Anax" "Aeshnidae" "Odonata" "Insecta" "Arthropoda" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.68 "strong" "territorial" 66.48 74 78.12 43.64 46.68 53.52 1 1 1 0 1 0 0 0 0 0 0 1 0 0 1 0 1 1 0 50.5 "no" "stripes" "hindwing" "not" 0.152 0 1 0 0 0 0 0 0 0 "Carnivorous" 1 1 1 1 1 0 0 1 1 "eurytop" 1 0 1 0.470666666666667 10.22 0.16 0 0 1 1 0 0 31703170.6738752 "NO"
"Anax parthenope" "SPEED2ZERO" "Insects" "Anax parthenope (Selys, 1839)" "SPECIES" "INN" NA "LC" "LEAST_CONCERN" "Anax" "Aeshnidae" "Odonata" "Insecta" "Arthropoda" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 "strong" "territorial" 62 68.5 75 48 52.5 57 1 1 0 0 1 0 0 0 0 0 1 1 0 0 1 0 1 1 0 48 "no" "stripes" "hindwing" "not" 0.1948 0 1 0 0 0 0 0 0 0 "Carnivorous" 1 1 1 0 1 1 1 0 0 "oligotop" 1 0 0 0.366666666666667 10.5 0 0 1 1 0 0 0 41507051.7103583 "NO"
"Boyeria cretensis" "EEA" "Insects" "Boyeria cretensis Peters, 1991" "SPECIES" NA "Yes" NA "ENDANGERED" "Boyeria" "Aeshnidae" "Odonata" "Insecta" "Arthropoda" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.68 "weak" "territorial" 64.64 70 76.2 39.2 40.28 44.08 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 1 0 45 "no" "stripes" "hindwing" "strongly" 0.3508 0 1 0 0 0 0 0 0 0 "Carnivorous" 1 1 1 0 0 0 0 1 0 "stenotop" 1 0 1 0.208 10.26 0.28 0 0 1 1 1 0 8289.68124989559 "NO"
"Boyeria irene" "SPEED2ZERO" "Insects" "Boyeria irene (Fonscolombe, 1838)" "SPECIES" "INN" NA "VU" "LEAST_CONCERN" "Boyeria" "Aeshnidae" "Odonata" "Insecta" "Arthropoda" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 "weak" "territorial" 63 67 71 34 37.5 41 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 1 1 0 42 "no" "stripes" "hindwing" "strongly" 0.336 0 1 0 0 0 0 0 0 0 "Carnivorous" 1 1 1 0 1 0 0 1 0 "stenotop" 1 1 0 0 10.5 0 0 0 1 1 0 0 4460629.03637065 "NO"
"Brachythemis leucosticta" "EEA" "Insects" "Brachythemis leucosticta (Burmeister, 1839)" "SPECIES" NA "No" NA "LEAST_CONCERN" "Brachythemis" "Libellulidae" "Odonata" "Insecta" "Arthropoda" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 "strong" "non-territorial" 34.88 27.5 39.44 19.52 21.36 23.44 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 24 "yes" "stripes" "symmetric" "weakly" 0.25 0 1 0 0 0 0 0 0 0 "Carnivorous" 1 1 1 1 0 1 0 0 0 "stenotop" 1 0 1 0.406666666666667 10.12 0.44 0.88 0 1 1 0 0 12874834.4548743 "NO"
"Brachytron pratense" "SPEED2ZERO" "Insects" "Brachytron pratense (Müller, 1764)" "SPECIES" "INN" NA "LC" "LEAST_CONCERN" "Brachytron" "Aeshnidae" "Odonata" "Insecta" "Arthropoda" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 "strong" "territorial" 54 58.5 63 35 37.5 40 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 35.5 "no" "stripes" "hindwing" "not" 0.2664 0 1 0 0 0 0 0 0 0 "Carnivorous" 1 1 1 0 1 0 0 0 1 "oligotop" 1 1 1 0.366666666666667 11 0 0 0 1 0 0 0 1898104.72302183 "NO"
"Caliaeschna microstigma" "EEA" "Insects" "Caliaeschna microstigma (Schneider, 1845)" "SPECIES" NA "No" NA "LEAST_CONCERN" "Caliaeschna" "Aeshnidae" "Odonata" "Insecta" "Arthropoda" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.8 "weak" "territorial" 59.04 62.3 69 34.88 39.2 40.76 1 1 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 1 0 41.14 "no" "stripes" "symmetric" "not" 0.4928 0 1 0 0 0 0 0 0 0 "Carnivorous" 1 1 1 0 0 0 0 0 0 "stenotop" 1 0 1 0.328 10.372 0.28 0.24 0 1 1 1 0 8926334.25335053 "YES"
"Calopteryx haemorrhoidalis" "EEA" "Insects" "Calopteryx haemorrhoidalis (Vander Linden, 1825)" "SPECIES" NA "No" NA "LEAST_CONCERN" "Calopteryx" "Calopterygidae" "Odonata" "Insecta" "Arthropoda" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.92 "strong" "territorial" 43.64 46.5 48.56 19.08 21.24 23.52 0 0 1 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 1 30 "yes" "stripes" "symmetric" "strongly" 0.87 0 1 0 0 1 0 0 0 0 "Carnivorous" 1 1 1 0 0 0 1 1 0 "stenotop" 0 1 0 0.298666666666667 11.4 0.08 0 0 1 1 0 0 4305005.33573176 "NO"
"Calopteryx splendens" "SPEED2ZERO" "Insects" "Calopteryx splendens (Harris, 1780)" "SPECIES" NA NA NA "LEAST_CONCERN" "Calopteryx" "Calopterygidae" "Odonata" "Insecta" "Arthropoda" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.12 "strong" "territorial" 44.4 46.5 48.92 20.2 21.46 24.12 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 1 31.5 "yes" "stripes" "symmetric" "strongly" 0.65 0 1 0 0 1 0 0 0 0 "Carnivorous" 1 1 1 0 0 0 1 1 0 "stenotop" 0 1 1 0.293333333333334 12.052 0.2 0 0 1 1 0 0 5287293.60840565 "NO"
"Calopteryx splendens aggr." "InfoSpecies" "Insects" NA "AGGREGATE" NA NA NA NA "Calopteryx" "Calopterygidae" "Odonata" "Insecta" "Arthropoda" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.08 "strong" "territorial" 45 46.5 48 19 21 23 1 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 1 29.54 "no" "stripes" "symmetric" "strongly" 0.6692 0 1 0 0 1 0 0 0 0 "Carnivorous" 1 1 1 0 0 0 0 1 0 "stenotop" 0 1 0 0.366666666666667 11.832 0 0 0 1 1 0 0 3318990.17483473 "NO"
"Calopteryx splendens subsp. caprai" "SPEED2ZERO" "Insects" "Calopteryx splendens (Harris, 1780)" "SUBSPECIES" "INN" NA "NT" "LEAST_CONCERN" "Calopteryx" "Calopterygidae" "Odonata" "Insecta" "Arthropoda" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 "medium" "territorial" 45 46.5 48 19 21 23 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 30.28 "yes" "stripes" "symmetric" "strongly" 0.7192 0 1 0 0 1 0 0 0 0 "Carnivorous" 1 1 1 0 0 0 0 1 0 "stenotop" 0 1 0 0.366666666666667 15 0.24 0.08 1 1 0 0 0 2094418.87076242 "NO"
"Calopteryx splendens subsp. splendens" "SPEED2ZERO" "Insects" "Calopteryx splendens splendens" "SUBSPECIES" "INN" NA "LC" NA "Calopteryx" "Calopterygidae" "Odonata" "Insecta" "Arthropoda" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 "medium" "territorial" 45 46.5 48 19 21 23 1 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 1 29.24 "no" "stripes" "symmetric" "strongly" 0.7104 0 1 0 0 1 0 0 1 0 "Carnivorous" 1 1 1 0 0 0 0 1 0 "stenotop" 0 1 0 0.366666666666667 9.5 0.16 0.04 0 1 1 0 0 5436113.48453827 "NO"
"Calopteryx virgo" "SPEED2ZERO" "Insects" "Calopteryx virgo (Linnaeus, 1758)" "SPECIES" NA NA NA "LEAST_CONCERN" "Calopteryx" "Calopterygidae" "Odonata" "Insecta" "Arthropoda" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.8 "strong" "territorial" 44.24 47 48.48 18.88 21.78 24 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 30 "yes" "stripes" "symmetric" "strongly" 1 0 1 0 0 1 0 0 0 0 "Carnivorous" 1 1 1 0 0 0 0 1 0 "stenotop" 0 1 1 0.266666666666667 11.8 0.16 0.04 0 1 1 0 0 7762069.08965077 "NO"
"Calopteryx virgo aggr." "InfoSpecies" "Insects" NA "AGGREGATE" NA NA NA NA "Calopteryx" "Calopterygidae" "Odonata" "Insecta" "Arthropoda" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 "weak" "territorial" 45 47 49 17 20 23 1 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 1 30.08 "no" "dots" "symmetric" "strongly" 0.6556 0 1 0 0 1 0 0 0 0 "Carnivorous" 1 1 1 0 0 0 0 1 0 "stenotop" 0 1 0 0.366666666666667 11.464 0 0 0 1 1 0 0 2435465.55825432 "NO"
"Calopteryx virgo subsp. meridionalis" "SPEED2ZERO" "Insects" "Calopteryx virgo (Linnaeus, 1758)" "SUBSPECIES" "INN" NA "VU" "LEAST_CONCERN" "Calopteryx" "Calopterygidae" "Odonata" "Insecta" "Arthropoda" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 "medium" "territorial" 45 47 49 17 20 23 1 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 29.88 "yes" "stripes" "symmetric" "strongly" 0.782 0 1 0 0 1 0 0 0 0 "Carnivorous" 1 1 1 0 0 0 0 1 0 "stenotop" 0 1 0 0.366666666666667 13 0.2 0.08 1 1 1 0 0 1937265.87829611 "NO"
"Calopteryx virgo subsp. virgo" "SPEED2ZERO" "Insects" "Calopteryx virgo virgo" "SUBSPECIES" "INN" NA "LC" NA "Calopteryx" "Calopterygidae" "Odonata" "Insecta" "Arthropoda" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 "strong" "territorial" 45 47 49 17 20 23 0 1 0 0 0 0 0 0 0 0 0 1 0 1 1 0 1 0 1 29.66 "yes" "stripes" "symmetric" "strongly" 0.6928 0 1 0 0 1 0 0 0 0 "Carnivorous" 1 1 1 0 0 0 0 1 0 "stenotop" 0 1 0 0.333333333333333 11 0.08 0 0 1 1 0 0 2718603.48216956 "NO"
"Calopteryx xanthostoma" "EEA" "Insects" "Calopteryx xanthostoma (Charpentier, 1825)" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Calopteryx" "Calopterygidae" "Odonata" "Insecta" "Arthropoda" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.96 "strong" "territorial" 43.48 46.5 48.24 18.2 20.8 23.16 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 1 29.5 "yes" "stripes" "symmetric" "strongly" 0.75 0 1 0 0 1 0 0 0 0 "Carnivorous" 1 1 1 0 0 0 0 1 0 "stenotop" 0 1 0 0.269333333333333 11.6 0.08 0.08 0 1 1 0 0 931702.9978974 "NO"
"Ceriagrion georgifreyi" "EEA" "Insects" "Ceriagrion georgifreyi Schmidt, 1953" "SPECIES" NA "No" NA "ENDANGERED" "Ceriagrion" "Coenagrionidae" "Odonata" "Insecta" "Arthropoda" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.72 "strong" "non-territorial" 33.04 34.62 37.32 16.84 19.5 21.44 1 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 1 0 1 21.46 "no" "stripes" "symmetric" "not" 0.2404 0 1 0 0 0 0 0 0 0 "Carnivorous" 1 1 1 0 0 0 0 1 0 "stenotop" 1 1 1 0.318666666666667 10.56 0.2 0 0 1 1 0 0 36300.3469257225 "NO"
