"names.traits" "names.maps" "Group" "Ter" "Aqu" "PhyloUniqueness" "FunctionUniqueness" "Restrictedness"
"Bryum caespiticium" "Bryum.caespiticium" "bryophytes" 1 0 0.00685518423307626 0.0905540837689917 0.646135265700483
"Bryum caespiticium subsp. caespiticium" "Bryum.caespiticium.caespiticium" "bryophytes" 1 0 0.0330690946582137 0.0638325129411129 1
"Bryum capillare" "Bryum.capillare" "bryophytes" 1 0 0.00171379605826907 0.0713882896151231 0.769323671497585
"Bryum creberrimum" "Bryum.creberrimum" "bryophytes" 1 0 0.0162810625535561 0.102432407087978 0.746376811594203
"Bryum elegans" "Bryum.elegans" "bryophytes" 1 0 0.00171379605826907 0.121957270914839 0.682367149758454
"Bryum klinggraeffii" "Bryum.klinggraeffii" "bryophytes" 1 0 0.00685518423307626 0.137369453502978 0.880434782608696
"Bryum moravicum" "Bryum.moravicum" "bryophytes" 1 0 0.0162810625535561 0.160357158894798 0.608695652173913
"Bryum pallens" "Bryum.pallens" "bryophytes" 1 0 0.00514138817480719 0.164354636106544 0.823671497584541
"Bryum pallescens" "Bryum.pallescens" "bryophytes" 1 0 0.00514138817480719 0.0680480865940274 0.547101449275362
"Bryum pseudotriquetrum" "Bryum.pseudotriquetrum" "bryophytes" 1 0 0.0162810625535561 0.0133391590179953 0.572463768115942
"Bryum rubens" "Bryum.rubens" "bryophytes" 1 0 0.00171379605826907 0.0944167707813833 0.797101449275362
"Bryum schleicheri" "Bryum.schleicheri" "bryophytes" 1 0 0.0162810625535561 0.244718655703841 0.692028985507246
"Bryum weigelii" "Bryum.weigelii" "bryophytes" 1 0 0.0162810625535561 0.221131315395037 0.689613526570048
"Buxbaumia viridis" "Buxbaumia.viridis" "bryophytes" 1 0 0.691516709511568 0.822713954722323 0.706521739130435
"Calliergon giganteum" "Calliergon.giganteum" "bryophytes" 1 0 0.00771208226221079 0.142953577629115 0.839371980676328
"Calliergonella cuspidata" "Calliergonella.cuspidata" "bryophytes" 1 0 0.000856898029134533 0.0877824312628784 0.705314009661836
"Calliergonella lindbergii" "Calliergonella.lindbergii" "bryophytes" 1 0 0.000856898029134533 0.130869533020154 0.714975845410628
"Calypogeia azurea" "Calypogeia.azurea" "bryophytes" 1 0 0.00685518423307626 0.0536075916109181 0.619565217391304
"Calypogeia fissa" "Calypogeia.fissa" "bryophytes" 1 0 0.00685518423307626 0.106830028678378 0.856280193236715
"Calypogeia fissa subsp. fissa" "Calypogeia.fissa.fissa" "bryophytes" 1 0 0.00685518423307626 0.0676126749334339 1
"Calypogeia integristipula" "Calypogeia.integristipula" "bryophytes" 1 0 0.00685518423307626 0.166183533993846 0.628019323671498
"Calypogeia muelleriana" "Calypogeia.muelleriana" "bryophytes" 1 0 0.00685518423307626 0.0536075916109181 0.768115942028985
"Calypogeia muelleriana subsp. muelleriana" "Calypogeia.muelleriana.muelleriana" "bryophytes" 1 0 0.0330690946582137 0.208057964019251 1
"Calypogeia neesiana" "Calypogeia.neesiana" "bryophytes" 1 0 0.00685518423307626 0.166183533993846 0.567632850241546
"Calypogeia neesiana subsp. neesiana" "Calypogeia.neesiana.neesiana" "bryophytes" 1 0 0.0330690946582137 0.299278182122507 1
"Calypogeia suecica" "Calypogeia.suecica" "bryophytes" 1 0 0.00685518423307626 0.243914541829677 0.544685990338164
"Campyliadelphus chrysophyllus" "Campyliadelphus.chrysophyllus" "bryophytes" 1 0 0.156812339331619 0.0134018979027295 0.704106280193237
"Campylium stellatum" "Campylium.stellatum" "bryophytes" 1 0 0.00171379605826907 0.125084380425476 0.634057971014493
"Campylium stellatum subsp. protensum" "Campylium.stellatum.protensum" "bryophytes" 1 0 0.00171379605826907 0.0802490394255517 1
"Campylium stellatum subsp. stellatum" "Campylium.stellatum.stellatum" "bryophytes" 1 0 0.0330690946582137 0.0826897100598411 1
"Campylophyllum calcareum" "Campylophyllum.calcareum" "bryophytes" 1 0 0.000856898029134533 0.1471067824497 0.653381642512077
"Campylophyllum halleri" "Campylophyllum.halleri" "bryophytes" 1 0 0.000856898029134533 0.260864898912256 0.615942028985507
"Campylopus atrovirens" "Campylopus.atrovirens" "bryophytes" 1 0 0.00771208226221079 0.243646503871623 0.951690821256039
"Campylopus flexuosus" "Campylopus.flexuosus" "bryophytes" 1 0 0.00771208226221079 0.12731803007593 0.863526570048309
"Campylopus fragilis" "Campylopus.fragilis" "bryophytes" 1 0 0.00771208226221079 0.142060117768933 0.793478260869565
"Campylopus gracilis" "Campylopus.gracilis" "bryophytes" 1 0 0.00771208226221079 0.243646503871623 0.661835748792271
"Campylopus introflexus" "Campylopus.introflexus" "bryophytes" 1 0 0.00771208226221079 0.12731803007593 0.949275362318841
"Campylopus pyriformis" "Campylopus.pyriformis" "bryophytes" 1 0 0.00771208226221079 0.224481789870719 0.91304347826087
"Catoscopium nigritum" "Catoscopium.nigritum" "bryophytes" 1 0 0.251928020565553 0.357669851228045 0.752415458937198
"Cephalozia albescens" "Cephalozia.albescens" "bryophytes" 1 0 0.00599828620394173 0.342521674897982 0.8756038647343
"Cephalozia bicuspidata" "Cephalozia.bicuspidata" "bryophytes" 1 0 0.0137103684661525 0.0942600152491976 0.667874396135266
"Cephalozia connivens" "Cephalozia.connivens" "bryophytes" 1 0 0.00599828620394173 0.501844661801422 0.809178743961353
"Cephalozia connivens subsp. connivens" "Cephalozia.connivens.connivens" "bryophytes" 1 0 0.0330690946582137 0.141322441874777 1
"Cephalozia curvifolia" "Cephalozia.curvifolia" "bryophytes" 1 0 0.00599828620394173 0.0160222689852035 0.834541062801932
"Cephalozia lunulifolia" "Cephalozia.lunulifolia" "bryophytes" 1 0 0.00599828620394173 0.173558178350232 0.661835748792271
"Cephalozia pleniceps" "Cephalozia.pleniceps" "bryophytes" 1 0 0.00599828620394173 0.124684857180534 0.695652173913043
