"names.traits" "names.maps" "Group" "Ter" "Aqu" "PhyloUniqueness" "FunctionUniqueness" "Restrictedness"
"Discus ruderatus" "Discus.ruderatus" "molluscs" 1 0 0.00338983050847458 0.225902261101366 0.723429951690821
"Dreissena polymorpha" "Dreissena.polymorpha" "molluscs" 0 1 0.088135593220339 0.356983496196852 0.992753623188406
"Ena montana" "Ena.montana" "molluscs" 1 0 0.00677966101694915 0.107738001448344 0.595410628019324
"Eucobresia diaphana" "Eucobresia.diaphana" "molluscs" 1 0 0.0305084745762712 0.266147617771425 0.568840579710145
"Euconulus alderi" "Euconulus.alderi" "molluscs" 1 0 0.0101694915254237 0.274519516952071 0.891304347826087
"Euconulus fulvus" "Euconulus.fulvus" "molluscs" 1 0 0.0101694915254237 0.352175832691361 0.544685990338164
"Euomphalia strigella" "Euomphalia.strigella" "molluscs" 1 0 0.0677966101694915 0.156393873070177 0.746376811594203
"Ferrissia clessiniana" "Ferrissia.clessiniana" "molluscs" 0 1 0.00338983050847458 0.491669627102974 0.991545893719807
"Fruticicola fruticum" "Fruticicola.fruticum" "molluscs" 1 0 0.864406779661017 0.208525164093569 0.644927536231884
"Galba truncatula" "Galba.truncatula" "molluscs" 0 1 0.00677966101694915 0.312787746140354 0.592995169082126
"Granaria frumentum" "Granaria.frumentum" "molluscs" 1 0 0.00677966101694915 0.208525164093569 0.927536231884058
"Granaria illyrica" "Granaria.illyrica" "molluscs" 1 0 0.00677966101694915 0.321476294644252 0.989130434782609
"Granaria variabilis" "Granaria.variabilis" "molluscs" 1 0 0.00677966101694915 0.312787746140354 0.91304347826087
"Gyraulus albus" "Gyraulus.albus" "molluscs" 0 1 0.0135593220338983 0.321476294644252 0.995169082125604
"Gyraulus crista" "Gyraulus.crista" "molluscs" 0 1 0.0135593220338983 0.299754923384505 0.900966183574879
"Gyraulus laevis" "Gyraulus.laevis" "molluscs" 0 1 0.0135593220338983 0.156393873070177 0.828502415458937
"Gyraulus parvus" "Gyraulus.parvus" "molluscs" 0 1 0.0135593220338983 0.156393873070177 0.996376811594203
"Haitia acuta" "Haitia.acuta" "molluscs" 0 1 0.00338983050847458 0.156393873070177 0.981884057971015
"Helicella itala" "Helicella.itala" "molluscs" 1 0 0.135593220338983 0.334798735683564 0.705314009661836
"Helicigona lapicida" "Helicigona.lapicida" "molluscs" 1 0 0.0271186440677966 0.382296134171543 0.684782608695652
