"names.traits" "names.maps" "Group" "Ter" "Aqu" "PhyloUniqueness" "FunctionUniqueness" "Restrictedness"
"Dryocopus martius" "Dryocopus.martius" "aves" 1 0 0.00900900900900901 0.190132566156702 0.518115942028986
"Emberiza calandra" "Emberiza.calandra" "aves" 1 0 0.0045045045045045 0.121414243182867 0.774154589371981
"Emberiza cia" "Emberiza.cia" "aves" 1 0 0.0135135135135135 0.30311109580113 0.676328502415459
"Emberiza cirlus" "Emberiza.cirlus" "aves" 1 0 0.00900900900900901 0.226418858526672 0.655797101449275
"Emberiza citrinella" "Emberiza.citrinella" "aves" 1 0 0.0045045045045045 0.318475319718739 0.519323671497585
"Emberiza hortulana" "Emberiza.hortulana" "aves" 1 0 0.0045045045045045 0.382037825710715 0.829710144927536
"Emberiza schoeniclus" "Emberiza.schoeniclus" "aves" 1 0 0.0045045045045045 0.372864081632448 0.759661835748792
"Erithacus rubecula" "Erithacus.rubecula" "aves" 1 0 0.0585585585585585 0.212072056838503 0.516908212560387
"Falco peregrinus" "Falco.peregrinus" "aves" 1 0 0.0045045045045045 0.474192688787009 0.544685990338164
"Falco subbuteo" "Falco.subbuteo" "aves" 1 0 0.0045045045045045 0.243262481620128 0.589371980676328
"Falco tinnunculus" "Falco.tinnunculus" "aves" 1 0 0.00900900900900901 0.468400667138144 0.516908212560387
"Ficedula albicollis" "Ficedula.albicollis" "aves" 0 0 0.0045045045045045 0.219014975796808 0.942028985507246
"Ficedula hypoleuca" "Ficedula.hypoleuca" "aves" 1 0 0.0045045045045045 0.173176405695485 0.52536231884058
"Fringilla coelebs" "Fringilla.coelebs" "aves" 1 0 0.054054054054054 0.0498676233699738 0.516908212560387
"Fulica atra" "Fulica.atra" "aves" 0 1 0.0045045045045045 0.18631444444146 0.608695652173913
"Gallinago gallinago" "Gallinago.gallinago" "aves" 1 0 0.0045045045045045 0.525771648261243 0.971014492753623
"Gallinula chloropus" "Gallinula.chloropus" "aves" 1 0 0.0045045045045045 0.486441381592022 0.692028985507246
"Garrulus glandarius" "Garrulus.glandarius" "aves" 1 0 0.0045045045045045 0.241483159813709 0.516908212560387
"Glaucidium passerinum" "Glaucidium.passerinum" "aves" 1 0 0.0045045045045045 0.403717603140972 0.599033816425121
"Gypaetus barbatus" "Gypaetus.barbatus" "aves" 1 0 0.0045045045045045 0.544301767800713 0.905797101449275
"Hippolais icterina" "Hippolais.icterina" "aves" 0 0 0.0045045045045045 0.219014975796808 0.730676328502415
"Hippolais polyglotta" "Hippolais.polyglotta" "aves" 1 0 0.0045045045045045 0.226699268080227 0.743961352657005
"Hirundo rustica" "Hirundo.rustica" "aves" 1 0 0.0045045045045045 0.484623202287489 0.542270531400966
"Ixobrychus minutus" "Ixobrychus.minutus" "aves" 1 1 0.018018018018018 0.347146221879912 0.814009661835749
"Jynx torquilla" "Jynx.torquilla" "aves" 1 0 0.036036036036036 0.369591299971523 0.570048309178744
"Lagopus muta" "Lagopus.muta" "aves" 1 0 0.00900900900900901 0.299167514568322 0.71256038647343
"Lanius collurio" "Lanius.collurio" "aves" 0 0 0.00900900900900901 0.410304754605111 0.516908212560387
"Lanius senator" "Lanius.senator" "aves" 1 0 0.00900900900900901 0.223014826578927 0.858695652173913
"Larus michahellis" "Larus.michahellis" "aves" 0 1 0.0135135135135135 0.417413109490933 0.82487922705314
"Larus ridibundus" "Larus.ridibundus" "aves" 1 1 0.0135135135135135 0.465887247847522 0.946859903381642
"Leiopicus medius" "Leiopicus.medius" "aves" 1 0 0.00900900900900901 0.154020015347482 0.840579710144927
"Linaria cannabina" "Linaria.cannabina" "aves" 1 0 0.00900900900900901 0.0350417161113404 0.518115942028986
"Locustella luscinioides" "Locustella.luscinioides" "aves" 1 0 0.0045045045045045 0.213015463742029 0.86231884057971
"Locustella naevia" "Locustella.naevia" "aves" 1 0 0.0045045045045045 0.237408394141177 0.759661835748792
"Lophophanes cristatus" "Lophophanes.cristatus" "aves" 1 0 0.00900900900900901 0.0176312193115855 0.518115942028986
"Loxia curvirostra" "Loxia.curvirostra" "aves" 0 0 0.0045045045045045 0.102637550247551 0.516908212560387
"Lullula arborea" "Lullula.arborea" "aves" 1 0 0.00900900900900901 0.226418858526672 0.800724637681159
"Luscinia megarhynchos" "Luscinia.megarhynchos" "aves" 1 0 0.054054054054054 0.166074686904942 0.688405797101449
"Lyrurus tetrix" "Lyrurus.tetrix" "aves" 1 0 0.0045045045045045 0.172170462867665 0.666666666666667
"Mareca strepera" "Mareca.strepera" "aves" 0 1 0.0135135135135135 0.243777736489772 0.973429951690821
"Mergus merganser" "Mergus.merganser" "aves" 0 1 0.0765765765765766 0.254702780033817 0.725845410628019
"Merops apiaster" "Merops.apiaster" "aves" 1 0 0.0045045045045045 0.311456132329956 0.885265700483092
"Milvus migrans" "Milvus.migrans" "aves" 1 0 0.0045045045045045 0.474192688787009 0.573671497584541
"Milvus milvus" "Milvus.milvus" "aves" 1 0 0.0045045045045045 0.476252743163959 0.56280193236715
"Monticola saxatilis" "Monticola.saxatilis" "aves" 1 0 0.0045045045045045 0.166909295216601 0.682367149758454
"Monticola solitarius" "Monticola.solitarius" "aves" 1 0 0.0045045045045045 0.166909295216601 0.951690821256039
